param,mx,mn,med,mean,num_nans
rh_avg,100.0,4.4,63.450005000000004,61.86502523168211,False
air_tmp_C_avg,38.950012,-32.199996999999996,15.450012,13.559514666875394,False
open_wtr_et_mm,14.174999,0.0,3.6749997000000003,3.752434208689849,False
wb_tmp_C,28.390894,-32.642113,10.7899125,9.286155061593451,False
rh_max,100.0,7.8,85.1,82.0236732887784,False
rh_min,100.0,1.0,40.600002,41.70637682374419,False
sp_h_kg_kg,0.022739999,0.00022999999,0.00633,0.007121846642277405,False
air_tmn_K,305.4,233.5,282.2,280.8060791696581,False
air_tmx_K,321.0,245.4,295.0,292.6129381456048,False
precip_mm,270.30002,0.0,0.0,2.663121485009712,False
wnd_spd_m_s,16.800001,0.4,3.8,4.067602162219899,False
wnd_dir_dg_clk_frm_N,360.0,0.0,205.0,189.29748817161683,False
ref_et_gr_mm,13.5,0.0,3.5,3.573746972948009,False
ref_et_alf_mm,21.0,0.0,4.7000003,4.830629997033247,False
sur_rad_Wm2,424.4,0.0,192.90001,194.29540267639553,False
vpdef_kPa,6.71,0.0,0.77,0.8824586538920465,False
