param,mx,mn,med,mean,num_nans
rh_avg,100.0,2.3500001,67.9,65.60286485201944,False
air_tmp_C_avg,40.55002,-29.350006,15.200012,13.957289842346205,False
open_wtr_et_mm,13.23,0.0,3.4649997000000003,3.573898839695665,False
wb_tmp_C,28.390894,-29.505903000000004,11.16523,10.180306075694904,False
rh_max,100.0,4.3,92.0,88.01934199349544,False
rh_min,100.0,0.1,43.8,43.18638746925272,False
sp_h_kg_kg,0.02393,0.00018999999,0.00676,0.007742893306266181,False
air_tmn_K,304.0,236.0,282.0,281.12304069955,False
air_tmx_K,324.2,249.1,294.9,293.0915269142075,False
precip_mm,172.90001,0.0,0.0,2.654999906440624,False
wnd_spd_m_s,18.4,0.4,3.5,3.836559527777245,False
wnd_dir_dg_clk_frm_N,359.0,0.0,199.0,194.90491961653746,False
ref_et_gr_mm,12.6,0.0,3.3,3.403713281233564,False
ref_et_alf_mm,19.300001,0.0,4.4,4.532356562780252,False
sur_rad_Wm2,440.2,12.900001,184.40001,187.0348053502369,False
vpdef_kPa,7.83,0.0,0.7,0.8077344363347447,False
