Plant.Code,Elevation,pond_area,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Tdb,Twb,nwT
2963,641,1000000,3971911,3752204,3698114,1094848,2728519,3476912,3847108,3398877,3080579,3136769,3241832,3077317,3.15,1.85,11.05,16.71,19.59,26.64,28.45,25.83,24.31,17.13,11.1,7.65,0.27,-1.05,7.76,13.15,16.83,22.33,24.08,21.38,20.08,12.93,8.51,5.42,5.3,5.7,11.1,16.9,19.8,25.8,27.7,26.2,23.6,18.5,12.9,8.3,6.7,8.2,6.8,8.6,7.9,7.5,6.9,5.4,6.4,5.9,8.4,8,90.21156738,77.6829315,30.49
2964,1244,1000000,276020,156233,145344,49991,106380,245122,414699,451535,418635,142293,0,22746,4.4,4.21,11.71,16.92,19.84,26.54,28.25,27.26,25.85,18.36,11.23,7.54,0.9,0.72,8.1,13.47,16.64,21.6,23.15,21.32,19.69,13.11,8.22,4.79,5.1,7.1,13,18.2,20.7,25.7,27.8,26.5,24.3,18.6,12.1,7,9.4,11.5,8.9,11.5,10.7,9.7,9.7,8.8,10,9.1,12.1,10.9,89.68690066,76.2514277,30.49
2965,625,1000000,145998,125087,153623,129712,138285,191964,236930,236752,189350,167996,136448,134143,3.36,2.19,11.19,16.86,19.69,26.72,28.53,26.06,24.61,17.39,11.25,7.83,0.4,-0.8,7.91,13.25,16.88,22.3,24.05,21.45,20.11,13.09,8.51,5.46,5.5,5.6,11.5,17.6,19.6,24.5,28.1,27.4,24.6,19,13.2,9.2,6.7,8,6.6,8.6,8.1,7.5,7,5.5,6.5,6,8.3,7.8,90.85289595,77.926012,30.49
3006,1181,1000000,105543,151601,88894,220867,117673,203764,325625,314965,263252,200582,305834,195887,4.4,4.18,11.73,16.92,19.83,26.53,28.23,27.23,25.82,18.34,11.22,7.53,0.9,0.7,8.1,13.45,16.62,21.61,23.16,21.32,19.69,13.1,8.21,4.79,5.2,7.1,13,18.3,20.7,25.8,27.8,26.5,24.4,18.7,12.1,7.2,9.5,11.5,9,11.6,10.7,9.8,9.8,8.9,10.1,9.1,12.1,11,89.67018433,76.26055721,30.49
3008,1893,1000000,149576,111612,86418,229436,246584,217372,194291,212322,293295,286417,257589,119853,2.79,2.8,11.03,15.63,17.85,26.09,27.99,26.67,25.57,17.03,9.78,5.36,-0.37,-0.56,6.61,11.46,14.86,20.65,21.99,20.3,18.75,12.04,6.41,2.44,4.1,5.9,11.5,16.4,19.3,24.1,26.5,24.8,22.6,16.7,10.5,5.5,10,11.2,9.7,12.3,11.4,11.5,11.1,9.5,12.3,9.4,13,11.7,90.61633948,75.1244648,30.49
3096,732,1000000,0,0,0,4338,141654,73223,164165,22049,74527,24926,0,6696,-3.95,-7.38,2.38,11.7,19.08,21.14,22.81,21.78,20.65,12.14,9.74,7.66,-5.01,-8.67,-0.11,7.32,14.36,17.52,18.59,17.07,16.12,8.7,5.98,5.9,1,0.5,3.2,10.3,18.8,21.7,22.7,24.7,23,15.7,10.6,7.2,8.6,8.8,8.2,8.7,6.6,7,5.7,5.3,5.7,7.2,7.8,7.2,82.46498983,73.57380776,30.49
3118,1089,1000000,5581499,5501328,6151393,5281647,4987787,4706023,4471669,4758392,4770901,4717881,4166166,3323108,-4.73,-8.2,1.17,10,17.85,19.49,21.34,20.45,19.05,10.72,8.43,6.63,-6.02,-9.3,-1.19,6.06,13.48,16.54,17.71,16.22,14.98,7.48,4.99,4.8,0.6,0.3,3,9.8,17.4,19.3,20.7,22.1,20.3,13,8.6,6.7,11,10.7,10.2,9.9,7.6,7.7,6.1,5.9,5.9,8.3,9.3,8.7,81.35270532,72.35270532,30.49
3122,1200,1000000,5658337,5638483,5578934,4147153,3963030,4787738,4141838,4714908,3969672,2433726,2847697,3867006,-4.49,-8,1.42,10.29,18.06,19.77,21.57,20.67,19.27,10.94,8.75,6.9,-5.84,-9.18,-1.04,6.22,13.58,16.65,17.82,16.3,15.1,7.65,5.2,5.05,0.7,0.3,2.8,9.9,17.6,19.7,20.8,22.2,20.5,12.5,8.2,6.5,10.6,10.4,9.8,9.7,7.5,7.6,5.9,5.8,5.8,8,9.1,8.4,81.48748708,72.48748708,30.49
3130,1097,1000000,1418772,1489464,5465,0,445771,1196685,1434459,1381675,1242032,1595,807854,652896,-4.74,-8.22,1.16,9.98,17.83,19.47,21.32,20.44,19.04,10.71,8.4,6.61,-6.03,-9.31,-1.2,6.04,13.48,16.54,17.71,16.22,14.97,7.47,4.98,4.78,0.6,0.3,2.9,9.8,17.4,19.2,20.4,21.9,20.2,12.9,8.6,6.7,11.1,10.7,10.2,9.9,7.6,7.7,6.1,5.9,5.9,8.4,9.3,8.7,80.80652528,72.07799566,30.49
3136,1002,1000000,5997029,5515254,5750948,5103812,4711550,3892805,4576682,4495589,3186206,2077718,3177862,2544531,-5.05,-8.57,1.08,10.39,18.12,19.8,21.73,20.72,19.48,11.04,7.98,6.55,-6.26,-9.62,-1.34,6.15,13.5,16.59,17.72,16.32,15.27,7.7,5.03,4.92,0.6,0.3,2.7,9.8,17.4,18.5,19.9,19.6,19.2,12.5,8.4,6.5,10.6,10.1,9.6,9.7,7.5,7.7,6.1,6,6,8.4,9.2,8.8,80.36894872,71.99192472,30.49
3148,245,1000000,158798,439425,1768750,2717320,1805997,2891299,3748705,3827255,2506840,1972570,3677775,1495707,-3.39,-7.38,1.26,10.59,18.68,20.71,23.76,23.21,20.79,11.79,9.05,7.88,-5.14,-8.39,-1.25,6.47,14.17,17.28,19.52,18.52,16.83,8.62,6.34,6.07,1.4,0.5,2.2,9.6,17.5,20.1,21.5,22.7,21.2,13.9,9.2,6.9,9.1,8.7,8.5,9.3,6.8,7.2,5.3,5.3,5.4,7.6,7,6.7,84.72719449,75.72719449,30.49
3149,538,1000000,4421713,4731030,4040324,947142,2319741,2782601,3386486,3831828,3436512,886527,2601777,1299119,-4.19,-7.55,0.7,10.31,19.1,21.08,23.03,22.48,20.65,11.65,8.67,6.66,-5.74,-8.73,-1.76,6.32,14.5,17.59,18.89,18,16.56,8.42,5.83,5.13,0.8,0.5,2.1,8.6,15.5,21.3,21.8,23.8,21.9,13.6,8.9,6.7,6.7,6.6,6.5,6.8,5.2,5,3.8,3.6,3.6,4.7,5.3,4.9,82.29394016,74.12195814,30.49
3166,153,1000000,1148282,1005115,1140234,1149503,1174320,1126636,1157761,1112339,893906,797209,1196694,1217567,-2.58,-5.7,2.03,11.28,19.31,21.92,23.65,22.86,20.9,11.94,9.3,8.19,-4.05,-7.02,-0.12,7.6,15.38,18.91,20.44,19,17.28,9.4,6.92,6.73,1.9,1.1,3.1,10.3,19.9,24.3,24.3,26.8,24.9,16.3,10.6,8,8.1,8.3,7.3,8.8,6.4,7.1,5.1,5.2,5.4,6.7,6.4,5.8,85.6743108,76.6743108,30.49
3166,153,1000000,11482818,10051145,11402340,11495025,11743198,11266360,11577607,11123392,8939062,7972092,11966940,12175666,-2.58,-5.7,2.03,11.28,19.31,21.92,23.65,22.86,20.9,11.94,9.3,8.19,-4.05,-7.02,-0.12,7.6,15.38,18.91,20.44,19,17.28,9.4,6.92,6.73,1.9,1.1,3.1,10.3,19.9,24.3,24.3,26.8,24.9,16.3,10.6,8,8.1,8.3,7.3,8.8,6.4,7.1,5.1,5.2,5.4,6.7,6.4,5.8,85.6743108,76.6743108,30.49
3264,678,1000000,0,0,11442,16264,0,45955,26214,12290,7630,5557,8146,1,5.51,3.88,13.17,17.87,22.29,26.32,27.62,26.24,22.89,16.11,13.14,13.17,2.39,0.73,9.07,13.59,17.29,21.27,22.3,21.06,18.77,12.89,10.35,10.84,7.3,6.6,14.4,17.7,21.4,26.5,26.9,27.2,25.1,18.7,11.7,12.6,6.3,7,6.7,7,5.4,5.7,5.9,4.9,6.3,6.7,5.8,5.5,85.78789058,75.85859372,30.49
3264,678,1000000,0,0,57211,81319,0,229774,131068,61452,38151,27786,40729,3,5.51,3.88,13.17,17.87,22.29,26.32,27.62,26.24,22.89,16.11,13.14,13.17,2.39,0.73,9.07,13.59,17.29,21.27,22.3,21.06,18.77,12.89,10.35,10.84,7.3,6.6,14.4,17.7,21.4,26.5,26.9,27.2,25.1,18.7,11.7,12.6,6.3,7,6.7,7,5.4,5.7,5.9,4.9,6.3,6.7,5.8,5.5,85.78789058,75.85859372,30.49
3297,109,1000000,1940265,1693230,854372,1557291,1911174,1776912,1954565,1911232,1094613,701120,1246350,1671707,7.4,6.18,14.76,19.21,23,28.03,28.97,27.58,24.43,18.36,15.19,16.01,4.32,2.71,10.81,15.27,18.15,22.34,23.28,22.52,20.88,15.18,12.61,13.45,9.1,8,13.1,18.7,23.2,28.3,29.2,29,25.9,19.7,16.4,14.3,5,6.1,5.7,5.6,4.6,5.2,5.1,4.1,4.5,4.4,3.7,4,88.61408885,78,30.49
3298,12,1000000,18831,17353,11496,14083,18060,17606,18919,18270,18666,13760,8430,17790,8.89,7.18,15.3,19.89,22.89,27.93,28.52,27.36,25.22,19.34,16.89,17.19,5.38,3.87,12.08,16.32,18.88,23.14,23.95,23.35,21.69,16.4,14.15,14.46,10.6,9,13.4,19.6,23.9,28.4,29.9,29.4,27.1,21.2,18.4,15.6,7.1,8.8,8,7.8,7.2,7.1,6.5,6,6.8,7.1,6.6,6.7,87.26240572,79.2362943,30.49
3298,12,1000000,1883091,1735302,1149599,1408296,1806045,1760642,1891899,1827033,1866601,1376018,842984,1778953,8.89,7.18,15.3,19.89,22.89,27.93,28.52,27.36,25.22,19.34,16.89,17.19,5.38,3.87,12.08,16.32,18.88,23.14,23.95,23.35,21.69,16.4,14.15,14.46,10.6,9,13.4,19.6,23.9,28.4,29.9,29.4,27.1,21.2,18.4,15.6,7.1,8.8,8,7.8,7.2,7.1,6.5,6,6.8,7.1,6.6,6.7,87.26240572,79.2362943,30.49
3405,1107,1000000,645965,586744,805655,742090,905119,929518,1046997,1031896,1048918,1034642,802011,1016557,2.47,-0.39,10.03,15.14,20.83,24.66,25.46,24.07,21.53,15.03,11.44,10.74,0.15,-2.62,6.7,11.5,16.12,20.14,21.38,19.72,17.57,11.73,8.57,8.69,4.3,3,9.1,13.8,19.5,21.3,21.9,21.9,19.5,14.6,11,10,4.9,5.6,5.1,5,3.6,4.2,4.2,2.8,2.5,3.6,3.5,3.6,84.25851029,74.48400987,30.49
3443,55,1000000,12037,78267,184806,86282,133165,103697,120842,134329,89794,116953,22823,82461,10.78,12.57,16.78,22.49,25.27,27.53,29.36,29.34,26.83,23.66,18.28,15.38,8.01,10.1,14.76,20.32,23.01,24.48,25.21,24.67,23.41,19.83,16.18,13.67,13.5,16.1,18.9,23.5,26.1,28.6,29.9,30.4,28.6,25,20.9,17.2,8.8,9.9,9.1,9.9,11.9,8.2,9.7,7.7,6.9,8.8,9,9.1,89.16684536,80.72102414,30.49
3443,55,1000000,24074,156534,369612,172564,266330,207394,241684,268658,179587,233905,45646,164921,10.78,12.57,16.78,22.49,25.27,27.53,29.36,29.34,26.83,23.66,18.28,15.38,8.01,10.1,14.76,20.32,23.01,24.48,25.21,24.67,23.41,19.83,16.18,13.67,13.5,16.1,18.9,23.5,26.1,28.6,29.9,30.4,28.6,25,20.9,17.2,8.8,9.9,9.1,9.9,11.9,8.2,9.7,7.7,6.9,8.8,9,9.1,89.16684536,80.72102414,30.49
3456,4067,1000000,880361,789458,723102,677646,1107952,1365170,1162842,1343523,1383920,911911,718205,739511,6.43,11.33,14.91,18.13,21.74,28.58,28.59,29.21,26.33,19.48,12.08,7.62,2.53,5.43,7.65,8.52,11.02,16.63,18.9,18.42,17.03,13.09,6.39,2.31,8.2,11.7,14.1,18.3,21.5,25,25.7,25.5,24.3,20.1,13.4,10,6.4,7.7,7.4,10.8,9.8,7.6,7.3,7,6.2,6.1,7.9,8.2,85,68.87747548,30.49
3459,8,1000000,789661,260153,705996,335712,636722,229774,1031556,581067,272926,372064,391934,374442,9.83,11.28,17.18,22.08,25.23,27.9,29.58,29.24,26.81,22.78,18.39,15.65,7.58,9.07,14.89,19.68,22.42,24.28,25.53,24.31,23.02,18.92,16.09,13.82,13.3,15,17.9,22.8,26,28.3,30.6,30.8,29.1,24.9,20.3,17.3,8.6,9.6,7.9,8.4,9.8,7.1,6.5,5.9,6,9,8.9,9.3,87.72026831,80.72026831,30.49
3464,37,1000000,327,7,0,41001,39628,38189,100705,277774,67974,7263,218,0,10.25,11.98,17.35,22.65,25.35,28.11,30.04,29.54,26.84,23.48,18.25,15.95,7.68,9.58,14.66,19.72,22.35,24.04,25.13,24.12,22.76,18.8,15.62,13.65,10.8,13.4,16.4,22.4,24.7,27.5,29.9,30.5,28.4,24.6,19.5,16.3,7.5,8.5,7.2,7.6,8.5,5.8,6.1,5,4.8,7.2,7.4,7.6,88.2453629,79.52385765,30.49
3469,121,1000000,17386,174959,326976,407041,271707,362094,488587,337610,269400,135516,222148,33447,9.75,11.46,16.72,22.4,25.18,27.8,29.78,29.26,26.52,22.88,17.42,15.3,7.23,8.96,14.09,19.44,21.93,23.86,25.04,24.07,22.58,18.41,15.06,13.19,11.4,13.5,16.7,22.8,24.4,27.2,29.6,29.7,27.5,24.1,19.2,16.2,6.3,7.4,6.5,7,7.8,5.6,6.2,4.9,4.4,6.7,6.8,6.9,88.10744527,79.33597548,30.49
3470,71,2140,3352193,3248907,2570216,2723122,3700795,3736136,3817649,3914549,3838380,3190393,1705070,918131,10.19,12.13,17.18,22.61,25.46,28,29.69,29.25,26.73,23.42,18.39,16.05,7.67,9.7,14.68,19.81,22.45,24.07,25.05,24.16,22.94,19,15.84,13.93,12.1,14.2,17.4,22.9,25.5,27.9,29.9,30.2,28.3,24.7,19.9,16.8,7.7,8.9,7.7,8,9.1,6.4,6.9,5.3,4.9,7.2,7.6,8,88.19016531,79.68246966,30.49
3478,299,1000000,4841,2640,2528,2311,2812,3398,8040,8906,4549,331,1491,2557,6.77,6.43,13.28,19.29,22.96,27.47,29.76,28.71,26.57,20.78,15.08,12.73,3.77,3.72,11.18,16.13,19.79,23.19,24.35,22.38,20.73,15.59,12.32,10.48,9,9.9,14.4,20.9,23.7,26.6,28.8,28.6,26.6,21.9,16.8,12.8,6.6,7.7,6.3,8,7.3,6.5,7.5,5.5,4.8,6,6.3,7.3,90,79,30.49
3478,299,1000000,484097,264036,252798,231094,281163,339792,803995,890579,454904,33141,149057,255707,6.77,6.43,13.28,19.29,22.96,27.47,29.76,28.71,26.57,20.78,15.08,12.73,3.77,3.72,11.18,16.13,19.79,23.19,24.35,22.38,20.73,15.59,12.32,10.48,9,9.9,14.4,20.9,23.7,26.6,28.8,28.6,26.6,21.9,16.8,12.8,6.6,7.7,6.3,8,7.3,6.5,7.5,5.5,4.8,6,6.3,7.3,90,79,30.49
3482,3178,1000000,416613,354636,660133,657678,402579,471914,973144,1009816,675370,485551,690883,849424,4.49,7,11.89,17.67,20.31,25.73,28.22,27.85,25.77,18.72,11.5,7.7,1.19,2.72,7.19,11,14.81,19.37,20.34,19.49,18.11,13.36,7.04,3.46,6.9,9.8,13.8,18.6,21.4,26.1,27.6,27,25.1,20.1,14.3,10.3,10,11.4,8.9,12.8,12.7,10.8,10.3,9.5,9.6,10,11.5,11.5,86.26028042,71.84006138,30.49
3484,3596,1000000,186179,98726,124202,121782,147601,223088,505958,457134,277782,225453,190955,146768,2.74,4.62,10.51,15.13,16.83,24.15,25.89,25.07,24.08,16.33,8.8,5.11,-0.67,0.13,5.3,8.7,12.67,18.66,19.91,19.08,17.03,11.56,4.33,1.07,4.1,6.7,11.8,15.9,19.4,24.6,26.2,25.4,22.7,17.3,10.4,6.7,10.7,11.9,10.5,13.5,12.8,12.1,11.5,10.8,12.2,11.2,13.4,13,85.96292193,69.91775348,30.49
3485,3675,1000000,272820,342803,519170,610025,291492,356616,772942,749640,340880,216324,76041,176374,2.96,4.68,10.63,15.08,16.98,24.69,26.39,25.41,24.27,16.51,8.84,5.05,-0.59,0.11,5.19,8.48,12.58,18.66,19.99,19.19,17.09,11.65,4.27,0.95,5.5,8.8,12.3,17.3,20.3,24.8,26.5,25.4,23.7,18.9,12.1,8.4,10.2,11.6,9.7,13.3,12.5,11.1,10.7,9.8,10.6,10.3,12.3,12.2,85.70461557,71.03146234,30.49
3559,34,1000000,5765,1118,1466,0,0,840,30378,24251,22410,16283,0,4038,15.25,15.92,19.23,25.42,27.77,29.09,30.47,30.98,28.8,26.44,21.9,19.05,10.15,12.89,16.48,22.08,24.11,24.96,25.41,25.15,24.42,22.08,18.63,15.67,18.7,21.1,21,25.5,28.8,30.6,30.9,31.7,29.7,27.2,23.9,20.2,9.2,10.8,9.4,11,13.8,10.2,12.5,9.3,7.8,8.3,9.3,11,88.1306051,80.08546234,30.49
3559,34,1000000,6069,1177,1543,0,0,884,31977,25527,23589,17140,0,4250,15.25,15.92,19.23,25.42,27.77,29.09,30.47,30.98,28.8,26.44,21.9,19.05,10.15,12.89,16.48,22.08,24.11,24.96,25.41,25.15,24.42,22.08,18.63,15.67,18.7,21.1,21,25.5,28.8,30.6,30.9,31.7,29.7,27.2,23.9,20.2,9.2,10.8,9.4,11,13.8,10.2,12.5,9.3,7.8,8.3,9.3,11,88.1306051,80.08546234,30.49
3602,3159,1000000,4872,0,0,21929,0,44761,102984,96054,62777,6064,64427,0,4.49,7,11.9,17.68,20.32,25.74,28.23,27.86,25.77,18.72,11.51,7.71,1.2,2.73,7.2,11,14.82,19.37,20.34,19.49,18.12,13.36,7.04,3.47,6.9,9.8,13.8,18.6,21.4,26.1,27.6,27,25.1,20.1,14.3,10.2,10,11.4,8.9,12.8,12.7,10.8,10.4,9.5,9.7,10,11.6,11.5,86.30108073,71.85082574,30.49
3604,3205,1000000,0,0,0,2238,0,12377,34155,41744,27750,0,0,248,4.44,6.93,11.85,17.6,20.21,25.68,28.15,27.77,25.72,18.65,11.42,7.63,1.14,2.65,7.14,10.93,14.75,19.35,20.33,19.48,18.08,13.31,6.96,3.4,6.8,9.7,13.7,18.5,21.3,26,27.5,26.9,25,20,14.1,10.1,10.3,11.7,9.2,13.1,12.9,11,10.5,9.6,9.8,10.3,11.8,11.8,86.25360526,71.9171141,30.49
3630,664,1000000,6612,13755,10905,340,0,0,26741,31883,0,188,0,75,12.71,12.81,16.55,22.46,25.37,28.06,30.23,31.05,29.3,25.15,18.15,15.27,7.08,9.09,13.54,18.73,21.64,23.47,23.98,23.53,22.33,18.92,14.62,11.62,13.6,16.3,19.1,23,25.6,28,29.5,30,28.2,24.5,20.4,16.4,6.5,7.7,6.8,7.9,10.2,7.8,10.6,7.8,7.2,7.7,7.4,6.8,87.08831175,77.4048771,30.49
3631,103,1000000,80244,85135,109420,82005,60058,63986,88905,132765,103087,67810,37648,68039,10.68,12.5,16.73,22.47,25.27,27.55,29.42,29.43,26.94,23.69,18.26,15.34,7.94,10.02,14.7,20.24,22.95,24.44,25.2,24.66,23.35,19.77,16.1,13.58,13.5,16,18.9,23.4,26,28.3,29.8,30.4,28.5,24.8,20.8,17,8.9,9.9,9.2,10,12,8.4,9.8,7.8,7,8.9,9.1,9.1,88.63528981,79.62741157,30.49
3644,6121,1000000,868999,675485,683558,318158,0,0,0,0,0,0,0,0,0.35,4.23,8.32,9.56,13.53,22.8,22.96,23.03,19.74,13.34,1.65,-4.32,-2.37,-0.48,2.16,2.85,7.57,11.96,12.81,13.14,9.75,7.48,-1.91,-6.24,1.1,4.3,8.7,11.6,14.4,19.2,20.8,20.1,16.7,12.2,3.2,0.3,4.5,7.3,6.7,8.9,7,6.9,6.8,6.9,7,6.1,7.1,5.5,84.82150644,65.53519562,30.49
3648,4230,1000000,0,0,0,8014,6146,159895,309539,301402,166293,0,2141,3691,1.24,6.51,9.75,11.19,15.42,25.14,25.08,25.2,21.46,15.72,4.19,-0.55,-0.67,2.23,4.39,5.35,10.13,15.07,14.8,14.88,11.96,9.96,0.51,-2.25,1.8,3.1,5.8,7.9,9.6,14.7,15.9,15.9,13.7,10.2,3.3,1.7,4.5,7.2,7.4,9.1,8.1,7.7,8.3,8.3,9.2,7.2,8.5,7.1,85.79290728,65.88550147,30.49
3775,1570,1000000,239570,623014,141968,133585,285410,129062,382631,893117,0,0,0,0,1.53,-1.63,8.83,14.1,20.04,23.64,24.44,23.19,20.65,14.11,10.76,10.08,-0.7,-3.66,5.55,10.47,15.37,19.35,20.51,18.95,16.87,10.86,7.84,8.1,3.7,2.6,8.9,13.4,19.5,23.4,22.3,23.2,20.6,14.8,10.8,9.5,6,6.3,5.9,5.7,3.7,4.4,3.9,2.7,2.8,4.1,4.7,4.7,81.49047256,72.49428354,30.49
3804,35,1000000,957618,1554317,452730,187340,613990,745186,1130266,815916,747060,307333,589024,762245,0.57,-2.27,5.89,13.77,21.59,24.39,25.9,24.77,22.79,14.16,11.05,10.21,-1.67,-4.7,2.39,9.56,16.93,20.4,21.77,20.02,18.67,11.15,8.57,8.36,3,1.6,6,14.4,21.4,26.4,27.9,27.4,24.9,17,13.1,10.1,8.5,9.6,8.3,9.1,7.6,7.6,6.1,6.6,7,8,7.3,6.8,87.91418996,78,30.49
3845,249,1000000,3282426,1870,0,0,976338,3173317,3918396,3615774,3702494,3957387,3048903,4307897,6.18,8.13,8.99,9.34,13.75,18.41,20.15,19.14,14.57,12.67,5.34,4.94,5.66,6.95,7.09,6.78,10.51,13.45,14.87,14.4,11.88,11.31,4.26,4.73,6.3,7.1,7.9,9.2,12.9,16.6,18.3,16.7,13.3,11.7,7.3,6.2,4.1,5,4.9,5.7,5.5,5.8,5.8,6.1,4.9,4.9,5.5,6.5,80.26660974,65.49619386,30.49
3935,596,1000000,9148962,8705087,7477413,6530009,5651375,6911490,6968946,6614398,4346787,3071166,4447994,4578901,-1.07,-4.76,5.96,12.57,19.27,22.29,22.75,21.52,20.04,12.86,9.93,8.55,-2.8,-6.33,3.07,9.06,15.19,18.84,19.92,18.15,16.58,9.98,6.79,6.97,2.2,1.7,6.2,11.9,18.9,23.4,22.1,24.3,22.9,15.9,11.2,9,5.9,6.4,6.1,6.2,3.9,5,3.8,2.9,3.1,4.5,5.1,4.9,84.16562472,74.67161325,30.49
3943,812,1000000,3440400,3698299,3485314,3136359,3616175,3440882,3826466,3667213,3598410,2538592,2943970,2977965,-3.74,-7.24,2.54,11.73,19.33,21.02,22.68,21.72,20.54,12.22,9.76,7.85,-4.95,-8.59,0.01,7.29,14.46,17.57,18.63,17.1,16.16,8.78,6.05,6.02,1.2,0.7,4,10.8,18.8,23.1,23.1,25.8,23.2,17.5,12.5,8.1,6.1,6.5,6,6.1,4.7,5.3,4,3.6,4.1,5.3,5.8,5.2,83.01255381,74.87221987,30.49
3944,980,1000000,5966993,6051622,5311373,3584418,4736216,5599415,5821981,5237712,5760088,5143485,5181710,5398981,-3.73,-7.23,2.56,11.73,19.38,21.01,22.66,21.71,20.53,12.25,9.72,7.84,-4.93,-8.57,0.05,7.31,14.51,17.61,18.67,17.15,16.2,8.82,6.05,6.01,1.5,1.1,4.4,11.1,18.9,22.4,22.9,23.9,22,14.8,10.7,8,5.9,6.1,6.1,5.9,4.1,4.7,3.4,3,3.3,4.8,5.2,4.9,83.06799554,74.6183113,30.49
3948,668,1000000,4000361,3947668,1420266,0,821324,2464975,3871035,4169837,3042309,83492,2394182,2426754,-3.66,-7.18,2.62,11.74,19.51,20.97,22.59,21.68,20.5,12.3,9.67,7.87,-4.88,-8.52,0.14,7.34,14.62,17.7,18.74,17.23,16.28,8.91,6.07,6.01,1.2,0.9,4,11,18.3,20.4,21.4,23.1,21.2,13.8,9.1,7.6,6.4,6.7,6.2,6.5,4.6,5.2,3.7,3.4,3.7,5.5,5.7,5.8,83.72131873,75,30.49
4078,1182,1000000,2269589,2399769,2514054,1352008,1069153,1581680,2657124,2478225,2109038,1042198,538034,1474608,-9.35,-13.95,-0.13,7.86,14.33,18.16,20.83,19.48,18.41,9.38,4.24,-0.24,-10,-14.2,-2.57,3.56,10.74,14.74,16.91,16.35,15.25,6.78,2.39,-0.98,0.6,0.3,2,9,16.1,21.1,23.6,21.9,20.3,12,6.1,1.7,8.3,8.3,8.7,9.5,8.6,6.5,7.3,7.7,6.6,8.1,9.1,8.8,83.55484194,74.55484194,30.49
4158,4951,1000000,2631162,2474396,2480735,2132710,2226807,2639185,2450481,2811912,2498301,2582195,2581739,2709415,-2.17,-0.57,4.64,6.79,9.79,19.31,20.29,20.32,17.83,11,0.39,-4.04,-4.21,-3.48,0.28,2.38,6.63,13.46,12.7,12.08,9.43,5.97,-2.91,-5.53,6.2,7,10.5,9.7,14,21.5,20.8,19.3,17.3,12.5,6.2,6.1,12.4,11.9,10.7,10.5,9.7,8.4,9.4,8.9,10.2,9.7,12.8,14.7,81.0371599,62.82321403,30.49
4162,6943,1000000,2575880,2279655,2481751,1495286,1926697,2329493,2500340,2604256,2438313,2593480,2356374,2588434,-3.06,0.59,4.57,6.39,10.4,19.37,19.24,19.52,16.18,10.75,-1.86,-7.16,-4.76,-2.65,-0.06,1.56,6.44,11.31,11.55,11.22,7.98,5.67,-4.48,-8.03,0.9,2.1,4.6,8.4,11.3,16.7,18.4,18.1,14.8,10.5,2.2,0.7,5.7,8.1,7.4,8.6,7.4,6.9,7.4,7.4,7.6,6.5,8.3,6.8,80.67195206,62.09234854,30.49
4259,1025,1000000,201087,191458,153120,77857,199463,190230,192852,188115,183851,162461,151979,101524,-5.82,-10.39,0.86,9.53,17.45,20.29,21.89,21.58,20.11,12.15,7.65,5.08,-6.82,-10.75,-1.14,6.11,13.72,17.23,18.2,17.68,16.33,9,4.95,3.61,0.8,0.5,2.9,10.9,18.1,20.8,22.2,22.9,21.1,14,8.8,6,9,8.4,9.1,9.3,8.4,7.2,6.2,6.5,6,9,9.6,9.8,84.48456695,75.80863801,30.49
4266,651,1000000,0,0,0,0,0,1155,46574,57145,1746,0,0,0,6.13,6.6,12.97,18.16,21.56,27.21,29.88,29.88,27.15,20.48,13.06,10.48,2.97,3.89,10.44,15.44,19.01,22.61,23.46,22.18,20.75,15.18,10.71,7.71,7.6,9.4,13.1,19.1,21.6,25.7,28.6,28.3,26.6,21.5,16.1,11.6,8.8,10.1,8.6,10,10.1,8.3,9.9,8.1,7.7,8,9.3,8.9,91.2645574,78,30.49
4940,615,1000000,0,0,0,0,0,112592,147763,0,1831,7715,15700,37772,3.34,2.25,11.09,16.8,19.62,26.58,28.36,26,24.62,17.42,11.22,7.76,0.35,-0.78,7.86,13.22,16.82,22.23,23.99,21.39,20.02,13.02,8.42,5.33,5.7,5.9,11.5,17.5,19.7,24.5,27.9,27.5,24.7,19.1,13.4,9.2,6.1,7.5,6.1,8,7.5,6.8,6.3,5,5.9,5.5,7.6,7.1,90.73702312,77.87222602,30.49
4941,4381,1000000,6478543,3711760,5492455,5507835,7204154,6832948,7552924,7313628,6857171,7396402,5711529,6034652,3.03,8.63,16.22,14.95,18.08,26.92,27.47,27.39,24.9,17.46,6.91,2.53,0.7,3.27,5.04,5.75,9.82,14.11,15.72,16.72,13.94,11.17,2.34,-0.96,8,8.9,9.9,10.8,11.4,13.5,14.4,15.2,16.2,14.5,12.1,10.2,2.5,3.8,4.2,6.4,5.7,5.4,5.8,5,4.8,3.9,4.6,4.5,79.37656581,62.94472715,30.49
