"Plant.Code","Elevation","pond_area","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Tdb","Twb","nwT"
3456,4067,1e+06,880360,789462,723105,677645,1107949,1365172,1162842,1343522,1383924,911912,718205,739509,6,11,15,18,22,29,29,29,26,19,12,8,3,5,8,9,11,17,19,18,17,13,6,2,8.234103718,11.74658346,14.10058659,18.2953274,21.53006163,24.9962035,25.731851,25.48874083,24.27885572,20.11205361,13.38218373,9.99765379,6,8,7,11,10,8,7,7,6,6,8,8,85,68.87747548,30.49
3459,8,1e+06,789661,260153,705996,335712,636722,229774,1031556,581067,272926,372064,391934,374442,10,11,17,22,25,28,30,29,27,23,18,16,8,9,15,20,22,24,26,24,23,19,16,14,13.29496626,14.97023223,17.87327652,22.78515728,26.02163868,28.33992428,30.62883634,30.77442124,29.10464246,24.94637274,20.28730334,17.33174864,9,10,8,8,10,7,7,6,6,9,9,9,81.5183669214795,88.0501808789738,30.49
3464,37,1e+06,327,7,0,41001,39628,38189,100705,277774,67974,7263,218,0,10,12,17,23,25,28,30,30,27,23,18,16,8,10,15,20,22,24,25,24,23,19,16,14,10.84531311,13.36239832,16.43443315,22.3864182,24.71852273,27.4832044,29.90427842,30.47765948,28.39929115,24.55775312,19.51792885,16.30842827,7,9,7,8,8,6,6,5,5,7,7,8,88.2453629,79.52385765,30.49
3469,121,1e+06,17385,174958,326976,407041,271708,362093,488587,337610,269400,135517,222148,33447,10,11,17,22,25,28,30,29,27,23,17,15,7,9,14,19,22,24,25,24,23,18,15,13,11.41681939,13.48631234,16.65896951,22.77574919,24.43337704,27.21999495,29.62982745,29.69506471,27.50073689,24.0773073,19.22051203,16.22349112,6,7,7,7,8,6,6,5,4,7,7,7,88.10744527,79.33597548,30.49
3470,71,2140,3352193,3248907,2570216,2723122,3700795,3736137,3817649,3914548,3838380,3190393,1705070,918131,10,12,17,23,25,28,30,29,27,23,18,16,8,10,15,20,22,24,25,24,23,19,16,14,12.11172158,14.20837187,17.42327105,22.88028344,25.5158824,27.94976133,29.88252377,30.24698368,28.32193873,24.7090451,19.92921733,16.76398907,8,9,8,8,9,6,7,5,5,7,8,8,80.9208871326539,88.8616307060715,30.49
3478,299,1e+06,4840.97,2640.36,2527.98,2310.94,2811.63,3397.93,8039.94,8905.8,4549.03,331.41,1490.57,2557.07,7,6,13,19,23,27,30,29,27,21,15,13,4,4,11,16,20,23,24,22,21,16,12,10,9.03605114,9.893763383,14.44195748,20.91338673,23.66029051,26.59751932,28.83363047,28.60727712,26.56253187,21.86116138,16.84149397,12.79962216,7,8,6,8,7,6,7,6,5,6,6,7,79.2604089103604,90.7942466503828,30.49
3482,3178,1e+06,416613,354636,660132,657678,402579,471914,973144,1009816,675370,485551,690883,849424,4,7,12,18,20,26,28,28,26,19,11,8,1,3,7,11,15,19,20,19,18,13,7,3,6.876619061,9.807479909,13.82790083,18.64226089,21.37148133,26.13648205,27.60087715,27.0244135,25.07928296,20.08657451,14.32965273,10.29029411,10,11,9,13,13,11,10,9,10,10,12,11,86.26028042,71.84006138,30.49
3484,3596,1e+06,186179,98726,124202,121783,147601,223087,505958,457134,277782,225453,190955,146768,3,5,11,15,17,24,26,25,24,16,9,5,-1,0,5,9,13,19,20,19,17,12,4,1,4.143417987,6.686539489,11.79847936,15.8649092,19.44179776,24.62129376,26.21240508,25.37925525,22.71163558,17.32221674,10.40379319,6.74623325,11,12,11,14,13,12,12,11,12,11,13,13,85.96292193,69.91775348,30.49
3485,3675,1e+06,272820,342803,519169,610025,291492,356615,772942,749641,340880,216324,76041,176374,3,5,11,15,17,25,26,25,24,17,9,5,-1,0,5,8,13,19,20,19,17,12,4,1,5.467955916,8.786040618,12.32993893,17.27759765,20.29732636,24.81430321,26.48115785,25.43249793,23.72212357,18.86562531,12.10627206,8.398251905,10,12,10,13,12,11,11,10,11,10,12,12,85.70461557,71.03146234,30.49
3559,34,1e+06,5765.55,1118.15,1465.85,0,0,839.8,30378.15,24250.65,22409.55,16283.95,0,4038.45,15,16,19,25,28,29,30,31,29,26,22,19,10,13,16,22,24,25,25,25,24,22,19,16,18.72466024,21.13181967,20.97716734,25.51326243,28.82862231,30.626297,30.8909258,31.69325909,29.71190908,27.20201674,23.91863631,20.18351001,9,11,9,11,14,10,12,9,8,8,9,11,80.7779110359922,88.6966018356735,30.49
3602,3159,1e+06,4872,0,0,21929,0,44761,102984,96054,62777,6064,64427,0,4,7,12,18,20,26,28,28,26,19,12,8,1,3,7,11,15,19,20,19,18,13,7,3,6.862789092,9.792242011,13.7907857,18.62152735,21.35673342,26.10150454,27.5716221,27.01198914,25.06961446,20.06469253,14.27829628,10.22509652,10,11,9,13,13,11,10,9,10,10,12,12,86.30108073,71.85082574,30.49
3604,3205,1e+06,0,0,0,2238,0,12377,34155,41744,27751,0,0,248,4,7,12,18,20,26,28,28,26,19,11,8,1,3,7,11,15,19,20,19,18,13,7,3,6.765434237,9.668178125,13.68755649,18.50928374,21.26018587,25.99337376,27.49225198,26.92977149,24.98090713,19.95711204,14.14575098,10.09824233,10,12,9,13,13,11,11,10,10,10,12,12,86.25360526,71.9171141,30.49
3630,664,1e+06,6612,13756,10905,340,0,0,26741,31883,0,188,0,74,13,13,17,22,25,28,30,31,29,25,18,15,7,9,14,19,22,23,24,24,22,19,15,12,13.60661652,16.27664733,19.05554439,22.98191786,25.62357986,28.04595838,29.45269821,29.95363785,28.22005083,24.49316079,20.40178203,16.36658561,7,8,7,8,10,8,11,8,7,8,7,7,87.08831175,77.4048771,30.49
3631,103,1e+06,80244,85135,109421,82005,60058,63256,88905,132765,103088,67809,37648,68039,11,13,17,22,25,28,29,29,27,24,18,15,8,10,15,20,23,24,25,25,23,20,16,14,13.46474315,15.98685015,18.85648161,23.3616129,25.95345395,28.34805379,29.7849403,30.38640659,28.51289764,24.81597003,20.76461656,16.97072101,9,10,9,10,12,8,10,8,7,9,9,9,88.63528981,79.62741157,30.49
3644,6121,1e+06,869000,675484,683558,318158,0,0,0,0,0,0,0,0,0,4,8,10,14,23,23,23,20,13,2,-4,-2,0,2,3,8,12,13,13,10,7,-2,-6,1.080266839,4.317132805,8.725727272,11.63833216,14.35670369,19.24563409,20.79198672,20.09619317,16.669434,12.18306211,3.241608129,0.278269638,4,7,7,9,7,7,7,7,7,6,7,6,84.82150644,65.53519562,30.49
3648,4230,1e+06,0,0,0,8014,6146,159895,309539,301402,166293,0,2141,3691,1,7,10,11,15,25,25,25,21,16,4,-1,-1,2,4,5,10,15,15,15,12,10,1,-2,1.813531706,3.10022525,5.780515507,7.915899444,9.605391071,14.67732857,15.91267474,15.91518352,13.69295658,10.23086945,3.25644197,1.72017232,5,7,7,9,8,8,8,8,9,7,9,7,85.79290728,65.88550147,30.49
3775,1570,1e+06,239569,623014,141968,133585,285410,129062,382631,893117,0,0,0,0,2,-2,9,14,20,24,24,23,21,14,11,10,-1,-4,6,10,15,19,21,19,17,11,8,8,3.722601826,2.601379889,8.881205111,13.36359216,19.52710528,23.41243844,22.33621814,23.1830477,20.611931,14.84836604,10.76783369,9.457332286,6,6,6,6,4,4,4,3,3,4,5,5,81.49047256,72.49428354,30.49
3804,35,1e+06,957618,1554317,452730,187340,613990,745186,1130265,815917,747060,307333,589024,762245,1,-2,6,14,22,24,26,25,23,14,11,10,-2,-5,2,10,17,20,22,20,19,11,9,8,3.014325056,1.605638162,5.989381263,14.36500263,21.37544221,26.3872064,27.94466292,27.35051845,24.92294089,16.98750127,13.10351563,10.08205332,8,10,8,9,8,8,6,7,7,8,7,7,79.1257447426399,89.3264828038855,30.49
3845,249,1e+06,3282427,1870,0,0,976338,3173317,3918397,3615774,3702494,3957387,3048904,4307897,6,8,9,9,14,18,20,19,15,13,5,5,6,7,7,7,11,13,15,14,12,11,4,5,6.318337114,7.123062966,7.894181878,9.173780416,12.86830835,16.55222933,18.27399809,16.71327251,13.32146982,11.65696592,7.342586805,6.216159092,4,5,5,6,5,6,6,6,5,5,6,7,80.26660974,65.49619386,30.49
3935,596,1e+06,9148962,8705088,7477413,6530009,5651376,6911489,6968946,6614398,4346786,3071166,4447994,4578901,-1,-5,6,13,19,22,23,22,20,13,10,9,-3,-6,3,9,15,19,20,18,17,10,7,7,2.193114964,1.652858163,6.171273063,11.88363823,18.90496196,23.44440615,22.14586725,24.29096331,22.87971496,15.86857711,11.23416278,8.950973066,6,6,6,6,4,5,4,3,3,5,5,5,84.16562472,74.67161325,30.49
3943,812,1e+06,3440400,3698298,3485314,3136359,3616176,3440882,3826466,3667213,3598410,2538592,2943970,2977965,-4,-7,3,12,19,21,23,22,21,12,10,8,-5,-9,0,7,14,18,19,17,16,9,6,6,1.155525964,0.732127964,3.961452721,10.78660523,18.8055407,23.14510835,23.09128453,25.82130702,23.18341313,17.47474606,12.51925602,8.123826444,6,6,6,6,5,5,4,4,4,5,6,5,83.01255381,74.87221987,30.49
3944,980,1e+06,5966993,6051621,5311373,3584418,4736215,5599415,5821981,5237712,5760088,5143484,5181710,5398981,-4,-7,3,12,19,21,23,22,21,12,10,8,-5,-9,0,7,15,18,19,17,16,9,6,6,1.517995628,1.052077996,4.441956924,11.11492132,18.92090927,22.39231304,22.91732072,23.86349557,21.99092421,14.82281343,10.74032649,8.024280122,6,6,6,6,4,5,3,3,3,5,5,5,83.06799554,74.6183113,30.49
3948,668,1e+06,4000361,3947669,1420266,0,821324,2464975,3871035,4169836,3042309,83492,2394182,2426754,-4,-7,3,12,20,21,23,22,20,12,10,8,-5,-9,0,7,15,18,19,17,16,9,6,6,1.200017229,0.941376422,4.006047662,10.96964083,18.31810403,20.43385825,21.44957105,23.06294103,21.15274168,13.76044304,9.083427005,7.607778445,6,7,6,6,5,5,4,3,4,5,6,6,83.72131873,75,30.49
4078,1182,1e+06,2269589,2399769,2514054,1352008,1069153,1581680,2657123,2478225,2109038,1042198,538034,1474608,-9,-14,0,8,14,18,21,19,18,9,4,0,-10,-14,-3,4,11,15,17,16,15,7,2,-1,0.643729105,0.311055305,1.979802234,8.994038598,16.07052657,21.0519822,23.60060719,21.93739644,20.31906141,11.9530305,6.065044337,1.68135288,8,8,9,10,9,6,7,8,7,8,9,9,74.57445969911,83.5316654553888,30.49
4158,4951,1e+06,2631161,2474395,2480734,2132710,2226807,2639185,2450481,2811911,2498301,2582195,2581740,2709414,-2,-1,5,7,10,19,20,20,18,11,0,-4,-4,-3,0,2,7,13,13,12,9,6,-3,-6,6.202712252,6.955048069,10.51416851,9.70958075,13.98764149,21.48636826,20.78622267,19.26712562,17.29064664,12.46042936,6.235720755,6.10146423,12,12,11,10,10,8,9,9,10,10,13,15,64.571648043737,82.6786724073057,30.49
4162,6943,1e+06,2575880,2279656,2481751,1495286,1926697,2329493,2500340,2604256,2438312,2593480,2356374,2588434,-3,1,5,6,10,19,19,20,16,11,-2,-7,-5,-3,0,2,6,11,12,11,8,6,-4,-8,0.889859792,2.096494486,4.619834711,8.382404248,11.34836997,16.69570875,18.39688531,18.14274796,14.75462013,10.50716582,2.207192959,0.732275855,6,8,7,9,7,7,7,7,8,6,8,7,80.67195206,62.09234854,30.49
4259,1025,1e+06,198825,189017,151097,76405,196388,188805,189995,184430,180585,158294,147395,98255,-6,-10,1,10,17,20,22,22,20,12,8,5,-7,-11,-1,6,14,17,18,18,16,9,5,4,0.758584658,0.536294216,2.931411751,10.87627831,18.13830754,20.805566,22.20674209,22.85084009,21.12514722,14.03140277,8.819006708,6.014667492,9,8,9,9,8,7,6,7,6,9,10,10,84.48456695,75.80863801,30.49
4266,651,1e+06,0,0,0,0,0,1155,46574,57145,1746,0,0,0,6,7,13,18,22,27,30,30,27,20,13,10,3,4,10,15,19,23,23,22,21,15,11,8,7.631702555,9.382260105,13.14866904,19.13664223,21.63935582,25.72315364,28.57130155,28.31830401,26.56882204,21.46476206,16.10553133,11.58453435,9,10,9,10,10,8,10,8,8,8,9,9,91.2645574,78,30.49
4940,615,1e+06,0,0,0,0,0,112592,147764,0,1831,7715,15700,37772,3,2,11,17,20,27,28,26,25,17,11,8,0,-1,8,13,17,22,24,21,20,13,8,5,5.70134811,5.880632163,11.45408753,17.50012967,19.65434965,24.52697688,27.88766456,27.47739628,24.72395108,19.05163071,13.35604436,9.211973761,6,8,6,8,8,7,6,5,6,5,8,7,90.73702312,77.87222602,30.49
4941,4381,1e+06,6478543,3711760,5492455,5507835,7204154,6832948,7552924,7313628,6857171,7396402,5711528,6034652,3,9,16,15,18,27,27,27,25,17,7,3,1,3,5,6,10,14,16,17,14,11,2,-1,8.026732056,8.893274101,9.897347202,10.7864257,11.42454059,13.51594744,14.40171818,15.24268407,16.16038575,14.52702689,12.11232092,10.17940112,3,4,4,6,6,5,6,5,5,4,5,4,79.37656581,62.94472715,30.49
6002,321,1e+06,6755120,6354226,6239439,6684957,7763703,9575753,10391562,9965174,9249930,9120654,7845899,6555256,6,5,14,19,22,27,28,26,24,19,15,14,3,2,11,15,18,22,24,22,20,15,12,12,9.555691421,8.514382437,13.45553653,16.52117534,20.9984365,24.09080553,23.91701246,23.07708043,21.4549002,18.56744635,16.2243747,14.3308897,6,7,6,6,4,5,4,4,4,5,5,6,87.64483405,77.64483405,30.49
6004,637,1e+06,4040600,3600132,3500048,2994715,3253018,3539091,3874874,3885036,4393716,2795673,3094539,2130650,-3,-7,3,12,19,21,22,21,20,12,9,7,-5,-8,1,8,15,18,19,18,16,9,6,6,1.412647418,1.184007418,4.475678225,10.76424615,18.25026447,21.32129235,22.76276313,23.78670628,21.87308545,14.78420468,10.71854399,8.175647095,7,7,6,7,4,5,4,3,3,6,6,6,83.70950066,75,30.49
6009,311,1e+06,1822695,2873801,2348492,1608532,2389539,3568275,4370400,4194280,3744241,3504782,1649852,1293003,5,3,12,18,22,27,29,27,25,19,14,11,2,1,9,15,19,23,25,22,20,14,11,10,6.017596977,6.715033824,10.54650625,17.61467686,20.16309686,25.22894182,27.65274555,27.27819992,24.92511684,19.38999724,14.88120439,12.55320467,8,10,7,9,7,7,6,5,5,8,7,8,90.87679652,79.3218058,30.49
6018,516,1e+06,2409589,2030329,1414766,2029110,2229525,1935680,2370211,1844208,2268152,1778922,2184893,1868712,-1,-5,5,13,19,23,24,22,21,14,9,8,-3,-7,3,10,16,19,21,19,17,11,7,6,2.826100883,2.322464968,6.788660962,14.13402465,20.25333925,24.3197232,24.06638474,24.92837487,23.60167344,18.82775297,14.40725927,10.3541413,8,9,8,8,6,6,5,4,5,7,6,7,85.12253795,76,30.49
6019,499,1e+06,3655201,2838344,3711629,1931482,3492647,2724593,3203211,2663546,3025497,2107601,236555,55692,-1,-5,5,13,19,22,24,22,21,13,9,8,-3,-7,3,10,16,19,21,19,17,11,7,6,2.785218078,2.18151731,6.545750014,13.39541094,19.03437369,23.42307152,22.6222538,24.61859798,23.55580793,15.67690135,11.32831244,9.272028475,7,8,7,7,6,6,5,4,4,6,6,7,85.14860236,76,30.49
6021,6367,1e+06,3969859,3786424,3783743,2563517,2644454,3436978,3951617,4146222,3351015,3141080,3818976,4139618,-5,0,4,6,10,18,19,19,15,10,0,-10,-7,-3,0,2,7,11,12,12,8,5,-3,-10,0.872952371,2.462685241,5.114572313,7.230338947,10.02312678,15.58005738,16.90598598,16.91410041,13.49040963,10.32518983,2.685256821,0.548666797,2,4,5,7,7,5,6,6,5,4,6,4,77.82384382,60.6342927,30.49
6030,1973,1e+06,3936261,3623853,3130634,3635243,3194750,3543823,3727784,3782986,3733055,3645459,3394156,3676977,-8,-13,1,7,12,19,21,20,17,9,1,-5,-9,-13,-1,3,8,15,17,16,12,6,-1,-6,3.130798107,2.711238597,4.797809577,9.41446875,14.45166517,19.1025312,21.23106795,21.42409916,18.86617347,14.05119319,9.735937808,7.142651781,11,10,11,12,11,8,9,8,9,11,10,9,84.47736324,69.92785305,30.49
6031,527,1e+06,2119001,1878561,312075,10645,2055148,2156116,1714556,2134577,1860912,2144493,1502634,2004627,-2,-5,5,13,19,22,23,22,20,13,9,8,-3,-7,3,9,16,19,20,18,17,10,7,6,2.819086699,2.019410901,5.813291257,12.55651844,18.78239905,23.49416615,22.75417557,25.72694638,24.04821443,17.84672945,12.47963669,9.297086003,8,8,7,8,6,6,5,4,4,7,7,7,85,76,30.49
6041,538,1e+06,0,0,3414289,3245112,3152302,2982989,4409046,3609343,2971268,2806314,2646237,3517813,-2,-6,5,12,19,22,23,22,21,13,9,8,-4,-7,2,9,16,19,20,18,17,10,7,6,2.855225792,2.115429858,6.119188047,12.80096715,18.9404053,23.65809317,22.80632351,25.6199952,23.83737445,17.67799111,12.44297004,9.471233399,9,9,8,9,7,7,5,5,5,8,7,8,85.26658943,76,30.49
6043,27,6600,1015052,267992,1165520,1224202,1242934,1200109,1300180,1375252,1313824,1439547,1295437,1054962,19,17,23,25,26,28,28,28,28,26,25,24,16,14,20,22,22,24,24,25,25,22,22,21,21.1337928,19.24201085,24.28744106,26.2480361,27.54518827,28.87613788,28.50062162,28.99450535,28.73052974,26.80512982,25.88220579,24.04271881,8,9,8,8,9,7,7,6,5,8,9,9,80.4099013314684,87.8739772853717,30.49
6052,782,1e+06,862100,1159548,425388,2008239,3581460,2893273,3596745,3894788,2726471,1929230,721,1861,6,5,14,18,22,26,27,26,23,17,14,14,3,2,10,15,18,22,23,22,19,14,11,11,7.958611202,7.300343784,12.57511736,17.71392552,21.04510186,23.67824487,25.41997902,25.68291261,23.42102412,18.63547174,14.89172178,12.91414351,6,8,6,6,5,4,4,5,5,5,6,5,86.99838745,76.61812527,30.49
6055,38,1e+06,4174436,3499316,1840523,1978649,1723079,2763447,2717191,2452895,1019757,1426479,1659642,1901654,8,8,16,21,24,27,29,28,26,21,17,15,5,5,14,18,21,23,25,23,21,17,15,13,8.576307282,10.05547719,15.32950274,19.9951991,24.08137137,28.48435185,30.04572931,30.38583954,27.89438725,23.83643705,19.76522289,15.24944143,7,8,7,7,6,5,5,5,4,6,7,7,80.4044096382605,89.0476279832776,30.49
6061,261,1e+06,575290,433923,132684,0,0,0,323516,134591,0,0,0,249,9,9,18,21,24,27,29,28,26,21,17,15,6,6,15,18,20,23,25,23,21,17,14,13,10.30833005,10.52409043,15.88921885,20.96897455,24.20251739,27.61854098,29.81164431,29.29467954,26.93084646,22.17490832,17.40391694,15.65419737,6,7,6,6,5,4,4,4,4,5,5,6,79.6388868343475,89.801473296813,30.49
6065,788,1e+06,1869461,2052313,2389881,2537893,1153319,2063632,1048065,2535256,2398211,2460138,1510677,2358284,-1,-4,11,14,18,24,26,24,23,15,9,4,-3,-5,4,10,15,21,22,20,19,11,6,3,2.054967878,1.903027089,7.304375965,14.37914039,18.18332943,23.13308494,26.20815337,25.71193765,23.61404303,16.11568042,9.924552896,4.649111218,9,10,9,10,10,9,8,7,9,8,11,10,79.6733558359033,91.0502780086308,30.49
6068,1318,1e+06,6293590,6382751,6132388,6423346,5356439,5389673,6878137,5655066,5430055,4913337,3214931,3759611,-1,-3,8,14,18,25,27,24,23,15,9,4,-3,-5,4,10,15,21,22,20,19,11,6,2,2.274995531,2.28491821,8.213111671,15.16365135,18.25727933,22.3879442,25.70546342,26.22662514,23.9648193,16.22369944,10.28775015,5.101256961,8,8,8,9,9,8,7,6,8,7,10,9,89.26212567,77.66906544,30.49
6071,473,1e+06,4216459,3795851,3735730,2334225,3626891,3807254,3948314,4041464,3734822,2870644,1894388,3162313,0,-3,7,15,21,24,26,24,22,15,11,9,-2,-5,4,11,16,20,22,19,18,12,8,7,3.344359807,2.658268351,5.958020791,13.54755817,19.79695149,23.88724993,23.48053213,25.93803955,24.64954536,18.92494418,13.75910082,10.63293717,7,9,7,8,7,7,5,5,5,6,6,7,86.85339875,77.14884127,30.49
6073,51,1200,1498264,1420452,1445965,1484303,1027194,1472196,1560826,1550925,1507875,1510000,1567296,1493985,10,9,18,21,24,27,29,28,25,21,18,16,7,7,15,19,21,24,25,24,22,18,15,15,11.13157176,11.72057428,16.60339485,21.75122267,24.60969456,28.38643791,30.2539679,30.65379976,28.97930797,24.02552074,19.150389,16.43608155,7,8,7,6,6,4,4,5,4,6,7,7,81.7485055823182,89.1975466996801,30.49
6076,3252,1e+06,7734033,5011655,6380781,5794743,5585127,7082179,7766234,8007130,7728876,7823313,7710691,7170298,-4,-3,6,8,11,20,22,21,17,10,0,-4,-6,-5,1,3,8,14,15,14,11,6,-2,-5,1.248096202,1.230750255,3.386835868,9.669400918,13.66531477,20.11046031,21.15272412,19.98384769,16.92459454,10.46661916,2.146585094,0.419190732,11,10,10,11,10,8,9,9,8,9,10,9,85.30972562,66.03331986,30.49
6081,238,1e+06,5782,177439,2513,4788,102680,39992,131530,254342,90745,15356,6861,14060,-6,-10,-1,9,18,19,22,22,20,10,7,5,-7,-11,-3,5,13,15,19,18,16,7,5,4,0.578899329,0.318448807,0.92566118,4.026863882,16.60728458,19.51241354,23.2466964,24.21327481,20.81782558,12.43549527,7.950385204,4.236014908,8,8,8,8,8,6,5,5,5,6,6,5,82.99707681,74.01297379,30.49
6085,666,1e+06,3964134,3637883,3191988,1344203,1947344,3040966,3541604,4928321,4242419,2422576,1953649,1090119,-5,-9,1,10,17,20,22,22,20,12,7,5,-6,-10,-1,6,14,18,19,18,17,9,5,4,2.791936302,1.992759495,5.340381402,12.31717046,17.3604889,20.11436394,22.29817122,22.5123963,21.17842609,15.18198586,9.500981576,7.052278958,9,10,9,10,9,8,6,7,7,9,10,11,85.30192386,76.30192386,30.49
6090,968,1e+06,6418020,5464671,4167349,4185164,5383176,6153486,6841618,6587332,5335962,5581924,4742234,4892536,-8,-12,1,9,14,20,22,20,19,10,4,-2,-9,-13,-1,4,11,16,18,17,16,7,2,-3,0.223607597,0.154341547,1.579476859,9.896006405,15.74246405,20.90921048,24.46997091,22.49071461,20.33621567,12.24287221,5.16290822,1.010643281,9,10,10,10,9,7,8,8,8,8,10,8,83.34356785,74,30.49
6094,732,1e+06,7301516,5781609,5048024,3970616,6984882,6008415,6707695,7361795,7500159,5963290,6189260,5972664,-4,-7,2,12,19,21,23,22,21,12,10,8,-5,-9,0,7,15,18,19,17,16,9,6,6,0.902754841,0.521257546,2.98248352,10.36012031,18.93560249,21.67246309,22.80334704,25.72377087,24.25464594,16.44815878,10.33293568,7.003933742,9,9,8,9,7,7,6,5,6,8,8,7,82.64097988,73.64097988,30.49
6096,924,1e+06,0,0,1284161,2009517,2211228,1741785,2151962,2176857,2096248,2119907,1136122,2140704,-2,-6,7,13,17,23,25,23,22,14,8,2,-4,-7,3,9,14,20,21,20,18,10,5,0,1.787070887,1.202040215,7.310690681,13.14190695,17.60387622,23.6125983,26.14946518,24.97519846,22.77753875,15.64463141,8.99008187,4.226033153,10,10,9,11,10,8,8,8,10,8,11,11,78.9656118581222,90.0669410947849,30.49
6112,4793,1e+06,607842,220686,788099,722306,753739,858206,901885,783517,654376,616523,974543,882244,1,1,7,9,11,20,22,23,20,13,3,-2,-3,-3,2,4,8,15,15,14,11,8,-1,-4,2.395809068,3.233124917,4.92649862,7.119544986,7.017487837,11.57539257,13.67554354,15.52498679,12.96145038,10.08002275,5.441794216,3.408120029,10,10,10,10,9,9,9,9,9,9,10,10,79.11356175,62.55678087,30.49
6137,415,1e+06,1535766,1520871,1225686,1170166,1506639,1305642,1501360,1536407,1438996,842133,829230,534024,1,-3,7,15,20,25,26,24,22,15,11,9,-1,-4,5,11,16,21,23,20,18,12,8,7,3.768487852,3.159112299,6.43900722,14.01964329,19.40621067,24.49978988,25.07810879,27.32188255,25.85984611,19.67472775,14.61190635,9.815344402,7,9,7,8,7,7,6,5,5,7,7,8,88.64046658,77.87974738,30.49
6139,347,1365,41356.42,36765.01,25151.28,19933.67,19132.93,38223.78,37364.76,39875.81,38764.21,25607.77,22342.54,19057.11,7,7,13,19,23,27,30,29,27,21,15,13,4,4,11,16,20,23,24,22,21,16,12,10,8.662610433,9.640403946,14.18361652,20.68124795,23.39906423,26.47929814,28.97750047,28.44664377,26.37599723,21.62276322,16.5430095,12.42172381,7,8,6,8,8,7,8,6,5,6,7,8,79.3759504099649,90.8526101145265,30.49
6165,5677,1e+06,4622476,4054777,3401825,4022187,4353111,4581347,4413403,4516164,4707303,4478049,4310431,4706916,0,4,8,10,14,23,23,23,20,14,2,-4,-2,0,2,3,8,12,13,13,10,8,-2,-6,1.547490477,4.976517359,9.371370214,12.28768806,14.69167273,18.9969277,20.5210163,20.08792219,16.92961228,12.23246954,3.034838102,0.1308625,5,7,7,9,7,7,7,7,7,6,7,6,84.72386996,65.43645992,30.49
6166,400,1e+06,6613577,4228150,3538199,4625408,6197774,7173582,7907338,7043560,5022172,4431142,2685017,2894769,1,-3,7,15,21,25,26,24,23,16,11,9,-1,-5,4,11,16,21,22,20,18,12,8,7,3.701485583,2.977623971,5.890585587,13.58177738,19.27922477,24.74238922,24.64189243,27.10684051,25.51616289,20.24556107,14.47169558,10.13521212,8,9,7,8,8,7,6,5,5,7,7,8,88.26924859,77.73794194,30.49
6170,687,1e+06,3951463,2156815,2790784,3408736,1286385,3359932,3125838,3640254,4017348,4113748,3378416,3905734,-6,-11,0,8,14,18,21,21,20,12,7,3,-7,-11,-1,5,12,15,17,18,16,9,4,2,2.474718571,1.060178897,4.464467681,9.331203781,13.26487822,16.83959062,19.82586031,18.29166945,17.52724359,14.22704902,8.737018475,5.63652009,9,10,9,10,9,7,7,7,7,10,11,11,84.95921423,75.61987639,30.49
6177,5803,1e+06,2416361,2118122,2271538,1167319,1883884,2295846,2864827,2842060,1952239,2090944,2128002,2147260,4,8,10,12,15,24,24,25,21,14,6,1,1,3,4,4,8,13,16,16,13,9,1,-2,6.76711613,9.487764373,11.94396253,14.59642968,16.16605563,18.48897703,22.29253298,20.8164744,20.20818132,17.14845243,11.02007228,7.7098568,4,8,7,10,9,7,7,7,6,6,7,7,78.36003417,62.45729016,30.49
6183,331,1e+06,1246255,1254797,350645,643185,964111,1382144,1522217,1368362,1670850,1242413,1397876,1362855,12,13,16,22,25,28,30,31,29,25,18,15,7,9,13,19,22,23,24,24,22,19,15,12,13.84924213,16.75545143,19.23470069,23.51557556,25.87178048,28.22476989,29.68573714,30.27960863,28.55237138,24.95563992,20.81031243,17.01532712,7,8,7,8,10,8,10,8,7,8,7,7,88.06809148,78.70343701,30.49
6193,3566,1e+06,2808679,2500097,3031095,2654566,2543710,2997641,3183810,2984836,2449651,1901229,1728083,2333390,3,5,11,15,17,24,26,25,24,16,9,5,-1,0,5,9,13,19,20,19,17,12,4,1,4.117036792,6.645528644,11.78281863,15.83074884,19.4247582,24.62222142,26.20175891,25.3867378,22.69390291,17.29542971,10.36912705,6.715229313,11,12,10,13,13,12,11,11,12,11,13,13,85.95634094,69.9022336,30.49
6194,3744.849081,1e+06,3480262,2259454,1762260,1806661,2571238,3148775,3316108,3861997,3386625,3065410,2742706,2402723,3,5,11,15,17,25,26,25,24,17,9,5,-1,0,5,8,13,19,20,19,17,12,4,1,5.462781552,8.738300519,12.16364158,17.17606375,20.20426144,24.66351519,26.33924754,25.35330469,23.63808139,18.76476201,11.837703,8.150762527,10,12,10,13,12,11,11,10,11,10,12,12,85.52857534,70.81907962,30.49
