"Plant.ID","Elevation..feet.","Pond.Area..acres.","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
874,530,1000000,948869,951115,609926,956908,360270,873925,1098395,984123,408593,593809,221077,0,-5,-10,2,10,17,21,23,22,21,13,7,4,-6,-10,0,6,13,17,19,18,17,9,5,3,3.253180612,1.94512863,5.957679286,12.81429056,18.02384694,21.12299795,24.48630315,25.0422724,22.70502406,18.00626513,11.99648008,7.763566544,10,11,9,11,10,8,7,7,7,10,11,11
880,600,1000000,10019547.388,9048177.332,6407738.24,9162994.24,10009731.084,9594138.956,9864017.536,9869020.88,9160278.288,10030749.588,9731869.216,10023025.78,-6,-11,2,10,17,21,22,21,21,12,6,3,-7,-11,0,6,13,18,19,18,17,9,4,2,0.717575059,0.804910962,3.584402483,12.60768249,18.22944971,23.15646604,25.71557095,25.41351272,23.32604252,15.13340789,8.936182971,4.060520517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,580,1000000,2370891,2429500,1721160,1193903,27069,808428,989481,644822,732168,1374829,1426784,549843,-5,-9,2,10,17,21,23,22,21,13,7,4,-6,-10,0,6,13,17,19,18,17,9,5,3,3.519196535,1.969707814,5.708366444,14.33738712,17.51682506,20.57795814,23.93081189,24.48044075,22.29843992,17.58817496,12.441185,8.262260832,10,11,10,11,10,8,7,7,7,10,11,11
887,350,1000000,3002314,2858968,2955508,2155291,2446388,2512830,2631111,2524775,2581344,2322689,1861273,1534231,1,-2,7,16,20,25,27,24,22,15,11,9,-1,-4,5,12,17,22,23,20,18,12,8,7,4.524174593,3.973212281,7.165697878,14.72501925,19.64292192,25.74660542,26.3115624,27.71068037,25.81801832,20.25081146,14.99068233,11.1227315,7,9,7,8,7,6,5,4,4,7,7,8
892,460,1000000,910709,900238,838960,755380,666580,565436,696344,918626,870366,851369,662194,502973,-6,-11,2,10,17,21,22,21,20,12,6,3,-7,-11,-1,6,13,18,19,18,17,9,4,3,1.115542027,1.241282956,5.893273657,13.24055708,18.8932151,22.15573151,24.41821543,26.48721997,24.371991,15.87360909,9.758512398,6.251964307,9,9,9,10,9,7,6,6,6,9,10,11
898,440,1000000,1435820,1427560,1231848,869676,697635,1113238,1253392,1177716,1221006,1044269,907038,897225,0,-4,7,15,20,25,26,25,23,15,10,7,-2,-5,4,11,16,21,22,20,18,11,7,5,2.564984022,2.56785979,7.805968166,14.98988306,20.25703446,23.94314611,25.56152933,27.58321567,24.85712667,17.53291416,10.5814312,6.68439536,8,9,7,9,8,7,6,5,6,8,8,9
1012,390,1000000,1021240,856576,563750,562473,879572,483660,892142,582856,787498,711759,632051,337022,1,-3,7,15,20,25,26,24,23,16,11,9,-1,-4,5,11,16,21,23,20,18,12,8,7,3.473415989,2.870531072,5.872557182,12.66803583,19.25160759,25.00102234,24.49340213,27.25077898,25.78400733,21.08852777,14.64460216,10.14794715,8,9,7,8,7,7,6,5,5,7,7,8
1032,606,1000000,139556,152341,172510,16304,140041,172339,126310,161153,89789,37195,25091,61374,-5,-9,2,10,18,21,22,21,18,13,7,5,-6,-9,0,7,14,18,19,18,16,9,5,4,1.994933203,1.564235933,4.713740908,12.52527987,18.387247,20.77132754,20.94645233,22.6173583,21.85101193,15.59030767,10.21843938,7.060212777,9,9,8,10,8,7,6,6,6,9,9,10
1048,590,1000000,503316,462752,549734,131255,0,39247,0,0,24446,0,17379,312,-6,-11,2,10,17,21,22,21,21,12,6,3,-7,-11,0,6,13,18,19,18,17,9,4,2,1.282485921,0.825238049,3.752337608,12.6052072,17.87780912,22.58917231,23.5887987,22.50168795,22.76188901,16.57404678,8.924663319,3.836956711,10,11,10,11,11,8,6,7,7,10,12,12
1073,720,1000000,177435,178805,63376,5297,19495,42363,126959,235660,90900,14143,5525,3332,-6,-11,3,11,17,21,22,21,21,12,6,2,-6,-11,0,7,14,18,20,18,17,9,4,2,-0.18364288,0.424464504,5.280321664,12.50975296,17.73638918,21.15053673,24.52373824,23.84136735,22.21911592,13.93096351,8.529999512,4.797689532,10,11,10,11,11,7,7,7,8,10,12,11
1073,720,1000000,100197,91018,93546,28665,44951,61732,92451,64958,113084,13704,40225,18425,-6,-11,3,11,17,21,22,21,21,12,6,2,-6,-11,0,7,14,18,20,18,17,9,4,2,-0.18364288,0.424464504,5.280321664,12.50975296,17.73638918,21.15053673,24.52373824,23.84136735,22.21911592,13.93096351,8.529999512,4.797689532,10,11,10,11,11,7,7,7,8,10,12,11
1081,570,1000000,284707,296482,282232,7459,3548,22241,63898,36089,41014,0,4916,8110,-6,-11,3,11,17,21,22,21,21,12,6,3,-6,-11,0,7,14,18,20,18,17,9,4,2,1.100899525,0.845129511,3.554636556,12.72237434,18.66036708,23.88152704,27.62468495,26.913832,24.86497316,16.12742258,9.03041326,5.273134916,9,10,9,11,10,7,6,7,7,9,11,11
1091,1080,1000000,1419762,1997405,670350,614489,636225,1705130,2752930,1831248,703301,759032,130466,1221277,-4,-7,6,11,16,22,23,21,20,13,5,0,-5,-8,1,7,12,18,20,18,17,9,3,-1,1.573046972,0.851746758,5.879073633,12.07334998,16.34766454,22.71052176,25.49789739,24.05541434,21.66721419,14.33022112,7.644903932,2.250261397,10,12,11,11,11,8,8,8,10,9,11,11
1104,530,1000000,646485,490599,279163,529286,479487,350542,696133,687044,530638,386369,524431,529810,-4,-8,4,13,18,22,24,22,22,13,7,4,-5,-9,2,9,15,20,21,19,18,10,6,3,0.57638892,0.898304899,4.092688411,11.72959627,17.37433897,22.66671549,25.5681438,25.54773964,23.3663482,15.54228264,9.105454923,4.66373653,9,9,9,10,9,7,6,6,7,9,11,10
1167,550,1000000,511867,554458,418760,455390,432895,488231,557745,542601,311071,206105,343074,371940,-5,-10,3,11,17,21,23,21,21,12,6,3,-6,-11,0,7,14,19,20,19,17,9,4,2,1.128939432,0.768235364,3.969406062,13.24153013,19.42610956,23.70785183,26.48035295,26.28531566,24.37009918,16.3217884,9.209813759,5.33185063,9,10,9,11,10,7,6,7,7,9,11,11
1357,410,1000000,609207,496829,662163,506970,473955,505134,468706,439068,351330,0,0,0,1,-2,8,16,20,25,27,24,22,16,11,10,-1,-4,6,12,17,21,23,20,18,12,9,8,4.734721879,3.966506035,7.704090223,14.88397088,19.01006801,25.51738167,22.79799467,26.65262853,25.72100721,19.79369077,15.079127,11.20486076,7,9,7,8,7,7,6,4,5,6,6,8
1363,460,1000000,985610,1213356,967139,809873,544088,744957,1310675,1149839,1162840,1436596,1001540,1344760,1,-3,8,15,21,25,26,24,23,16,11,10,-1,-5,4,11,17,20,22,20,18,12,8,7,4.241948376,3.138272744,5.747678603,15.24780092,19.46471353,23.63133961,23.77434538,26.63330529,24.93918165,19.64433962,15.00826638,11.71463445,8,9,7,8,7,7,6,5,5,7,6,8
1374,410,1000000,1438962,1520160,1501933,1342239,1358161,1276599,1321759,1128665,1200186,896642,610773,780580,1,-3,8,15,21,25,26,24,23,16,11,9,-1,-4,5,11,17,21,23,20,18,12,8,7,3.751965445,3.101381752,6.172558999,13.39261581,19.20404308,25.51882031,24.97630782,27.71266918,25.71249508,20.54561153,14.47949597,10.05315522,7,9,7,8,7,7,6,5,5,7,7,8
1379,350,1000000,3575510,2762020,2928805,2137828,3508418,3609292,3660338,3724864,3481087,2692958,2968967,3055632,1,-2,8,16,20,25,27,24,22,16,11,9,-1,-4,5,12,17,22,23,20,18,12,9,7,4.565676662,4.060690193,7.261623646,14.71306647,19.60476953,25.60193085,25.95968151,27.6548417,25.84556625,19.85052482,15.03964459,11.28442384,7,9,7,8,7,6,5,4,4,7,7,8
1385,610,1000000,0,298218,900,0,0,0,0,50187,0,0,0,0,0,-4,7,14,20,23,25,23,22,14,10,9,-2,-5,4,10,16,20,21,19,17,11,7,7,3.882892819,2.716138989,7.130179882,13.04814821,18.90005963,22.34988087,21.10526208,25.99082925,23.15287244,18.00882412,14.52014008,11.79845888,7,8,8,8,6,6,5,4,5,6,7,8
1394,20,1000000,0,0,0,20650,144227,405063,590947,471322,-96017,0,0,0,10,10,18,22,25,28,30,28,26,22,18,16,7,7,15,20,21,24,25,24,22,18,16,15,8.61405721,9.979885797,15.1323701,19.5518243,23.46684198,27.87737146,29.77596296,29.58051829,27.46701186,23.06602444,18.7050937,14.95925744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1402,10,1000000,527568,761764,727955,170534,427985,965053,1207285,1139899,484345,570238,1619915,1325240,11,11,19,23,26,28,30,29,26,22,19,17,8,8,16,20,22,24,25,24,22,18,16,15,6.678753358,7.346158195,14.8540823,19.5310263,24.46855457,25.94512078,28.67665768,29.72317739,27.6883078,23.34936891,18.65873796,14.46010352,9,10,8,8,8,7,7,7,7,9,9,10
1403,10,1000000,2181978,1726802,2376904,2431194,3591055,4045952,4343521,3286608,3296985,3095132,2640155,2557721,11,11,19,23,26,29,31,29,26,22,19,17,8,8,16,20,22,24,26,24,23,19,16,15,6.182775045,7.542543425,16.31607218,18.47631261,23.46320809,26.24300901,29.04599277,29.92828006,27.74798516,23.29913668,19.8626923,14.00337949,10,11,8,9,8,7,8,8,7,10,10,10
1720,590,1000000,898890,887943,821424,872419,945926,956291,986716,887903,787091,871968,941078,966983,-7,-12,-1,8,16,19,21,21,19,11,7,4,-8,-12,-3,5,12,16,17,17,16,8,4,2,0.356402557,0.425335845,1.695236472,9.409121974,17.2452787,21.17181244,23.90751903,23.41220717,21.23778397,13.27104964,8.077695747,4.410372977,10,10,10,10,9,8,7,7,7,10,10,10
1733,580,1000000,7270247,7418765,8136424,8262505,7410582,8754276,8599042,9342924,5404144,6632366,7143982,6295131,-6,-10,1,9,17,20,22,22,20,12,8,5,-7,-11,-1,6,13,17,18,18,16,9,5,4,0.732430044,0.501775333,2.456961488,10.54711705,17.34465971,20.78750717,23.54667272,23.89784678,22.23629331,14.4591023,9.223372132,6.275916425,10,9,9,9,8,7,6,7,6,9,9,9
1740,580,1000000,1514080,1208126,1501692,990443,1366282,1035240,898876,856797,852346,415558,77384,0,-6,-10,1,9,17,20,22,22,20,12,7,5,-7,-11,-1,6,13,16,18,18,16,9,5,3,0.547750043,0.372441706,2.125398629,7.317434183,15.61992172,19.97054971,23.67162324,23.37954288,22.83988139,14.83881295,9.229929217,6.063684583,10,9,9,9,8,8,6,7,7,10,9,9
1743,580,1000000,2504673,2847410,3146383,2555733,1448250,2072185,3453951,3186496,3541648,3127140,2644107,2240106,-6,-11,1,9,17,20,22,21,20,12,7,4,-7,-11,-2,5,13,16,18,17,16,9,5,3,0.559444342,0.306234823,1.671801478,3.540539446,4.402202206,15.79433965,20.23128775,22.27114398,21.65573656,15.76334176,9.279876194,6.901663122,9,9,9,9,8,7,6,7,6,9,9,9
1745,580,1000000,448715,1638677,667786,1242330,1285204,1285246,1341091,1703491,1725477,905218,1091309,1114869,-6,-10,1,9,17,20,22,22,20,12,7,5,-7,-11,-1,6,13,17,18,18,16,9,5,3,0.611250016,0.416495778,2.236224384,6.313103906,14.3204975,18.8534582,22.72355452,23.4037681,21.86636555,13.91097323,9.273528706,6.015790998,10,9,9,9,8,8,7,7,7,10,10,10
1825,582,1000000,97098,154154,137790,12814,0,139834,244821,156853,196113,0,191347,168829,-5,-9,0,8,15,19,21,21,19,11,8,4,-6,-10,-2,5,12,16,17,18,16,9,5,3,1.842197852,1.138796793,2.894258638,8.821410198,15.4480107,18.7681057,21.68394544,22.66864915,20.38230073,13.13202869,8.421914292,5.376771825,11,10,10,10,9,8,7,8,7,10,11,11
1866,577,1000000,100414,98328,115250,186413,137197,36797,35320,34753,33364,66024,59376,74537,-6,-10,1,9,17,20,22,22,20,12,7,5,-7,-11,-1,6,13,16,18,18,16,9,5,3,0.574236811,0.393726432,2.171661081,7.722003772,15.73079356,19.69756106,23.1465252,23.4087856,22.2452528,14.27439628,9.309699588,6.126436116,10,9,9,9,8,8,6,7,7,10,10,9
1904,705,1000000,796688,943515,663808,312949,46314,167704,276052,252683,206317,189859,167373,288505,-7,-12,2,10,15,21,23,21,20,11,5,-1,-8,-12,-1,5,11,17,19,18,17,8,3,-2,0.26986634,0.137718352,3.008769584,10.78941991,16.77837403,22.47502247,24.64551502,23.65329417,21.57442139,13.70236149,6.0388003,1.928995069,9,10,10,11,10,8,8,9,8,9,10,9
1912,700,1000000,219625,248379,489867,366725,122774,336061,405761,357433,395463,259627,336214,503959,-7,-11,2,10,15,21,23,21,20,11,5,-1,-8,-12,-1,5,11,17,19,18,16,8,3,-2,0.305090715,0.156796174,3.663760373,10.81323646,16.78973252,22.54167511,25.21908638,23.92689988,22.18776042,13.67165009,5.936960921,1.670698069,9,10,10,11,9,7,8,9,8,8,10,9
1926,668,1000000,143595,41239,62842,124447,158751,162268,158651,151572,153635,136661,109509,158976,-7,-11,2,10,15,21,23,21,20,11,5,-1,-8,-12,-1,5,11,17,19,18,17,8,3,-2,0.576011354,0.256931434,3.006715487,10.34004937,16.37398592,22.23002521,24.65625678,24.04429682,21.38871194,13.6280313,6.417707643,2.0850722,9,10,10,11,9,7,8,9,8,9,10,9
1927,830,1000000,341472,471598,613810,629352,209324,512969,696648,524198,473074,352141,320361,671252,-7,-11,2,10,15,21,23,21,20,11,5,-1,-8,-12,-1,5,11,17,19,18,16,8,3,-2,0.231759527,0.126906278,2.882467515,10.40501738,16.28860743,21.97255163,24.68074584,23.00207456,21.21834467,13.23922109,5.804832947,1.640800494,9,10,9,10,9,7,8,8,8,8,10,9
2039,851,1000000,164759,112698,99077,196960,201685,216137,215313,196455,204048,149950,105049,91250,-7,-12,1,9,14,20,23,21,19,11,5,-1,-8,-13,-1,5,11,16,19,17,16,8,3,-2,0.213479866,0.157283193,1.958781168,10.05478808,15.81313376,20.93900266,24.22865876,22.33768133,20.41146998,12.44201918,5.371767993,1.223673366,9,10,9,10,9,7,8,8,8,8,10,9
2050,90,1000000,0,48251,0,133655,47,102558,195686,158311,174065,0,0,0,8,7,16,20,23,27,29,28,26,21,16,15,5,4,13,17,19,23,24,22,21,16,13,12,7.444761529,8.922695455,13.9087938,19.90868049,22.88698244,27.72333575,29.09478146,29.40693878,26.93940543,21.48320239,16.96671021,13.47612911,7,8,7,7,6,5,5,5,4,7,6,7
2079,740,1000000,1960289,1787242,1854329,754837,1863945,1546193,1899806,1876597,1287537,1970816,1168587,1536671,1,-3,9,15,19,25,26,25,23,15,10,5,-2,-5,5,11,15,21,23,21,19,11,7,3,2.142459222,1.908920597,8.095512896,14.61657185,18.2644669,23.16447787,25.41570035,25.25661977,23.00376819,15.85192103,9.995651894,5.792369924,8,9,9,9,9,8,8,7,8,7,10,10
2094,720,1000000,1244458,1129868,820488,1164439,499761,965492,1301467,1179647,1286085,519326,542805,803025,0,-3,9,14,18,25,26,24,23,15,10,5,-2,-5,5,10,15,21,22,20,19,11,7,3,1.893729383,1.912400335,7.902938118,14.93035185,18.52192159,23.52214544,25.83154742,25.0708321,22.824174,15.81331152,10.26930536,6.382558995,9,10,9,10,9,8,8,7,9,8,11,10
2103,500,1000000,8324027,6649101,7206777,5533767,5837469,7811700,7991402,6884085,7135972,6918760,7055785,6926427,0,-3,7,15,20,25,26,25,23,15,10,7,-2,-5,4,11,16,21,22,20,18,11,7,5,2.171336263,2.373405069,7.420213701,15.84692622,19.86332161,24.4257222,27.21767331,26.62115659,24.8097165,17.80511565,11.68048132,7.188837106,7,8,6,8,7,6,5,4,5,6,7,8
2104,420,1000000,1763139,1568377,615745,2852,281833,1255473,2252945,1673447,1346701,538297,264368,298515,0,-3,7,15,20,25,26,25,23,15,10,7,-2,-5,4,11,16,21,22,20,18,11,7,5,2.288468077,2.531291699,6.987591167,14.59419129,19.88459927,23.36293473,26.57938055,27.06995646,24.86839452,23.09051642,17.71421601,6.402077387,8,9,7,8,7,6,5,5,5,7,7,8
2107,440,1000000,3126192,2914505,2272341,3040294,3012371,2078316,2946620,3064265,1037582,1485845,1904149,1234224,0,-4,7,15,20,25,26,24,23,15,10,7,-2,-5,4,11,16,21,22,20,19,11,7,5,2.456675244,2.500572832,7.561666144,14.27990633,19.88390648,23.87140335,27.36625516,27.13032771,24.80840105,18.06656604,11.66537887,6.678526905,8,9,7,9,9,7,6,6,6,8,9,10
2167,300,1000000,3511579,3359544,2586905,714395,1676107,3008127,3142101,3418886,3208747,2917006,2090602,1598699,2,-1,8,16,20,26,27,24,22,16,11,9,0,-3,6,13,17,22,24,21,18,12,9,7,5.165707087,4.775625172,7.936765093,15.13566428,19.84837005,24.47489287,25.88111969,27.26497963,25.0563348,18.29254199,14.36761701,11.89600178,7,9,7,8,7,6,5,4,4,7,7,8
2171,708,1000000,0,0,0,0,0,1081,38710,73863,57196,0,0,0,0,-3,9,14,18,25,26,24,23,15,10,5,-2,-5,5,10,15,21,22,20,19,11,7,3,1.922575083,1.845370144,7.902216115,14.73200445,18.26770173,23.3817906,25.69036728,25.09138056,22.87750303,15.82214174,10.00642323,5.714116239,9,10,9,10,9,8,8,7,9,8,11,10
2187,3110,1000000,495513,436376,9604,0,0,0,0,0,0,0,0,0,-2,1,8,8,12,21,22,21,18,12,1,-2,-4,-3,2,3,8,14,14,13,10,7,-2,-4,6.175704444,2.616034663,3.553275996,8.726447335,10.91087915,16.47939376,19.24003795,18.373838,15.13119883,9.08291716,3.679973379,1.865373438,14,12,13,10,9,8,10,10,9,9,13,12
2226,2370,1000000,0,0,0,0,0,0,0,21512,0,0,0,0,-2,-2,7,11,14,22,24,22,21,13,4,-1,-4,-4,2,7,11,18,19,18,16,8,2,-2,1.389624734,1.892214504,7.815212992,12.55683435,16.26902806,22.12154236,25.18364855,22.97215095,20.83710019,13.96950096,8.221497974,3.203203771,10,10,10,11,11,8,8,8,8,9,10,10
2289,1000,1000000,2465088.112,2226507.424,2447862.984,812763.832,0,1473503.624,1644271.008,2403563.96,2339438.432,2461037.392,2391678.932,2465934.288,-3,-6,6,12,16,23,25,23,22,14,7,1,-4,-7,2,8,13,19,21,19,18,10,4,0,0.687132458,0.941766716,6.089665167,12.06159781,16.66148426,23.23693332,25.68683236,24.54536458,20.86665228,13.87074895,8.148197922,3.53733628,10,11,10,11,11,8,8,9,11,9,11,11
2291,990,1000000,1740929,1583697,1397721,1251855,1803526,1816515,2008930,2020329,1515949,1245214,1192902,1130114,-2,-6,6,12,16,23,25,23,22,14,7,1,-4,-7,2,8,14,19,21,19,18,10,5,0,1.262592559,1.017088249,6.031429023,11.95956767,16.63884396,23.2863908,26.11404806,24.83465588,22.12077404,14.98732632,8.349382101,3.228537698,10,11,10,11,11,8,8,9,11,9,12,11
2364,210,1000000,1681344,1711655,903098,38800,0,33613,106090,27031,131566,78133,32512,109232,-7,-10,-2,8,17,18,22,22,19,10,7,4,-8,-11,-4,4,12,14,18,18,15,7,4,3,1.583842899,0.339992697,0.912436869,5.62033226,14.66318698,17.21919455,20.16470853,20.97640629,19.88199775,12.15639075,8.467722242,6.737263014,7,7,8,7,7,6,5,4,4,6,5,4
2408,10,1000000,616279,1089133,68458,3618,29726,30356,180108,0,0,0,22,346,-2,-5,2,12,20,22,25,24,22,13,10,9,-4,-7,0,7,15,18,20,19,18,10,7,8,1.18017153,0.776402482,3.074740093,10.09320598,19.95223562,22.68890518,23.82225698,25.34975464,23.1949334,14.99942095,10.00902993,7.805962387,8,8,7,9,6,7,5,5,6,7,6,6
2549,571.5551181,1000000,531995,545608,267783,380,231398,239395,485510,127820,69687,0,52293,204159,-7,-12,-2,8,17,18,21,20,19,10,8,6,-8,-12,-3,5,13,16,17,17,16,8,5,4,0.784339536,1.388158673,2.177379213,5.544806564,16.9877067,19.37856757,24.54453234,25.16070203,25.40893641,12.5755729,11.64196996,10.47351885,13,12,11,11,10,9,7,8,8,11,11,10
2720,635,1000000,852011,780445,913364,712132,952526,942813,951567,951715,918473,971963,647860,925037,4,2,11,16,21,26,27,25,22,15,12,12,1,-1,7,12,17,21,22,20,18,12,9,10,7.718795792,5.570256852,10.79178489,15.98388734,20.77641748,25.02157215,26.84893055,27.18516551,25.71537618,19.3889721,15.63670481,13.65686115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2723,516,1000000,851496,886938,115003,590490,974216,969751,980009,968016,972818,863155,964267,893846,3,1,10,15,21,25,26,25,22,15,12,11,0,-2,6,11,17,21,22,20,18,12,9,9,6.355665441,4.142357001,11.38229211,16.62907494,20.94473508,26.24965297,27.28797126,27.26688313,25.76351869,18.87849248,15.06686447,12.9429906,6,7,6,6,5,5,5,4,5,6,5,5
2790,1658,1000000,359163,339103,267468,235660,318633,300827,285522,338367,234378,305786,236235,310157,-7,-12,2,7,12,19,22,21,18,9,1,-5,-8,-12,-1,4,8,15,18,16,13,6,-1,-6,6.210390123,3.560713986,7.256294845,9.662271414,14.41343093,18.80218063,21.04769203,21.40546783,17.16905926,13.73775992,9.932964059,11.1102964,10,10,10,11,11,8,9,8,9,10,9,8
2817,1703,1000000,2154682,1982001,1995091,890283,751740,1489049,1946335,1985870,1863297,1684492,1830901,1718338,-8,-13,1,7,12,19,21,20,17,9,1,-5,-9,-13,-1,3,8,15,17,16,13,6,-1,-6,3.04625108,2.821208514,4.913329403,8.904607744,14.41040642,18.98219923,20.59986401,21.0796314,18.00739554,14.31442792,10.2104642,7.88223479,11,10,11,12,11,8,9,8,9,11,10,9
