eia_id,MAH_revised_9/20/22,plant_name,county2,state,name_of_wa,water_sour,water_type,water_source_aeg,nsegment_v11_old,nsegment_v11_new,WT_multsrc,which_list,min_yr,mx_yr,cont_yrs,elev_ft,pond_acres,latitude,longitude,cmplxcoo_flg,coolty_1,coolty_2,coolty_3,gen_ty,netgen_mwh,wthdrw_mgd,cnsmpt_mgd,mn_wth_mgd,mx_wth_mgd,mn_cns_mgd,mx_cns_mgd,note,water source note,
1922,,Monticello Nuclear Facility,Wright County,MN,Mississippi River,SW,FR,sw,17441,17441,,2015,2000,2020,continuous years,931.49,1000000,45.33352041,-93.84860709,1,river_once_through_fresh,tower_recirculating,,NUCLEAR,4663895,492,4.69,224,3690,3.66,5.72,,,
1925,,Prairie Island,Goodhue County,MN,Mississippi River,SW,FR,sw,17023,17023,,2015,2000,2020,continuous years,695.13,1000000,44.62163529,-92.63321861,1,river_once_through_fresh,tower_recirculating,,NUCLEAR,7374711,754,8.08,9,5920,6.19,11.4,,,
1926,,Red Wing,Goodhue County,MN,Mississippi,SW,-nr-,sw,17036,17036,,2015,2000,2020,continuous years,676.87,1000000,44.56913269,-92.51678416,0,river_once_through_fresh,null,,BIOMASS,117830,24,0.24,11,177,0.19,0.29,,,
1927,,Riverside (MN),Hennepin County,MN,Mississippi River,SW,FR,sw,16987,16987,,2015,2000,2020,continuous years,822.1,1000000,45.0208722,-93.27475351,0,river_once_through_fresh,null,,NGCC,2631564,90,0.88,41,677,0.69,1.07,,,
1934,1,Wilmarth,Blue Earth County,MN,Minnesota River,SW,FR,sw,17887,17887,,2015,2000,2020,continuous years,778.86,1000000,44.19668539,-94.00953679,0,river_once_through_fresh,null,,BIOMASS,110129,22,0.22,10,163,0.17,0.27,"I have no idea how this was ever categorized as a tower, although it was modeled tower in 2010; modeled river in 2015; always been river-once-through-fresh for 2000-2020",,
1943,,Hoot Lake,Otter Tail County,MN,Otter Tail River,SW,FR,sw,57308,23609,,2015,2000,2020,continuous years,1201.29,1000000,46.29047166,-96.04309102,1,river_once_through_fresh,tower_recirculating,,COAL,296202,3,0.34,0,196,0.18,0.38,,,
1960,,Austin DT,Mower County,MN,Red Cedar River,,,sw,18877,18877,,all_verified,2000,2007,continuous years,1197.17,1000000,43.670638,-92.969284,0,tower_recirculating,null,,,,,,,,,,,,
1961,,,Mower County,MN,Red Cedar River,,,sw,18876,18876,,all_verified,2000,2013,continuous years,1210.92,1000000,43.70129287,-92.96226374,0,tower_recirculating,null,,,,,,,,,,,,
1973,,Fairmont,Martin County,MN,George Lake,,,sw,NA,NA,,all_verified,2000,2008,missing 1 years,1181.16,1000000,43.6579,-94.4647,0,lake_once_through_fresh,null,,,,,,,,,,,"this one is interesting, lake is far from v11 seg, is lake gw sourced?",
1979,,Hibbing,St. Louis County,MN,Wells,GW,-nr-,gw,9902,9902,,2015,2000,2020,continuous years,1481.15,1000000,47.429658,-92.935317,0,tower_recirculating,null,,COMPLEX,141665,0,0.13,0,0,0.1,0.16,,,
1980,,Hutchinson Plant #1,McLeod County,MN,Municipality,-nr-,-nr-,municipal,17157,17157,,2015,2000,2019,missing 2 years,1038.6,1000000,44.89600386,-94.36836821,0,tower_recirculating,null,,NGCC,7979,0,0.01,0,0,0.01,0.01,,,
1990,,Luverne,Rock County,MN,Municipality,,,municipal,25720,25720,,all_verified,2000,2000,continuous years,1447.18,1000000,43.654444,-96.201944,0,tower_recirculating,null,,,,,,,,,,,,
2001,,New Ulm,Brown County,MN,Municipality,-nr-,-nr-,municipal,17902,17902,,2015,2000,2020,continuous years,850.14,1000000,44.315761,-94.458157,0,tower_recirculating,null,,GAS STEAM,3509,0,0,0,0,0,0,,,
2003,,Owatonna,Steele County,MN,Municipality Wells,,,municipal,17063,17063,,all_verified,2000,2011,missing 1 years,1134.62,1000000,44.0833,-93.23,0,tower_recirculating,null,,,,,,,,,,,,
2008,,,Olmsted County,MN,Zumbro River,,,sw,17271,17271,,all_verified,2000,2015,continuous years,986.12,1000000,44.02814323,-92.46014936,0,tower_recirculating,null,,,,,,,,,,,,
2018,1,Virginia,St. Louis County,MN,Silver Lake,SW,-nr-,sw,9909,9909,,2015,2000,2020,continuous years,1434,45.1032218,47.521882,-92.541644,0,pond_recirculating,null,,COMPLEX,118090,0,0.09,0,0,0.07,0.1,modeled as recirc pond in 2010 and 2015; small pond; not sure how it got categorized as lake-once-through-fresh,,
2022,,Willmar,Kandiyohi County,MN,Wells,GW,-nr-,gw,17823,17823,,2015,2000,2020,continuous years,1130.63,1000000,45.121721,-95.053468,0,tower_recirculating,null,,COMPLEX,22065,0,0.03,0,0,0.02,0.03,,,
2039,,Elk River,Sherburne County,MN,River,SW,-nr-,sw,17442,17442,,2015,2000,2019,missing 1 years,849.64,1000000,45.296729,-93.560841,0,river_once_through_fresh,null,,BIOMASS,130543,30,0.3,14,222,0.23,0.36,,,
2046,,,Forrest County,MS,Leaf River,,,sw,9877,9877,,all_verified,2000,2012,continuous years,144.97,1000000,31.32957437,-89.26816367,0,river_once_through_fresh,null,,,,,,,,,,,,
2048,,Sweatt,Lauderdale County,MS,Wells,GW,-nr-,gw,8576,8576,,2015,2000,2015,continuous years,286.3,1000000,32.29341025,-88.74570144,0,tower_recirculating,null,,GAS STEAM,1068,0,0,0,0,0,0,,,
2049,,Jack Watson,Harrison County,MS,Biloxi River,SW,SA,saline,8359,NOAA saline,,2015,2000,2020,continuous years,16.98,1000000,30.43962653,-89.02638371,1,saline_once_through,tower_recirculating,,GAS STEAM,1639525,59,1.48,27,422,1.31,1.56,,,
2050,,Baxter Wilson,Warren County,MS,Mississippi River,SW,FR,sw,22623,22623,,2015,2000,2020,continuous years,104.16,1000000,32.28371485,-90.93010473,0,river_once_through_fresh,null,,GAS STEAM,87103,14,0.16,6,100,0.12,0.2,,,
2051,,,Bolivar County,MS,Sunflower River,,,sw,22168,22168,,all_verified,2000,2010,missing 1 years,141.04,580.1369364,33.79469372,-90.71383236,1,pond_recirculating,tower_recirculating,,,,,,,,,,,,
2052,,Natchez,Adams County,MS, ,,,gw,22489,22489,,all_verified,2000,2008,missing 5 years,185.11,1000000,31.5987,-91.3464,0,tower_recirculating,null,,,,,,,,,,,assumed gw (GE imagery),
2053,,Rex Brown,Hinds County,MS,Pearl River,SW,FR,sw,7861,7861,,2015,2000,2019,continuous years,362.4,374.1025218,32.35733408,-90.21259349,0,pond_recirculating,null,,GAS STEAM,11615,0,0,0,0,0,0,,,
2059,1,L L Wilkins,Coahoma County,MS,Wells,GW,-nr-,gw,22149,22149,,2015,2000,2020,missing 4 years,169.57,1000000,34.18442698,-90.56244951,0,DO NOT MODEL,null,,NGCC,140,0,0,0,0,0,0,"We don't see any towers at this plant; not sure it's NGCC, could be GT",,
2062,,Henderson,Leflore County,MS,Municipality,-nr-,-nr-,municipal,22300,22300,,2015,2000,2017,missing 1 years,128.86,1000000,33.51723327,-90.20920041,0,tower_recirculating,null,,GAS STEAM,7834,0,0.01,0,0,0.01,0.01,,,
2063,,,Leflore County,MS,Municipality,,,municipal,22300,22300,,all_verified,2000,2009,continuous years,131.19,1000000,33.51660883,-90.18343689,0,tower_recirculating,null,,,,,,,,,,,,
2067,,Yazoo,Yazoo County,MS,Wells,GW,-nr-,gw,22248,22248,,2015,2000,2019,missing 4 years,107.11,1000000,32.84599076,-90.42081878,0,tower_recirculating,null,,NGCC,201,0,0,0,0,0,0,,,
2070,,Moselle,Jones County,MS,Wells,GW,FR,gw,8510,8510,,2015,2000,2020,continuous years,207.73,1000000,31.52815073,-89.30024093,0,tower_recirculating,null,,COMPLEX,1484716,1,0.98,1,2,0.85,1.08,,,
2076,,Asbury,Jasper County,MO,Wells,GW,FR,gw,35181,35181,,2015,2000,2020,continuous years,944.84,26.51631176,37.36141725,-94.5892739,1,pond_recirculating,tower_recirculating,,COAL,1079076,25,1.24,1,702,1.03,1.37,,,
2079,,Hawthorn,Jackson County,MO,Missouri River,SW,FR,sw,24996,24996,,2015,2000,2020,continuous years,741.67,1000000,39.13035536,-94.47797035,0,river_once_through_fresh,null,,COMPLEX,3548626,305,3.1,139,2270,2.42,3.79,,,
2080,,Montrose,Henry County,MO,Montrose Lake,SW,FR,sw,24379,24379,,2015,2000,2018,continuous years,753.33,1000000,38.31102243,-93.93476547,0,lake_once_through_fresh,null,,COAL,1420063,147,1.5,67,1090,1.17,1.83,,,
2094,,Sibley,Jackson County,MO,Missouri River,SW,FR,sw,24990,24990,,2015,2000,2018,continuous years,724.97,1000000,39.17834461,-94.18445244,0,river_once_through_fresh,null,,COAL,2037047,182,1.88,83,1360,1.46,2.29,,,
2098,,Lake Road (MO),Buchanan County,MO,Missouri River,SW,FR,sw,24329,24329,,2015,2000,2020,continuous years,811.49,1000000,39.72492122,-94.8770955,0,river_once_through_fresh,null,,COAL,213482,24,0.23,11,175,0.18,0.28,,,
2103,,Labadie,Franklin County,MO,Missouri River,SW,FR,sw,25591,25591,,2015,2000,2020,continuous years,491.28,1000000,38.56221082,-90.83763663,0,river_once_through_fresh,null,,COAL,16042082,1340,13.6,610,9960,10.6,16.6,,,
2104,,Meramec,St. Louis County,MO,Mississippi River,SW,FR,sw,17663,17663,,2015,2000,2020,continuous years,417.14,1000000,38.40238198,-90.33573421,0,river_once_through_fresh,null,,COAL,2119428,186,1.94,85,1380,1.51,2.37,,,
2107,,Sioux,St. Charles County,MO,Mississippi River,SW,FR,sw,16945,16945,,2015,2000,2020,continuous years,445.06,1000000,38.91526231,-90.29077793,0,river_once_through_fresh,null,,COAL,4495381,441,4.52,201,3280,3.52,5.51,,,
2123,,Columbia (MO),Boone County,MO,Wells,GW,-nr-,gw,25212,25212,,2015,2000,2020,continuous years,765.47,1000000,38.96469056,-92.31685151,0,tower_recirculating,null,,COMPLEX,24558,0,0.05,0,0,0.05,0.06,,,
2132,,Blue Valley,Jackson County,MO,Wells,GW,FR,gw,24984,24984,,2015,2000,2020,continuous years,781.56,1000000,39.09208866,-94.32614744,0,tower_recirculating,null,,COAL,96737,0,0.18,0,0,0.16,0.2,,,
2144,,Marshall (MO),Saline County,MO,Municipality,-nr-,-nr-,municipal,26204,26204,,2015,2000,2016,continuous years,783.21,1000000,39.12214153,-93.20691338,0,tower_recirculating,null,,COAL,4365,0,0.01,0,0,0.01,0.01,,,
2161,,James River Power Station,Greene County,MO,Lake Springfield,SW,FR,sw,35241,35241,,2015,2000,2018,continuous years,1161.32,1000000,37.10843805,-93.25974864,1,river_once_through_fresh,tower_recirculating,,COMPLEX,201976,20,0.23,0,153,0.18,0.3,"try lake and river, springfield lake and James River are part of the cooling",,
2167,,New Madrid,New Madrid County,MO,Mississippi River,SW,FR,sw,21269,21269,,2015,2000,2020,continuous years,297.07,1000000,36.51566833,-89.56280822,0,river_once_through_fresh,null,,COAL,6594728,492,5.12,224,3650,3.99,6.25,,,
2168,,Thomas Hill,Randolph County,MO,Thomas Hill Lake,SW,FR,sw,25029,25029,,2015,2000,2020,continuous years,733,1000000,39.55253145,-92.6386758,0,lake_once_through_fresh,null,,COAL,7672769,609,6.21,278,4530,4.84,7.57,,,
2169,,,Osage County,MO,Missouri River,,,sw,25202,25202,,all_verified,2000,2012,continuous years,531.87,1000000,38.68444899,-91.75653309,0,river_once_through_fresh,null,,,,,,,,,,,,
2171,,Missouri City,Clay County,MO,Missouri River,SW,-nr-,sw,24987,24987,,2015,2000,2015,missing 1 years,731.71,1000000,39.23157774,-94.30791406,0,river_once_through_fresh,null,,COAL,15749,3,0.03,1,21,0.03,0.04,,,
2187,,J E Corette Plant,Yellowstone County,MT,Yellowstone River,SW,FR,sw,29015,29015,,2015,2000,2015,continuous years,3105.13,1000000,45.77570465,-108.4813495,0,river_once_through_fresh,null,,COAL,152834,14,0.12,6,108,0.1,0.15,,,
2226,,Canaday,Gosper County,NE,Tri-County Supply Canal,SW,FR,sw,25780,25780,,2015,2000,2020,continuous years,2365.93,1000000,40.6943063,-99.70133685,0,river_once_through_fresh,null,,GAS STEAM,4124,0,0,0,3,0,0.01,,,
2236,,,Jefferson County,NE,Little Blue River,,,sw,24889,24889,,all_verified,2000,2017,missing 1 years,1311.18,1000000,40.13379194,-97.18606556,0,tower_recirculating,null,,,,,,,,,,,,
2240,,Lon Wright,Dodge County,NE,Wells,GW,FR,gw,27369,27369,,2015,2000,2020,continuous years,1179.48,1000000,41.42772916,-96.46215654,0,tower_recirculating,null,,COAL,423587,1,0.64,1,2,0.56,0.72,,,
2241,,,Hall County,NE,Wells,,,gw,25810,25810,,all_verified,2000,2016,continuous years,1843.98,1000000,40.92280724,-98.32673989,0,tower_recirculating,null,,,,,,,,,,,,
2244,,North Denver,Adams County,NE, ,,,municipal,27685,27685,,all_verified,2000,2020,continuous years,1932,1000000,40.598839,-98.38863,0,tower_recirculating,null,,,,,,,,,,,assumed municipal (GE imagery),
2277,,Sheldon,Lancaster County,NE,Wells,GW,FR,gw,27356,27356,,2015,2000,2020,continuous years,1444.14,1000000,40.55981636,-96.78435938,0,tower_recirculating,null,,COAL,969633,2,1.22,1,3,1.07,1.35,,,
2289,,Fort Calhoun,Washington County,NE,Missouri River,SW,FR,sw,26963,26963,,2015,2000,2016,continuous years,1001.08,1000000,41.52095659,-96.07691537,0,river_once_through_fresh,null,,NUCLEAR,3523957,356,3.5,162,2670,2.73,4.27,,,
2291,,North Omaha,Douglas County,NE,Missouri River,SW,FR,sw,26965,26965,,2015,2000,2020,continuous years,985.28,1000000,41.330049,-95.94586313,0,river_once_through_fresh,null,,COAL,3095082,294,3.02,134,2190,2.36,3.69,,,
2322,,Clark (NVE),Clark County,NV,Municipality,PD,BE,reclaimed ww,46285,46285,,2015,2000,2020,continuous years,1686.95,1000000,36.087463,-115.0513812,0,tower_recirculating,null,,NGCC,602429,0,0.35,0,1,0.09,0.49,,,
2324,,Reid Gardner,Clark County,NV,Wells/Muddy River,SW,BE,sw,45609,45609,,2015,2000,2017,continuous years,1583.44,1000000,36.65614045,-114.6324919,0,tower_recirculating,null,,COAL,397539,1,0.4,0,1,0.12,0.55,,,
2326,,,Clark County,NV,Municipality,,,municipal,46390,46390,,all_verified,2000,2010,missing 1 years,1697.81,1000000,36.13824771,-115.0352129,0,tower_recirculating,null,,,,,,,,,,,,
2330,,Fort Churchill,Lyon County,NV,Wells,GW,FR,gw,47142,47142,,2015,2000,2020,continuous years,4316.89,181.029398,39.12807052,-119.1320527,0,pond_recirculating,null,,GAS STEAM,308121,1,0.98,1,1,0.91,1.05,,,
2336,,Tracy,Storey County,NV,Wells,GW,FR,gw,46814,46814,,2015,2000,2020,continuous years,4271.93,33.44016931,39.56329486,-119.5232795,1,pond_recirculating,tower_recirculating,dry_cooling,COMPLEX,3302041,0,0.32,0,0,0.27,0.37,,,
2341,,Mohave,Clark County,NV,Colorado River,,,sw,46156,46156,,all_verified,2000,2010,missing 1 years,704.46,1000000,35.1458,-114.5917,0,tower_recirculating,null,,,,,,,,,,,,
2364,,Merrimack,Merrimack County,NH,Merrimack River,SW,FR,sw,990,990,,2015,2000,2020,continuous years,207.74,1000000,43.14141429,-71.4688028,0,river_once_through_fresh,null,,COAL,790627,72,0.54,33,551,0.42,0.66,,,
2367,,Schiller,Rockingham County,NH,Piscataqua River,SW,SA,sw,584,NOAA saline,,2015,2000,2020,continuous years,18.75,1000000,43.09749226,-70.78384169,0,saline_once_through,null,,COMPLEX,473657,57,0,26,427,0,0,,,
2378,,B L England,Cape May County,NJ,Great Egg Harbor Bay,SW,SA,sw,3520,NOAA saline,compare SNTemp / NOAA sst,2015,2000,2019,continuous years,10.42,1000000,39.29052637,-74.63415843,1,saline_once_through,tower_recirculating,,COMPLEX,145732,14,0.01,6,105,0.01,0.02,,,
2384,,,Salem County,NJ,Delaware River,,,sw,4186,4186,compare SNTemp / NOAA sst,all_verified,2000,2014,continuous years,8.19,1000000,39.68312926,-75.50885815,0,saline_once_through,null,,,,,,,,,,,,
2388,,Oyster Creek,Ocean County,NJ,Barnegat Bay,SW,SA,sw,3534,3534,compare SNTemp / NOAA sst,2015,2000,2018,continuous years,21.69,1000000,39.8143146,-74.20566453,0,saline_once_through,null,,NUCLEAR,5258829,562,0,256,4180,0,0,,,
2390,,Sayreville,Middlesex County,NJ, ,,,saline,2685,2685,compare SNTemp / NOAA sst,all_verified,2000,2004,continuous years,-2.1,1000000,40.478484,-74.355311,0,saline_once_through,null,,,,,,,,,,,,
2393,,Gilbert,Hunterdon County,NJ,Delaware River,SW,FR,sw,1491,1491,,2015,2000,2020,continuous years,150.84,1000000,40.56653062,-75.16123539,0,tower_recirculating,null,,NGCC,28749,0,0.04,0,0,0.03,0.04,,,
2398,,Bergen Generating Station,Bergen County,NJ,Bergen County Utility Authorit,PD,BE,reclaimed ww,2665,2665,,2015,2000,2020,continuous years,9.68,1000000,40.83915271,-74.0246345,0,tower_recirculating,null,,NGCC,5713380,4,3.18,2,8,2.42,3.51,,,
2399,,PSEG Burlington Generating Station,Burlington County,NJ,Delaware  River,,,sw,1767,1767,,all_verified,2001,2003,continuous years,12.42,1000000,40.076611,-74.879172,0,tower_recirculating,null,,,,,,,,,,,,
2403,,PSEG Hudson Generating Station,Hudson County,NJ,Hackensack River,SW,SA,sw,2666,2666,compare SNTemp / NOAA sst,2015,2000,2017,continuous years,7.15,1000000,40.7475514,-74.07237112,0,saline_once_through,null,,COMPLEX,345421,49,0,22,369,0,0,,,
2404,,PSEG Kearny Generating Station,Hudson County,NJ,Hackensack River,,,sw,2666,2666,compare SNTemp / NOAA sst,all_verified,2000,2004,continuous years,7.84,1000000,40.737283,-74.096464,0,saline_once_through,null,,,,,,,,,,,,
2406,,PSEG Linden Generating Station,Union County,NJ,Linden Roselle Sewage Authorit,PD,BE,reclaimed ww,2675,2675,,2015,2000,2020,missing 3 years,9.63,1000000,40.62121599,-74.20703675,0,tower_recirculating,null,,NGCC,7532792,5,3.43,3,8,2.61,3.78,,,
2408,,PSEG Mercer Generating Station,Mercer County,NJ,Delaware River,SW,FR,sw,1766,1766,,2015,2000,2017,continuous years,16.8,1000000,40.17885808,-74.73385199,0,river_once_through_fresh,null,,COMPLEX,265550,30,0.24,14,230,0.18,0.29,,,
2410,,PSEG Salem Generating Station,Salem County,NJ,Delaware River,SW,SA,sw,4197,4197,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,10.12,1000000,39.46252062,-75.53489612,0,saline_once_through,null,,NUCLEAR,18593574,1900,0,867,14200,0,0,,,
2411,1,PSEG Sewaren Generating Station,Middlesex County,NJ,Arthur Kill River,SW,SA,sw,2675,2675,,2015,2000,2018,continuous years,7.94,1000000,40.55598668,-74.24655309,0,saline_once_through,null,,GAS STEAM,3142,2,0,1,14,0,0,,,
2434,,,Cumberland County,NJ,Municipality,,,municipal,3568,3568,,all_verified,2000,2012,continuous years,80.89,1000000,39.48912105,-75.03406597,0,tower_recirculating,null,,,,,,,,,,,,
2442,,Four Corners,San Juan County,NM,SAN JUAN RIVER/MORGAN LAKE,SW,FR,sw,44231,44231,,2015,2000,2020,continuous years,5330.8,1372.789798,36.68975515,-108.4809874,0,pond_recirculating,null,,COAL,10172252,13,12.8,11,15,11,14.6,,,
2444,,Rio Grande,Dona Ana County,NM,Wells,GW,FR,gw,41708,41708,,2015,2000,2020,continuous years,3734.53,1000000,31.80499913,-106.5477553,0,tower_recirculating,null,,GAS STEAM,523299,1,0.62,0,2,0.39,0.77,,,
2446,,Maddox,Lea County,NM,Wells,GW,FR,gw,40217,40217,,2015,2000,2020,continuous years,3751.04,1000000,32.7145511,-103.3016069,0,tower_recirculating,null,,GAS STEAM,360588,1,0.42,0,1,0.28,0.47,,,
2450,,Reeves,Bernalillo County,NM,Wells,GW,FR,gw,42097,42097,,2015,2000,2020,continuous years,5088.76,1000000,35.17163994,-106.6012087,0,tower_recirculating,null,,GAS STEAM,131856,0,0.19,0,0,0.13,0.23,,,
2451,,San Juan,San Juan County,NM,San Juan River,SW,FR,sw,44232,44232,,2015,2000,2020,continuous years,5303.04,1000000,36.80233679,-108.4384965,0,tower_recirculating,null,,COAL,9007455,14,10.3,8,26,7.88,11.7,,,
2454,,Cunningham,Lea County,NM,Wells,GW,FR,gw,40217,40217,,2015,2000,2020,continuous years,3810.47,1000000,32.71428797,-103.354426,0,tower_recirculating,null,,GAS STEAM,682804,1,0.74,0,2,0.48,0.83,,,
2465,,Animas,San Juan County,NM,Animas River,SW,-nr-,sw,44268,44268,,2015,2000,2015,continuous years,5320.31,1000000,36.7248929,-108.1917945,0,tower_recirculating,null,,NGCC,49414,0,0.05,0,0,0.04,0.05,,,
2468,,Raton,Colfax County,NM,Municipality,,,municipal,36677,36677,,all_verified,2000,2006,continuous years,6656.63,1000000,36.893133,-104.442359,0,tower_recirculating,null,,,,,,,,,,,,
2475,,Algodones,Sandoval County,NM,Wells,,,gw,42163,42163,,all_verified,2000,2000,continuous years,5121.76,1000000,35.385242,-106.465645,0,tower_recirculating,null,,,,,,,,,,,,
2480,1,Danskammer Generating Station,Orange County,NY,Hudson River,SW,SA,sw,2528,2528,,2015,2000,2020,missing 1 years,7.04,1000000,41.57317554,-73.96478375,0,saline_once_through,null,,GAS STEAM,34515,4,0.04,2,29,0.03,0.05,,"water type is listed as saline, but we should be able to get temp from SNTEMP so left is as sw",
2490,,Arthur Kill Generating Station,Richmond County,NY,Arthur Kill,SW,SA,saline,2675,2675,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,12.5,1000000,40.59155367,-74.20011429,0,saline_once_through,null,,GAS STEAM,1050273,108,0,49,800,0,0,,,
2491,,Poletti,Queens County,NY,East River,,,sw,2595,2595,compare SNTemp / NOAA sst,all_verified,2000,2010,continuous years,1.49,1000000,40.789547,-73.911829,0,saline_once_through,null,,,,,,,,,,,,
2493,,East River,New York County,NY,East River,SW,SA,saline,2587,2587,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,6.44,1000000,40.72782213,-73.97324323,0,saline_once_through,null,,GAS STEAM,695413,72,0,33,535,0,0,,,
2497,,Indian Point 2,Westchester County,NY,Hudson River,SW,SA,saline,2583,2583,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,80.93,1000000,41.27056073,-73.95143273,0,saline_once_through,null,,NUCLEAR,8811875,984,0,448,7340,0,0,,,
2500,,Ravenswood,Queens County,NY,East River,SW,SA,saline,2587,2587,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,11.08,1000000,40.75911735,-73.94546238,1,saline_once_through,dry_cooling,,COMPLEX,4779495,318,0,145,2360,0,0,,,
2502,,Waterside,New York County,NY,East River,,,sw,2587,2587,compare SNTemp / NOAA sst,all_verified,2000,2005,continuous years,17.75,1000000,40.746853,-73.97034,0,saline_once_through,null,,,,,,,,,,,,
2511,,E F Barrett,Nassau County,NY,Barnum Island Channel,SW,SA,saline,3607,NOAA saline,,2015,2000,2020,continuous years,7.68,1000000,40.61632546,-73.64793263,0,saline_once_through,null,,GAS STEAM,1429234,126,0,57,940,0,0,,,
2513,,,Queens County,NY,Mott Basin,,,saline,3582,NOAA saline,,all_verified,2000,2012,continuous years,9.01,1000000,40.61088907,-73.76108766,0,saline_once_through,null,,,,,,,,,,,,
2514,,,Nassau County,NY,Hempstead Harbor,,,saline,3611,NOAA saline,,all_verified,2000,2012,continuous years,14.36,1000000,40.8272013,-73.64786001,0,saline_once_through,null,,,,,,,,,,,,
2516,,Northport,Suffolk County,NY,Long Island Sound,SW,SA,saline,3613,NOAA saline,,2015,2000,2020,continuous years,13.96,1000000,40.92318463,-73.34290122,0,saline_once_through,null,,GAS STEAM,3053320,260,0,118,1940,0,0,,,
2517,,Port Jefferson,Suffolk County,NY,Long Island Sound,SW,SA,saline,3613,NOAA saline,,2015,2000,2020,continuous years,10.02,1000000,40.94998159,-73.07839711,0,saline_once_through,null,,GAS STEAM,398167,39,0,18,290,0,0,,,
2526,,,Broome County,NY,Susquehanna River,,,sw,2755,2755,,all_verified,2000,2010,continuous years,836.02,1000000,42.111433,-75.973322,0,river_once_through_fresh,null,,,,,,,,,,,,
2527,,,Yates County,NY,Seneca Lake,,,sw,11948,11948,,all_verified,2000,2020,missing 5 years,456.1,1000000,42.67937847,-76.94857504,0,lake_once_through_fresh,null,,,,,,,,,,,,
2529,,Hickling,Steuben County,NY,Chemung River,,,sw,2807,2807,,all_verified,2000,2000,continuous years,903.61,1000000,42.122239,-76.983464,0,river_once_through_fresh,null,,,,,,,,,,,,
2535,,Cayuga Operating Company,Tompkins County,NY,Cayuga Lake,SW,FR,sw,11966,11966,,2015,2000,2019,continuous years,395.91,1000000,42.60185787,-76.6346092,0,lake_once_through_fresh,null,,COAL,531521,51,0.46,23,381,0.36,0.56,,,
2539,,Bethlehem Energy Center,Albany County,NY,Hudson River,SW,FR,sw,2460,2460,,2015,2000,2020,continuous years,15.57,1000000,42.59433016,-73.76323114,0,tower_recirculating,null,,NGCC,5152718,3,2.06,2,5,1.71,2.36,,,
2549,,C R Huntley Generating Station,Erie County,NY,Niagara River,SW,FR,sw,11586,11586,,2015,2000,2016,continuous years,571.62,1000000,42.97024192,-78.93125792,0,river_once_through_fresh,null,,COAL,387114,43,0.41,19,319,0.32,0.5,,,
2554,,Dunkirk Generating Plant,Chautauqua County,NY,Lake Erie,SW,FR,sw,14886,Great Lakes,,2015,2000,2015,continuous years,580.55,1000000,42.49106731,-79.34683412,0,lake_once_through_fresh,null,,COAL,439947,46,0.43,21,344,0.34,0.53,,,
2589,,Nine Mile Point Nuclear Station,Oswego County,NY,Lake Ontario,SW,FR,sw,11906,Great Lakes,,2015,2000,2020,continuous years,261.3,1000000,43.52158862,-76.40716109,1,lake_once_through_fresh,tower_recirculating,,NUCLEAR,15998076,526,20.7,243,3810,17.3,23,,,
2594,,Oswego Harbor Power,Oswego County,NY,Lake Ontario,SW,FR,sw,11906,Great Lakes,,2015,2000,2020,continuous years,253.02,1000000,43.45878192,-76.53170238,0,lake_once_through_fresh,null,,OIL,69262,7,0.06,3,53,0.05,0.07,,,
2625,,Bowline Point,Rockland County,NY,Hudson River,SW,SA,saline,2583,2583,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,8.65,1000000,41.20551947,-73.96690994,0,saline_once_through,null,,GAS STEAM,1447630,140,0,64,1040,0,0,,,
2629,1,Lovett,Rockland County,NY,Hudson River,,,sw,2583,2583,,all_verified,2000,2008,continuous years,3.72,1000000,41.258674,-73.978173,0,saline_once_through,null,,,,,,,,,,,,
2640,,Rochester 3,Monroe County,NY,Genesee River,,,sw,11527,11527,compare SNTemp / GLSEA,all_verified,2000,2002,continuous years,474.03,1000000,43.161667,-77.618055,0,river_once_through_fresh,null,,,,,,,,,,,,
2642,,Rochester 7,Monroe County,NY,Lake Ontario,,,sw,11528,Great Lakes,,all_verified,2000,2008,continuous years,250.33,1000000,43.268889,-77.629444,0,lake_once_through_fresh,null,,,,,,,,,,,,
2682,,S A Carlson,Chautauqua County,NY,Chadakoin River,SW,FR,sw,14895,14895,,2015,2000,2020,continuous years,1313.84,1000000,42.09355194,-79.24778483,1,river_once_through_fresh,tower_recirculating,,GAS STEAM,52530,0,0.02,0,9,0.01,0.02,,,
2706,,Asheville,Buncombe County,NC,Lake Julian (Powell Creek),SW,FR,sw,16810,16810,,2015,2000,2020,continuous years,2170.48,1000000,35.47156279,-82.54171145,0,lake_once_through_fresh,null,,COAL,1438500,155,1.55,70,1160,1.21,1.89,,,
2708,,,Chatham County,NC,Cape Fear River,,,sw,6076,6076,,all_verified,2000,2013,continuous years,173.25,1000000,35.59454201,-79.04936965,1,river_once_through_fresh,tower_recirculating,,,,,,,,,,,,
