eia_id,MAH_revised_9/20/22,plant_name,county2,state,name_of_wa,water_sour,water_type,water_source_aeg,nsegment_v11_old,nsegment_v11_new,WT_multsrc,which_list,min_yr,mx_yr,cont_yrs,elev_ft,pond_acres,latitude,longitude,cmplxcoo_flg,coolty_1,coolty_2,coolty_3,gen_ty,netgen_mwh,wthdrw_mgd,cnsmpt_mgd,mn_wth_mgd,mx_wth_mgd,mn_cns_mgd,mx_cns_mgd,note,water source note,
54468,,,Lassen County,CA,Wells,,,gw,53764,53764,,all_verified,2000,2011,continuous years,5061.51,1000000,40.29679019,-121.0178167,0,tower_recirculating,null,,,,,,,,,,,,
54469,,,Butte County,CA,Wells,,,gw,54158,54158,,all_verified,2000,2012,continuous years,157.93,1000000,39.48104167,-121.5655427,0,tower_recirculating,null,,,,,,,,,,,,
54476,,Sumas Power Plant,Whatcom County,WA,Municipality,-nr-,-nr-,municipal,61927,58148,,2015,2000,2020,continuous years,51.58,1000000,48.990339,-122.27355,0,tower_recirculating,null,,NGCC,602093,0,0.28,0,1,0.21,0.35,,,
54526,,ReEnergy Lyonsdale Biomass,Lewis County,NY,Moose River,SW,FR,sw,11510,11510,,2015,2000,2017,continuous years,1086.28,1000000,43.61771,-75.305697,0,tower_recirculating,null,,BIOMASS,132140,0,0.17,0,0,0.13,0.21,,,
54529,,Wheelabrator Ridge Energy,Polk County,FL,Wells,GW,FR,gw,8163,8163,,2015,2000,2019,continuous years,112.16,1000000,28.02732778,-81.84753725,0,tower_recirculating,null,,BIOMASS,191014,1,0.84,1,2,0.73,0.92,,,
54537,,Ferndale Generating Station,Whatcom County,WA,Nooksack River,SW,-nr-,sw,61108,57329,,2015,2000,2020,continuous years,193.83,1000000,48.828792,-122.686498,0,tower_recirculating,null,,NGCC,868848,1,0.37,0,1,0.27,0.45,,,
54547,,Sithe Independence Station,Oswego County,NY,Municipality,SW,FR,municipal,11906,Great Lakes,,2015,2000,2020,continuous years,277.04,1000000,43.496156,-76.451585,0,tower_recirculating,null,,NGCC,6451931,3,2.39,2,6,1.82,3,,,
54561,,Jefferson Smurfit Santa Clara Mill,Santa Clara County,CA,Wells,GW,-nr-,gw,55624,55624,,2015,2000,2017,continuous years,42.42,1000000,37.367991,-121.943667,0,tower_recirculating,null,,NGCC,199753,0,0.16,0,0,0.12,0.2,,,
54578,,Glenns Ferry Cogen Facility,Elmore County,ID,Municipality,,,municipal,48744,48744,,all_verified,2001,2009,missing 1 years,2552.52,1000000,42.953989,-115.293739,0,tower_recirculating,null,,,,,,,,,,,,
54579,,Rupert Cogen Project,Minidoka County,ID,Wells,GW,-nr-,gw,48526,48526,,2015,2001,2016,continuous years,4157.05,1000000,42.60555556,-113.6838889,0,tower_recirculating,null,,NGCC,76677,0,0.01,0,0,0,0.01,,,
54586,,Tanner Street Generation,Middlesex County,MA,Municipality,-nr-,-nr-,municipal,1052,1052,,2015,2000,2020,missing 6 years,105.08,1000000,42.632124,-71.313235,1,tower_recirculating,dry_cooling,,NGCC,140494,0,0.05,0,0,0.04,0.1,,,
54592,,Massena Energy Facility,St. Lawrence County,NY,St. Lawarence River,SW,FR,sw,11435,11435,,2015,2000,2020,continuous years,255.47,1000000,44.95151669,-74.89330285,0,tower_recirculating,null,,NGCC,3157,0,0,0,0,0,0,,,
54593,,Batavia Power Plant,Genesee County,NY,Wells,GW,FR,gw,11589,11589,,2015,2000,2020,missing 2 years,894.41,1000000,42.982534,-78.159072,0,tower_recirculating,null,,NGCC,34210,0,0.03,0,0,0.02,0.03,,,
54626,,Mt Poso Cogeneration,Kern County,CA,Wells,GW,-nr-,gw,55307,55307,,2015,2000,2020,continuous years,1069.18,1000000,35.576407,-119.006319,0,tower_recirculating,null,,BIOMASS,249143,0,0.19,0,1,0.11,0.26,,,
54627,,Okeelanta Cogeneration,Palm Beach County,FL,Canal (Lake Okeechobee),SW,FR,sw,4266,4266,,2015,2000,2020,missing 1 years,14.8,1000000,26.576931,-80.747365,0,tower_recirculating,null,,COMPLEX,223798,2,1.38,1,3,1.22,1.5,,,
54634,,St Nicholas Cogen Project,Schuylkill County,PA,Municipality,-nr-,-nr-,municipal,1894,1894,,2015,2000,2020,continuous years,1381.37,1000000,40.822301,-76.173343,0,tower_recirculating,null,,COAL,660243,2,1.09,1,3,0.78,1.32,,,
54640,,NAEA Lakewood LLC,Ocean County,NJ,Wells,GW,FR,gw,3554,3554,,2015,2000,2020,continuous years,36.84,1000000,40.061165,-74.168043,0,tower_recirculating,null,,NGCC,1107988,1,0.69,1,2,0.59,0.75,,,
54646,,Kalaeloa Cogen Plant,Honolulu County,HI,Wells,GW,-nr-,gw,NA,NA,,2015,2000,2020,continuous years,10.81,1000000,21.301346,-158.096365,0,tower_recirculating,null,,OIL CC,1367800,1,1.01,1,2,0.79,1.08,,,
54658,,,Polk County,FL,Well,,,gw,8161,8161,,all_verified,2000,2014,continuous years,146.03,1000000,28.053409,-81.807095,0,tower_recirculating,null,,,,,,,,,,,,
54676,,Oyster Creek Unit VIII,Brazoria County,TX,Brazos River (Dow Chemical),SW,FR,sw,38800,38800,,2015,2000,2020,continuous years,5.09,1000000,28.98,-95.3425,0,tower_recirculating,null,,NGCC,2182646,3,1.81,2,4,1.44,2.18,,,
54693,,York Generation Company LLC,York County,PA,Municipality,-nr-,-nr-,municipal,2213,2213,,2015,2000,2020,continuous years,423.34,1000000,39.984359,-76.67801,0,tower_recirculating,null,,NGCC,7763,0,0.01,0,0,0.01,0.01,,,
54694,,Yuma Cogeneration Associates,Yuma County,AZ,Municipality,-nr-,-nr-,municipal,46114,46114,,2015,2000,2020,continuous years,130.11,1000000,32.728832,-114.653794,0,tower_recirculating,null,,NGCC,27171,0,0.01,0,0,0.01,0.01,,,
54744,,,Walthall County,MS,Wells,,,gw,7748,7748,,all_verified,2000,2010,missing 3 years,415.76,1000000,31.2469,-90.1993,0,tower_recirculating,null,,,,,,,,,,,,
54746,,Wheelabrator Falls,Bucks County,PA,Municipality,-nr-,-nr-,municipal,1766,1766,,2015,2000,2020,continuous years,14.23,1000000,40.16283238,-74.76783434,0,tower_recirculating,null,,BIOMASS,321533,1,0.59,0,1,0.47,0.65,,,
54749,,Goal Line LP,San Diego County,CA,Municipality,-nr-,-nr-,municipal,55874,55874,,2015,2000,2020,continuous years,638.49,1000000,33.118452,-117.099269,0,tower_recirculating,null,,NGCC,22797,0,0.01,0,0,0.01,0.01,,,
54751,,Genesee Power Station LP,Genesee County,MI,Wells,GW,-nr-,gw,11093,11093,,2015,2000,2020,continuous years,753.87,1000000,43.08506069,-83.66957547,0,tower_recirculating,null,,BIOMASS,70919,0,0.14,0,0,0.11,0.15,,,
54755,,Roanoke Valley Energy Facility II,Halifax County,NC,Municipality,-nr-,-nr-,municipal,7198,7198,,2015,2000,2017,continuous years,100.07,1000000,36.435003,-77.617803,0,tower_recirculating,null,,COMPLEX,23793,0,0.02,0,0,0.02,0.03,,,
54758,,Wheelabrator Lisbon,New London County,CT,Norwich DPUC & Onsite Wells,-nr-,-nr-,municipal,851,851,,2015,2000,2020,continuous years,118.95,1000000,41.58437959,-72.04144193,0,tower_recirculating,null,,BIOMASS,107327,0,0.22,0,1,0.19,0.25,,,
54761,,Hermiston Generating Plant,Umatilla County,OR,Columbia River,SW,FR,sw,49742,49742,,2015,2000,2020,continuous years,562.25,1000000,45.803674,-119.369428,0,tower_recirculating,null,,NGCC,2387243,2,1.1,1,3,0.82,1.25,,,
54785,,Grays Ferry Cogeneration,Philadelphia County,PA,Sch. River,SW,FR,sw,2339,2339,,2015,2000,2020,missing 1 years,18.87,1000000,39.942325,-75.188971,0,river_once_through_fresh,null,,NGCC,1054756,101,0.99,46,758,0.78,1.21,,,
54805,,Milford Power LP,Worcester County,MA,Wastewater Treatment Plant,-nr-,-nr-,reclaimed ww,618,618,,2015,2000,2020,continuous years,253.19,1000000,42.12922578,-71.51156073,0,tower_recirculating,null,,NGCC,484224,0,0.31,0,1,0.25,0.33,,,
54817,,Johnson County,Johnson County,TX,Municipality,OT,FR,municipal,39775,39775,,2015,2000,2020,continuous years,848.46,1000000,32.39904067,-97.40853079,0,tower_recirculating,null,,NGCC,602430,0,0.36,0,1,0.3,0.41,,,
54832,,Brandywine Power Facility,Prince George's County,MD,Wastewater Treatmnt Plant,-nr-,-nr-,reclaimed ww,1910,1910,,2015,2000,2020,continuous years,216.06,1000000,38.66822474,-76.86764125,0,tower_recirculating,null,,NGCC,1294284,1,0.6,1,2,0.46,0.75,,,
54852,,,Piscataquis County,ME,Moosehead Lake,,,sw,125,125,,all_verified,2000,2009,continuous years,1081.26,1000000,45.45460262,-69.6101163,0,tower_recirculating,null,,,,,,,,,,,,
54914,,Brooklyn Navy Yard Cogeneration,Kings County,NY,East River,SW,SA,saline,2587,2587,compare SNTemp / NOAA sst,2015,2000,2020,continuous years,7.68,1000000,40.699161,-73.976203,0,saline_once_through,null,,NGCC,1955932,38,0,17,279,0,0,,,
54915,,Michigan Power LP,Mason County,MI,Pere Marquette River,SW,FR,sw,10273,10273,,2015,2000,2020,continuous years,634.79,1000000,43.940218,-86.424019,0,tower_recirculating,null,,NGCC,1037405,1,0.82,1,2,0.61,1.01,,,
54945,,CT Resource Rec Authority Facility,Hartford County,CT,Connecticut River,SW,-nr-,sw,56754,701,,2015,2000,2020,continuous years,17.9,1000000,41.74766409,-72.65055792,0,river_once_through_fresh,null,,BIOMASS,309579,62,0.58,28,462,0.45,0.7,,,
54974,,Sauder Power Plant,Fulton County,OH,Municipality,-nr-,-nr-,municipal,11810,11810,,2015,2000,2020,continuous years,734.86,1000000,41.515837,-84.29351,0,tower_recirculating,null,,BIOMASS,30604,0,0.12,0,0,0.09,0.15,,,
54985,,Crestwood Corp  Dothan,Houston County,AL, ,,,municipal,4676,4676,,all_verified,2000,2002,continuous years,297.67,1000000,31.261366,-85.403181,0,tower_recirculating,null,,,,,,,,,,,assumed municipal (Energy Justice Network),
54998,,SPSA Waste To Energy Power Plant,Portsmouth city,VA, ,,,municipal,3725,3725,,all_verified,2000,2008,missing 7 years,7.89,1000000,36.8083,-76.3036,0,tower_recirculating,null,,,,,,,,,,,assumed municipal (Energy Justice Network),
55010,,LSP-Cottage Grove LP,Washington County,MN,Steam Host's Well,OT,OT,gw,16974,16974,,2015,2000,2020,continuous years,804.77,1000000,44.795593,-92.910776,0,tower_recirculating,null,,NGCC,219733,0,0.09,0,0,0.06,0.1,,,
55011,,LSP-Whitewater LP,Jefferson County,WI,Municipality,GW,FR,municipal,19383,19383,,2015,2000,2020,continuous years,820.24,1000000,42.855108,-88.72991,0,tower_recirculating,null,,NGCC,622374,0,0.19,0,0,0.14,0.23,,,
55040,,Mid-Georgia Cogeneration Facility,Houston County,GA,Municipality,-nr-,-nr-,municipal,5309,5309,,2015,2000,2020,continuous years,319.53,1000000,32.484913,-83.603523,0,tower_recirculating,null,,NGCC,241772,0,0.08,0,0,0.06,0.1,,,
55041,,Berkshire Power,Hampden County,MA,Municipality,SW,FR,municipal,56834,1121,,2015,2000,2020,continuous years,181.47,1000000,42.04807557,-72.64812285,0,tower_recirculating,null,,NGCC,1108977,1,0.52,0,1,0.43,0.6,,,
55042,,Bridgeport Energy Project,Fairfield County,CT,Bridgeport Harbor,SW,SA,saline,1237,NOAA saline,,2015,2000,2020,continuous years,10.43,1000000,41.17089386,-73.18386375,0,saline_once_through,null,,NGCC,3151048,103,0,47,768,0,0,,,
55043,,Cherokee County Cogen,Cherokee County,SC,Municipality,-nr-,-nr-,municipal,7656,7656,,2015,2000,2020,continuous years,685.17,1000000,35.072019,-81.613539,0,tower_recirculating,null,,NGCC,511020,0,0.32,0,1,0.25,0.35,,,
55047,,Pasadena Cogeneration,Harris County,TX,Coastal Ind. Water Authority,SW,FR,municipal,38361,38361,,2015,2000,2020,continuous years,25.5,1000000,29.72333333,-95.17694444,0,tower_recirculating,null,,NGCC,4731147,2,1.72,2,4,1.34,2.09,,,
55048,,,Newport County,RI,Municipality,,,municipal,1427,1427,,all_verified,2000,2020,missing 3 years,252.84,1000000,41.64208611,-71.17042778,1,tower_recirculating,dry_cooling,,,,,,,,,,,,
55062,,Tenaska Frontier Generation Station,Grimes County,TX,Municipallity,SW,FR,municipal,38486,38486,,2015,2000,2020,missing 2 years,364.68,1000000,30.59315276,-95.9181245,0,tower_recirculating,null,,NGCC,3578016,2,1.71,1,4,1.48,1.89,,,
55063,,Batesville Generation Facility,Panola County,MS,Enid Lake,SW,FR,sw,22310,22310,,2015,2000,2020,continuous years,224.74,1000000,34.33424712,-89.92674216,0,tower_recirculating,null,,NGCC,3761639,3,1.82,2,4,1.59,2.02,,,
55065,,Mustang Station,Yoakum County,TX,Wells,GW,FR,gw,40280,40280,,2015,2000,2020,continuous years,3500.67,1000000,32.9726676,-102.7417835,0,tower_recirculating,null,,NGCC,421226,1,0.48,0,1,0.31,0.53,,,
55068,,Maine Independence Station,Penobscot County,ME,Penobscot River,SW,SA,sw,289,289,,2015,2000,2020,continuous years,59.87,1000000,44.82369074,-68.70995264,0,tower_recirculating,null,,NGCC,330358,0,0.17,0,0,0.14,0.19,,,
55075,,Pine Bluff Energy Center,Jefferson County,AR,Wells,GW,-nr-,gw,37743,37743,,2015,2001,2020,continuous years,204.45,1000000,34.21805556,-91.9025,0,tower_recirculating,null,,NGCC,1304972,2,1.2,1,3,1.06,1.33,,,
55076,,Red Hills Generating Facility,Choctaw County,MS,Wells,GW,SA,gw,7893,7893,,2015,2002,2020,continuous years,556.66,1000000,33.37624577,-89.21822012,0,tower_recirculating,null,,COAL,3033410,5,3.41,3,8,2.98,3.79,,,
55079,,Millennium Power,Worcester County,MA,Southbridge WWTF,PD,BE,reclaimed ww,817,817,,2015,2000,2020,continuous years,613.22,1000000,42.11243707,-72.01515967,0,tower_recirculating,null,,NGCC,2101441,1,0.88,1,2,0.73,1.01,,,
55086,,Gregory Power Facility,San Patricio County,TX,San Patricio Municipality,SW,FR,municipal,39590,39590,,2015,2000,2020,continuous years,19.7,1000000,27.88805556,-97.25722222,0,tower_recirculating,null,,NGCC,2663022,4,3.21,3,8,2.81,3.48,,,
55087,,Zeeland Generating Station,Ottawa County,MI,Municipality,GW,FR,municipal,10315,10315,,2015,2001,2020,continuous years,659.37,1000000,42.82043398,-85.99815486,0,tower_recirculating,null,,NGCC,3258723,2,1.48,1,4,1.22,1.61,,,
55088,,Dearborn Industrial Generation,Wayne County,MI,Detroit River,SW,FR,sw,10450,10450,,2015,2000,2020,continuous years,584.68,1000000,42.305344,-83.159303,0,river_once_through_fresh,null,,GAS STEAM,1174891,24,0.24,11,183,0.19,0.29,,,
55090,,Plummer Cogen,Benewah County,ID,Wells,GW,-nr-,gw,59872,52775,,2015,2000,2020,missing 1 years,2722.63,1000000,47.329611,-116.891784,0,tower_recirculating,null,,BIOMASS,29412,0,0.01,0,0,0.01,0.01,,,
55096,,Portside Energy,Porter County,IN,Lake Michigan,SW,-nr-,sw,10032,Great Lakes,,2015,2000,2020,continuous years,602.4,1000000,41.63166667,-87.17277778,0,lake_once_through_fresh,null,,NGCC,286921,30,0.29,13,221,0.22,0.35,,,
55097,,Lamar Power Project,Lamar County,TX,Lake Pat Mayse,SW,FR,sw,35707,35707,,2015,2000,2020,continuous years,542.74,1000000,33.63143074,-95.5895459,0,tower_recirculating,null,,NGCC,5999121,4,2.93,2,7,2.22,3.65,,,
55098,,Frontera Energy Center,Hidalgo County,TX,Rio Grande,SW,FR,sw,41836,41836,,2015,2000,2016,continuous years,115.65,1000000,26.20776908,-98.39904533,0,tower_recirculating,null,,NGCC,3274471,2,1.6,1,4,1.37,1.76,,,
55100,,"Rumford Power, Inc",Oxford County,ME,Municipality,-nr-,-nr-,municipal,886,886,,2015,2000,2020,continuous years,615.85,1000000,44.53075086,-70.52182983,1,tower_recirculating,dry_cooling,,NGCC,283166,0,0.01,0,0,0.01,0.16,,,
55103,,Klamath Cogeneration Plant,Klamath County,OR,Municipality,-nr-,-nr-,reclaimed ww,53660,53660,,2015,2001,2020,continuous years,4140.71,1000000,42.173877,-121.811211,0,tower_recirculating,null,,NGCC,2697515,2,1.08,1,2,0.89,1.22,,,
55104,,Sabine Cogen,Orange County,TX,Sabine River,SW,-nr-,sw,41087,41087,,2015,2000,2020,continuous years,8.91,1000000,30.05476,-93.752858,1,tower_recirculating,dry_cooling,,NGCC,613371,1,0.38,0,2,0.3,0.8,,,
55107,,Rhode Island State Energy Center,Providence County,RI,Municipality,PD,BE,reclaimed ww,1428,1428,,2015,2002,2020,continuous years,334.69,1000000,41.80250997,-71.51820181,0,tower_recirculating,null,,NGCC,1811668,1,0.83,1,2,0.7,0.9,,,
55123,,Magic Valley Generating Station,Hidalgo County,TX,Municipality,PD,BE,reclaimed ww,37770,37770,,2015,2001,2020,continuous years,92.43,1000000,26.34042973,-98.1905347,0,tower_recirculating,null,,NGCC,3217688,2,1.61,1,4,1.38,1.77,,,
55124,,Griffith Energy LLC,Mohave County,AZ,Wells,GW,FR,gw,46134,46134,,2015,2002,2020,continuous years,2483.16,1000000,35.05374897,-114.1337281,0,tower_recirculating,null,,NGCC,2088594,1,0.8,0,2,0.38,1.05,,,
55126,,Milford Power Project,New Haven County,CT,"Potable, Municipality",-nr-,-nr-,municipal,1225,1225,,2015,2004,2020,continuous years,61.14,1000000,41.2238708,-73.09959686,0,tower_recirculating,null,,NGCC,3488446,2,1.61,1,4,1.32,1.76,,,
55129,,Desert Basin,Pinal County,AZ,Central Arizona Project Canal,SW,FR,municipal,44929,44929,,2015,2001,2020,continuous years,1369.58,1000000,32.90383145,-111.7891677,0,tower_recirculating,null,,NGCC,1953793,1,0.85,0,2,0.44,0.98,,,
55131,,Kendall County Generation Facility,Kendall County,IL,Illinois River,SW,FR,sw,20729,20729,,2015,2002,2020,continuous years,632.31,1000000,41.48020379,-88.25703869,0,tower_recirculating,null,,NGCC,6173794,4,2.91,2,7,2.37,3.18,,,
55132,,Tenaska Gateway Generating Station,Rusk County,TX,Sabine River,SW,FR,sw,39485,39485,,2015,2001,2020,continuous years,378.44,1000000,32.01760105,-94.61961087,0,tower_recirculating,null,,NGCC,4030188,3,1.95,2,5,1.66,2.18,,,
55137,,Rio Nogales Power Project,Guadalupe County,TX,Municipality,PD,-nr-,municipal,38916,38916,,2015,2002,2020,continuous years,563.3,1000000,29.59333787,-97.97338759,0,tower_recirculating,null,,NGCC,3352868,2,1.4,1,3,1.18,1.55,,"could be reclaimed, uncertain",
55139,,Wolf Hollow I LP,Hood County,TX,Lake Granbury,SW,FR,sw,39776,39776,,2015,2003,2020,continuous years,790.04,1000000,32.33369126,-97.73161817,0,tower_recirculating,null,,NGCC,2975763,2,1.78,2,4,1.54,1.84,,,
55144,,Hays Energy Project,Hays County,TX,GBRA/City of San Marcos,SW,SA,saline,38966,38966,,2015,2001,2020,continuous years,622.66,1000000,29.78112891,-97.98977198,1,tower_recirculating,dry_cooling,,NGCC,4543717,2,1.25,1,3,1.08,1.32,,,
55146,,Green Country Energy LLC,Tulsa County,OK,Municipality,-nr-,-nr-,municipal,33694,33694,,2015,2002,2020,continuous years,603.78,1000000,35.98330829,-95.93427531,0,tower_recirculating,null,,NGCC,3734504,2,1.73,2,4,1.51,1.93,,,
55151,,La Paloma Generating LLC,Kern County,CA,Municipality,-nr-,FR,municipal,55313,55313,,2015,2003,2020,continuous years,980.4,1000000,35.29524392,-119.5928973,0,tower_recirculating,null,,NGCC,5342223,3,2.19,1,6,1.32,2.81,,,
55153,,Guadalupe Generating Station,Guadalupe County,TX,Lake Dunlap,SW,FR,sw,40956,40956,,2015,2000,2020,continuous years,684.62,1000000,29.62293493,-98.13923044,0,tower_recirculating,null,,NGCC,6007216,4,2.72,2,7,2.32,3.04,,,
55154,,Lost Pines 1 Power Project,Bastrop County,TX,Lake Bastrop,SW,FR,sw,40864,40864,,2015,2001,2020,continuous years,490.12,1000000,30.14731877,-97.27044812,0,lake_once_through_fresh,null,,NGCC,2828209,103,1.14,47,759,0.89,1.39,,,
55168,,Bastrop Energy Center,Bastrop County,TX,Colorado River,SW,FR,sw,40861,40861,,2015,2002,2020,continuous years,553.85,1000000,30.14570666,-97.54895507,0,tower_recirculating,null,,NGCC,3397291,3,1.92,2,5,1.65,2.14,,,
55170,,Granite Ridge,Rockingham County,NH,City of Manchester POTW,PD,BE,reclaimed ww,1013,1013,,2015,2003,2020,continuous years,318.79,1000000,42.90424826,-71.42526325,0,tower_recirculating,null,,NGCC,4686787,3,1.98,2,5,1.62,2.28,,,
55172,,Bosque County Peaking,Bosque County,TX,Brazos River,SW,FR,sw,39794,39794,,2015,2000,2020,continuous years,472.01,1000000,31.85931795,-97.35876706,0,tower_recirculating,null,,NGCC,4675191,3,2.01,2,5,1.69,2.26,,,
55173,,Acadia Energy Center,Acadia Parish,LA,Wells,SW,FR,sw,21748,21748,,2015,2002,2020,continuous years,39.01,1000000,30.42863564,-92.41173764,0,tower_recirculating,null,,NGCC,6585897,5,3.3,3,8,2.89,3.64,,,
55174,,,Cook County,IL,Well,,,gw,19832,19832,,all_verified,2000,2011,missing 3 years,648.9,1000000,41.50059954,-87.59568197,0,tower_recirculating,null,,,,,,,,,,,,
55176,,Eastman Cogeneration Facility,Harrison County,TX,Ferguson Lake,SW,FR,sw,39465,39465,,2015,2002,2020,missing 1 years,293.21,1000000,32.44805556,-94.69027778,0,tower_recirculating,null,,NGCC,2251672,1,0.44,0,1,0.33,0.55,,,
55177,,South Point Energy Center,Mohave County,AZ,Colorado River,SW,FR,sw,46156,46156,,2015,2001,2020,missing 1 years,457.19,1000000,34.86782428,-114.532322,0,tower_recirculating,null,,NGCC,1750652,1,0.73,0,2,0.27,1,,,
55178,,Dogwood Energy Facility,Cass County,MO,Municipality,OT,FR,municipal,24363,24363,,2015,2001,2020,continuous years,949.12,1000000,38.79369006,-94.30084373,0,tower_recirculating,null,,NGCC,1409463,1,0.69,1,2,0.53,0.85,,,
55179,,Rathdrum Power LLC,Kootenai County,ID,Well,GW,FR,gw,59056,51412,,2015,2001,2020,continuous years,2183.14,1000000,47.78606969,-116.9212618,0,tower_recirculating,null,,NGCC,1528983,1,0.58,0,1,0.44,0.65,,,
55182,,Sunrise Power LLC,Kern County,CA,Municipality,GW,FR,municipal,55315,55315,,2015,2001,2020,missing 1 years,1423.83,1000000,35.21006855,-119.5843188,0,tower_recirculating,null,,NGCC,2729586,1,1.01,1,3,0.68,1.16,,,
55183,,Nelson Energy Center,Lee County,IL,Rock River,SW,FR,sw,18967,18967,,2015,2015,2020,continuous years,659.46,1000000,41.774444,-89.607222,0,tower_recirculating,null,,NGCC,326632,0,0.18,0,0,0.16,0.19,,,
55187,,Channelview Cogeneration Plant,Harris County,TX,Lyondell Bassel Chemicals,OT,OT,municipal,38358,38358,,2015,2001,2020,continuous years,40.52,1000000,29.828357,-95.121982,0,tower_recirculating,null,,NGCC,4534208,7,4.72,4,12,4.15,5.18,,,
55188,,Cordova Energy,Rock Island County,IL,Wells,GW,FR,gw,20763,20763,,2015,2001,2020,continuous years,608.13,1000000,41.7126215,-90.27970244,0,tower_recirculating,null,,NGCC,11125,0,0.01,0,0,0.01,0.01,,,
55193,,Ontelaunee Energy Center,Berks County,PA,Reading Water Authority,OT,FR,municipal,2288,2288,,2015,2004,2020,continuous years,340.14,1000000,40.42194913,-75.93568179,0,tower_recirculating,null,,NGCC,4088379,2,1.66,1,4,1.32,1.81,,,
55197,,Caledonia,Lowndes County,MS,Municipality,PD,BE,reclaimed ww,9021,9021,,2015,2003,2020,continuous years,336.49,1000000,33.64691696,-88.27199106,0,tower_recirculating,null,,NGCC,3413509,2,1.6,1,4,1.4,1.77,,,
55200,,Arapahoe Combustion Turbine Project,Denver County,CO,Denver Water Department,-nr-,-nr-,municipal,24222,24222,,2015,2001,2020,missing 5 years,5264.21,1000000,39.66902487,-105.0018403,0,tower_recirculating,null,,NGCC,118302,0,0.08,0,0,0.06,0.09,,,
55206,,Corpus Christi Energy Center,Nueces County,TX,Corpus Christi Ship Channel,SW,SA,saline,38313,38313,,2015,2002,2020,continuous years,22.18,1000000,27.81388889,-97.42833333,0,tower_recirculating,null,,NGCC,2299201,3,2.09,2,5,1.63,2.53,,,
55210,,Afton Generating Station,Dona Ana County,NM,Wells,GW,FR,gw,41851,41851,,2015,2004,2020,continuous years,4234.14,1000000,32.11455261,-106.8460963,1,tower_recirculating,dry_cooling,,NGCC,645712,0,0.19,0,1,0.14,0.41,,,
55215,,Odessa Ector Generating Station,Ector County,TX,Wells,GW,FR,gw,40296,40296,,2015,2001,2020,continuous years,2870.16,1000000,31.83894555,-102.3261495,0,tower_recirculating,null,,NGCC,5809356,4,2.55,2,6,1.7,2.84,,,
55216,,Morris Cogeneration LLC,Grundy County,IL,Wells,GW,-nr-,gw,20649,20649,,2015,2000,2020,continuous years,525.93,1000000,41.412826,-88.33176,0,tower_recirculating,null,,NGCC,652557,1,0.78,1,2,0.63,0.85,,,
55217,,Los Medanos Energy Center,Contra Costa County,CA,Delta Diablo Sanitation Dist,PD,BE,reclaimed ww,53804,53804,,2015,2002,2020,continuous years,14.44,1000000,38.029966,-121.872772,0,tower_recirculating,null,,NGCC,2603567,1,0.74,1,2,0.52,0.92,,,
55218,,Hinds Energy Facility,Hinds County,MS,Wells,GW,FR,gw,7861,7861,,2015,2001,2020,continuous years,350.28,1000000,32.37874429,-90.21980111,0,tower_recirculating,null,,NGCC,2323884,2,1.07,1,3,0.92,1.19,,,
55220,,Attala,Attala County,MS,Big Black River,SW,FR,sw,22608,22608,,2015,2001,2020,continuous years,328.16,1000000,33.0141863,-89.6750956,0,tower_recirculating,null,,NGCC,3297745,2,1.47,1,4,1.27,1.64,,,
55221,,Harry L. Oswald,Pulaski County,AR,Municipality,OT,FR,municipal,37735,37735,,2015,2002,2020,missing 2 years,255.09,1000000,34.59139791,-92.21620865,0,tower_recirculating,null,,NGCC,349389,0,0.23,0,1,0.2,0.26,,,
55223,,Ennis Power Company LLC,Ellis County,TX,City of Ennis WWT,PD,BE,reclaimed ww,38389,38389,,2015,2001,2020,continuous years,470.15,1000000,32.31985,-96.67503705,0,tower_recirculating,null,,NGCC,1594261,1,0.77,1,2,0.65,0.87,,,
55225,,Oneta Energy Center,Wagoner County,OK,Municipality,SW,FR,municipal,33677,33677,,2015,2002,2020,continuous years,727.62,1000000,36.01104547,-95.69715938,0,tower_recirculating,null,,NGCC,5468247,4,2.57,2,6,2.23,2.87,,,
55226,,Freestone Energy Center,Freestone County,TX,Richland Chambers Resovoir,SW,FR,sw,38439,38439,,2015,2002,2020,continuous years,340.52,1000000,31.89071159,-96.11148972,0,tower_recirculating,null,,NGCC,5733045,4,2.61,2,7,2.21,2.93,,,
55230,,Jack County,Jack County,TX,Lake Bridgeport,SW,FR,sw,38280,38280,,2015,2006,2020,continuous years,1102.15,1000000,33.10073006,-97.95695849,0,tower_recirculating,null,,NGCC,6187538,4,2.86,2,7,2.41,3.22,,,
55231,,Liberty Electric Power Plant,Delaware County,PA,Municipality,OT,OT,municipal,1829,1829,,2015,2002,2020,continuous years,29.97,1000000,39.86212979,-75.33553645,0,tower_recirculating,null,,NGCC,4122956,3,1.9,2,5,1.65,2.06,,,
55239,,Red Oak Power LLC,Middlesex County,NJ,Municipality,SW,FR,municipal,3687,3687,,2015,2002,2020,continuous years,52.02,1000000,40.44877839,-74.34818502,0,tower_recirculating,null,,NGCC,5810095,4,2.6,2,6,2.03,2.84,,,
55241,,Hog Bayou Energy Center,Mobile County,AL,MAWSS,-nr-,-nr-,municipal,8732,8732,,2015,2001,2020,continuous years,14.39,1000000,30.74835947,-88.05713509,0,tower_recirculating,null,,NGCC,1765206,1,0.93,1,2,0.83,1.02,,,
