"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling"
3,1533670,1401306,936808,571714,1175142,1438595,1499685,1495270,716248,849482,1361800,1299304,100,"tower"
26,2494496,2240407,2214199,928888,2779928,2780582,2673666,2248078,2461010,2757437,2422285,1718343,100,"tower"
51,2697560,2072057,1996864,93822,2154551,2552265,2681915,2422477,2595208,1822137,2452972,2224857,100,"tower"
56,725248,871166,768416,295803,732605,1306453,1446288,1364314,693303,738978,597555,730824,100,"tower"
59,312211,293206,297757,127825,276848,307135,326931,276419,276712,238609,211266,278219,100,"tower"
60,753244,722143,238611,591944,859002,754378,939485,888124,766624,461658,337599,321347,100,"tower"
87,318331,677869,737969,686977,721674,722377,732125,739060,690422,671299,465125,653927,100,"tower"
96,51732.4,47426.4,50374,0,0,0,0,0,0,0,0,0,20,"tower"
108,1026578,858924,1001036,713482,87484,913455,1071121,1027640,497033,7547,4156,945870,100,"tower"
113,2666381,1590499,3106185,2491677,2952114,3166321,3650131,3471515,3471858,2509662,1325727,1774298,100,"tower"
116,51067,25827,35415,43555,0,122059,35500,121101,79054,43335,55187,63192,100,"tower"
117,251887,210215,207640,291327,97031,512283,551685,849342,926029,723189,755753,844499,100,"tower"
120,31959,118561,148457,189909,178721,116059,152387,138792,117698,146423,146563,186165,100,"tower"
126,285204,219383,255453,233348,244471,446940,450313,719792,299797,398083,346115,302305,100,"tower"
127,1469130,1354021,5074,0,1398108,1152538,1150176,1458409,1124916,1075598,1024205,837009,100,"tower"
130,4882063,5584007,3724061,2156328,3884644,5244463,5430034,4966555,3572520,3472003,3005414,2147367,100,"tower"
136,3212620,2567408,1872720,2588265,3718379,3884605,3784514,3707991,3648851,3755019,3491672,3802935,100,"tower"
141,1486,6710,11485,4344,22,237313,90119,312521,66195,22766,13,12315,100,"tower"
147,0,8322,100213,239477,114958,292828,274347,278924,277885,257518,44073,187019,100,"tower"
160,1139667,888595,730333,584049,646193,1144597,1227389,1235647,1057163,1047230,819338,897624,100,"tower"
165,2108787,2156091,2350472,1585908,2806593,2968767,2988113,3273989,2411695,1344364,815685,1284657,100,"tower"
201,0,2041.65,0,0,0,0,24775.5,5402.25,0,0,1920.75,3944.7,15,"tower"
207,1841885,2288080,1718703,1614100,2926575,3524634,0,3613448,3355550,3335628,2978908,1526329,100,"tower"
271,0,0,0,41525,20240,21427,36497,0,27143,0,0,0,100,"tower"
298,5177857,2807605,3010788,4302986,5168602,4767706,4404994,4975562,4373777,2684852,1755058,3171025,100,"tower"
331,0,0,0,13624,8153,256575,246523,191135,191617,161275,0,0,100,"tower"
358,1107269,1182536,1136962,717645,891455,1376749,1580083,1546072,1506189,1206811,1406063,1043070,100,"tower"
377,98318,70532,75811,96343,96590,101795,107538,115801,119078,124589,90958,118178,100,"tower"
384,824954.4,919156.2,873839.4,258612.3,948384.9,788333.4,986981.4,1016328,1029739.8,967555.8,801414.6,164293.8,30,"tower"
389,207164,103792,203806,144074,290453,500783,486861,542101,524948,387396,140677,114325,100,"tower"
408,109,0,42984,197510,37148,168289,159771,323598,343379,584188,453572,79566,100,"tower"
420,22046,0,0,2253,27331,0,0,0,30614,34601,0,24230,100,"tower"
469,1472972,1314994,698290,1129385,1046372,1160547,1170188,1809181,1660579,1668597,718078,1072991,100,"tower"
470,1321312.86,1374390.36,1547913.78,1502964.54,1539386.1,1506190.77,1566107.55,1425969.72,669198.6,0,0,1283858.1,63,"tower"
470,1767136,1796669,1279113,2034428,2014998,2244634,2524480,2471236,2158076,2462007,2596661,2257597,100,"tower"
492,850682,789581,603535,335955,963459,945155,933509,869696,693774,778126,522105,498373,100,"tower"
493,2366,5975,0,0,4631,0,0,4252,0,0,0,8221,100,"tower"
525,1757024,1425741,1358508,921986,1280380,1306030,1303337,1592867,1444362,1681159,1612569,1344938,100,"tower"
527,333835,95789,396767,392059,142475,274384,405074,403675,214319,0,7997,370615,100,"tower"
533,918966,829050,617779,833421,915643,917412,944528,894146,888868,878328,825890,549339,100,"tower"
550,259220,151357,216366,228027,159475,27415,225533,238633,212764,267356,238134,251727,100,"tower"
562,0,27763,0,0,6450,0,52425,0,0,0,0,0,100,"tower"
564,1714166,0,2915531,2693443,1569991,2602313,2695042,2886472,2357125,2498349,2621572,1828434,100,"tower"
589,202763,245662,262426,66409,124897,131040,193288,234632,110335,235316,186905,223284,100,"tower"
594,735861,1224250,358354,584,291979,276890,320196,536754,236953,30,170389,44773,100,"tower"
599,0,12187,3836,0,3189,8919,31132,23859,11434,0,0,0,100,"tower"
602,3219914,3720205,2910277,1904424,2924523,3296829,4061676,2902020,2474761,1348265,904055,1650743,100,"tower"
612,304287.2,298778.4,348695.8,323873.4,350601,310738.2,311085.6,287880.6,253379.6,259737.2,127113,301944.2,20,"tower"
628,2097809,2941921,4487316,4190403,4081278,3879482,4300353,4227686,3947251,3617782,1521407,1778550,100,"tower"
641,134598.5,103433,115199,86614,108883.5,93694.5,85676.5,42617,0,4035.5,0,0,50,"tower"
641,1191784,1368314,1342852,512406,1376827,1828264,2066278,1384435,1675526,784297,256435,0,100,"tower"
643,780693,698506,503226,686745,698736,682256,786289,790243,739632,829637,375886,682638,100,"tower"
663,553098,512306,561303,493707,549419,432080,662933,767705,654340,289021,165388,147397,100,"tower"
664,82815,20788,1893,151027,178152,151595,108943,162642,195409,245770,229933,251001,100,"tower"
673,481,4273,4718,0,7919,7359,3141,2708,3863,3876,3296,1829,100,"tower"
676,1138400,1034665,451529,976634,1384723,1239951,1426813,1202236,1287323,1174615,1134909,1327822,100,"tower"
688,341086,345479,139418,137372,378077,432222,498458,471691,366652,320732,364731,315554,100,"tower"
689,296268,275927,322116,292168,250653,291686,306567,310060,293097,282711,194740,293970,100,"tower"
693,0,0,0,0,2482,0,0,0,0,0,0,0,100,"tower"
703,5003253,5573833,3814332,6729301,8242699,8177129,9242540,7905774,5472715,1128755,1103675,4149246,100,"tower"
709,285588.75,495863.75,276568.25,0,0,0,0,0,0,0,0,0,25,"tower"
710,3271744,3003634,3276646,2865234,2469147,3178081,3338198,3367422,2512334,2410515,3267137,3096953,100,"tower"
728,126171,700456,646156,208021,379339,545495,504083,127743,68599,0,12,0,100,"tower"
772,76661,115824,132031,124929,137963,144458,127755,66716,89230,131122,132466,169246,100,"tower"
861,771751.2,629754.6,743299.5,558588.3,751380,695548.5,753894.6,788878.5,356337.3,673188.9,453987.9,895932.9,30,"tower"
891,1111511,1273694,1308657,1150411,852710,1090068,1496810,1276657,845232,0,624614,995927,100,"tower"
963,499947,470203,281568,466786,482113,475207,526592,492743,464162,136985,442139,474438,100,"tower"
990,59230.05,64438.8,69329.25,70529.7,80092.05,86760.45,51015.75,41909.4,19913.55,0,0,37520.7,15,"tower"
990,1269521,1062555,877672,1117762,1199988,1114106,1163155,874753,1225856,708580,1201298,1127834,100,"tower"
