"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling"
3,1138672,1353406,2748438,2565238,2306612,2493420,2408762,2252016,1724408,1374602,1816082,2426644,100,"tower"
26,2612873,3435390,107018,2063179,1968542,2072766,1666166,2624925,2478669,2540103,2498552,2637109,100,"tower"
51,2953810,2314920,3037651,279730,1115256,2729160,3105092,2946299,2962540,2350328,2861877,2442984,100,"tower"
56,1593759,1228389,1477496,1136817,1297749,1551843,940189,758183,751168,1287318,1148864,1489942,100,"tower"
59,353422,317650,260731,306929,293001,284368,309438,295527,286127,218274,277487,336472,100,"tower"
60,293353,259124,279163,138267,137883,242798,266862,277459,241319,214836,258252,298127,100,"tower"
87,941705,796042,890938,894205,940327,892973,953609,985502,879249,958673,927984,970682,100,"tower"
96,107428.6,96088.4,0,98494.2,101731,30288,48687.2,95517.2,94285.4,100249.8,100336.8,107484,20,"tower"
108,1329649,1271137,1322880,1207171,771778,1282355,1404041,1310238,1293904,1062311,1244034,1232637,100,"tower"
113,3610687,3326851,3294482,2057544,2488729,3315554,3484619,3853668,3362432,3256654,3521879,3667239,100,"tower"
116,0,0,0,0,75062,36274,169050,127697,67852,13408,7260,5155,100,"tower"
117,276239,126173,261662,212885,495149,453052,949146,858656,675050,413371,349706,274365,100,"tower"
118,0,0,0,14245,153043,38103,156892,103454,29598,0,3034,4311,100,"tower"
120,163181,145756,136259,0,146398,186728,195081,170976,188807,162949,162114,178268,100,"tower"
126,166308,162770,231596,242292,387735,380480,605951,645030,498459,370476,289982,337737,100,"tower"
127,1830613,20,0,301949,1383247,1627053,2036033,1922968,1718892,2078175,1223195,2417267,100,"tower"
130,6027568,5597628,5982805,5304957,6027916,6948876,7019452,7586229,5813125,5737816,5861015,6872193,100,"tower"
136,2613160,1396706,2255724,3687126,3490001,4544194,3438224,2336098,2229204,2647917,3167688,4424362,100,"tower"
141,0,7668,0,0,89525,38526,181140,97127,43185,0,12,33,100,"tower"
147,178178,166353,0,21541,238901,155280,307633,257583,240673,182358,91642,23655,100,"tower"
160,1277761,1135988,707397,662634,926584,950530,1338899,1207939,1071919,1105988,764713,1009710,100,"tower"
165,3980318,3380597,3492612,2445691,3371517,3232050,3891970,3798639,3706057,2858755,3288604,3878460,100,"tower"
167,0,0,0,0,0,75971,82229,10884,112,0,0,0,100,"tower"
168,0,0,0,0,0,35731,0,0,10179,0,0,0,100,"tower"
169,0,152,712,190,308,29580,165666,146316,70195,0,0,0,100,"tower"
