"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling"
3,2237636,2697082,2903298,2326034,2822170,2163530,2800090,2976034,2821782,2750952,2878990,3011066,100,"tower"
26,2376014,1713238,0,205817,2781051,2855895,2531848,2771785,2788970,3002180,2739349,2909085,100,"tower"
51,2459383,2019977,2444002,157450,475670,1605222,2109410,2347942,2320792,969584,0,0,100,"tower"
56,565148,630720,653167,1177340,1560153,1517773,1195283,1287630,1377365,708689,0,290702,100,"tower"
59,339534,294695,318108,366551,354789,302077,325170,315487,292130,300918,317687,360101,100,"tower"
60,812826,781389,765562,828338,831548,930879,987143,950949,820307,629485,532367,797697,100,"tower"
87,827323,735220,785406,694028,830343,758171,857108,762631,848824,893732,822248,907812,100,"tower"
96,76950.2,96869.4,62679.6,82979.8,78693,52053.2,50898.8,58803.6,59062.2,76769,91524.2,102734.6,20,"tower"
108,1255236,1100848,831961,620255,1221677,1077993,1192729,1207993,1055933,830652,1069869,1204701,100,"tower"
113,3501860,2680326,1856759,3134501,3643887,3602238,3709138,3619019,3770132,3501834,2981802,3423011,100,"tower"
116,71959,4282,0,21814,32475,137228,289537,147512,77423,9922,31414,36028,100,"tower"
117,358956,150236,232354,254507,325495,833723,948056,973845,654423,220299,189420,282086,100,"tower"
120,0,0,76068,102263,121661,129627,144450,135220,113734,142137,162775,146136,100,"tower"
126,312541,245900,300665,322607,395246,533177,549411,613050,391297,239596,230884,210201,100,"tower"
127,1726378,1566425,1171591,530047,1884713,1769138,1864092,1740768,1357750,1664947,1279353,1794027,100,"tower"
130,5625126,5384982,5924426,5184322,5157848,6017510,6345803,5880128,5465904,4766319,5693884,4736509,100,"tower"
136,3953057,3069791,3675095,2380415,4003831,3967189,4076824,4119643,3559699,3141851,2151053,4244932,100,"tower"
141,0,153,33,14428,0,64549,202775,180878,59935,0,0,0,100,"tower"
147,0,22665,41527,92829,151228,185796,247769,227888,203508,130734,58783,9709,100,"tower"
160,1128457,906354,992201,1065855,1130316,1332995,1408910,1367976,1084873,986300,1238810,1415013,100,"tower"
165,6942478,6271692,7553112,4845484,4530178,5952232,7545850,6694210,6205874,4909112,6449082,7378258,100,"tower"
201,0,0,0,0,0,0,0,2563.05,0,886.95,0,0,15,"tower"
207,3160678,3036821,1826118,2922024,3623567,3488068,3390996,3698314,3239547,3347138,3570095,2937156,100,"tower"
271,0,0,0,28728,0,79604,92110,0,0,0,0,0,100,"tower"
298,5450234,3968882,4276460,3032504,5388765,4980322,5229446,5468997,5446296,5327079,5146854,5618125,100,"tower"
329,108183,84693,113283,142495,124936,112913,84777,313099,239031,0,0,117971,100,"tower"
331,138476,96747,22529,20754,192220,398530,292268,252525,218633,126797,327987,143763,100,"tower"
358,1492177,665309,783362,686486,960255,1314141,1516279,1555915,1428070,790648,827346,835781,100,"tower"
377,136533,112036,102447,98359,105438,85058,99324,115288,104216,91447,82606,80165,100,"tower"
384,854252.1,877592.4,766371.9,709738.5,766861.2,889591.5,943437.6,782436.6,894195.6,928056.3,895365.6,784932.6,30,"tower"
389,0,0,0,0,0,82979,120251,123324,118610,122294,122830,53026,100,"tower"
408,0,0,0,0,0,200855,535076,234035,303150,203780,230773,526201,100,"tower"
420,9391,0,45675,0,0,32486,63834,66754,52220,13511,0,8137,100,"tower"
465,318174,438403,343728,448351,581725,501358,253903,510092,617761,562772,455269,455014,100,"tower"
469,1176877,1193268,1397163,1439196,1258247,1830415,1612809,1590964,1672067,763451,1503669,1278735,100,"tower"
470,1606388.49,1339907.94,1513162.98,1434742.47,1531362.42,527468.13,1419733.98,1639246.77,0,1361819.97,1561185.36,1659044.52,63,"tower"
470,1908130,1852387,1213144,1360969,1860555,2227767,1884062,2040305,2208772,2229698,2221535,2137864,100,"tower"
478,1135,0,0,0,0,8319,5067,1053,5888,0,0,1727,100,"tower"
492,870418,728641,788507,890133,951710,851704,941275,900001,724643,453210,465171,796772,100,"tower"
493,0,0,8552,0,1522,8327,0,3710,10879,0,2099,0,100,"tower"
525,1522624,1420316,1512197,1487540,1659815,1726737,1705527,1738515,1829874,1610324,1657981,1674908,100,"tower"
527,382980,368029,199763,2341,772,296940,394631,360034,187102,2223,175650,405609,100,"tower"
533,814484,717238,747254,367405,181424,695961,788606,847056,494321,625840,841495,815965,100,"tower"
550,188268,151361,231498,181558,48186,14422,188701,190849,243931,193136,230017,237307,100,"tower"
562,50592,40416,0,0,0,11650,148412,569,0,0,444,8989,100,"tower"
564,1410259,1245976,1488258,1696470,1757336,2844414,3044361,3048789,1738880,1762192,2301150,2391234,100,"tower"
589,221597,169430,262219,77926,216134,206324,201051,233712,189575,215144,240267,239728,100,"tower"
594,568040,438471,676375,609426,618976,1123162,1183770,1074704,710902,1031329,1015659,811577,100,"tower"
599,0,0,0,1184,3027,4664,44050,23186,25689,0,0,0,100,"tower"
602,2607707,2405398,3100673,1051286,2232296,3032112,3491284,3102171,2290098,1618259,3301550,3226413,100,"tower"
612,336884.2,315094.4,351896,345668,351986.6,348521.4,344331.6,363964.6,114940.4,268255.2,190422.6,280955.2,20,"tower"
628,3484461,3595475,2757185,5048022,4373240,3839227,4022252,4354207,3964866,4027289,3376124,2175605,100,"tower"
641,123202.5,116110,118615,113763.5,128005,123424,113728,116693,105717.5,105067,100402.5,190740.5,50,"tower"
641,1228012,1092098,1105781,1053406,1160017,1593651,1810402,1376896,1385915,1265863,1069667,487573,100,"tower"
643,717505,675851,462121,463415,636870,611423,723197,746508,723950,781162,628686,510137,100,"tower"
663,263825,318910,588266,641308,657264,655413,603023,609978,632763,221049,170564,223618,100,"tower"
673,0,0,0,0,0,0,0,2079,16343,7382,0,1497,100,"tower"
676,1259532,1088178,1094965,1126022,530980,998464,1204795,1188450,990044,1182540,1029498,1034734,100,"tower"
688,318544,330260,477590,402315,286025,418977,418627,466202,436694,428780,312568,267963,100,"tower"
689,307147,225165,0,92806,311395,309224,302352,326344,307661,225166,256781,314132,100,"tower"
693,0,0,0,0,0,0,0,2249,0,0,0,0,100,"tower"
703,6559932,3143234,6473665,1030253,4738936,4968089,4931981,7210917,6573267,5106258,4593938,7506321,100,"tower"
709,92294.5,16538.75,69159,323217.25,267873.25,698846,638794.25,413654.75,321689.25,0,242221.25,129601.25,25,"tower"
710,2747650,2921845,3180009,2679586,2853908,2913289,3022446,3080544,3003940,3249059,2952362,2824108,100,"tower"
728,1037416,923485,304123,266171,278563,1151187,955320,2472665,1980893,358531,319968,149922,100,"tower"
762,0,0,0,0,0,0,0,973,512,1746,0,0,100,"tower"
772,131701,113071,144639,130198,148532,134055,61440,88917,122697,141872,111282,47982,100,"tower"
861,796566.3,714402.9,622970.7,301477.8,377352,759081,732140.7,985415.7,908480.7,587319.9,823275.3,911762.7,30,"tower"
891,1401118,1421302,1189590,1472152,948337,1347193,1416360,1641474,1461547,1283862,834016,1335285,100,"tower"
963,624918,539515,624922,597715,597214,559424,634341,648009,481499,7298,386572,573468,100,"tower"
990,351053,300094,418449,344989,334739,307549,253037,240424,259824,372886,292147,320736,100,"tower"
991,90461.35,70279.65,115514,132433.35,147787.5,56985.25,101155.25,102280.5,35078.75,95232.55,93306.15,143908.45,35,"tower"
992,0,0,0,0,0,0,0,0,0,0,0,0,100,"tower"
994,3425996,3537625,4137548,2136255,3501465,2654084,3548495,3223547,3506045,3964886,3780570,3309328,100,"tower"
997,952536,960357,1698833,965138,1111428,960051,1658627,1459775,778296,3115,324856,1077545,100,"tower"
1001,288316,188099.8,242401.6,211216.9,276559.8,247262.8,284437,303343.2,277275.5,276397.8,252760,306930.5,10,"tower"
1004,0,0,0,0,0,528630,959664,1705236,1150407,1273189,758502,1427547,100,"tower"
1007,184607,176423,172820,151840,146219,133380,159463,144033,95763,148714,76158,93047,100,"tower"
1016,0,0,9238,290,83,0,5165,2612,0,143,5388,4996,100,"tower"
1040,16180,0,0,0,0,48016,69540,20408,0,0,0,0,100,"tower"
1043,89722.95,68258.1,83554.2,23104.5,5558.1,12005.85,26306.55,24950.85,18144.45,53599.8,91955.7,86117.1,15,"tower"
1077,43838,8,8222,96955,87928,0,47056,29246,112352,113128,69482,21232,100,"tower"
1082,2530576,2174104,1762223,1982528,2243060,2348424,2502966,2936160,2595821,2201375,2422665,2698575,100,"tower"
1122,167675,162606,198700,155255,150229,180268,192529,179580,148604,162498,117941,196165,100,"tower"
1131,3632.6,2548.8,3017.4,1679.6,692.2,1032.2,6713,7703.4,2122,2482.2,0.2,2178.2,20,"tower"
1206,4256,14,6,10678,6160,2226,23207,12113,19234,123,0,530,100,"tower"
1217,15475,463,0,0,0,48169,111114,146154,74164,0,0,92232,100,"tower"
1230,0,0,49370,139033,123742,108712,77905,112882,108700,49229,0,27435,100,"tower"
1233,196679,176746,201210,140422,95844,206167,231763,229455,205156,208526,207208,215551,100,"tower"
1235,0,0,39449,24616,98919,107304,131136,72625,97939,58676,0,0,100,"tower"
1240,37079,332921,164464,225405,462930,479036,480499,497948,529619,174461,129294,254476,100,"tower"
1242,0,93692,165691,2054,111429,171840,131932,76709,107394,38061,4061,61493,100,"tower"
1248,6572,26933,43589,182,7312,43752,39710,12370,13688,8093,7364,0,100,"tower"
1250,1539904,1601071,1948448,1813544,1353928,1601794,2009027,2055733,1909988,1925089,1849482,1994362,100,"tower"
1252,681095,687569,534272,297309,288007,334518,767631,765558,741696,582702,551761,738163,100,"tower"
1271,0,0,0,0,5837,17753,35640,17659,33660,6,1009,310,100,"tower"
1317,0,0,0,0,0,0,0,0,3294,0,0,0,100,"tower"
1330,0,0,0,0,0,0,1270,0,516,0,0,0,100,"tower"
1336,0,0,47160,69543,0,80185,105855,27158,54368,38528,0,0,100,"tower"
1353,1943386,2204821,3045705,2267896,315315,694611,711572,634778,541312,0,260994,1948294,100,"tower"
1355,1820069,1457955,1415441,1757653,1701468,1518087,1444501,1557334,1450057,1354415,1418867,1568668,100,"tower"
1356,6614409,6541364,7877931,6226448,7090209,6942542,6600076,7214414,6249780,6312974,6122294,7447757,100,"tower"
1364,3960711,3493230,2912033,3246595,3854189,3739725,3950750,3672235,3014080,2398429,2892938,3677092,100,"tower"
1378,619399.6,602388.7,771979.2,280202.5,269639.6,508229.9,545892.9,764881.7,767700.5,585151.7,438814.5,582069.1,10,"tower"
1382,1167027,1057176,1152753,581062,671277,1023231,1107072,1021929,1050314,1191598,1166738,1288265,100,"tower"
