"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling"
3,1545773,1404791,1227062,1490233,1304078,1266411,1579838,1492226,1499529,1248237,1536012,1515378,100,"tower"
26,0,36793,2144162,2336247,2426647,2342552,2700396,2316510,2448259,2611167,247159,1652673,100,"tower"
51,2470515,2213154,2202720,268621,1485973,2260084,2632318,2288006,1647481,1270325,647734,1352634,100,"tower"
56,657928,624309,686110,628612,605260,691735,1356472,1309267,793177,942973,355118,463519,100,"tower"
59,279211,264261,266292,10750,108924,312113,337377,324170,271286,209415,289887,316437,100,"tower"
60,955493,671193,723953,168746,255486,890746,840528,876578,747020,440429,238753,713410,100,"tower"
87,657257,609239,532239,482736,467199,575018,705454,697772,639168,703046,697568,712207,100,"tower"
108,697773,596241,580077,925923,855110,1057720,950420,1082017,550921,857198,565525,690866,100,"tower"
113,1325991,1035874,1037827,730233,723103,1709749,1639434,1720246,1308454,1233803,673193,1621981,100,"tower"
116,17211,104587,20172,50127,51589,84746,132943,129478,80129,77145,55767,34780,100,"tower"
117,883278,216111,623856,997432,455382,826852,1128794,1244014,987773,293718,629314,730329,100,"tower"
120,163771,172913,106969,0,172732,146888,155544,149049,125462,0,0,0,100,"tower"
126,186396,233585,390157,360948,428944,607503,597933,430761,256486,258793,215015,204955,100,"tower"
127,629861,49682,700667,0,734271,1819411,2015246,2117839,1921497,1940787,267258,1544122,100,"tower"
130,4023512,4849464,4378266,4197633,4168890,5162477,6139933,5900207,5358197,2888746,3380650,4439051,100,"tower"
136,3420572,3146724,1958043,2483494,3331030,3581298,3789874,3212626,3564375,3084194,2875414,3790550,100,"tower"
141,1820,4095,7331,73583,26320,151339,213588,147518,4994,0,0,0,100,"tower"
147,9206,196838,327913,336241,281338,327389,340071,337845,298669,275541,49443,0,100,"tower"
160,953681,746770,843736,860735,1037591,1232412,1378083,1374412,1120399,1056313,717068,1109363,100,"tower"
165,1989939,1555253,1719812,1534678,1277766,2287404,725107,1624604,1242989,501330,376137,1539924,100,"tower"
201,0,0,0,1575,0,27191.4,12907.2,18987.9,12043.2,21152.4,27397.65,13396.8,15,"tower"
207,102700,1609130,2019909,2533885,1730989,3083348,3685298,3850235,3362985,3139107,2609777,1652198,100,"tower"
271,0,0,0,0,92463,233551,44533,46131,0,0,0,0,100,"tower"
298,4014180,3469367,2190884,4609752,3553477,4315040,5048764,4591477,5083032,3970521,2372841,3821506,100,"tower"
331,18067,0,7285,15119,3229,178244,237935,188339,147514,207645,124307,27770,100,"tower"
358,1383405,1231130,1029294,14274,626582,1217412,1372720,1560158,1225294,1088392,753069,1218477,100,"tower"
377,118957,99008,109123,100608,76310,56822,73121,103442,86091,78826,80675,85709,100,"tower"
384,688173.6,853978.8,190937.7,320.1,0,134103.9,640771.5,298750.5,89325.6,11719.2,2884.8,26955.3,30,"tower"
389,169214,155898,169291,242624,155932,495599,543929,551704,424215,329626,272457,260052,100,"tower"
408,0,106440,165536,465490,326371,558449,550151,437239,409223,355209,374070,513101,100,"tower"
420,33420,13353,9048,13338,0,15639,33928,19694,9398,0,23264,0,100,"tower"
422,0,0,0,0,0,0,0,0,0,0,0,1469,100,"tower"
469,1089301,1348971,1577467,1626746,1553413,1364564,1587706,1718105,1472788,1413960,1354080,1552104,100,"tower"
470,1235647.98,680205.33,1308007.89,1232101.08,1173959.01,1494833.13,1526155.47,1493226.63,1150751.7,1574531.28,1453679.01,1581359.85,63,"tower"
470,2557051,1656129,1561654,825137,1323423,2223817,2548535,2440822,2255469,2246148,2176383,2453059,100,"tower"
492,503239,568183,336792,361935,584418,618443,598519,635843,389500,733950,598195,745093,100,"tower"
493,0,0,7753,0,0,16165,0,7059,0,2438,0,4907,100,"tower"
525,1565458,1187767,940842,563564,667400,1258273,1525314,1531914,1525786,1420904,1179838,1347902,100,"tower"
527,410526,242960,1645,1150,256,70,230537,410312,337733,143,1093,4067,100,"tower"
533,950641,796061,789303,776277,603028,940529,969516,961443,872163,596661,472133,740340,100,"tower"
550,246986,231125,205621,215078,39190,213067,249389,247976,219086,233798,222668,253388,100,"tower"
562,0,0,0,0,0,531,0,23349,494,0,0,0,100,"tower"
564,1801930,2599437,2617805,1655866,1666394,1758965,1875173,2564075,2873276,2059836,2734271,3025103,100,"tower"
589,249293,236068,223368,97831,181291,247868,200534,165297,166085,146961,186619,172855,100,"tower"
594,904795,613058,710,30,62617,53836,768208,776798,172030,866,0,117804,100,"tower"
599,15469,4239,0,0,0,6607,122887,59497,28963,0,0,0,100,"tower"
602,1988835,2236690,3017627,1971090,540675,2844807,3566734,4038533,2681498,1383979,2378441,2811951,100,"tower"
612,309171.8,327961.6,280895.8,337326.6,355607.6,348887.6,379292,377737.8,354952.8,346384.8,300529,347820.6,20,"tower"
628,3311645,2717350,1744060,3402732,3004545,4279288,4323881,4539369,3079552,3523971,3234024,4132595,100,"tower"
641,30992,28426.5,2734,0,4878,117665.5,229012,58544,50173,0,7256.5,0,50,"tower"
641,1255780,752893,47666,987660,1311176,2059965,2241642,2058890,1961991,1830024,26970,1118121,100,"tower"
643,708630,678484,875736,763483,539942,800500,859960,815366,343141,0,608994,764553,100,"tower"
663,518116,422702,395253,487773,686838,573092,682414,634560,570725,145642,111085,157219,100,"tower"
664,186874,227282,245023,208819,0,221106,235689,235998,229558,235914,228833,251371,100,"tower"
673,848,0,0,1602,1119,8932,3092,6528,6148,1462,0,0,100,"tower"
676,884497,411916,391570,608684,1371213,1563970,1717243,1635606,1399079,1341529,812730,1026350,100,"tower"
688,331151,300292,430587,463602,480814,472552,477764,454288,404939,387917,182845,238249,100,"tower"
689,300873,276730,97713,5441,0,103810,307882,311133,243207,196881,297659,286112,100,"tower"
703,5965466,4765648,3619619,4847958,7450155,8673947,9647740,9309327,8866054,7482827,4868385,5636941,100,"tower"
710,3267089,2745425,2475558,2499364,3288326,3231125,3365158,3389362,2661808,2342296,2933889,2818105,100,"tower"
728,38,54530,515639,298224,295310,708030,883700,380863,338108,153152,140214,239,100,"tower"
762,0,0,0,0,0,0,0,7680,0,0,0,0,100,"tower"
772,189427,181459,170797,146046,187214,178074,175519,117066,103540,141587,134320,128871,100,"tower"
861,591684.9,476425.2,446340.3,537124.5,701408.7,943212.9,927731.1,919616.7,539459.4,534271.5,810721.8,938186.7,30,"tower"
891,1246204,877862,1124167,1467058,1004151,1283770,1461050,1394815,1482573,1456426,982335,1713229,100,"tower"
963,455473,266805,459999,636637,532646,619734,501418,502083,201048,0,190777,561829,100,"tower"
990,40987.5,37014,68541.9,97982.4,62380.5,53556.15,59422.5,79059.6,52817.7,18345.3,55739.55,31495.35,15,"tower"
990,834482,1005278,0,0,225419,614291,837286,656461,481944,611808,659780,371171,100,"tower"
991,107732.45,80414.25,36217.3,29034.6,0,0,0,0,0,0,0,0,35,"tower"
992,0,0,0,0,0,0,0,0,0,0,0,0,100,"tower"
994,2406567,1306810,1796025,1217621,2734105,3187334,2974944,3253327,3147004,3488121,2883415,3548024,100,"tower"
997,380528,768291,675865,1001867,615146,1150333,1494452,1621362,1463796,0,122330,1127161,100,"tower"
1001,355260.4,336250.1,350566.7,313766.4,209065.7,294720.3,316614.1,314848.8,155102.8,165850.2,146745.9,425136.4,10,"tower"
1007,122906,220217,369725,472519,275734,280287,294520,338271,295423,244558,301649,224030,100,"tower"
1016,6711,0,1976,85,0,10537,38138,9226,0,1241,0,1086,100,"tower"
1040,54946,48033,40541,0,8705,33955,169445,83744,29089,0,0,33244,100,"tower"
1077,16885,15267,0,0,0,0,18717,0,0,0,0,0,100,"tower"
1122,253667,155510,166165,226015,148925,186055,188562,197948,136751,156206,177840,191134,100,"tower"
1131,631,300.2,0,0,1244.6,1766.6,5813.2,4416.2,1034.2,977.4,0,0,20,"tower"
1206,0,0,0,0,3007,2761,39256,23018,18512,5124,335,5,100,"tower"
1217,0,0,0,2594,1873,20381,1384,2956,0,0,811,1666,100,"tower"
1230,0,0,0,0,0,0,0,0,5569,0,0,0,100,"tower"
1233,0,0,0,0,0,0,14222,0,0,0,0,0,100,"tower"
1235,0,0,0,0,0,0,11035,0,0,0,0,0,100,"tower"
1240,9923,0,0,105318,106295,393953,358823,241164,285563,148550,46117,74577,100,"tower"
1242,0,0,0,27094,12502,111002,98910,97682,240845,74377,88955,26730,100,"tower"
1250,1168743,1055241,440270,924857,867160,1483139,1692466,1541727,1513434,724145,1500940,1507810,100,"tower"
1252,84331,207892,49261,118047,55875,227795,259293,251141,194782,211249,181208,154337,100,"tower"
1271,34,1817,18582,23282,25617,39575,39692,44859,39273,22188,16380,33960,100,"tower"
1317,0,0,0,0,0,404,0,12495,0,0,0,0,100,"tower"
1330,0,0,0,0,0,0,957,1778,272,0,0,0,100,"tower"
1336,0,0,0,0,0,0,8814,0,0,0,0,0,100,"tower"
1353,0,0,0,0,35242,273224,504679,656157,309935,174215,563613,161677,100,"tower"
1355,1009027,688263,114837,802802,1025285,1612867,1546508,1317459,1248989,859883,840149,601224,100,"tower"
