"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling"
3,1514043,1393880,1053546,1232160,1459078,1372062,1426915,1492597,1448873,1497358,1226457,1505117,100,"tower"
26,1688016,0,1951538,2162992,2596618,2186042,2876335,2847089,1946092,2603714,2532088,2237743,100,"tower"
51,1983908,2067239,1595431,985368,2487018,2349481,2390869,2029459,2112755,1692240,2450784,2479900,100,"tower"
56,682715,965089,1240843,959348,896105,1398172,1374604,1002485,1012746,672184,693275,650722,100,"tower"
59,275122,247739,254181,205046,293273,298481,343815,299289,227621,0,142408,316575,100,"tower"
60,619754,393608,191814,327704,299672,922277,1033404,757550,663210,725716,671269,732913,100,"tower"
87,800184,12600,9329,376635,657837,671730,839194,824151,798156,796806,584816,803511,100,"tower"
96,107875.6,96542.6,102884.2,50532.6,51088.2,48677.6,77728.8,115890,101587.4,103017,103195.4,103606.8,20,"tower"
108,413410,257631,1089112,740449,329377,1220437,1375394,1225981,1253804,1199692,1116429,1132670,100,"tower"
113,3510568,3494447,2984684,2801841,3526310,3444594,3631025,3618138,3548911,3818415,3283275,3706575,100,"tower"
116,0,0,19877,60623,52998,114009,49131,151733,42091,14883,109,9475,100,"tower"
117,137806,338972,123091,728322,779113,842900,950537,991053,702207,661397,366483,138199,100,"tower"
120,0,0,0,94151,167532,72490,70171,138522,94942,39635,0,0,100,"tower"
126,265018,287751,268084,393690,525763,697704,604515,773374,543836,325527,324582,316213,100,"tower"
127,416133,990631,1255745,333596,1132254,1404589,1704773,1650589,1351517,1704845,1257577,1653401,100,"tower"
130,6264966,5515469,5892892,6149866,6113286,5577789,7236528,6225066,5068851,4113797,4459473,4823196,100,"tower"
136,3021250,2537306,3141552,2078483,3804516,4065908,4364382,4783124,3795615,3465985,2560257,4061816,100,"tower"
141,0,0,0,40696,34029,86052,25979,192838,8332,0,0,0,100,"tower"
147,0,155915,296003,273396,314537,351715,316023,319554,302856,284249,92055,0,100,"tower"
160,900235,832763,379125,382741,852390,855231,1051505,1161890,1022813,931978,902461,955814,100,"tower"
165,3543296,3112547,2799054,2269352,2738892,3403096,3509253,3474397,2344801,1747708,1780854,2301171,100,"tower"
167,0,0,0,0,0,0,0,0,0,0,21780,12320,100,"tower"
201,103.65,0,0,346.5,10010.25,11428.8,28725.6,16358.7,0,0,24.6,0,15,"tower"
