"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling"
709,727218.5,577152.75,504375,322707,379870.5,653107.25,709901.25,709187.75,646283.25,396716.25,287393.75,505183.75,25,"tower"
710,1154457,939303,870619,777504,903282,1025930,1169466,1215147,1083658,876735,511650,896793,100,"tower"
728,3315971,2703010,2409529,1304871,2356951,3600260,3860190,3686671,3228496,1786606,1509247,2095578,100,"tower"
762,0,0,0,0,0,0,0,795,0,0,0,0,100,"tower"
772,162548,142811,146380,137372,146719,90659,63049,140962,146887,141744,141657,149164,100,"tower"
861,319422.6,401519.4,752915.4,776267.1,828372.3,820988.1,646707.6,1094108.4,685875.9,792949.8,683038.5,876586.8,30,"tower"
864,0,0,0,0,0,6684,4636,16951,0,0,0,0,100,"tower"
891,1875770,1267815,1840489,1433535,1782886,1763260,1759354,1876937,1569309,1462264,1252825,1777869,100,"tower"
897,571027,526752,400033,315290,385677,514128,523821,514558,213233,127437,214078,361598,100,"tower"
963,583341,558875,376257,445583,614282,555688,571059,500536,334450,419144,425791,405312,100,"tower"
990,0,7.5,4423.2,0,0,97.35,255.6,1497.6,0,0,0,0,15,"tower"
990,351312,382229,326905,314782,315607,316762,337757,279550,296937,290370,321658,372872,100,"tower"
991,301572.6,236495,205701.65,181241.55,223791.05,279271.65,238612.15,295454.6,164090.5,149822.75,182166.6,303016.35,35,"tower"
992,0,0,0,0,0,0,0,0,0,0,0,0,100,"tower"
994,3937311,3800674,3711674,2269266,3732492,3587922,3688157,3938440,3053221,3425538,3632671,3930262,100,"tower"
997,1616337,1165475,1519882,661988,1523563,1238665,1389812,1505637,1118877,155213,3521,387690,100,"tower"
1001,309672.4,290649.6,180662,184045.5,273527.8,289683.6,302690,310503.2,231131.6,249723.8,268335.1,306808.5,10,"tower"
1007,39259,0,15004,0,31007,137240,228721,173123,80666,36202,13585,131526,100,"tower"
1016,31263,5286,30,62,7209,108136,127427,68505,28959,70,0,71430,100,"tower"
1040,231352,199946,58768,0,0,189501,314025,275927,37591,0,10923,227245,100,"tower"
1043,123552.9,108903.15,118237.5,104051.7,86687.4,114550.65,130407.3,124858.35,71128.8,66978.75,32331.75,99396.15,15,"tower"
1077,431121,405884,326657,194892,265815,300061,347614,293291,144675,122191,115201,307186,100,"tower"
1082,2365631,2395279,2679988,1263132,1382326,2545533,2796382,2683110,2376511,2527055,2233118,2483385,100,"tower"
1122,241538,200315,192924,153793,191197,253938,305093,317290,203827,184797,176071,221157,100,"tower"
1131,16750.8,18298.8,7879.2,0,3887.4,5545.6,10307.2,10545.2,0,2325,5177.8,8857.8,20,"tower"
1175,64795,39356,39510,23986,9876,61813,76354,76361,66955,69218,47865,37157,100,"tower"
1206,0,0,0,0,0,0,183822,55659,0,0,0,38817,100,"tower"
1217,10970,0,0,51754,123482,0,0,4379,0,0,0,4983,100,"tower"
1230,0,0,0,34844,33269,55788,129547,146656,34491,15958,0,0,100,"tower"
1233,214397,160151,168440,166068,162891,190780,217921,240159,203961,167899,194536,209424,100,"tower"
1235,0,0,0,60841,37844,117778,133642,133048,83280,20383,0,4871,100,"tower"
1240,378943,189917,80261,119884,150966,496582,652580,709957,219925,190773,108853,199585,100,"tower"
1242,145408,0,0,3248,14873,278512,433772,445720,87812,108378,8856,30268,100,"tower"
1248,137392,100844,124097,27326,20618,146229,177495,235528,77191,34141,0,0,100,"tower"
1250,1860640,1470685,1537032,1697609,1763926,1719136,2023653,2023310,1156379,1143848,1780711,1950399,100,"tower"
1252,828719,740445,693992,289330,595309,747675,748434,714236,605981,661124,637548,721640,100,"tower"
1271,0,0,0,0,0,0,13557,0,0,0,0,0,100,"tower"
1317,0,0,0,0,0,0,14665,4513,3703,0,0,0,100,"tower"
1330,0,0,0,0,0,1759,1423,1180,1251,1614,0,0,100,"tower"
1336,0,0,0,53023,31203,50935,123508,106590,0,0,0,0,100,"tower"
1353,3377969,3123362,2445445,2136633,1103692,2888796,3222335,3212949,2664823,2358244,2323029,2518617,100,"tower"
1355,2013778,1667824,1082586,559683,996496,1951738,1892781,2002315,1423010,1099560,1354649,1608892,100,"tower"
1356,7056413,6759265,5560632,4760410,5783767,6688613,7073210,6894893,5609106,4286707,5080941,6720225,100,"tower"
1364,4002207,3810696,2888801,4220223,4009636,3973610,4283096,4581887,4021378,4334315,3813045,3775369,100,"tower"
1378,675480.5,665881.4,638758.7,503563.4,453657.6,746026.2,580526.7,745965.8,615545.3,735583.2,585847.2,689535.3,10,"tower"
1382,857968,832809,752425,503687,570641,589814,551615,634597,617086,682503,668278,718791,100,"tower"
1383,61488.25,87437,43057.5,13175.75,8558,33775,72136.5,67442.5,0,0,18607,31287.25,25,"tower"
1384,138744.8,126306.2,133803.4,118419.2,3005.2,117187.6,130603,150010.4,111866.8,139284.2,149179.6,159709.6,20,"tower"
1393,3463621,2508938,2408700,1629846,1931973,4173228,3963276,4387789,2754619,3442964,2897091,2894298,100,"tower"
1400,52929,50654.6,51627.8,54401.9,64890.3,61997,68754.2,66656.7,59077.1,55944.2,55046,61116.9,10,"tower"
1439,37877,0,0,0,499,30814,9116,13928,0,0,0,0,100,"tower"
1443,75606,0,290,37960,148693,276937,427056,510738,535403,293212,21000,0,100,"tower"
1447,0,0,0,0,0,0,0,1713,0,0,0,0,100,"tower"
1449,0,0,0,0,37025,67617,72548,77153,68514,0,0,656,100,"tower"
1455,0,0,1712,0,0,285,0,0,0,0,0,0,100,"tower"
1464,51665,7096,0,0,0,0,0,0,0,0,0,0,100,"tower"
1564,4054,24099,0,0,0,14703,39883,10682,0,0,0,1830,100,"tower"
1571,244038,18143,139112,327489,317239,1234400,2086645,1499000,1002137,224514,185283,23943,100,"tower"
1595,478339,429560,437994,433755,340029,446208,451178,442351,439652,329180,489269,473514,100,"tower"
1619,3170813,3014126,3005877,3183498,2445062,2304605,3772215,3043904,2106307,2850784,1626027,2194752,100,"tower"
1682,6631,2601,55,0,47479,41749,112135,53670,49458,10960,81505,30810,100,"tower"
1702,87191,55637,51111,43791,179787,234568,419126,382299,100038,33,3743,75187,100,"tower"
1831,175448.85,160986.6,131263.35,112844.25,131286.15,135860.7,146831.7,151685.1,104521.2,131899.95,131484.75,148878.15,15,"tower"
1832,395809,526102,528703,273599,385029,514974,545548,342165,356662,1179,1441,1441,100,"tower"
1880,1676,965,937,1145,2198,3008,4376,4233,1346,1608,1410,2561,100,"tower"
1893,3381833,2866632,3237909,3162771,2699217,3134822,3280899,2357794,900039,803975,1953205,2962678,100,"tower"
1915,12911.78,15561.93,10245.03,5881.96,15804.17,17020.61,13259.19,13677.47,15393.29,16608.86,16439.47,16941.61,1,"tower"
1943,48403.9,44535.5,42248.8,40756.1,45158.9,40026.1,44863.6,43702.7,29815.6,41930,39982.3,44380.5,10,"tower"
1961,0,0,0,18254,14578,289,0,0,0,0,0,0,100,"tower"
1979,215805,176663,148271,155445,168863,197754,197070,226574,219412,227913,212917,199548,100,"tower"
1980,680,488,263,339,976,701,1562,1639,363,642,506,472,100,"tower"
2001,22513,18282,14886,11486,28478,18050,17247,137,9903,11775,15783,21776,100,"tower"
2008,61011,44550,44361,45652,84504,49164,71907,71091,48730,109469,117800,51404,100,"tower"
2022,54936,45075,45918,18343,27395,43621,47340,47300,42938,45183,46446,46113,100,"tower"
2048,0,0,0,0,0,0,0,17281,0,0,0,24360,100,"tower"
2049,1268380,1292567,864904,1133382,1237935,1275117,1211829,1407424,869553,643639,0,777514,100,"tower"
2051,59.4,0,0,0,0,2675.4,0,2799,0,0,0,0,10,"tower"
2059,0,0,0,0,2780,2558,1698,313,331,0,0,0,100,"tower"
2067,0,0,0,0,0,1061,2828,10103,0,0,0,0,100,"tower"
2070,172290,139757,77080,57832,257526,128520,103015,193427,111773,142718,129021,155984,100,"tower"
2076,571027.5,426644.25,568380.75,432574.5,272125.5,504430.5,578208.75,576521.25,236113.5,398139,449643,573236.25,75,"tower"
2123,64178,60992,69708,38423,0,29299,61705,62534,54144,30273,37943,79545,100,"tower"
2132,93464,93254,44253,74312,106931,186198,229815,186473,69407,0,0,0,100,"tower"
2144,1031,381,20072,63169,0,0,61066,76463,0,0,0,0,100,"tower"
2161,43633.9,38171.9,36520.55,38341.1,44041.4,46205.2,49304.6,48848,43169.8,27412.3,25292,32315.6,5,"tower"
2236,0,0,0,1876,0,0,1521,0,0,0,0,0,100,"tower"
2240,316331,320991,223320,160988,203910,317851,341787,378350,218246,237389,234592,233240,100,"tower"
2241,0,2189,0,0,0,0,0,0,0,105,2206,0,100,"tower"
2244,0,0,0,0,0,37,0,2211,2621,0,0,0,100,"tower"
2277,891427,627150,651197,739628,811813,672638,906567,889180,373579,4182,279909,903756,100,"tower"
2322,0,1638,0,26896,3695,160126,610194,457161,212310,231758,133,0,100,"tower"
2324,1814701,1628745,1019850,1631390,1544815,1690209,1993404,1858782,1484267,1206922,536786,1362548,100,"tower"
2336,87499.8,77371.9,57697.8,78559.1,86083.2,72650.5,104901.6,98340.9,95838.7,76974.3,88126.8,82685.2,10,"tower"
2378,555220,308529,53341,52206,323437,339187,414622,342961,132789,0,11849,359572,100,"tower"
2393,0,0,0,0,0,0,57666,0,0,0,0,11849,100,"tower"
2398,1495546,1378431,1015220,1238978,1378739,1542598,1550632,1547404,1588548,1359917,1023824,1284085,100,"tower"
2406,1135970,1282127,671565,607672,1076077,1232210,1276930,1187943,1002141,681103,801854,1056751,100,"tower"
2444,273112,230416,177436,325347,320344,524340,600347,606032,528221,437194,266670,331702,100,"tower"
2446,175552,172381,185303,182235,206664,197874,235897,243831,189518,95022,71763,172803,100,"tower"
2450,7514,18563,32952,26524,3087,97437,134311,148544,106991,13731,9867,13132,100,"tower"
2451,4817878,3234289,3386117,3859177,4469826,5647952,5445532,5883066,6194319,5587556,4299996,5639524,100,"tower"
2454,369886,319485,313738,156061,332032,410812,555104,568335,461590,470126,407469,444457,100,"tower"
2465,58424,53963,54558,47176,39298,59899,71194,73635,54674,42106,44793,55484,100,"tower"
2539,723636,712459,742475,1081490,869174,869017,1011890,1027495,929673,899209,383026,764914,100,"tower"
2682,127309.5,110495.45,74068.65,34856.45,1840.15,0,0,13225.9,0,30002.9,83249.45,109797.2,95,"tower"
2708,429199,396297.5,503477,399980.5,442542.5,551118,581336.5,514431.5,400419.5,425319.5,418254,555331,50,"tower"
2712,3002888,2812217,2323780,2439568,2708919,2830528,2949952,2604504,2276304,2129511,838948,2548663,100,"tower"
2721,1764076,1041188,0,0,41190,886086,1641846,1717172,1506270,1002578,1186558,1535467,100,"tower"
2828,1878712,1809026,2250768,4978,1728496,2201706,2064058,2207537,2251139,1190168,2238979,1619215,100,"tower"
2832,3585028,3495046,2822318,3570838,2468440,3143237,3329113,3636876,3087483,3718991,2899508,3794743,100,"tower"
2840,3546293,4216031,3005770,3861994,3101685,4321044,3399532,4552003,2145015,1652787,394527,3346267,100,"tower"
2850,1049494,1776881,1502190,539641,1478777,1713703,1359233,1576000,1683402,1710917,1859649,1340351,100,"tower"
2872,2111447,1928225,2120460,86879,15194,1930375,2233975,1146198,1805799,1942557,1359447,0,100,"tower"
2935,265506,245693,233230,219225,203095,284677,299347,300248,227262,220082,237843,248126,100,"tower"
2936,77586,80879,50852,51983,47286,78492,77635,73206,69078,65936,11724,52951,100,"tower"
2951,626473,361776,87251,0,352326,799495,836628,568293,379284,243750,0,0,100,"tower"
2952,3524718,3795893,4285476,3430132,4337975,4443193,5174470,5046310,4734980,3843556,2998112,3079257,100,"tower"
2953,611233,304177,0,0,12113,516656,408186,1236563,489929,394100,0,517914,100,"tower"
2963,3925088,3654658,1951798,1806952,2051805,4283834,4139903,4649891,4098034,2763377,2492525,3534355,100,"tower"
2964,500158,322203,379536,120067,453289,608045,693407,787762,558570,494597,306435,320427,100,"tower"
2965,169985,113063,145760,162950,166441,324987,264415,334407,290707,218055,178753,141167,100,"tower"
3006,430355,321511,293319,319409,386036,364527,461612,522781,415855,289257,344353,454111,100,"tower"
3008,223259,156087,179028,327664,304386,363640,449912,480724,213704,176732,0,96151,100,"tower"
3096,0,0,0,0,0,19451,25090,0,0,0,0,252,100,"tower"
3115,597577,572637,189785,82221,310401,644975,760081,616421,123995,0,0,656830,100,"tower"
3118,5960211,5496779,4115944,2711573,3157448,5385562,5551879,5405310,4962080,5136287,4968962,5827312,100,"tower"
3122,5534409,5167928,4068634,3639504,3557040,4523072,5116438,5037578,5126840,4531702,4501610,5267731,100,"tower"
3130,1896343,418200,1686754,1875964,2038322,1876213,1908042,2007071,1967963,1842695,1901409,2012713,100,"tower"
3136,5716855,4891989,3878263,5415563,5738758,5791112,5323564,6023148,5627603,5600473,5483869,4768275,100,"tower"
3148,152635,0,616,190008,203170,728477,2289896,1353093,449327,261960,135723,81887,100,"tower"
3149,4836975,4563541,4270000,2397647,2077546,3317440,4354147,3974245,3246632,4026919,3301413,4720136,100,"tower"
3179,3423263,4625856,4965228,4685614,4180574,5159382,4485838,4373647,3119173,1348007,3764860,5012450,100,"tower"
3264,135764.2,112028.2,45804.4,84299.4,142456.4,189727.2,209899.2,198826.6,74253,0,410.6,87242.8,20,"tower"
3280,634504,361507,127465,327504,451786,861211,1062699,1160116,785024,456102,832885,295850,100,"tower"
3297,2051074,1445546,1667614,1641729,1866514,1878642,1862444,1631237,1783084,1400669,1559359,2071481,100,"tower"
3298,16498.93,15930.98,20079.25,18002.72,10156.2,15984.63,16454.99,17567.66,7938.49,0,5956.75,18262.31,1,"tower"
3319,508789,548983,35260,0,111072,591484,666752,523209,0,0,0,697442,100,"tower"
3325,139928,80022,108214,104641,83053,106215,94029,108103,74356,92812,103607,106112,100,"tower"
3405,1444818,1734329,1971506,1364436,2057908,2038602,2076643,2211730,1846503,1165079,1406236,2047631,100,"tower"
3443,17446.5,4509,110474,191896.5,122744.5,161564,204953.5,201696,188588.5,17518,0,0,50,"tower"
3456,1233485,948239,1043070,1178775,1409476,1715515,1760683,1852951,1594647,1362186,1162225,926830,100,"tower"
3459,510854,168931,355082,422092,699625,622806,703166,624953,454531,418677,360374,351125,100,"tower"
3464,66839,1115,0,68,371096,116773,40053,330980,62619,0,0,0,100,"tower"
3469,245711,424359,127789,239614,334204,475740,369318,787236,390630,158480,17133,13998,100,"tower"
3470,4327846,3872039,2120251,3617536,3782999,4158925,4507919,4380958,3656657,3381693,2184191,3881519,100,"tower"
3478,8838.29,5769.12,5724.37,8354.7,7863.54,8084.46,10306.06,11197.14,9545.4,8856.32,3707.73,4002.26,1,"tower"
3482,747096,708383,765396,336775,576412,932469,974671,1162853,867599,890150,759196,760980,100,"tower"
3483,0,0,0,0,53947,179886,184049,209493,22684,0,0,0,100,"tower"
3484,564693,609542,302515,368562,514040,628158,755266,767159,430841,446544,144085,349971,100,"tower"
3485,516649,538648,572591,464078,741136,673694,790759,860734,603008,477073,286228,415100,100,"tower"
3494,224808,130946,8789,40032,120881,215434,63916,526397,262797,337639,455428,0,100,"tower"
3559,0,514.9,1920.9,0,11352.5,37411.95,29876.55,53524.9,41873.15,0,0,0,95,"tower"
3602,0,38871,0,0,103873,223144,144221,230376,118303,121877,0,57392,100,"tower"
3604,90127,63884,20352,93224,98667,127372,89920,125598,86138,94894,46630,95699,100,"tower"
3630,12280,9866,1542,0,0,0,0,3431,116,0,132,3796,100,"tower"
3631,92103,82925,75477,95752,57469,130073,114631,153615,71540,63916,23058,40540,100,"tower"
3644,689586,631580,638553,664479,647707,643885,719904,672392,681156,573469,452585,734414,100,"tower"
3648,27395,0,0,0,0,56790,284513,329240,186242,66243,67513,23,100,"tower"
3775,497474,705228,561741,423382,617735,1172927,1344976,930606,522950,347894,382153,865094,100,"tower"
3804,706281,710589,660458,179825,737685,1218290,1494130,1054848,855634,443980,572872,1026082,100,"tower"
3845,5755587,4170738,5381120,3462773,1939252,458903,5022203,5615682,4915701,3584232,5063290,5136081,100,"tower"
3935,6537579,6600241,6473255,7607388,8134040,5274748,8870380,5772607,5784817,4331258,4814710,5916878,100,"tower"
3942,27674.2,6375.8,2329.8,0,9906.6,9428.2,34487.8,11713,8007.6,9854,5864.2,16442.2,20,"tower"
3943,3603601,3034364,2435717,1862157,1782421,3012921,3627637,3518733,2651749,2985821,2007489,3657746,100,"tower"
3944,5553545,5491586,4678027,6120802,5858928,5500814,6379101,6265801,5009108,4848672,3623720,5189739,100,"tower"
3948,5493399,4646527,4196005,4984447,2941372,4295423,3891188,5242653,2312657,3445269,3392092,5521843,100,"tower"
4078,2626917,2610406,2758020,1979380,2543221,2560273,2633613,2777168,2359371,1890292,1765026,2666475,100,"tower"
4158,158266.7,155478.9,132205.1,91461.5,76473.4,147980.7,124279.3,115961.2,150472.5,126661.6,137279,122897.5,10,"tower"
4158,1189589,1247277,1185667,1120044,1204715,1150065,1289815,1180147,979714,1034071,827368,1175515,100,"tower"
4162,2501750,2212974,2374374,2519245,2427059,2461793,2514725,2551807,2435286,2436071,2509040,2548608,100,"tower"
4259,84369,211199,249602,183940,225682,239954,247434,240845,218138,0,70231,226181,100,"tower"
4266,13470,36982,15141,19668,42616,25731,5543,58832,0,0,0,0,100,"tower"
4940,966561,637800,764083,1192158,1023169,683219,1518496,1624933,891518,945674,521560,571132,100,"tower"
4941,7785445,4105902,5315401,5733545,7526315,7283945,7813152,8189274,8183426,7863507,7653410,7957922,100,"tower"
6002,9096955,8840241,7072204,8839986,10024629,10126562,10346299,11644056,10014788,8483166,8152026,9831797,100,"tower"
6004,4245883,4155050,4048612,3119168,4564237,3987611,4147637,3599287,2518843,1585748,3336622,4026069,100,"tower"
6009,5821306,4522996,3955018,3615316,5883792,5688916,5736994,5747679,6166690,3201195,2623005,5305879,100,"tower"
6013,424,5277,28557,4903,15,0,5618,22782,42412,20916,553,617,100,"tower"
6018,2343168,2060852,2339405,2093496,1488083,2045153,2099173,2307616,2185832,1617963,1998873,2227996,100,"tower"
6019,4371011,4510784,4619738,3826791,3827073,3999318,3423417,3400792,3619529,4491697,4345737,4210674,100,"tower"
6021,4742193,4303415,3465446,4064189,4404524,3985935,4647289,4671219,4197717,3947330,4292873,4272640,100,"tower"
6030,4831861,4116305,3571201,2215511,3413836,4510029,4652391,4697369,4419819,4531006,4501256,4614107,100,"tower"
6031,2123497,1939133,2045670,606647,1875102,2098101,1765607,1947976,1977893,2048205,1590021,1780613,100,"tower"
6041,4858591,4220469,4083940,3226187,3534677,3967711,4671250,4538972,3521998,3071882,3039393,4654314,100,"tower"
6043,1940517,1593373,1707829,1957986,2657603,2471272,2126383,2428198,2364971,2423254,1833150,2390129,100,"tower"
6052,3804391,2975215,3577763,3292611,4504885,4909772,5060180,4785307,4015879,2579764,2141828,4414021,100,"tower"
6055,3580544,3125015,4437252,2872154,2812022,3835869,4495864,4430291,4387045,4050233,4366514,4786030,100,"tower"
6061,1381091,864877,1057969,1095629,1054115,1464053,1390471,1453282,1140218,658090,581686,930128,100,"tower"
6065,0,0,0,0,0,0,0,0,1047085,2214366,1940075,2316317,100,"tower"
6068,7078268,7795833,6772842,6733452,6617414,6999408,7602657,8067051,6780917,6015782,5057386,7461695,100,"tower"
6071,932674,1568845,1927999,1866692,1665151,1323868,1840286,1911898,1731517,1654199,1742416,2672061,100,"tower"
6073,1022957,1148513,848870,390564,334069,910093,1233896,1387673,1126622,1243582,911487,1003354,100,"tower"
6076,8470748,7440768,8580158,7966508,7688993,4511998,7891675,8286939,8336026,8245693,7658885,7363385,100,"tower"
6081,1923,1674,17670,25333,208876,139344,241471,188227,98249,50106,144591,50455,100,"tower"
6085,4399498,3864325,4902697,5255396,5069640,5452724,5530002,5956274,4796344,4584468,4268651,4658634,100,"tower"
6090,7320536,6427191,5333867,5635909,6647911,6585283,7697551,7369658,4982095,2914121,4537741,7496246,100,"tower"
6094,7475098,7391795,7138100,4979240,6761907,8119051,7389369,8044899,7521045,7851280,8077677,8232654,100,"tower"
6096,1996561,1599324,2018043,970346,1662690,1791625,2209983,2147546,1639545,1948978,1940433,2174229,100,"tower"
6112,856089,805983,867197,407498,608079,769205,867356,813978,795259,576966,679423,798266,100,"tower"
6137,1630284,1662843,829298,474442,935717,1587795,1508265,1473895,835684,325988,561560,1458939,100,"tower"
6139,44031.76,50806.25,40786.94,36313.99,55984.49,55270.08,60136.19,59215.67,50619.97,41278.63,47804.05,57963.57,1,"tower"
6165,4517368,4273733,2817028,3965968,4477220,4118053,4265455,4362871,3845407,4664188,4069691,4582028,100,"tower"
6166,8940664,7004207,5062130,4203910,4379884,6176264,8494683,8057395,7885217,8955503,7380511,8996527,100,"tower"
6170,3825719,2149448,2286711,4254961,3019510,4421097,4698494,4521333,3879794,3365981,2904780,3909287,100,"tower"
6177,2772457,2653709,3037464,2538905,2989493,2857418,3064852,3120448,2821685,2878008,2814417,2907375,100,"tower"
6183,1915387,1633060,1331034,58505,2023800,1907762,1805267,1970805,1855664,1466304,1862737,1575810,100,"tower"
6193,2421380,1755976,3367093,3064482,3163444,2880735,3350971,3739771,2632032,2970774,3063978,3584057,100,"tower"
6194,3600167,3419776,2572001,3491407,3131283,3169240,3626059,3555328,3342777,3204334,3584254,2569590,100,"tower"
