"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling"
3,1515497,1324376,1149748,1474597,0,1233396,1451071,1441749,1083403,1568431,0,1420187,100,"tower"
26,2529880,1614207,1709240,1239830,1805696,2179284,2216341,816763,118,347,201269,1098258,100,"tower"
51,1247964,1133250,0,0,322747,1363110,1603523,1704143,1615252,1012777,83,0,100,"tower"
56,1052753,3120,382080,0,31768,822212,1573927,1526702,1057904,1027597,200195,455849,100,"tower"
59,327701,269644,294770,236444,195716,328722,372044,362779,295416,146368,315478,312651,100,"tower"
60,2226777,1881052,1556431,659822,644680,753435,816894,652980,1284018,954569,1844309,1945135,100,"tower"
87,644415,579682,557294,415725,571222,534904,601107,294472,579016,664277,609258,662993,100,"tower"
108,823088,413565,716521,550556,1036956,909976,1224078,1055279,684650,827,366459,784854,100,"tower"
113,2033261,1169717,962350,884596,1368919,1777048,2307634,2560109,2214816,2156782,2296548,1906123,100,"tower"
116,83250,109041,111592,53753,52723,151763,191382,202853,124963,133087,166212,108811,100,"tower"
117,737426,503383,567433,286111,262368,903134,1232213,1319541,987156,652974,993138,994856,100,"tower"
120,0,34323,175147,142760,169009,141314,186556,216243,204938,121839,57528,163668,100,"tower"
126,236473,215306,294362,573935,848172,835440,970424,1065505,1088998,1174628,642538,489499,100,"tower"
127,1643802,1423281,1329392,893335,0,1633641,1889357,1897959,1841884,2054417,844447,2020973,100,"tower"
130,4836675,2988097,3347758,2836168,3861890,4966430,5213407,5025437,4774851,5175228,3841520,5120931,100,"tower"
136,4128198,2200404,2111641,3214295,3025254,3110329,3888125,4027859,3980115,3388869,3705123,3940371,100,"tower"
141,0,7670,5657,66205,65948,150745,333988,271343,66683,44232,8843,1613,100,"tower"
147,0,0,0,75152,182440,228234,253090,296730,267022,304466,140636,291333,100,"tower"
160,809653,562658,503771,636569,776132,1052313,1363648,1165814,1056311,814860,945075,1051801,100,"tower"
165,1209130,512009,471429,293095,770191,886455,867309,731102,609287,468182,901135,723796,100,"tower"
201,12723.75,0,5531.55,12114.9,33959.1,26128.65,33232.65,2023.95,7601.55,849.9,12074.55,6990.45,15,"tower"
298,5151186,2855892,3293632,4808512,4244874,4312083,4353774,4663818,4008847,4057237,3698330,3864986,100,"tower"
358,313270,782756,1061915,515523,147938,442635,712513,564313,472654,343313,501183,56940,100,"tower"
377,79456,73957,100320,102863,93663,89323,123529,115100,96238,70252,25953,0,100,"tower"
384,74177.7,0,0,0,107948.4,97552.5,333358.5,177535.2,242598,25965.9,0,33447.6,30,"tower"
389,110847,132773,6628,192407,141076,352194,412983,350366,164566,144274,138988,87866,100,"tower"
408,0,116923,211736,351392,203067,344700,421361,345806,100024,524088,437861,299378,100,"tower"
422,6401,3216,17098,15746,4032,16421,32952,25525,13951,8099,5622,1247,100,"tower"
469,509031,706204,567666,415895,876094,1183843,1551452,1309577,1009159,1365777,1463634,1469104,100,"tower"
470,1383270.84,1310610.42,1386774.9,1403983.35,1456009.38,1350095.67,1616627.25,1570671.9,1310604.75,1591015.86,1426012.56,1271140.29,63,"tower"
470,2673349,2376149,1920475,2070083,2110508,2085028,2576141,2537465,1984089,2499981,2484058,2550459,100,"tower"
492,482418,423700,456075,408807,647572,493315,622670,694665,249818,329810,593568,720381,100,"tower"
493,12,3564,12,2,14742,5912,11,12774,3009,13,2,0,100,"tower"
525,1355616,1000583,1142312,698563,907706,1251030,1419530,1359150,1239552,662270,1331855,1434121,100,"tower"
527,2997,2841,1871,791,23,43835,120,360553,74524,126,854,3263,100,"tower"
533,1021435,726972,574220,823404,947078,925134,928672,918927,539725,648424,769722,837630,100,"tower"
550,268233,211817,256962,220086,0,75621,267422,266953,257027,261392,253528,251600,100,"tower"
562,294884,0,0,0,0,28,27466,5,0,0,994,0,100,"tower"
564,3037990,1317948,2458484,2386291,2773668,2866843,2872103,2968157,2331005,1839704,2633619,2488976,100,"tower"
589,271879,203580,222317,143590,19,100542,182594,209103,142915,187800,130640,171778,100,"tower"
594,750055,58056,0,588,88390,356413,670577,495201,296271,36450,0,90438,100,"tower"
599,24661,0,0,26209,0,2898,20940,92463,25784,0,0,0,100,"tower"
602,3494771,2491713,3137636,2208750,2949212,2691105,2888839,3025600,2129736,1298243,1911035,2105069,100,"tower"
612,319589.4,283187.4,147994.4,330745.4,354313.2,362747.2,382334.8,385460.2,376800.6,390501.4,317735.4,283412.2,20,"tower"
628,4109196,3308262,2047235,2250699,3089397,3792604,2847852,4321089,3913558,4760090,3775443,4224365,100,"tower"
641,125940.5,18074,0,0,35524,88663.5,55467.5,0,122465,125305.5,122465,14273.5,50,"tower"
641,1182309,225727,0,85171,1909255,1997603,2204374,2026615,2006674,2399426,2006674,2183570,100,"tower"
643,802705,669240,755249,800190,517514,779316,867317,853236,839252,223881,839252,692203,100,"tower"
663,730068,0,559292,636679,404768,581682,610321,621080,669325,416602,140910,470163,100,"tower"
664,25100,158186,48615,12077,201789,229266,245537,246151,203643,244996,228047,206149,100,"tower"
673,7051,2338,15556,749,3445,2989,0,4888,29086,18605,7003,1579,100,"tower"
676,1495106,1101162,874853,476335,1035873,1434985,1493676,1536253,1566939,1215357,1436782,1546663,100,"tower"
688,384940,256912,209389,456064,429069,473964,493074,487827,482975,410227,303808,329531,100,"tower"
689,320844,283068,322018,40373,245566,309057,310816,309088,307474,130495,305122,311600,100,"tower"
703,8383765,3126337,4623655,2952018,4427339,5959715,6520587,7049014,7211508,6006441,6904343,6202836,100,"tower"
710,3212941,2950780,3013284,1812141,2418767,2724721,3401329,3424281,2966798,3061728,2258151,2769593,100,"tower"
728,465033,37520,223521,292079,605008,1037621,1127437,1015646,1534171,840334,228384,34209,100,"tower"
772,127750,107734,97377,115593,128770,75773,131965,78757,91800,119570,122350,113805,100,"tower"
861,884937.6,750766.8,842001,745815.6,627590.1,858496.5,826076.4,855767.4,1017907.5,531667.8,819666.3,869888.4,30,"tower"
891,1374456,1128570,1239066,912381,1490195,1185699,1649802,1564245,1320778,1571661,1405212,854867,100,"tower"
963,488788,498600,288209,729240,396380,673387,635914,646675,606615,26023,675200,663631,100,"tower"
990,42128.7,8211.45,3606.15,16948.65,19567.95,14755.2,24374.7,20302.2,21098.7,3240.9,2713.05,2776.35,15,"tower"
990,878974,206880,195089,624265,772830,506140,548969,438946,488941,424032,178284,125593,100,"tower"
991,0,0,0,23199,684099,676805,819511,334029,0,738376,788881,899797,100,"tower"
992,0,0,0,0,0,0,0,0,0,0,0,0,100,"tower"
994,3461570,2809585,3142404,3483419,2221250,3204196,3069251,3100036,2394589,1935803,1030447,1930255,100,"tower"
997,1616738,842558,1446094,501428,1563474,1508290,475882,388274,936524,1040712,546114,1469601,100,"tower"
1001,337276.1,248372.5,234670.6,267403.2,148265.2,255811.8,279911.1,290350.6,276198.9,284977.3,327611.5,260340.5,10,"tower"
1007,287706,263976,557961,544305,484769,433105,469083,503385,377948,182675,112777,230013,100,"tower"
1016,181783,944,19702,0,4121,3494,1861,4486,89342,37737,18961,467,100,"tower"
1040,86797,36670,0,0,9729,37959,64679,70759,20201,0,0,79,100,"tower"
1122,160711,141777,171821,30744,122920,352,199694,96308,116704,0,163464,122819,100,"tower"
1131,0.2,494.4,978,51.6,4159.4,598.4,565,1300.6,0,17.4,473,1459.8,20,"tower"
