"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling"
3,1484374,1355983,1262008,1450370,1501359,1457654,1559122,1574036,1399504,1180261,1328274,1459672,100,"tower"
26,458282,950133,2046296,2208077,2400616,1766202,2670256,1428117,587,514900,2338467,2672827,100,"tower"
51,1767910,1490617,343236,896243,2234268,2198430,2100251,1146731,0,0,0,2781,100,"tower"
56,528807,592873,762145,191172,1106704,755991,1513705,759434,695691,461871,58731,967528,100,"tower"
59,262189,246625,153258,388,2801,316572,325341,202629,141687,358,14526,331328,100,"tower"
60,809460,660330,751095,446669,265342,674615,816216,851543,685679,288281,480821,1120139,100,"tower"
87,678285,589338,370184,4416,5686,512637,723583,679647,726384,678505,564984,589648,100,"tower"
108,776783,423785,89487,2714,800,120659,1043569,820344,835303,622237,477808,794874,100,"tower"
113,2222783,1344689,684059,809654,1534928,1967837,2486084,1609054,2273676,2349262,2206669,2162273,100,"tower"
116,19252,3760,44374,43071,30468,161797,266317,164632,134840,131137,91341,142346,100,"tower"
117,764320,318202,403435,552566,531232,937749,1156854,1026272,750159,892695,763901,823124,100,"tower"
120,0,0,0,0,96720,135543,151742,157452,143956,166345,109457,38647,100,"tower"
126,269974,216299,228672,211664,250828,558428,698394,580316,606694,322048,281131,262921,100,"tower"
127,930935,185011,47465,0,831870,1776550,1568516,1407165,962211,0,231387,1509039,100,"tower"
130,4626526,2490690,3118847,3316352,3702087,3704864,4970162,5215597,3516902,2995060,3421007,4490393,100,"tower"
136,3650514,3315753,3926497,2218483,2581537,3257992,3981572,3453141,3274322,3495710,3347003,3561014,100,"tower"
141,0,0,28069,20342,91201,233904,221313,298720,156480,224579,11793,5623,100,"tower"
147,6750,8197,104457,162093,328587,326882,344026,328890,276729,332699,161939,27905,100,"tower"
160,1257536,881456,581992,554808,958940,1187476,1286163,1417591,689708,613965,584224,612598,100,"tower"
165,1341792,236784,609374,491518,0,0,0,57614,502824,648074,85969,1020292,100,"tower"
201,8064.6,4226.85,2186.55,4319.85,5881.2,12789.9,18654,1966.35,16917.45,0,626.25,11151.9,15,"tower"
207,1657658,1299265,1405903,2983832,3446564,3060639,3404723,3410698,3189815,3086185,2281573,1331383,100,"tower"
298,3901287,1942599,3803012,3013639,4423897,4410099,4730166,4958556,5762126,4151756,4293136,4571266,100,"tower"
331,5291,48917,0,0,81947,214876,97391,230891,144943,131491,48283,14859,100,"tower"
358,1392204,1267491,914201,636947,1139337,1002019,1549734,1515013,1264651,264599,0,0,100,"tower"
377,104481,100021,101181,102915,104012,17906,141,91184,110003,100772,84126,76906,100,"tower"
384,217.8,60813.3,0,0,28243.2,81138.3,91384.2,0,161996.7,0,0,94027.2,30,"tower"
389,275803,284921,259351,213671,248330,381449,412983,416241,299337,139425,140464,163050,100,"tower"
408,4815,72128,231100,102570,249586,342705,554474,610414,340852,402395,357761,379217,100,"tower"
422,30068,7186,15268,15965,11949,10724,8075,22292,43795,23887,7993,8694,100,"tower"
469,1702097,1134316,1237382,1335835,1493299,1520241,1721124,1281366,583209,547100,493459,731896,100,"tower"
470,974140.02,1307769.12,1582705.53,0,866319.3,1372269.78,1626901.92,1515396.33,1540620.27,1555729.56,1502038.44,1616977.53,63,"tower"
470,2411970,2127752,2138702,2275602,2597279,2511655,2720340,2503921,1704195,1256824,2362889,2620247,100,"tower"
492,778122,412714,651471,662987,649289,592273,590630,676002,660381,686107,480026,564621,100,"tower"
493,0,0,4790,0,1756,9,3,5280,1913,2649,26353,3,100,"tower"
525,1436874,1180861,1411302,1518862,1510132,1299504,1437786,1362281,1223406,708900,1271206,1305982,100,"tower"
527,2987,2578,235668,368575,43231,0,33,635,96,272,1631,3000,100,"tower"
