"Plant.Code","bogen","bogen_dom_fuel","general_mover","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","FuelHeat_january","FuelHeat_february","FuelHeat_march","FuelHeat_april","FuelHeat_may","FuelHeat_june","FuelHeat_july","FuelHeat_august","FuelHeat_september","FuelHeat_october","FuelHeat_november","FuelHeat_december","NetGen_january","NetGen_february","NetGen_march","NetGen_april","NetGen_may","NetGen_june","NetGen_july","NetGen_august","NetGen_september","NetGen_october","NetGen_november","NetGen_december","ThermalEfficiency_january","ThermalEfficiency_february","ThermalEfficiency_march","ThermalEfficiency_april","ThermalEfficiency_may","ThermalEfficiency_june","ThermalEfficiency_july","ThermalEfficiency_august","ThermalEfficiency_september","ThermalEfficiency_october","ThermalEfficiency_november","ThermalEfficiency_december","steamHeat_january","steamHeat_february","steamHeat_march","steamHeat_april","steamHeat_may","steamHeat_june","steamHeat_july","steamHeat_august","steamHeat_september","steamHeat_october","steamHeat_november","steamHeat_december","nomLoss_january","nomLoss_february","nomLoss_march","nomLoss_april","nomLoss_may","nomLoss_june","nomLoss_july","nomLoss_august","nomLoss_september","nomLoss_october","nomLoss_november","nomLoss_december","Exported_Heat_January","Exported_Heat_February","Exported_Heat_March","Exported_Heat_April","Exported_Heat_May","Exported_Heat_June","Exported_Heat_July","Exported_Heat_August","Exported_Heat_September","Exported_Heat_October","Exported_Heat_November","Exported_Heat_December","flag_HighTE_january","flag_HighTE_february","flag_HighTE_march","flag_HighTE_april","flag_HighTE_may","flag_HighTE_june","flag_HighTE_july","flag_HighTE_august","flag_HighTE_september","flag_HighTE_october","flag_HighTE_november","flag_HighTE_december","flag_ZeroFH_ZeroNetGen_january","flag_ZeroFH_ZeroNetGen_february","flag_ZeroFH_ZeroNetGen_march","flag_ZeroFH_ZeroNetGen_april","flag_ZeroFH_ZeroNetGen_may","flag_ZeroFH_ZeroNetGen_june","flag_ZeroFH_ZeroNetGen_july","flag_ZeroFH_ZeroNetGen_august","flag_ZeroFH_ZeroNetGen_september","flag_ZeroFH_ZeroNetGen_october","flag_ZeroFH_ZeroNetGen_november","flag_ZeroFH_ZeroNetGen_december","Flag_gen_no_fuel_january","Flag_gen_no_fuel_february","Flag_gen_no_fuel_march","Flag_gen_no_fuel_april","Flag_gen_no_fuel_may","Flag_gen_no_fuel_june","Flag_gen_no_fuel_july","Flag_gen_no_fuel_august","Flag_gen_no_fuel_september","Flag_gen_no_fuel_october","Flag_gen_no_fuel_november","Flag_gen_no_fuel_december","Flag_fuel_no_gen_january","Flag_fuel_no_gen_february","Flag_fuel_no_gen_march","Flag_fuel_no_gen_april","Flag_fuel_no_gen_may","Flag_fuel_no_gen_june","Flag_fuel_no_gen_july","Flag_fuel_no_gen_august","Flag_fuel_no_gen_september","Flag_fuel_no_gen_october","Flag_fuel_no_gen_november","Flag_fuel_no_gen_december"
3,"3^1","coal","ST",0,0,2,0,0,100365,0,0,88602,32979,2,0,0,0,2.04,0,0,172179.491,0,0,155679.272,53124.79,2.042,0,0,0,0,0,0,14992,0,0,14184,4036,0,0,0,0,0,0,0,0.297101603581811,0,0,0.310881423957327,0.259227321933884,0,0,0,0,1.836,0,0,154961.5419,0,0,140111.3448,47812.311,1.8378,0,0,0,0.0408,0,0,3443.58982,0,0,3113.58544,1062.4958,0.04084,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,"3^2","other","ST",272649,18448,0,0,0,115072,0,0,103552,37714,0,0,470405.858,30408.636,0,0,0,191353.758,0,0,176230.692,57811.54,0,0,41415,2436,0,0,0,15627,0,0,15103,3857,0,0,0.300408202186972,0.27334251493556,0,0,0,0.278654113393477,0,0,0.292420972959693,0.22764700577082,0,0,423365.2722,27367.7724,0,0,0,172218.3822,0,0,158607.6228,52030.386,0,0,9408.11716,608.17272,0,0,0,3827.07516,0,0,3524.61384,1156.2308,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"3^3","coal","ST",5429,514513,84233,0,153633,557253,488958,160884,232942,372494,7,0,6169.189,919123.392,157375.716,0,243551.464,992006.191,860554.86,293418.147,399787.072,707667.754,8.168,0,0,86259,15902,0,17788,92530,78643,28524,34839,73345,0,0,0,0.320226627699624,0.34477905269705,0,0.249208710648522,0.318269499791862,0.311823148636916,0.33170368757049,0.297347147483548,0.353645346824719,0,0,5552.2701,827211.0528,141638.1444,0,219196.3176,892805.5719,774499.374,264076.3323,359808.3648,636900.9786,7.3512,0,123.38378,18382.46784,3147.51432,0,4871.02928,19840.12382,17211.0972,5868.36294,7995.74144,14153.35508,0.16336,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,"3^4","coal","ST",1101659,44617,860599,962718,513031,956839,914149,918571,890268,798772,821513,590548,2026134.256,77132.768,1570494.18,1756523.344,910987.502,1771167.084,1672200.34,1667644.969,1635897.364,1453925.968,1513371.716,1090919.883,199689,6817,152824,170874,84595,176374,163361,160890,160997,140880,149547,108283,0.336289079779519,0.301565197037918,0.332033629924054,0.331931831336937,0.316853944391435,0.339783177881144,0.333339606030698,0.329194291833707,0.335806093749534,0.330623631312705,0.337177770130865,0.338683675472069,1823520.8304,69419.4912,1413444.762,1580871.0096,819888.7518,1594050.3756,1504980.306,1500880.4721,1472307.6276,1308533.3712,1362034.5444,981827.8947,40522.68512,1542.65536,31409.8836,35130.46688,18219.75004,35423.34168,33444.0068,33352.89938,32717.94728,29078.51936,30267.43432,21818.39766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"3^5","coal","ST",1821345,1508049,409619,451586,1040099,2105246,2145374,1905361,2085783,1929896,1,631916,3367961.04,2726242.352,713397.02,819826.922,1919791.258,3870047.251,3942284.032,3478229.476,3757224.402,3601107.374,1.021,1179350.497,334836,261150,63942,79092,190304,381124,387994,338652,357730,363153,0,118966,0.3392281844923,0.326852952139891,0.305831184828891,0.329182867307692,0.3382367160253,0.336029087247958,0.335817976689103,0.332217308620152,0.324874085654892,0.344096620491383,0,0.344196783121379,3031164.936,2453618.1168,642057.318,737844.2298,1727812.1322,3483042.5259,3548055.6288,3130406.5284,3381501.9618,3240996.6366,0.9189,1061415.4473,67359.2208,54524.84704,14267.9404,16396.53844,38395.82516,77400.94502,78845.68064,69564.58952,75144.48804,72022.14748,0.02042,23587.00994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,"7^1","other","ST",121932,108464,-117,80004,127807,25641,154643,138010,61407,126511,96575,11083,189215.538,169572.148,603.33,118647.854,198481.4,39218.711,235887.014,209820.24,97092.577,197746.098,147659.987,14618.34,13065,11946,190,7153,13733,2600,15515,13667,7044,13923,9779,522,0.235602263805629,0.240378062793661,1.07454726269206,0.205709893581387,0.236087203234157,0.226207434507473,0.224426733809094,0.222255571626455,0.247548421338121,0.24024355322551,0.225973994295421,0.121842636031177,170293.9842,152614.9332,542.997,106783.0686,178633.26,35296.8399,212298.3126,188838.216,87383.3193,177971.4882,132893.9883,13156.506,3784.31076,3391.44296,12.0666,2372.95708,3969.628,784.37422,4717.74028,4196.4048,1941.85154,3954.92196,2953.19974,292.3668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"7^2","other","ST",0,162,134272,64553,64592,167570,0,14649,86991,0,32046,171959,0,184.366,204742.824,100109.064,91475.37,262126.455,0,21861.45,135331.263,0,49036.533,258060.584,0,0,13453,6900,4662,18494,0,1345,9408,0,3255,16159,0,0,0.224200870747001,0.235181162017457,0.173898139794351,0.240739215582037,0,0.209927900482356,0.237206188787287,0,0.226494717724028,0.213658240268107,0,165.9294,184268.5416,90098.1576,82327.833,235913.8095,0,19675.305,121798.1367,0,44132.8797,232254.5256,0,3.68732,4094.85648,2002.18128,1829.5074,5242.5291,0,437.229,2706.62526,0,980.73066,5161.21168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,"8^5","coal","ST",607389,1568278,2268067,2209760,130474,1503547,812618,2076324,1463904,213597,1075228,85796,1093211.247,2953245.253,4290292.832,4146249.654,215497.642,2885425.102,1499541.64,3920910.891,2737352.96,369778.776,2001558.22,128292.666,103938,302045,441791,421729,17340,303525,148587,402719,276954,32769,201097,7943,0.324412146594024,0.348978746432611,0.351363601919283,0.347060237598515,0.27455756383636,0.358931442296713,0.338103079404984,0.350462850817183,0.345226149265018,0.302376509732403,0.342818465495348,0.21125625388438,983890.1223,2657920.7277,3861263.5488,3731624.6886,193947.8778,2596882.5918,1349587.476,3528819.8019,2463617.664,332800.8984,1801402.398,115463.3994,21864.22494,59064.90506,85805.85664,82924.99308,4309.95284,57708.50204,29990.8328,78418.21782,54747.0592,7395.57552,40031.1644,2565.85332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"8^1","coal","ST",0,0,0,0,0,107730,38860,0,0,0,42020,0,0,0,0,0,0,200776.425,44159.342,0,0,0,71998.842,0,0,0,0,0,0,20209,0,0,0,0,6254,0,0,0,0,0,0,0.343446384504555,0,0,0,0,0.296387038558203,0,0,0,0,0,0,180698.7825,39743.4078,0,0,0,64798.9578,0,0,0,0,0,0,4015.5285,883.18684,0,0,0,1439.97684,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,"8^2","coal","ST",0,0,0,0,0,109404,30952,0,0,0,60151,0,0,0,0,0,0,204643.859,35172.408,0,0,0,94556.387,0,0,0,0,0,0,20716,0,0,0,0,6758,0,0,0,0,0,0,0.345409300750139,0,0,0,0,0.243867631279101,0,0,0,0,0,0,184179.4731,31655.1672,0,0,0,85100.7483,0,0,0,0,0,0,4092.87718,703.44816,0,0,0,1891.12774,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
