"Plant.Code","bogen","bogen_dom_fuel","general_mover","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","FuelHeat_january","FuelHeat_february","FuelHeat_march","FuelHeat_april","FuelHeat_may","FuelHeat_june","FuelHeat_july","FuelHeat_august","FuelHeat_september","FuelHeat_october","FuelHeat_november","FuelHeat_december","NetGen_january","NetGen_february","NetGen_march","NetGen_april","NetGen_may","NetGen_june","NetGen_july","NetGen_august","NetGen_september","NetGen_october","NetGen_november","NetGen_december","ThermalEfficiency_january","ThermalEfficiency_february","ThermalEfficiency_march","ThermalEfficiency_april","ThermalEfficiency_may","ThermalEfficiency_june","ThermalEfficiency_july","ThermalEfficiency_august","ThermalEfficiency_september","ThermalEfficiency_october","ThermalEfficiency_november","ThermalEfficiency_december","steamHeat_january","steamHeat_february","steamHeat_march","steamHeat_april","steamHeat_may","steamHeat_june","steamHeat_july","steamHeat_august","steamHeat_september","steamHeat_october","steamHeat_november","steamHeat_december","nomLoss_january","nomLoss_february","nomLoss_march","nomLoss_april","nomLoss_may","nomLoss_june","nomLoss_july","nomLoss_august","nomLoss_september","nomLoss_october","nomLoss_november","nomLoss_december","Exported_Heat_January","Exported_Heat_February","Exported_Heat_March","Exported_Heat_April","Exported_Heat_May","Exported_Heat_June","Exported_Heat_July","Exported_Heat_August","Exported_Heat_September","Exported_Heat_October","Exported_Heat_November","Exported_Heat_December","flag_HighTE_january","flag_HighTE_february","flag_HighTE_march","flag_HighTE_april","flag_HighTE_may","flag_HighTE_june","flag_HighTE_july","flag_HighTE_august","flag_HighTE_september","flag_HighTE_october","flag_HighTE_november","flag_HighTE_december","flag_ZeroFH_ZeroNetGen_january","flag_ZeroFH_ZeroNetGen_february","flag_ZeroFH_ZeroNetGen_march","flag_ZeroFH_ZeroNetGen_april","flag_ZeroFH_ZeroNetGen_may","flag_ZeroFH_ZeroNetGen_june","flag_ZeroFH_ZeroNetGen_july","flag_ZeroFH_ZeroNetGen_august","flag_ZeroFH_ZeroNetGen_september","flag_ZeroFH_ZeroNetGen_october","flag_ZeroFH_ZeroNetGen_november","flag_ZeroFH_ZeroNetGen_december","Flag_gen_no_fuel_january","Flag_gen_no_fuel_february","Flag_gen_no_fuel_march","Flag_gen_no_fuel_april","Flag_gen_no_fuel_may","Flag_gen_no_fuel_june","Flag_gen_no_fuel_july","Flag_gen_no_fuel_august","Flag_gen_no_fuel_september","Flag_gen_no_fuel_october","Flag_gen_no_fuel_november","Flag_gen_no_fuel_december","Flag_fuel_no_gen_january","Flag_fuel_no_gen_february","Flag_fuel_no_gen_march","Flag_fuel_no_gen_april","Flag_fuel_no_gen_may","Flag_fuel_no_gen_june","Flag_fuel_no_gen_july","Flag_fuel_no_gen_august","Flag_fuel_no_gen_september","Flag_fuel_no_gen_october","Flag_fuel_no_gen_november","Flag_fuel_no_gen_december"
3,"3^6","gas","NGCC",757188,702262,298772,8844,395050,716246,754278,746064,715735,795865,632692,740369,2567521.982,2371043.52,1036929.036,11338.32,1267332.586,2419273.29,2539793.662,2532197.415,2424794.058,2701374.98,2172155.28,2561203.92,365029,336211,149482,0,173936,343138,359543,360214,344550,384293,311134,368514,0.485109790993797,0.483837176274183,0.491888541811457,0,0.468301683075322,0.483961402855814,0.48303571678887,0.485388931636675,0.484846468969696,0.485405220203824,0.488746258858621,0.490949334467675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564854.83604,521629.5744,228124.38792,2494.4304,278813.16892,532240.1238,558754.60564,557083.4313,533454.69276,594302.4956,477874.1616,563464.8624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,"3^2","gas","ST",0,21755,0,0,39791,9,174,0,0,258,0,0,0,31167.8,0,0,59627.421,10.21,202.158,0,0,300.31,0,0,0,1480,0,0,3367,0,0,0,0,0,0,0,0,0.162025141331759,0,0,0.192674363360441,0,0,0,0,0,0,0,0,27427.664,0,0,52472.13048,8.9848,177.89904,0,0,264.2728,0,0,0,623.356,0,0,1192.54842,0.2042,4.04316,0,0,6.0062,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3,"3^3","coal","ST",84803,279182,206873,0,0,0,0,0,0,0,0,0,150482.344,507822.01,367833.713,0,0,0,0,0,0,0,0,0,13516,47662,33160,0,0,0,0,0,0,0,0,0,0.306471065070597,0.320248853884848,0.307602480145696,0,0,0,0,0,0,0,0,0,133929.28616,451961.5889,327372.00457,0,0,0,0,0,0,0,0,0,3009.64688,10156.4402,7356.67426,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"3^7","gas","NGCC",776482,699044,638036,562870,780092,722349,745407,749206,513,53617,729108,558935,2630249.053,2354753.04,2171842.088,1835200.32,2545474.499,2363222.722,2382780.736,2443528.67,658.274,135443.882,2573546.7,1941854.384,373714,333430,309496,254568,353276,328536,326249,339023,0,15249,374636,280103,0.484807507679008,0.483154632725307,0.486243308053988,0.473311630372863,0.473556962017713,0.474356824942545,0.467188292250823,0.473411240646503,0,0.384157055244474,0.496711593008979,0.492184510998843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578654.79166,518045.6688,477805.25936,403744.0704,560004.38978,519908.99884,524211.76192,537576.3074,144.82028,29797.65404,566180.274,427207.96448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,"3^4","coal","ST",320616,761375,825252,833817,910405,783009,935147,660299,723433,687034,601505,652621,589527.868,1440390.816,1550909.295,1547415.14,1705291.369,1459421.278,1752676.995,1206289.08,1341783.536,1271551.544,1107856.356,1205994.201,56352,144128,153587,150186,167995,142640,172826,114060,130105,122865,106193,116235,0.326160854672268,0.341424638686394,0.337905219776247,0.331168827804024,0.336143412041159,0.333493595671695,0.33646045981222,0.322633019607539,0.330855508947011,0.329701602013862,0.327068921036185,0.328865671635182,524679.80252,1281947.82624,1380309.27255,1377199.4746,1517709.31841,1298884.93742,1559882.52555,1073597.2812,1194187.34704,1131680.87416,985992.15684,1073334.83889,11790.55736,28807.81632,31018.1859,30948.3028,34105.82738,29188.42556,35053.5399,24125.7816,26835.67072,25431.03088,22157.12712,24119.88402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"3^5","coal","ST",0,2199,1292773,1763206,603849,1960297,2202196,2139707,1919790,1115225,1091386,1256037,0,2527.62,2463731.456,3360690.966,1122936.096,3744494.218,4179958.106,4080258.716,3649880.396,2136715.466,2064055.503,2379083.138,0,0,249318,340151,109351,380250,420389,413282,367997,217971,206431,238501,0,0,0.345292470268318,0.345358393521506,0.332272622163532,0.346499729860178,0.343167583522188,0.34560946783846,0.344026967282574,0.348079835511426,0.341256071513693,0.342064045237246,0,2249.5818,2192720.99584,2991014.95974,999413.12544,3332599.85402,3720162.71434,3631430.25724,3248393.55244,1901676.76474,1837009.39767,2117383.99282,0,50.5524,49274.62912,67213.81932,22458.72192,74889.88436,83599.16212,81605.17432,72997.60792,42734.30932,41281.11006,47581.66276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,"3^1","gas","ST",0,22886,0,0,17751,119,132,0,0,193,0,0,0,32257.54,0,0,26703.234,137.835,153.15,0,0,224.978,0,0,0,1423,0,0,1528,0,0,0,0,0,0,0,0,0.150522179310636,0,0,0.19524788345861,0,0,0,0,0,0,0,0,28386.6352,0,0,23498.84592,121.2948,134.772,0,0,197.98064,0,0,0,645.1508,0,0,534.06468,2.7567,3.063,0,0,4.49956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
7,"7^2","gas","ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217665.533,197865.72,63226.03,0,116517.726,22539.16,0,0,36085.28,119953.956,91994.848,88468.458,15754,14564,4378,0,8240,1390,0,0,2406,8721,6833,6419,0.2469607972338,0.251152180175525,0.23626896896737,0,0.241302628923603,0.210428188095741,0,0,0.227505754146843,0.248072459902865,0.253439764583338,0.247574414148826,188280.686045,171153.8478,54690.51595,0,100787.83299,19496.3734,0,0,31213.7672,103760.17194,79575.54352,76525.21617,4353.31066,3957.3144,1264.5206,0,2330.35452,450.7832,0,0,721.7056,2399.07912,1839.89696,1769.36916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"7^1","gas","ST",113055,180714,164246,113741,118987,125004,109714,115549,131400,121990,118424,108293,0,154590.264,230241.588,215280.532,113368.882,219195.25,215978.919,230022.72,222224.24,115304.484,127454.316,113420.97,0,11007,20163,16338,8231,16192,15733,16785,16265,8452,9743,8434,0,0.242948190967576,0.298812127807249,0.258953017265862,0.247733979946984,0.25205551160438,0.248557585474349,0.24898744741389,0.249740789303633,0.250115227782469,0.260834478292599,0.253727231921928,0,133720.57836,199158.97362,186217.66018,98064.08293,189603.89125,186821.764935,198969.6528,192223.9676,99738.37866,110247.98334,98109.13905,0,3091.80528,4604.83176,4305.61064,2267.37764,4383.905,4319.57838,4600.4544,4444.4848,2306.08968,2549.08632,2268.4194,17120,29863,0,12426,19069,19272,19107,21550,23166,18209,10453,11625,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"8^2","coal","ST",776,81390,0,0,0,0,0,0,0,0,0,0,897.295,155567.682,0,0,0,0,0,0,0,0,0,0,0,15585,0,0,0,0,0,0,0,0,0,0,0,0.341833221504194,0,0,0,0,0,0,0,0,0,0,794.106075,137677.39857,0,0,0,0,0,0,0,0,0,0,17.9459,3111.35364,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
