"Plant.Code","bogen","bogen_dom_fuel","general_mover","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","FuelHeat_january","FuelHeat_february","FuelHeat_march","FuelHeat_april","FuelHeat_may","FuelHeat_june","FuelHeat_july","FuelHeat_august","FuelHeat_september","FuelHeat_october","FuelHeat_november","FuelHeat_december","NetGen_january","NetGen_february","NetGen_march","NetGen_april","NetGen_may","NetGen_june","NetGen_july","NetGen_august","NetGen_september","NetGen_october","NetGen_november","NetGen_december","ThermalEfficiency_january","ThermalEfficiency_february","ThermalEfficiency_march","ThermalEfficiency_april","ThermalEfficiency_may","ThermalEfficiency_june","ThermalEfficiency_july","ThermalEfficiency_august","ThermalEfficiency_september","ThermalEfficiency_october","ThermalEfficiency_november","ThermalEfficiency_december","steamHeat_january","steamHeat_february","steamHeat_march","steamHeat_april","steamHeat_may","steamHeat_june","steamHeat_july","steamHeat_august","steamHeat_september","steamHeat_october","steamHeat_november","steamHeat_december","nomLoss_january","nomLoss_february","nomLoss_march","nomLoss_april","nomLoss_may","nomLoss_june","nomLoss_july","nomLoss_august","nomLoss_september","nomLoss_october","nomLoss_november","nomLoss_december","Exported_Heat_January","Exported_Heat_February","Exported_Heat_March","Exported_Heat_April","Exported_Heat_May","Exported_Heat_June","Exported_Heat_July","Exported_Heat_August","Exported_Heat_September","Exported_Heat_October","Exported_Heat_November","Exported_Heat_December","flag_HighTE_january","flag_HighTE_february","flag_HighTE_march","flag_HighTE_april","flag_HighTE_may","flag_HighTE_june","flag_HighTE_july","flag_HighTE_august","flag_HighTE_september","flag_HighTE_october","flag_HighTE_november","flag_HighTE_december","flag_ZeroFH_ZeroNetGen_january","flag_ZeroFH_ZeroNetGen_february","flag_ZeroFH_ZeroNetGen_march","flag_ZeroFH_ZeroNetGen_april","flag_ZeroFH_ZeroNetGen_may","flag_ZeroFH_ZeroNetGen_june","flag_ZeroFH_ZeroNetGen_july","flag_ZeroFH_ZeroNetGen_august","flag_ZeroFH_ZeroNetGen_september","flag_ZeroFH_ZeroNetGen_october","flag_ZeroFH_ZeroNetGen_november","flag_ZeroFH_ZeroNetGen_december","Flag_gen_no_fuel_january","Flag_gen_no_fuel_february","Flag_gen_no_fuel_march","Flag_gen_no_fuel_april","Flag_gen_no_fuel_may","Flag_gen_no_fuel_june","Flag_gen_no_fuel_july","Flag_gen_no_fuel_august","Flag_gen_no_fuel_september","Flag_gen_no_fuel_october","Flag_gen_no_fuel_november","Flag_gen_no_fuel_december","Flag_fuel_no_gen_january","Flag_fuel_no_gen_february","Flag_fuel_no_gen_march","Flag_fuel_no_gen_april","Flag_fuel_no_gen_may","Flag_fuel_no_gen_june","Flag_fuel_no_gen_july","Flag_fuel_no_gen_august","Flag_fuel_no_gen_september","Flag_fuel_no_gen_october","Flag_fuel_no_gen_november","Flag_fuel_no_gen_december"
3,"3^7","gas","NGCC",0,747269,797886,583064,782620,840706,785914,800285,773791,1012693,712452,585435,0,2609685.785,2593041.815,2019236.541,2694831.09,2750490.592,2629283.405,2725803.063,2632607.899,2998387.92,2505373.332,2009799.468,0,377575,358935,290721,386679,382379,370729,388582,375042,388643,363933,287869,0,0.493675816416343,0.472316514070561,0.491265254366254,0.489605039794906,0.474362895424876,0.481111791773546,0.486424057364118,0.486094344078393,0.442272434855594,0.495650820083049,0.488730017745233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,574130.8727,570469.1993,444232.03902,592862.8398,605107.93024,578442.3491,599676.67386,579173.73778,659645.3424,551182.13304,442155.88296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"3^5","coal","ST",0,2308,424805,1379005,1048615,1155581,1823807,1889631,1735017,1749881,1690719,784464,0,2653.275,786392.263,2618879.271,1991652.57,2183759.509,3462946.023,3558912.384,3325548.666,3373541.672,3295067.631,1494966.654,0,0,76013,263605,200505,218139,348463,353641,339452,347333,344663,151277,0,0,0.329818857615083,0.343451175722411,0.343509275164393,0.340843762507916,0.34335058442232,0.339056563225581,0.348290722406767,0.351307005470422,0.356908731631433,0.345277469165543,0,2361.41475,699889.11407,2330802.55119,1772570.7873,1943545.96301,3082021.96047,3167432.02176,2959738.31274,3002452.08808,2932610.19159,1330520.32206,0,53.0655,15727.84526,52377.58542,39833.0514,43675.19018,69258.92046,71178.24768,66510.97332,67470.83344,65901.35262,29899.33308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,"3^4","coal","ST",0,0,0,322904,596,0,0,0,92834,518207,454,0,0,0,0,597420.039,685.368,0,0,0,157991.696,931146.038,521.665,0,0,0,0,57694,0,0,0,0,13077,85548,0,0,0,0,0,0.329516909893945,0,0,0,0,0.28242341787381,0.313486543256924,0,0,0,0,0,531703.83471,609.97752,0,0,0,140612.60944,828719.97382,464.28185,0,0,0,0,11948.40078,13.70736,0,0,0,3159.83392,18622.92076,10.4333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,"3^2","other","ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"3^6","gas","NGCC",0,702237,714217,691349,423629,825833,781935,816847,777470,313169,722445,790872,0,2416067.43,2582731.445,2367183.63,1396796.31,2645358.05,2561274.345,2733029.865,2595007.818,1505639.34,2535066.356,2743918.884,0,346511,381100,338527,195156,362704,356348,385380,365368,252412,367792,395482,0,0.489367154599655,0.503485004806607,0.487964475227467,0.476733500133602,0.467837171062722,0.474728241077978,0.481140191711736,0.480417345517223,0.572026154470698,0.495039426447266,0.491792945975439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,531534.8346,568200.9179,520780.3986,307295.1882,581978.771,563480.3559,601266.5703,570901.71996,331240.6548,557714.59832,603662.15448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"3^1","gas","ST",0,18339,0,0,0,0,0,0,0,0,0,0,0,28612.575,0,0,0,0,0,0,0,0,0,0,0,1837,0,0,0,0,0,0,0,0,0,0,0,0.219068055915974,0,0,0,0,0,0,0,0,0,0,0,25179.066,0,0,0,0,0,0,0,0,0,0,0,572.2515,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"7^2","other","ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"7^1","gas","ST",88672,83825,92910,63114,0,0,0,0,0,0,0,0,191209.65,181449.254,202264.011,136280.144,0,0,0,0,0,0,0,0,14810,14035,15660,10581,0,0,0,0,0,0,0,0,0.264284743996969,0.263927152326567,0.264180029535754,0.264923797996574,0,0,0,0,0,0,0,0,165396.34725,156953.60471,174958.369515,117882.32456,0,0,0,0,0,0,0,0,3824.193,3628.98508,4045.28022,2725.60288,0,0,0,0,0,0,0,0,22368,21612,24571,15940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"10^1","gas","ST",233030,316134,335006,0,126978,421141,625027,415061,60492,0,227472,188974,413099.799,564176.603,615792.336,0,228866.95,765213.792,1155281.375,753603.165,114364.04,0,403788.374,354009.9,37157,51367,59012,0,21209,71911,111730,70729,11465,0,36409,34985,0.306911032847053,0.310667607355564,0.326988814099174,0,0.316201519092206,0.320656007648121,0.329996146782856,0.320244475167511,0.342067183880527,0,0.30766761318393,0.337204462078603,368071.920909,502681.353273,548670.971376,0,203920.45245,681805.488672,1029355.705125,671460.420015,101898.35964,0,359775.441234,315422.8209,8261.99598,11283.53206,12315.84672,0,4577.339,15304.27584,23105.6275,15072.0633,2287.2808,0,8075.76748,7080.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"10^2","gas","ST",272386,117012,334113,311840,257899,388647,584445,410168,190457,83768,143256,20585,503676.338,211324.07,620738.712,576957.303,466565.073,705785.955,1113089.523,744912.27,349398.252,147065.38,258485.524,40034.622,45792,18413,56898,52506,40782,62127,106329,65578,31325,12129,22484,3952,0.310216508284731,0.297305147586832,0.312762742143912,0.310521804487844,0.298251844239528,0.300354548398459,0.325948116987173,0.300386133953734,0.305912479207251,0.281411206770757,0.296800202087913,0.336827890619274,438702.090398,184063.26497,540663.418152,502529.810913,406378.178583,614739.566805,969500.974533,648818.58717,304325.877492,128093.94598,225140.891404,34870.155762,10073.52676,4226.4814,12414.77424,11539.14606,9331.30146,14115.7191,22261.79046,14898.2454,6987.96504,2941.3076,5169.71048,800.69244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
