month,gen_type,year,thermal_efficiency-Weighted_average_across_all_bogens,boiler_efficiency,CD/MWh-Weighted_average_across_all_bogens,date
May,other^ST,2017,0.32611973946946593,0.8756247835907807,5.313976022353616,2017-05-01
June,other^ST,2017,0.32464308202656256,0.8755995724494173,5.355914540522696,2017-06-01
July,other^ST,2017,0.3241774751448819,0.8756385103274849,5.390333906635366,2017-07-01
August,other^ST,2017,0.3223622041137044,0.8747211896662279,5.401546685472013,2017-08-01
September,other^ST,2017,0.3204431701571619,0.8731450792288675,5.412059261898611,2017-09-01
October,other^ST,2017,0.32283942573291735,0.8738299361740495,5.469205088477543,2017-10-01
November,other^ST,2017,0.3231955565251814,0.8746213709920145,5.470982666658294,2017-11-01
December,other^ST,2017,0.3239592503819487,0.8742551969472206,5.4359365991099295,2017-12-01
January,other^ST,2018,0.3266068527018547,0.8772663499759343,5.407313451551737,2018-01-01
February,other^ST,2018,0.3256083300229991,0.8770038258908922,5.3990688493282155,2018-02-01
March,other^ST,2018,0.3261834171898746,0.8770288483631227,5.421601809459375,2018-03-01
April,other^ST,2018,0.32862178378297513,0.8780022438247154,5.409931583107604,2018-04-01
May,other^ST,2018,0.32353838284751446,0.8774851609442474,5.485440475403128,2018-05-01
June,other^ST,2018,0.3270100254269252,0.8778660253057857,5.359905775766855,2018-06-01
July,other^ST,2018,0.3256019155793017,0.877440918075136,5.397253219342543,2018-07-01
August,other^ST,2018,0.3245144508403381,0.8769202680075363,5.421351793916509,2018-08-01
September,other^ST,2018,0.32849276119441717,0.8770258282811165,5.30082163957306,2018-09-01
October,other^ST,2018,0.33120274990787735,0.8751959597377265,5.18358915689027,2018-10-01
November,other^ST,2018,0.3293757574036191,0.8749705912228692,5.2440589072197845,2018-11-01
December,other^ST,2018,0.33027912261173065,0.8773991854123738,5.277819904372609,2018-12-01
January,other^ST,2019,0.3259062866130744,0.8724642327535254,5.383473573118682,2019-01-01
February,other^ST,2019,0.32467748760273596,0.8714129970057047,5.372411154531909,2019-02-01
March,other^ST,2019,0.32236548723356395,0.8712889508495217,5.447698691966708,2019-03-01
April,other^ST,2019,0.32327536260793227,0.8743377089193057,5.493359539231329,2019-04-01
May,other^ST,2019,0.32003997262153094,0.872223931351686,5.571552159267051,2019-05-01
June,other^ST,2019,0.32582459574936457,0.8711758748449444,5.308892334283823,2019-06-01
July,other^ST,2019,0.3248972955318913,0.8721170759706236,5.38602483964175,2019-07-01
August,other^ST,2019,0.323682250718868,0.8713634736149289,5.417223560806996,2019-08-01
September,other^ST,2019,0.32497432256443415,0.872026570242083,5.370612210588453,2019-09-01
October,other^ST,2019,0.3230474056909993,0.8714753931283037,5.538553030957079,2019-10-01
November,other^ST,2019,0.32710900332893433,0.8706860231718909,5.320649231961577,2019-11-01
December,other^ST,2019,0.3270592524567771,0.8715863696199375,5.349194218714837,2019-12-01
January,other^ST,2020,0.32595857366337494,0.8703047284544955,5.361037667668789,2020-01-01
February,other^ST,2020,0.32552063535777886,0.8693317987600536,5.385274492505445,2020-02-01
March,other^ST,2020,0.3230996811129168,0.8691904357935205,5.509419745927153,2020-03-01
April,other^ST,2020,0.3214533191900677,0.8654325549440185,5.498625548356537,2020-04-01
May,other^ST,2020,0.3166931651939387,0.8672625673775298,5.647902026725953,2020-05-01
June,other^ST,2020,0.32198034091126565,0.8719660901215174,5.508074048681358,2020-06-01
July,other^ST,2020,0.3224214195673106,0.8724051763732555,5.463105063587995,2020-07-01
August,other^ST,2020,0.32573266265219225,0.8711868073361384,5.362403578137692,2020-08-01
September,other^ST,2020,0.3219165459283868,0.8700472075794511,5.479875418750198,2020-09-01
October,other^ST,2020,0.3194409087008112,0.8698409110053706,5.60481149576224,2020-10-01
November,other^ST,2020,0.3261643318991859,0.8717197979282721,5.449060520065603,2020-11-01
December,other^ST,2020,0.32500488326261906,0.8727630085045045,5.47101841206646,2020-12-01
