month,gen_type,year,thermal_efficiency-Weighted_average_across_all_bogens,boiler_efficiency,CD/MWh-Weighted_average_across_all_bogens,date
December,gas^ST,2011,0.28217328607318704,0.8613426673965232,6.761821312149652,2011-12-01
January,gas^ST,2012,0.27940820824092294,0.8760402926550228,7.041991492529554,2012-01-01
February,gas^ST,2012,0.28681947309111766,0.8739452042848643,6.746924262847998,2012-02-01
March,gas^ST,2012,0.29423128835504475,0.8755547798133199,6.509697335339652,2012-03-01
April,gas^ST,2012,0.29874547855055067,0.8802103843784701,6.4129518835029184,2012-04-01
May,gas^ST,2012,0.29240669185204127,0.8763090959914324,6.5804120418259355,2012-05-01
June,gas^ST,2012,0.2910576776687106,0.8756845133812016,6.619400640934796,2012-06-01
July,gas^ST,2012,0.29282820941184645,0.8773544569832143,6.57820967240137,2012-07-01
August,gas^ST,2012,0.2949298060797345,0.8757623067970113,6.488601850600892,2012-08-01
September,gas^ST,2012,0.28869615346544975,0.8786277923961182,6.736246504957185,2012-09-01
October,gas^ST,2012,0.28248091322489677,0.8768663786480125,6.938256468123695,2012-10-01
November,gas^ST,2012,0.29158918289298014,0.8810834626660968,6.664297061138431,2012-11-01
December,gas^ST,2012,0.2807939563543943,0.879054693368065,7.0270311758889,2012-12-01
January,gas^ST,2013,0.2826911307180145,0.8763898544728594,6.924808229751036,2013-01-01
February,gas^ST,2013,0.287242179776821,0.8781086533629986,6.7814490934034355,2013-02-01
March,gas^ST,2013,0.2838776685308669,0.874753591371798,6.861934393844892,2013-03-01
April,gas^ST,2013,0.29010746682240524,0.8728455736067513,6.618868789227385,2013-04-01
May,gas^ST,2013,0.28270885894419334,0.8737995966945092,6.892895653724392,2013-05-01
June,gas^ST,2013,0.286935908984945,0.8763149718859297,6.771000311868611,2013-06-01
July,gas^ST,2013,0.2907129001925287,0.8780526150838442,6.659095816392573,2013-07-01
August,gas^ST,2013,0.29268081206640967,0.8762688407233383,6.570584127962102,2013-08-01
September,gas^ST,2013,0.2915063801915279,0.8773909220741734,6.623936465268269,2013-09-01
October,gas^ST,2013,0.28449214870527384,0.8763516533269181,6.858910710849062,2013-10-01
November,gas^ST,2013,0.28340312671353657,0.8744199845164154,6.875119349103094,2013-11-01
December,gas^ST,2013,0.2864476498694755,0.876209820532071,6.787104445014795,2013-12-01
January,gas^ST,2014,0.29379070605700675,0.8646405536946155,6.398283550540968,2014-01-01
February,gas^ST,2014,0.288925642285956,0.863005592128679,6.543691137242566,2014-02-01
March,gas^ST,2014,0.29290091094783516,0.8655675771765855,6.438477025637215,2014-03-01
April,gas^ST,2014,0.2918361518734977,0.8602646439189974,6.413336176527987,2014-04-01
May,gas^ST,2014,0.2889276365072342,0.8655501238345513,6.573673962906987,2014-05-01
June,gas^ST,2014,0.29108313431607585,0.8661307937070479,6.507356905740233,2014-06-01
July,gas^ST,2014,0.2952162400915358,0.867352651966733,6.3817955023306,2014-07-01
August,gas^ST,2014,0.2955006695843653,0.8648984963424685,6.344704121060369,2014-08-01
September,gas^ST,2014,0.2930845136139276,0.8653307936949035,6.429490956288277,2014-09-01
October,gas^ST,2014,0.2960493210489653,0.8663359419931903,6.342518609803253,2014-10-01
November,gas^ST,2014,0.29059414837409375,0.8635841475251279,6.493323461670884,2014-11-01
December,gas^ST,2014,0.28789904397052785,0.8641666234402966,6.592954125946436,2014-12-01
January,gas^ST,2015,0.2859647442873334,0.8659402222189694,6.681790753859739,2015-01-01
February,gas^ST,2015,0.297436502311729,0.866456046604369,6.298402374546986,2015-02-01
March,gas^ST,2015,0.30114425887424656,0.8657374702078312,6.170704564528276,2015-03-01
April,gas^ST,2015,0.3055993027714813,0.8686615724991344,6.063655531973048,2015-04-01
May,gas^ST,2015,0.2962716235691478,0.8694002261179163,6.370489709733169,2015-05-01
June,gas^ST,2015,0.2931912476700509,0.8665659829778546,6.44028392309178,2015-06-01
July,gas^ST,2015,0.2951443532454734,0.8660964521509857,6.369659158935844,2015-07-01
August,gas^ST,2015,0.294929750712225,0.8642644525040596,6.355581392594037,2015-08-01
September,gas^ST,2015,0.2995695349797992,0.8662855131489136,6.227318645500145,2015-09-01
October,gas^ST,2015,0.3023861315004282,0.8675985341699173,6.152349563358614,2015-10-01
November,gas^ST,2015,0.30546002718777615,0.868768304480559,6.069169832722285,2015-11-01
December,gas^ST,2015,0.3071267640212788,0.8670132459163103,5.998217950147908,2015-12-01
January,gas^ST,2016,0.28956982820226956,0.864060548407491,6.533974152556816,2016-01-01
February,gas^ST,2016,0.307123988886935,0.8658440318731379,5.985311788773858,2016-02-01
March,gas^ST,2016,0.3166705315612863,0.8642186696846756,5.684499876846273,2016-03-01
April,gas^ST,2016,0.31341745753573913,0.8634499246420922,5.7705495450191,2016-04-01
May,gas^ST,2016,0.30396454512479065,0.8655554562089095,6.07974904293739,2016-05-01
June,gas^ST,2016,0.29692328541298885,0.8639856634128374,6.286798593229392,2016-06-01
July,gas^ST,2016,0.2973755913700149,0.8667821361757193,6.304133242561015,2016-07-01
August,gas^ST,2016,0.29802286715047077,0.8663737062853073,6.278354867705124,2016-08-01
September,gas^ST,2016,0.29180287561683466,0.8659050058642763,6.479431022451732,2016-09-01
October,gas^ST,2016,0.29409702722083775,0.8657753771315375,6.400767536441383,2016-10-01
November,gas^ST,2016,0.29815854194148117,0.8639730248047717,6.246471222255255,2016-11-01
December,gas^ST,2016,0.2907000236198659,0.8644785236344853,6.500213809010639,2016-12-01
January,gas^ST,2017,0.2823935441293056,0.8617376904019718,6.758661390564199,2017-01-01
February,gas^ST,2017,0.29245264282995,0.8612025125920979,6.402587596695015,2017-02-01
March,gas^ST,2017,0.29671273654118024,0.8662802896897323,6.320067552462414,2017-03-01
April,gas^ST,2017,0.29579394156827116,0.8670547529414786,6.359232432071806,2017-04-01
May,gas^ST,2017,0.2822730688489424,0.8652138009973742,6.805019823640255,2017-05-01
June,gas^ST,2017,0.29016401675686376,0.8646116829461512,6.52009015066769,2017-06-01
July,gas^ST,2017,0.29679070456018786,0.8648811066586289,6.301424719250359,2017-07-01
August,gas^ST,2017,0.299532805966787,0.8647732230236855,6.211273445165431,2017-08-01
September,gas^ST,2017,0.2946801229376975,0.868750304123937,6.415797131947586,2017-09-01
October,gas^ST,2017,0.29945101352768394,0.8706972057867617,6.281404162038133,2017-10-01
November,gas^ST,2017,0.2934654688761961,0.8661792556352006,6.426583204172767,2017-11-01
December,gas^ST,2017,0.29203856231154474,0.8643978129258707,6.453838866740526,2017-12-01
January,gas^ST,2018,0.3016315509652091,0.8679420934575643,6.180162840116382,2018-01-01
February,gas^ST,2018,0.29457290631767924,0.8658166215235987,6.385392151382382,2018-02-01
March,gas^ST,2018,0.2919483249123914,0.8671474333661586,6.489026387340347,2018-03-01
April,gas^ST,2018,0.29795599339644446,0.8689905344108158,6.310496712407082,2018-04-01
May,gas^ST,2018,0.2936176746164232,0.86371991369816,6.392900860982706,2018-05-01
June,gas^ST,2018,0.29376305901743727,0.8643730508211555,6.3956342659690275,2018-06-01
July,gas^ST,2018,0.29695657481916327,0.8624953882405709,6.26858713016765,2018-07-01
August,gas^ST,2018,0.29917667564011435,0.8643553217256199,6.2179631433172124,2018-08-01
September,gas^ST,2018,0.30112902636236977,0.8683053118222903,6.200285841951132,2018-09-01
October,gas^ST,2018,0.29662978823636466,0.8652831598639266,6.311319262529206,2018-10-01
November,gas^ST,2018,0.29784417405125496,0.8639007426641487,6.255838109595936,2018-11-01
December,gas^ST,2018,0.28856821735671906,0.8625373222741698,6.550484550855402,2018-12-01
January,gas^ST,2019,0.29733896780809776,0.8619552247844012,6.249939209301806,2019-01-01
February,gas^ST,2019,0.2988070419799301,0.8602152964086203,6.1825992036317095,2019-02-01
March,gas^ST,2019,0.2957001370824397,0.8650765795785235,6.339503278042327,2019-03-01
April,gas^ST,2019,0.30184038648803374,0.8654473807110222,6.145324789592543,2019-04-01
May,gas^ST,2019,0.3110348318428614,0.8646559445458962,5.854120434735288,2019-05-01
June,gas^ST,2019,0.3053201663271393,0.8642910967926922,6.023475916852105,2019-06-01
July,gas^ST,2019,0.30589083937420786,0.8652106590683457,6.01613048811401,2019-07-01
August,gas^ST,2019,0.2993916908039002,0.8615918464438221,6.179551899639561,2019-08-01
September,gas^ST,2019,0.2978036453641742,0.8630829399867721,6.2477832568403056,2019-09-01
October,gas^ST,2019,0.3037071330957943,0.8642870949733004,6.073545014438522,2019-10-01
November,gas^ST,2019,0.28896299569004846,0.8611166209622454,6.520100535707667,2019-11-01
December,gas^ST,2019,0.29597011910828175,0.8638669055163555,6.3166631824510695,2019-12-01
January,gas^ST,2020,0.30132815777250777,0.8646307998663797,6.152323459442354,2020-01-01
February,gas^ST,2020,0.2994230791605458,0.8631803569912934,6.196648903839073,2020-02-01
March,gas^ST,2020,0.30004355109990727,0.8638157004201306,6.184003410012363,2020-03-01
April,gas^ST,2020,0.299073176088053,0.8608341805510971,6.181121653245479,2020-04-01
May,gas^ST,2020,0.3002369377309921,0.8625401690301339,6.163327260197922,2020-05-01
June,gas^ST,2020,0.29961057456240536,0.8662765757108707,6.225896676616674,2020-06-01
July,gas^ST,2020,0.3039454630356392,0.8683113409676635,6.111283339598656,2020-07-01
August,gas^ST,2020,0.29633747266429167,0.8651524661089592,6.319406309560317,2020-08-01
September,gas^ST,2020,0.29405784354851433,0.8654881398726392,6.398741722395603,2020-09-01
October,gas^ST,2020,0.2976682062258166,0.8629579176094268,6.250744808949273,2020-10-01
November,gas^ST,2020,0.28812115831554397,0.8655010171330411,6.601042128089628,2020-11-01
December,gas^ST,2020,0.2931108721202118,0.8631256655380333,6.4029350042306055,2020-12-01
