month,gen_type,year,thermal_efficiency-Weighted_average_across_all_bogens,boiler_efficiency,CD/MWh-Weighted_average_across_all_bogens,date
January,gas^ST,2008,0.2962188212828627,0.8613426673965232,6.279417755636179,2008-01-01
February,gas^ST,2008,0.2949302285105369,0.8613426673965232,6.321761130677643,2008-02-01
March,gas^ST,2008,0.28802661029349547,0.8613426673965229,6.555066547726663,2008-03-01
April,gas^ST,2008,0.29381246780410847,0.861342667396523,6.35879197517401,2008-04-01
May,gas^ST,2008,0.2929993343536521,0.8613426673965229,6.385908030016907,2008-05-01
June,gas^ST,2008,0.2905216107695281,0.861342667396523,6.469470550228357,2008-06-01
July,gas^ST,2008,0.28878222119314956,0.8613426673965228,6.528988017684496,2008-07-01
August,gas^ST,2008,0.2884501975919364,0.8613426673965229,6.5404304615191675,2008-08-01
September,gas^ST,2008,0.2862782748570115,0.8613426673965228,6.615937881156027,2008-09-01
October,gas^ST,2008,0.2899350202012959,0.8613426673965231,6.489462472652899,2008-10-01
November,gas^ST,2008,0.2821730387766354,0.8613426673965229,6.761829356539218,2008-11-01
December,gas^ST,2008,0.28054559372925364,0.8613426673965229,6.820848019703912,2008-12-01
January,gas^ST,2009,0.27118583854980155,0.8613426673965229,7.174027524340328,2009-01-01
February,gas^ST,2009,0.27043853083449776,0.8613426673965231,7.203280143327196,2009-02-01
March,gas^ST,2009,0.2747749721605637,0.8613426673965233,7.035751132108458,2009-03-01
April,gas^ST,2009,0.2795109390270224,0.8613426673965231,6.858727321402495,2009-04-01
May,gas^ST,2009,0.28104364893953154,0.8613426673965233,6.802714334749864,2009-05-01
June,gas^ST,2009,0.2769667078116228,0.8613426673965227,6.95307427453003,2009-06-01
July,gas^ST,2009,0.2827142568483036,0.8613426673965229,6.74235360690391,2009-07-01
August,gas^ST,2009,0.28483201047511486,0.8613426673965231,6.666855338255204,2009-08-01
September,gas^ST,2009,0.2847516232518535,0.8613426673965229,6.669672046681649,2009-09-01
October,gas^ST,2009,0.272619474964561,0.8613426673965231,7.118358592595551,2009-10-01
November,gas^ST,2009,0.26891358320678604,0.8613426673965229,7.263420768957287,2009-11-01
December,gas^ST,2009,0.2708909268392283,0.8613426673965225,7.1855518593322305,2009-12-01
January,gas^ST,2010,0.26859807740658403,0.861342667396523,7.276016474738939,2010-01-01
February,gas^ST,2010,0.27525206215957637,0.8613426673965229,7.01764184074577,2010-02-01
March,gas^ST,2010,0.28502973317284036,0.8613426673965231,6.659862775988576,2010-03-01
April,gas^ST,2010,0.2886364403535283,0.8613426673965231,6.534008091620354,2010-04-01
May,gas^ST,2010,0.29437202873913476,0.8613426673965229,6.340218885858705,2010-05-01
June,gas^ST,2010,0.2918134210996676,0.8613426673965231,6.425725746041046,2010-06-01
July,gas^ST,2010,0.2932987981935461,0.8613426673965229,6.3759042298155855,2010-07-01
August,gas^ST,2010,0.29068152754187926,0.8613426673965228,6.464033696058998,2010-08-01
September,gas^ST,2010,0.2903412641801132,0.861342667396523,6.475609621252395,2010-09-01
October,gas^ST,2010,0.28313775332246616,0.8613426673965228,6.727164344240615,2010-10-01
November,gas^ST,2010,0.2874525057534156,0.8613426673965229,6.5749734354677685,2010-11-01
December,gas^ST,2010,0.2851323959045407,0.861342667396523,6.656236483377031,2010-12-01
January,gas^ST,2011,0.27200811428505417,0.861342667396523,7.142026692804118,2011-01-01
February,gas^ST,2011,0.28736292249379886,0.861342667396523,6.578088092360326,2011-02-01
March,gas^ST,2011,0.28519168557312324,0.8613426673965229,6.654144287908588,2011-03-01
April,gas^ST,2011,0.2949323427321486,0.861342667396523,6.32169212934302,2011-04-01
May,gas^ST,2011,0.28543377590375013,0.861342667396523,6.645606781703379,2011-05-01
June,gas^ST,2011,0.2909554363026546,0.8613426673965229,6.454736296921807,2011-06-01
July,gas^ST,2011,0.29261248836038184,0.8613426673965229,6.39886153739793,2011-07-01
August,gas^ST,2011,0.29352968126466106,0.8613426673965229,6.3682051989798545,2011-08-01
September,gas^ST,2011,0.28195736484562,0.8613426673965231,6.769612538273047,2011-09-01
October,gas^ST,2011,0.29035013170164997,0.861342667396523,6.475306093971838,2011-10-01
November,gas^ST,2011,0.2891515956059931,0.8613426673965227,6.516287932315906,2011-11-01
