month,gen_type,year,thermal_efficiency-Weighted_average_across_all_bogens,boiler_efficiency,CD/MWh-Weighted_average_across_all_bogens,date
October,oil^ST,2014,0.3133979494304399,0.8927558940545531,6.090196868491394,2014-10-01
November,oil^ST,2014,0.31319243504934774,0.8916805797295103,6.084712709605587,2014-11-01
December,oil^ST,2014,0.30815873716807535,0.890429279177425,6.225977542313283,2014-12-01
January,oil^ST,2015,0.3023760138458733,0.8865013190202804,6.3659763178347735,2015-01-01
February,oil^ST,2015,0.3183149013644339,0.8867619566930492,5.879161249045467,2015-02-01
March,oil^ST,2015,0.3091023795592312,0.8927375948530786,6.222038139031647,2015-03-01
April,oil^ST,2015,0.31872881674599385,0.8946227994614414,5.951246719733443,2015-04-01
May,oil^ST,2015,0.3140977019499718,0.8947345867860751,6.090515982001987,2015-05-01
June,oil^ST,2015,0.3118666730307599,0.8949496919049408,6.1608456308798285,2015-06-01
July,oil^ST,2015,0.3077921210637338,0.8915398877892552,6.249768811236064,2015-07-01
August,oil^ST,2015,0.3098504439577636,0.892074631065848,6.191475636704538,2015-08-01
September,oil^ST,2015,0.3119439754721597,0.8932755275197093,6.140162902438398,2015-09-01
October,oil^ST,2015,0.31523695858451983,0.8939324631999945,6.047494246260069,2015-10-01
November,oil^ST,2015,0.3154130565096955,0.8933081805409349,6.035458032594091,2015-11-01
December,oil^ST,2015,0.3056172782283582,0.8932685370830379,6.337823860602406,2015-12-01
January,oil^ST,2016,0.30466027326006245,0.8922654082493846,6.3572197766468435,2016-01-01
February,oil^ST,2016,0.32006827961485174,0.8912130886529415,5.875712345035585,2016-02-01
March,oil^ST,2016,0.31104015606298496,0.8946254786996026,6.1827277001027285,2016-03-01
April,oil^ST,2016,0.31369693078200284,0.8931252925012959,6.0851495812260845,2016-04-01
May,oil^ST,2016,0.3095674739789564,0.8932886629345775,6.21364975948176,2016-05-01
June,oil^ST,2016,0.30790089593455205,0.8929568930349957,6.262073749481859,2016-06-01
July,oil^ST,2016,0.2989113012136715,0.8927510129184191,6.550652229036166,2016-07-01
August,oil^ST,2016,0.3029755814663084,0.891905158315268,6.407490483795435,2016-08-01
September,oil^ST,2016,0.3060233073126708,0.8926524202219104,6.318018570894925,2016-09-01
October,oil^ST,2016,0.29775579039821926,0.8925032546016759,6.58648070206147,2016-10-01
November,oil^ST,2016,0.30076102378485503,0.8929413982491515,6.491537393910363,2016-11-01
December,oil^ST,2016,0.30673958228926584,0.8945683806704786,6.3166121361892005,2016-12-01
January,oil^ST,2017,0.3075090817500098,0.893649621860737,6.282080862533693,2017-01-01
February,oil^ST,2017,0.305861480601135,0.8935526848182774,6.33321907047162,2017-02-01
March,oil^ST,2017,0.308396452491908,0.8934524122479622,6.25200115513263,2017-03-01
April,oil^ST,2017,0.3051012499798498,0.8927369373670889,6.34837093637724,2017-04-01
May,oil^ST,2017,0.3005184021471106,0.8937198267979293,6.5083816922647655,2017-05-01
June,oil^ST,2017,0.30288059702317865,0.8921891089298344,6.413766287487073,2017-06-01
July,oil^ST,2017,0.30428181967498824,0.891808648490119,6.364244682114528,2017-07-01
August,oil^ST,2017,0.30663578404263403,0.8915610769373532,6.286443426963873,2017-08-01
September,oil^ST,2017,0.3034126306814021,0.8922292937665841,6.396984894131496,2017-09-01
October,oil^ST,2017,0.30918844618782576,0.8950406925130432,6.244772128776485,2017-10-01
November,oil^ST,2017,0.3050061473078832,0.8937544129230158,6.362796616464858,2017-11-01
December,oil^ST,2017,0.30351380025078617,0.8883980927663936,6.350646435526996,2017-12-01
January,oil^ST,2018,0.3116263686450059,0.884551859495584,6.054378630085115,2018-01-01
February,oil^ST,2018,0.31061316196518096,0.8952705176780921,6.203007731561687,2018-02-01
March,oil^ST,2018,0.30521189409369753,0.895501864188904,6.375748789134488,2018-03-01
April,oil^ST,2018,0.29401862317542415,0.8939669370798955,6.730556151610323,2018-04-01
May,oil^ST,2018,0.3128390687968936,0.8954663754743265,6.1367314414517535,2018-05-01
June,oil^ST,2018,0.30647281211869415,0.8946436287647866,6.325919608307668,2018-06-01
July,oil^ST,2018,0.30176392869145546,0.8934979327386984,6.464930805734304,2018-07-01
August,oil^ST,2018,0.3024952563449604,0.8930810755345112,6.436345698270694,2018-08-01
September,oil^ST,2018,0.3087269429075088,0.8940784424850978,6.2485794329465945,2018-09-01
October,oil^ST,2018,0.3081233037395358,0.894554311094463,6.272771024657411,2018-10-01
November,oil^ST,2018,0.3126690818646578,0.8941819266740614,6.1279101546362265,2018-11-01
December,oil^ST,2018,0.30227297448538787,0.8944166961636861,6.458663170749228,2018-12-01
January,oil^ST,2019,0.3050173143817059,0.8945256748749297,6.371069701552948,2019-01-01
February,oil^ST,2019,0.30952140992007904,0.8952813317957125,6.237032528839656,2019-02-01
March,oil^ST,2019,0.3114236174392862,0.8945933022594881,6.170569555899698,2019-03-01
April,oil^ST,2019,0.3039724831811107,0.8937167957962231,6.395629421861264,2019-04-01
May,oil^ST,2019,0.3095747778431769,0.8933194295631643,6.213756576639775,2019-05-01
June,oil^ST,2019,0.31430065696286197,0.8937461330499824,6.073647874640873,2019-06-01
July,oil^ST,2019,0.3055418606013971,0.893303827604425,6.340624210871305,2019-07-01
August,oil^ST,2019,0.30835487718745924,0.8945899117658453,6.265890624239771,2019-08-01
September,oil^ST,2019,0.3074360343177686,0.8948452281810774,6.297647672253259,2019-09-01
October,oil^ST,2019,0.30691995582241277,0.8943136094211748,6.3080676917171,2019-10-01
November,oil^ST,2019,0.3074904695848925,0.8949865148524535,6.297489872685185,2019-11-01
December,oil^ST,2019,0.31121708202184906,0.895262245574888,6.184259264918919,2019-12-01
January,oil^ST,2020,0.30915666658731983,0.894345398690282,6.238096101494285,2020-01-01
February,oil^ST,2020,0.30652960740072316,0.8948699081694448,6.326633542318682,2020-02-01
March,oil^ST,2020,0.30664164825388807,0.8946470471348041,6.320598358710027,2020-03-01
April,oil^ST,2020,0.3060024261271672,0.8942375097625167,6.336361657156853,2020-04-01
May,oil^ST,2020,0.3031265973075921,0.894504596172184,6.431852659619416,2020-05-01
June,oil^ST,2020,0.30592534777812147,0.8940016631498084,6.336182140923452,2020-06-01
July,oil^ST,2020,0.30631666793375223,0.8946911477768414,6.331415086528112,2020-07-01
August,oil^ST,2020,0.3061453765105603,0.8943808025754526,6.333410980243714,2020-08-01
September,oil^ST,2020,0.30615393515982253,0.8951232042119754,6.341407226559137,2020-09-01
October,oil^ST,2020,0.30766270559857545,0.8952743726986023,6.295259901807534,2020-10-01
November,oil^ST,2020,0.30563415912359476,0.8956756977016082,6.364157211238585,2020-11-01
December,oil^ST,2020,0.30120054590646994,0.8919878850463889,6.466292061117781,2020-12-01
