month,gen_type,year,thermal_efficiency-Weighted_average_across_all_bogens,boiler_efficiency,CD/MWh-Weighted_average_across_all_bogens,date
January,oil^ST,2008,0.31324177304859485,0.8867797299440237,6.029827071197226,2008-01-01
February,oil^ST,2008,0.3106386929514135,0.8867797299440239,6.108945660429469,2008-02-01
March,oil^ST,2008,0.30811505813994067,0.8867797299440245,6.186933151079669,2008-03-01
April,oil^ST,2008,0.30158383731018934,0.886779729944024,6.394807861491668,2008-04-01
May,oil^ST,2008,0.30273228279325476,0.886779729944024,6.357610356515377,2008-05-01
June,oil^ST,2008,0.2999975766957479,0.8867797299440239,6.4466669983477045,2008-06-01
July,oil^ST,2008,0.3078184633805238,0.8867797299440241,6.196182270091135,2008-07-01
August,oil^ST,2008,0.304904537041148,0.8867797299440243,6.288004116298458,2008-08-01
September,oil^ST,2008,0.3038520253489584,0.8867797299440243,6.3216105025806515,2008-09-01
October,oil^ST,2008,0.3054757252358831,0.8867797299440238,6.269869051669084,2008-10-01
November,oil^ST,2008,0.30561435868923936,0.8867797299440237,6.26547466500028,2008-11-01
December,oil^ST,2008,0.30224064529598405,0.8867797299440242,6.3735025512723125,2008-12-01
January,oil^ST,2009,0.3182973154876062,0.8867797299440244,5.879868566051748,2009-01-01
February,oil^ST,2009,0.3091261524622266,0.8867797299440238,6.1555305674707235,2009-02-01
March,oil^ST,2009,0.3092196205402888,0.8867797299440239,6.152642990904838,2009-03-01
April,oil^ST,2009,0.2971015886299526,0.8867797299440239,6.542759337851819,2009-04-01
May,oil^ST,2009,0.30339439252350264,0.886779729944024,6.336283463185012,2009-05-01
June,oil^ST,2009,0.3059902196447827,0.8867797299440238,6.253585015762444,2009-06-01
July,oil^ST,2009,0.3032577146401432,0.8867797299440243,6.340679975119999,2009-07-01
August,oil^ST,2009,0.29906509699536277,0.8867797299440237,6.477401218620216,2009-08-01
September,oil^ST,2009,0.3108731677988669,0.8867797299440238,6.1017764739247475,2009-09-01
October,oil^ST,2009,0.30842712686955975,0.8867797299440239,6.17722264331933,2009-10-01
November,oil^ST,2009,0.30753050873882015,0.8867797299440238,6.205175712513092,2009-11-01
December,oil^ST,2009,0.3095892414731076,0.886779729944024,6.14122181814581,2009-12-01
January,oil^ST,2010,0.302130590438349,0.8867797299440238,6.377067930136457,2010-01-01
February,oil^ST,2010,0.30908665556729176,0.8867797299440241,6.15675833675104,2010-02-01
March,oil^ST,2010,0.3050061805080247,0.8867797299440241,6.284772770068893,2010-03-01
April,oil^ST,2010,0.3038612250608927,0.8867797299440234,6.321313685481688,2010-04-01
May,oil^ST,2010,0.29564286218539615,0.8867797299440237,6.591882045684722,2010-05-01
June,oil^ST,2010,0.298839338717299,0.8867797299440237,6.484871477545476,2010-06-01
July,oil^ST,2010,0.2914167999710151,0.8867797299440243,6.736953010215918,2010-07-01
August,oil^ST,2010,0.29725656990184113,0.886779729944024,6.5375722458278815,2010-08-01
September,oil^ST,2010,0.2970851032389739,0.886779729944024,6.543315442255154,2010-09-01
October,oil^ST,2010,0.3071740842589207,0.8867797299440241,6.216335184205464,2010-10-01
November,oil^ST,2010,0.30135409622467124,0.8867797299440238,6.402281730593953,2010-11-01
December,oil^ST,2010,0.29776420870457826,0.8867797299440237,6.5206067859581625,2010-12-01
January,oil^ST,2011,0.29019542484813804,0.886779729944024,6.779666488291126,2011-01-01
February,oil^ST,2011,0.3196996684564866,0.886779729944024,5.8391111353176655,2011-02-01
March,oil^ST,2011,0.2929382799733688,0.8867797299440243,6.684239055396747,2011-03-01
April,oil^ST,2011,0.27309680564739514,0.8867797299440232,7.417759062102156,2011-04-01
May,oil^ST,2011,0.3106130761022768,0.8867797299440238,6.1097369929923975,2011-05-01
June,oil^ST,2011,0.3016070176353783,0.8867797299440235,6.394057169029809,2011-06-01
July,oil^ST,2011,0.28924772779658336,0.8867797299440239,6.813058525071309,2011-07-01
August,oil^ST,2011,0.2674079876777492,0.8867797299440238,7.648157786907939,2011-08-01
September,oil^ST,2011,0.31788057759512217,0.8867797299440241,5.892037068817573,2011-09-01
October,oil^ST,2011,0.3159453314880525,0.8867797299440239,5.949034520470976,2011-10-01
November,oil^ST,2011,0.31922638963970656,0.886779729944024,5.852823923670537,2011-11-01
December,oil^ST,2011,0.3220789583986427,0.8867797299440242,5.770768039002481,2011-12-01
January,oil^ST,2012,0.3076151131201904,0.8984016465529276,6.331442669710402,2012-01-01
February,oil^ST,2012,0.3163925171013035,0.8983059948304263,6.060108099598562,2012-02-01
March,oil^ST,2012,0.32580145436600855,0.8983559454094123,5.787082785341059,2012-03-01
April,oil^ST,2012,0.32700447074972255,0.8982415530021729,5.752050807797067,2012-04-01
May,oil^ST,2012,0.31645301600788195,0.898482386781652,6.060200612750242,2012-05-01
June,oil^ST,2012,0.3032172033960329,0.8986631212415966,6.4757069153105515,2012-06-01
July,oil^ST,2012,0.3094556240693781,0.8991587473569684,6.2818403844972535,2012-07-01
August,oil^ST,2012,0.3226084718042825,0.8988316387612992,5.883163858534105,2012-08-01
September,oil^ST,2012,0.32503956035416015,0.8985044062918963,5.810204457742509,2012-09-01
October,oil^ST,2012,0.32588264968969205,0.8986923950165503,5.788316871024947,2012-10-01
November,oil^ST,2012,0.312455596752035,0.898314140431205,6.179534169466858,2012-11-01
December,oil^ST,2012,0.31530094798052816,0.8982974025753591,6.092819923808593,2012-12-01
January,oil^ST,2013,0.31419785887451857,0.8987966310561226,6.131600755921124,2013-01-01
February,oil^ST,2013,0.31313891511555697,0.8988420634028543,6.164372178124315,2013-02-01
March,oil^ST,2013,0.31841869999008043,0.8984630906774923,6.001520457665663,2013-03-01
April,oil^ST,2013,0.3101318375463539,0.8982629743133806,6.250857631730271,2013-04-01
May,oil^ST,2013,0.31132587303115167,0.8981983954089757,6.213089649931289,2013-05-01
June,oil^ST,2013,0.31238257869288666,0.8987198274004667,6.186222954694539,2013-06-01
July,oil^ST,2013,0.2984839360670153,0.8992319519062029,6.639004434944366,2013-07-01
August,oil^ST,2013,0.31705958458406425,0.898930261741174,6.046893092858393,2013-08-01
September,oil^ST,2013,0.3158499038654553,0.8988786304631602,6.08257499928504,2013-09-01
October,oil^ST,2013,0.31340113971704603,0.8983213087547255,6.150693067234585,2013-10-01
November,oil^ST,2013,0.30952191074045804,0.8984176163196826,6.2715953487163345,2013-11-01
December,oil^ST,2013,0.3093313192026225,0.8989773974063112,6.2837385295575725,2013-12-01
January,oil^ST,2014,0.31514486421355276,0.8882670954811673,5.988917915728574,2014-01-01
February,oil^ST,2014,0.3112360495922525,0.8938600687409697,6.168298716023412,2014-02-01
March,oil^ST,2014,0.30813277662034894,0.890650245551428,6.229241550692432,2014-03-01
April,oil^ST,2014,0.31130061759623634,0.894598752373376,6.174409862160057,2014-04-01
May,oil^ST,2014,0.31619730170776655,0.8950803930083686,6.031151049920458,2014-05-01
June,oil^ST,2014,0.3149470445448151,0.8954939444600097,6.0731160742561565,2014-06-01
July,oil^ST,2014,0.30607426528295206,0.8936881851315387,6.3279454250456935,2014-07-01
August,oil^ST,2014,0.30454727367112433,0.8928060169329952,6.366904852671805,2014-08-01
September,oil^ST,2014,0.31618628787501724,0.8944648188885369,6.024833371249341,2014-09-01
