"Plant.Code","bogen","bogen_dom_fuel","general_mover","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","FuelHeat_january","FuelHeat_february","FuelHeat_march","FuelHeat_april","FuelHeat_may","FuelHeat_june","FuelHeat_july","FuelHeat_august","FuelHeat_september","FuelHeat_october","FuelHeat_november","FuelHeat_december","NetGen_january","NetGen_february","NetGen_march","NetGen_april","NetGen_may","NetGen_june","NetGen_july","NetGen_august","NetGen_september","NetGen_october","NetGen_november","NetGen_december","ThermalEfficiency_january","ThermalEfficiency_february","ThermalEfficiency_march","ThermalEfficiency_april","ThermalEfficiency_may","ThermalEfficiency_june","ThermalEfficiency_july","ThermalEfficiency_august","ThermalEfficiency_september","ThermalEfficiency_october","ThermalEfficiency_november","ThermalEfficiency_december","steamHeat_january","steamHeat_february","steamHeat_march","steamHeat_april","steamHeat_may","steamHeat_june","steamHeat_july","steamHeat_august","steamHeat_september","steamHeat_october","steamHeat_november","steamHeat_december","nomLoss_january","nomLoss_february","nomLoss_march","nomLoss_april","nomLoss_may","nomLoss_june","nomLoss_july","nomLoss_august","nomLoss_september","nomLoss_october","nomLoss_november","nomLoss_december","Exported_Heat_January","Exported_Heat_February","Exported_Heat_March","Exported_Heat_April","Exported_Heat_May","Exported_Heat_June","Exported_Heat_July","Exported_Heat_August","Exported_Heat_September","Exported_Heat_October","Exported_Heat_November","Exported_Heat_December","flag_HighTE_january","flag_HighTE_february","flag_HighTE_march","flag_HighTE_april","flag_HighTE_may","flag_HighTE_june","flag_HighTE_july","flag_HighTE_august","flag_HighTE_september","flag_HighTE_october","flag_HighTE_november","flag_HighTE_december","flag_ZeroFH_ZeroNetGen_january","flag_ZeroFH_ZeroNetGen_february","flag_ZeroFH_ZeroNetGen_march","flag_ZeroFH_ZeroNetGen_april","flag_ZeroFH_ZeroNetGen_may","flag_ZeroFH_ZeroNetGen_june","flag_ZeroFH_ZeroNetGen_july","flag_ZeroFH_ZeroNetGen_august","flag_ZeroFH_ZeroNetGen_september","flag_ZeroFH_ZeroNetGen_october","flag_ZeroFH_ZeroNetGen_november","flag_ZeroFH_ZeroNetGen_december","Flag_gen_no_fuel_january","Flag_gen_no_fuel_february","Flag_gen_no_fuel_march","Flag_gen_no_fuel_april","Flag_gen_no_fuel_may","Flag_gen_no_fuel_june","Flag_gen_no_fuel_july","Flag_gen_no_fuel_august","Flag_gen_no_fuel_september","Flag_gen_no_fuel_october","Flag_gen_no_fuel_november","Flag_gen_no_fuel_december","Flag_fuel_no_gen_january","Flag_fuel_no_gen_february","Flag_fuel_no_gen_march","Flag_fuel_no_gen_april","Flag_fuel_no_gen_may","Flag_fuel_no_gen_june","Flag_fuel_no_gen_july","Flag_fuel_no_gen_august","Flag_fuel_no_gen_september","Flag_fuel_no_gen_october","Flag_fuel_no_gen_november","Flag_fuel_no_gen_december"
3,"3^1","coal","ST",220608,39247,77519,85282,372395,79495,0,0,0,23551,29519,255404,417035.345,68323.39,142805.89,163260.016,708842.046,142774.394,0,0,0,51793.472,34574.24,552726.224,39699,5594,13015,15858,68232,12428,0,0,0,6058,0,63455,0.32481310633275,0.279370083363838,0.310974583051161,0.331432750318976,0.328447131196278,0.297014574756311,0,0,0,0.399099410056928,0,0.391726200600896,364401.431802583,59700.3142302153,124782.398925545,142655.015455615,619379.291422583,124754.878026816,0,0,0,45256.6325159489,30210.6349270854,482966.803258451,8340.7069,1366.4678,2856.1178,3265.20032,14176.84092,2855.48788,0,0,0,1035.86944,691.4848,11054.52448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,"3^2","coal","ST",218703,221069,158701,32583,0,139812,122699,398446,370763,220527,0,224880,416762.083,405243.335,320588.816,57584.364,0,251596.698,229891.655,766537.464,718971.659,416368.988,0,463581.123,40189,36613,33709,4860,0,21981,21565,75034,71245,39556,0,50094,0.329037837302488,0.308280657644869,0.358776792949633,0.287977486388493,0,0.298105062332734,0.32007599014414,0.334003913421249,0.338118910887418,0.324161053608536,0,0.368711607698487,364162.658122483,354097.688056761,280127.392008691,50316.657670925,0,219842.749750628,200877.094102097,669792.986999509,628230.448824615,363819.175531495,0,405072.680297276,8335.24166,8104.8667,6411.77632,1151.68728,0,5031.93396,4597.8331,15330.74928,14379.43318,8327.37976,0,9271.62246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"3^3","coal","ST",634832,348727,568943,554891,543931,435533,648038,765725,658709,324526,502161,780424,1227813.4,672712.934,1101945.22,1103706.654,1043804.95,836067.606,1245849.72,1465023.785,1313473.295,621760.768,978769.37,1455060.217,121179,66128,108994,113553,101776,81563,121822,142174,135616,60471,97744,135373,0.336761036375723,0.335414977943623,0.337496619986246,0.351052276450261,0.332700051518246,0.33287305096234,0.333646757234893,0.331132912193641,0.352303149216292,0.331856766395399,0.340750561248152,0.317451898432324,1072851.41729749,587810.024451804,962869.024772977,964408.148684946,912066.621841425,730547.749400372,1088611.37844047,1280123.54655177,1147700.20112433,543288.516943027,855239.16403899,1271417.47765714,24556.268,13454.25868,22038.9044,22074.13308,20876.099,16721.35212,24916.9944,29300.4757,26269.4659,12435.21536,19575.3874,29101.20434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"3^4","coal","ST",936347,761537,179768,177262,977104,599947,957715,1129684,1050474,509819,80535,884847,1849976.697,1503589.705,350827.11,343188.096,1909949.924,1167212.322,1882608.129,2213395.671,2056220.479,1059767.88,94326.08,1729668.389,188495,153052,35101,33924,191557,116239,190398,222770,206655,115768,0,173484,0.347664557257934,0.347325370440735,0.341391878580877,0.337288614346344,0.342218030832519,0.339804278951058,0.345087552588593,0.343419135475484,0.342928104695722,0.372738814767626,0,0.342234210629376,1616491.66016903,1313822.07267258,306549.319456753,299874.423257823,1668895.6831149,1019898.78424913,1645004.6883455,1934043.628024,1796705.47264859,926014.874951157,82421.212063752,1511367.42976849,36999.53394,30071.7941,7016.5422,6863.76192,38198.99848,23344.24644,37652.16258,44267.91342,41124.40958,21195.3576,1886.5216,34593.36778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,"3^5","coal","ST",2395086,2105346,2278869,1541170,2134368,1935734,1421431,2153316,2205591,2159115,2108876,334589,4760703.53,4178483.393,4479206.762,2945847.554,4232352.69,3822714.564,2753719.41,4145134.739,4330639.15,4279364.666,4187013.289,593915.685,489319,428547,452941,285453,433521,389233,272470,406143,437241,438032,429647,50554,0.35070970543297,0.349950501904508,0.345038348497653,0.330636796903306,0.349506398281756,0.347427846464762,0.337618198289854,0.334323698330328,0.344505153642275,0.349263646623753,0.35013400087157,0.290440764432749,4159856.48103666,3651118.18321422,3913887.34068238,2574052.96558194,3698188.65144275,3340250.83771781,2406173.26041409,3621978.45342395,3784070.4050644,3739267.25921943,3658571.52344735,518957.754010063,95214.0706,83569.66786,89584.13524,58916.95108,84647.0538,76454.29128,55074.3882,82902.69478,86612.783,85587.29332,83740.26578,11878.3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"7^1","coal","ST",127960,207588,215449,142702,191453,185844,83452,209483,118059,27942,169842,185202,223652.592,329405.629,348126.973,248943.63,322220.214,304009.587,139052.72,342115.028,191310.939,41918.558,258683.35,282396.722,18462,21587,23968,20470,24518,21605,10337,24212,13271,2300,14953,16385,0.281664201235817,0.223608401603847,0.234920525735879,0.280571572769305,0.259632527337345,0.24248999983017,0.253654090189678,0.241482328803165,0.236695874144447,0.187218319866824,0.19723623271463,0.197976497404244,195425.461482549,287831.437528228,304189.965985495,217524.524714164,281552.891727522,265640.622821818,121502.915452031,298936.786867263,167165.63938027,36628.0286250069,226034.997401692,246755.511413921,4473.05184,6588.11258,6962.53946,4978.8726,6444.40428,6080.19174,2781.0544,6842.30056,3826.21878,838.37116,5173.667,5647.93444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"7^2","coal","ST",224985,0,0,0,0,0,100690,0,70673,144469,0,0,354677.216,0,0,0,0,0,168925.194,0,103728.092,227119.086,0,0,22812,0,0,0,0,0,12760,0,5243,14491,0,0,0.219460777768144,0,0,0,0,0,0.257740751210858,0,0.17246870809115,0.217706585610335,0,0,309913.504665064,0,0,0,0,0,147605.192939052,0,90636.5987826524,198454.450253117,0,0,7093.54432,0,0,0,0,0,3378.50388,0,2074.56184,4542.38172,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"8^5","coal","ST",2173171,2053972,1460934,1174,1834417,2267519,2098820,1991008,2115677,135713,1319803,2073028,4282631.955,4089162.896,2917313.909,1374.75,3651988.287,4523280.784,4165832.692,3927601.786,4134662.974,250137.322,2567317.43,4090900.392,434730,421253,301829,0,376206,467296,427294,399279,414554,22817,255612,416103,0.346366355499722,0.3515081810084,0.35302433546242,0,0.351498263400646,0.352505062051439,0.349986919052197,0.346877285756484,0.342111629038425,0.311248228603007,0.339725785167127,0.347063373431557,3742122.18459683,3573070.8009327,2549120.54386467,1201.2431904797,3191071.87595589,3952398.79280426,3640064.12361717,3431900.27303029,3612828.32692928,218567.561183726,2243297.02170383,3574589.0080529,85652.6391,81783.25792,58346.27818,27.495,73039.76574,90465.61568,83316.65384,78552.03572,82693.25948,5002.74644,51346.3486,81818.00784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,"8^1","coal","ST",0,25699,0,80704,0,191941,77188,0,45257,319222,0,0,0,39123.444,0,141245.554,0,324873.948,133398.312,0,67341.93,570446.339,0,0,0,2258,0,11691,0,25039,10758,0,3587,49185,0,0,0,0.196930825415063,0,0.282425376306004,0,0.262983763351809,0.27517441240186,0,0.181749263497497,0.294201390080268,0,0,0,34185.6851741144,0,123418.992491749,0,283871.698708314,116562.148689933,0,58842.7240198293,498450.467545243,0,0,0,782.46888,0,2824.91108,0,6497.47896,2667.96624,0,1346.8386,11408.92678,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"8^2","coal","ST",5548,52198,0,0,0,211815,80844,0,19825,305031,0,0,6497.856,88355.008,0,0,0,362621.832,139383.168,0,31376.883,537407.535,0,0,0,6811,0,0,0,28660,11184,0,2041,45077,0,0,0,0.263030767197712,0,0,0,0.269680211642635,0.273787533369883,0,0.221952503695157,0.286205579123486,0,0,5677.76342805429,77203.7473757258,0,0,0,316855.43292182,121791.65770321,0,27416.8154517026,469581.481673925,0,0,129.95712,1767.10016,0,0,0,7252.43664,2787.66336,0,627.53766,10748.1507,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
