"Plant.Code","bogen","bogen_dom_fuel","general_mover","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","FuelHeat_january","FuelHeat_february","FuelHeat_march","FuelHeat_april","FuelHeat_may","FuelHeat_june","FuelHeat_july","FuelHeat_august","FuelHeat_september","FuelHeat_october","FuelHeat_november","FuelHeat_december","NetGen_january","NetGen_february","NetGen_march","NetGen_april","NetGen_may","NetGen_june","NetGen_july","NetGen_august","NetGen_september","NetGen_october","NetGen_november","NetGen_december","ThermalEfficiency_january","ThermalEfficiency_february","ThermalEfficiency_march","ThermalEfficiency_april","ThermalEfficiency_may","ThermalEfficiency_june","ThermalEfficiency_july","ThermalEfficiency_august","ThermalEfficiency_september","ThermalEfficiency_october","ThermalEfficiency_november","ThermalEfficiency_december","steamHeat_january","steamHeat_february","steamHeat_march","steamHeat_april","steamHeat_may","steamHeat_june","steamHeat_july","steamHeat_august","steamHeat_september","steamHeat_october","steamHeat_november","steamHeat_december","nomLoss_january","nomLoss_february","nomLoss_march","nomLoss_april","nomLoss_may","nomLoss_june","nomLoss_july","nomLoss_august","nomLoss_september","nomLoss_october","nomLoss_november","nomLoss_december","Exported_Heat_January","Exported_Heat_February","Exported_Heat_March","Exported_Heat_April","Exported_Heat_May","Exported_Heat_June","Exported_Heat_July","Exported_Heat_August","Exported_Heat_September","Exported_Heat_October","Exported_Heat_November","Exported_Heat_December","flag_HighTE_january","flag_HighTE_february","flag_HighTE_march","flag_HighTE_april","flag_HighTE_may","flag_HighTE_june","flag_HighTE_july","flag_HighTE_august","flag_HighTE_september","flag_HighTE_october","flag_HighTE_november","flag_HighTE_december","flag_ZeroFH_ZeroNetGen_january","flag_ZeroFH_ZeroNetGen_february","flag_ZeroFH_ZeroNetGen_march","flag_ZeroFH_ZeroNetGen_april","flag_ZeroFH_ZeroNetGen_may","flag_ZeroFH_ZeroNetGen_june","flag_ZeroFH_ZeroNetGen_july","flag_ZeroFH_ZeroNetGen_august","flag_ZeroFH_ZeroNetGen_september","flag_ZeroFH_ZeroNetGen_october","flag_ZeroFH_ZeroNetGen_november","flag_ZeroFH_ZeroNetGen_december","Flag_gen_no_fuel_january","Flag_gen_no_fuel_february","Flag_gen_no_fuel_march","Flag_gen_no_fuel_april","Flag_gen_no_fuel_may","Flag_gen_no_fuel_june","Flag_gen_no_fuel_july","Flag_gen_no_fuel_august","Flag_gen_no_fuel_september","Flag_gen_no_fuel_october","Flag_gen_no_fuel_november","Flag_gen_no_fuel_december","Flag_fuel_no_gen_january","Flag_fuel_no_gen_february","Flag_fuel_no_gen_march","Flag_fuel_no_gen_april","Flag_fuel_no_gen_may","Flag_fuel_no_gen_june","Flag_fuel_no_gen_july","Flag_fuel_no_gen_august","Flag_fuel_no_gen_september","Flag_fuel_no_gen_october","Flag_fuel_no_gen_november","Flag_fuel_no_gen_december"
3,"3^4","coal","ST",711338,1010088,723720,979455,1010037,943118,900932,1106927,129159,0,0,1,1321758.957,1898534.679,1375553.909,1842220.418,1870763.637,1762596.196,1671386.662,2060819.804,237794.64,0,0,1.034,128544,188053,138632,182672,180987,173019,162126,201051,22779,0,0,0,0.331838208348907,0.337978110443565,0.343884590334874,0.338343029959838,0.330107433117699,0.334940613170369,0.33098062956781,0.332884106513565,0.3268582380999,0,0,0,1176365.47173,1689695.86431,1224242.97901,1639576.17202,1664979.63693,1568710.61444,1487534.12918,1834129.62556,211637.2296,0,0,0.92026,26435.17914,37970.69358,27511.07818,36844.40836,37415.27274,35251.92392,33427.73324,41216.39608,4755.8928,0,0,0.02068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,"3^2","coal","ST",115815,0,0,0,0,0,0,0,0,0,55870,0,195715.492,0,0,0,0,0,0,0,0,0,96125.606,0,15387,0,0,0,0,0,0,0,0,0,7854,0,0.268259797134506,0,0,0,0,0,0,0,0,0,0.278790934852468,0,172229.63296,0,0,0,0,0,0,0,0,0,84590.53328,0,3914.30984,0,0,0,0,0,0,0,0,0,1922.51212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"3^1","coal","ST",93440,0,0,0,0,0,0,0,0,64883,0,0,163826.099,0,0,0,0,0,0,0,0,114909.79,0,0,13907,0,0,0,0,0,0,0,0,9947,0,0,0.289652450187439,0,0,0,0,0,0,0,0,0.295366970734173,0,0,144166.96712,0,0,0,0,0,0,0,0,101120.6152,0,0,3276.52198,0,0,0,0,0,0,0,0,2298.1958,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"3^3","coal","ST",559127,276315,82228,0,235,267921,395690,122,496205,296149,284238,391866,964665.373,481218.804,149397.224,0,270.627,472904.027,708735.185,139.808,883223.132,536367.689,532563.842,684326.774,82102,41719,13994,0,0,42059,64745,0,79777,49968,52489,59642,0.290404865895399,0.2958136038674,0.319614286541228,0,0,0.303467909060542,0.311708814484778,0,0.308201045599426,0.317874873928135,0.336297364438797,0.297382568696633,858552.18197,428284.73556,132963.52936,0,240.85803,420884.58403,630774.31465,124.42912,786068.58748,477367.24321,473981.81938,609050.82886,19293.30746,9624.37608,2987.94448,0,5.41254,9458.08054,14174.7037,2.79616,17664.46264,10727.35378,10651.27684,13686.53548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3,"3^5","coal","ST",1558389,1541734,0,1169527,2133465,2056350,2130957,2037083,2194039,1134387,933405,1250972,2968392.08,2891188.892,0,2182612.134,4014401.547,3853919.587,3958487.679,3799148.104,4115845.16,2107172.093,1752024.706,2306908.246,300150,285346,0,213759,398319,380000,384797,371681,406432,204822,173170,221582,0.345019725628698,0.336761289839654,0,0.334175560970285,0.338561097276301,0.336440128220039,0.331687589314838,0.333818943779718,0.336942433587565,0.331667898128338,0.337255680114821,0.327741169069452,2641868.9512,2573158.11388,0,1942524.79926,3572817.37683,3429988.43243,3523054.03431,3381241.81256,3663102.1924,1875383.16277,1559301.98834,2053148.33894,59367.8416,57823.77784,0,43652.24268,80288.03094,77078.39174,79169.75358,75982.96208,82316.9032,42143.44186,35040.49412,46138.16492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"7^2","other","ST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130530.612,0,87568.28,0,0,157178.615,3994.088,0,214692.764,275233.113,288752.764,45702.648,9855,0,4593,0,0,11149,609,0,12160,16494,16229,3393,0.25761497004243,0,0.178968446336961,0,0,0.242030055170037,0.520267270025097,0,0.193260460329255,0.20448061843489,0.191775203440131,0.253319917480493,112908.97938,0,75746.5622,0,0,135959.501975,3454.88612,0,185709.24086,238076.642745,249771.14086,39532.79052,2610.61224,0,1751.3656,0,0,3143.5723,79.88176,0,4293.85528,5504.66226,5775.05528,914.05296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"7^1","coal","ST",170918,83764,108823,127269,133256,193561,96914,129605,98085,109104,109187,137718,286301.805,239437.474,198927.752,268712.879,287095.3,264363.374,200360.804,282153.914,36335.86,863.076,28061.1,278070.52,14982,12670,11117,18346,19383,16927,12700,19041,2179,0,235,16676,0.178555218958539,0.180555754610074,0.19068611593218,0.232959137176302,0.230367789441346,0.218476912690636,0.216280715264049,0.230266370644782,0.204620258334329,0,0.0285752482974652,0.204627396820058,247651.061325,207113.41501,172072.50548,232436.640335,248337.4345,228674.31851,173312.09546,244063.13561,31430.5189,746.56074,24272.8515,240530.9998,5726.0361,4788.74948,3978.55504,5374.25758,5741.906,5287.26748,4007.21608,5643.07828,726.7172,17.26152,561.222,5561.4104,96561,75331,79664,37197,43205,66847,30355,43847,65109,67919,102346,67395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,"8^2","coal","ST",94797,73246,0,0,0,73485,25889,0,0,0,39885,0,160728.285,122410.782,0,0,0,130209.439,45108.344,0,0,0,70913.164,0,12964,9566,0,0,0,11473,3848,0,0,0,6288,0,0.275215920831856,0.266647518353408,0,0,0,0.300650110473174,0.291075077373712,0,0,0,0.302560696910943,0,142244.532225,108333.54207,0,0,0,115235.353515,39920.88444,0,0,0,62758.15014,0,3214.5657,2448.21564,0,0,0,2604.18878,902.16688,0,0,0,1418.26328,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"8^4","coal","ST",365101,379706,393487,14026,0,54356,390707,139334,289483,398981,42970,0,641862.426,690523.992,716245.16,20684.55,0,83113.655,709714.848,245195.868,521443.319,726698.838,74428.215,0,55718,63774,66256,1133,0,5140,65415,21325,47352,67296,6275,0,0.29619683100129,0.315131434795969,0.315638779101837,0.186900591020834,0,0.211017065727647,0.314499744128222,0.296758204342987,0.309854681022387,0.315981478753926,0.287675560941506,0,568048.24701,611113.73292,633876.9666,18305.82675,0,73555.584675,628097.64048,216998.34318,461477.337315,643128.47163,65868.970275,0,12837.24852,13810.47984,14324.9032,413.691,0,1662.2731,14194.29696,4903.91736,10428.86638,14533.97676,1488.5643,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"8^3","coal","ST",417775,383889,375008,394776,381038,350952,238344,266261,170206,58832,0,0,771880.524,704309.103,688153.04,716821.167,698524.947,634817.791,420159.52,491188.155,289817.123,93188.109,0,0,73242,66043,64550,66024,65412,58079,36663,46488,23589,6382,0,0,0.323770259916546,0.319956054891427,0.32006490445788,0.314280802146011,0.319523164689492,0.312174110224331,0.297742364185869,0.322938496593021,0.277723309191776,0.233680860290877,0,0,683114.26374,623313.556155,609015.4404,634386.732795,618194.578095,561813.745035,371841.1752,434701.517175,256488.153855,82471.476465,0,0,15437.61048,14086.18206,13763.0608,14336.42334,13970.49894,12696.35582,8403.1904,9823.7631,5796.34246,1863.76218,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"8^1","coal","ST",124678,77802,0,0,0,76886,32603,0,0,0,0,0,219934.112,126446.935,0,0,0,140447.662,54987.764,0,0,0,0,0,19216,9254,0,0,0,13072,4385,0,0,0,0,0,0.298124204761833,0.249716954863319,0,0,0,0.317580894155433,0.272101151448893,0,0,0,0,0,194641.68912,111905.537475,0,0,0,124296.18087,48664.17114,0,0,0,0,0,4398.68224,2528.9387,0,0,0,2808.95324,1099.75528,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
