"Plant.Code","bogen","bogen_dom_fuel","general_mover","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","FuelHeat_january","FuelHeat_february","FuelHeat_march","FuelHeat_april","FuelHeat_may","FuelHeat_june","FuelHeat_july","FuelHeat_august","FuelHeat_september","FuelHeat_october","FuelHeat_november","FuelHeat_december","NetGen_january","NetGen_february","NetGen_march","NetGen_april","NetGen_may","NetGen_june","NetGen_july","NetGen_august","NetGen_september","NetGen_october","NetGen_november","NetGen_december","ThermalEfficiency_january","ThermalEfficiency_february","ThermalEfficiency_march","ThermalEfficiency_april","ThermalEfficiency_may","ThermalEfficiency_june","ThermalEfficiency_july","ThermalEfficiency_august","ThermalEfficiency_september","ThermalEfficiency_october","ThermalEfficiency_november","ThermalEfficiency_december","steamHeat_january","steamHeat_february","steamHeat_march","steamHeat_april","steamHeat_may","steamHeat_june","steamHeat_july","steamHeat_august","steamHeat_september","steamHeat_october","steamHeat_november","steamHeat_december","nomLoss_january","nomLoss_february","nomLoss_march","nomLoss_april","nomLoss_may","nomLoss_june","nomLoss_july","nomLoss_august","nomLoss_september","nomLoss_october","nomLoss_november","nomLoss_december","Exported_Heat_January","Exported_Heat_February","Exported_Heat_March","Exported_Heat_April","Exported_Heat_May","Exported_Heat_June","Exported_Heat_July","Exported_Heat_August","Exported_Heat_September","Exported_Heat_October","Exported_Heat_November","Exported_Heat_December","flag_HighTE_january","flag_HighTE_february","flag_HighTE_march","flag_HighTE_april","flag_HighTE_may","flag_HighTE_june","flag_HighTE_july","flag_HighTE_august","flag_HighTE_september","flag_HighTE_october","flag_HighTE_november","flag_HighTE_december","flag_ZeroFH_ZeroNetGen_january","flag_ZeroFH_ZeroNetGen_february","flag_ZeroFH_ZeroNetGen_march","flag_ZeroFH_ZeroNetGen_april","flag_ZeroFH_ZeroNetGen_may","flag_ZeroFH_ZeroNetGen_june","flag_ZeroFH_ZeroNetGen_july","flag_ZeroFH_ZeroNetGen_august","flag_ZeroFH_ZeroNetGen_september","flag_ZeroFH_ZeroNetGen_october","flag_ZeroFH_ZeroNetGen_november","flag_ZeroFH_ZeroNetGen_december","Flag_gen_no_fuel_january","Flag_gen_no_fuel_february","Flag_gen_no_fuel_march","Flag_gen_no_fuel_april","Flag_gen_no_fuel_may","Flag_gen_no_fuel_june","Flag_gen_no_fuel_july","Flag_gen_no_fuel_august","Flag_gen_no_fuel_september","Flag_gen_no_fuel_october","Flag_gen_no_fuel_november","Flag_gen_no_fuel_december","Flag_fuel_no_gen_january","Flag_fuel_no_gen_february","Flag_fuel_no_gen_march","Flag_fuel_no_gen_april","Flag_fuel_no_gen_may","Flag_fuel_no_gen_june","Flag_fuel_no_gen_july","Flag_fuel_no_gen_august","Flag_fuel_no_gen_september","Flag_fuel_no_gen_october","Flag_fuel_no_gen_november","Flag_fuel_no_gen_december"
3,"3^1","coal","ST",72803,116594,93702,107606,230384,245959,279538,297513,264023,28517,128242,114163,130352.376,214999.327,157116.798,197418.588,398777.792,443379.266,506142.749,543720.615,483399.068,48171.206,233485.784,208351.464,11281,19628,11853,17863,32265,38861,44725,48860,43581,3696,20840,18677,0.29529458933683,0.311505551456912,0.257414203540477,0.308740212547767,0.276075296339471,0.299064892538299,0.301511701593101,0.306622842321327,0.307622590079135,0.261800990409084,0.304553863544857,0.305870367102388,113900.639412874,187864.322616088,137287.131265666,172502.443723671,348448.159414096,387420.493967911,442262.615491489,475097.789628792,422389.408051814,42091.5316855389,204017.609095336,182055.484529169,2607.04752,4299.98654,3142.33596,3948.37176,7975.55584,8867.58532,10122.85498,10874.4123,9667.98136,963.42412,4669.71568,4167.02928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"3^2","coal","ST",73235,141056,0,60288,143117,268328,283958,119838,0,49937,153355,3,130283.492,247503.095,0,98918.094,247658.916,478091.296,507791.334,212664.55,0,86226.464,277330.444,3.048,11137,20592,0,7083,20027,40991,43842,18093,0,6941,24451,0,0.291679341692806,0.283886497985005,0,0.244325245692664,0.27592355197097,0.292552974526439,0.294599438516609,0.290296850227271,0,0.274668154547077,0.30083330894606,0,113840.449243074,216265.799229969,0,86433.6692727627,216401.954105534,417751.528457983,443703.1330439,185824.217162341,0,75343.8463132516,242328.646930504,2.66331278020157,2605.66984,4950.0619,0,1978.36188,4953.17832,9561.82592,10155.82668,4253.291,0,1724.52928,5546.60888,0.06096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,"3^3","coal","ST",591653,355580,518250,220189,297411,488010,542320,263972,1155,423263,0,288626,1119601.174,680323.706,974666.242,413520.282,563334.354,918994.274,1015574.414,496279.348,1353.312,791111.714,0,540220.988,106756,66024,92002,38942,53798,86934,95184,46819,0,73910,0,50589,0.325353729791641,0.331141086769656,0.32208328425927,0.321327784062596,0.325856760583786,0.322777831323027,0.319800429473994,0.321901330981841,0,0.318780853496501,0,0.319529885536398,978296.625801472,594460.243065583,851653.890665892,361330.003911797,492236.08416496,803008.266035521,887399.053822809,433644.071548066,1182.5108744095,691265.727842314,0,472039.849564803,22392.02348,13606.47412,19493.32484,8270.40564,11266.68708,18379.88548,20311.48828,9925.58696,27.06624,15822.23428,0,10804.41976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,"3^4","coal","ST",419040,671867,106930,379463,832028,815832,953245,957271,871100,80105,45752,75221,819803.283,1306301.068,197997.894,755704.928,1553657.858,1598845.094,1824182.771,1858126.326,1695164.92,146322.696,74795.314,138420.374,82327,129965,18206,77887,144921,160975,177088,184402,168879,13137,5307,12591,0.342656897825573,0.339476699486247,0.313747886833584,0.351673435402025,0.318275184200819,0.343541246466745,0.33124369878176,0.33862360781169,0.339930813964697,0.306345388688027,0.242103763077992,0.310375225109564,716336.142016111,1141433.17886987,173008.635676902,660327.622310929,1357571.1382126,1397055.30590971,1593953.17828997,1623612.72679291,1481218.63385347,127855.349832792,65355.4185286711,120950.377662231,16396.06566,26126.02136,3959.95788,15114.09856,31073.15716,31976.90188,36483.65542,37162.52652,33903.2984,2926.45392,1495.90628,2768.40748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"3^5","coal","ST",1766595,988425,653630,0,1218617,1775689,2055589,1929935,191401,1321293,0,29787,3402712.681,1951482.732,1208828.26,0,2390094.445,3492822.636,3953160.286,3738914.08,347064.24,2536033.844,0,34887.732,333707,198632,110919,0,240921,353590,386747,369963,30750,247347,0,0,0.334631545395531,0.347305247116068,0.313089269322675,0,0.343942969559096,0.345422229621625,0.33381770864527,0.3376289274933,0.302316669098493,0.332796265545421,0,0,2973257.273839,1705186.64713854,1056262.38645893,0,2088441.29962509,3051994.47684913,3454233.04195837,3267026.78915341,303261.360217502,2215961.72826408,0,30484.5611902386,68054.25362,39029.65464,24176.5652,0,47801.8889,69856.45272,79063.20572,74778.2816,6941.2848,50720.67688,0,697.75464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,"7^1","coal","ST",150507,155199,202498,156747,209463,166420,162794,148326,166430,155649,149495,87878,233966.966,235362.69,313960.59,241659.654,333522.976,255035.924,252426.694,231120.774,258608.28,241293.224,232698.253,147257.281,14435,13409,19214,14531,22068,15043,15453,14362,15934,14761,14414,11093,0.210517927988176,0.19439523426589,0.208818750022097,0.205172048868364,0.225768870328142,0.201261144763277,0.208883611255472,0.21203266946484,0.210237037886026,0.208736066869412,0.211357779123507,0.257039032385774,204438.061250914,205657.631318773,274335.712541544,211159.857269452,291429.135325349,222847.912007781,220567.992189709,201951.086339987,225969.401965206,210839.674296339,203329.47216059,128671.981123699,4679.33932,4707.2538,6279.2118,4833.19308,6670.45952,5100.71848,5048.53388,4622.41548,5172.1656,4825.86448,4653.96506,2945.14562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"7^2","coal","ST",98922,0,0,0,102,69439,45323,95609,0,0,0,86597,171994.004,0,0,0,119.952,115406.913,67056.024,164533.196,0,0,0,136829.466,14046,0,0,0,0,8527,3496,13150,0,0,0,8859,0.278654588679731,0,0,0,0,0.252110701375402,0.177893658592105,0.272708742617508,0,0,0,0.220918411389547,150286.689295026,0,0,0,104.812891932657,100841.43908022,58592.9021354014,143767.507767129,0,0,0,119560.257711928,3439.88008,0,0,0,2.39904,2308.13826,1341.12048,3290.66392,0,0,0,2736.58932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,"8^5","coal","ST",1961425,1550339,845637,1516135,1995139,2000549,2192176,2267155,843631,70292,7352,1333231,3913069.87,3085190.957,1672570.487,3007472.163,4035707.82,4007968.269,4356979.452,4464780.286,1581886.756,113420.6,8610.534,2568926.43,404313,317634,170688,308211,425120,416593,447764,452764,148584,7780,0,252079,0.352555054126851,0.351294844262698,0.348213338000864,0.349682066713114,0.359433591701393,0.354661899400382,0.350663452006567,0.346017957435498,0.320496652391216,0.234053154365256,0,0.334820347136216,3419202.42604748,2695809.87701457,1461475.83786584,2627899.95007164,3526362.27498866,3502123.72489176,3807086.30498269,3901281.62614693,1382237.27496273,99105.8180833762,7523.80093391082,2244702.95026791,78261.3974,61703.81914,33451.40974,60149.44326,80714.1564,80159.36538,87139.58904,89295.60572,31637.73512,2268.412,172.21068,51378.5286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,"8^1","coal","ST",359343,169351,0,59831,90039,284001,384680,375590,0,0,25252,0,636531.372,296688.664,0,99589.523,160814.131,486633.362,657907.72,640475.41,0,0,39398.978,0,53963,24607,0,7385,13852,38535,51886,50188,0,0,2458,0,0.289269812800366,0.282998776724412,0,0.253025149041029,0.29391051014043,0.270196877500561,0.269098979473899,0.267377138366639,0,0,0.212874560350271,0,556194.927180722,259243.671447549,0,87020.3574081623,140517.824911191,425215.502718851,574873.37233244,559641.189257822,0,0,34426.4441057351,0,12730.62744,5933.77328,0,1991.79046,3216.28262,9732.66724,13158.1544,12809.5082,0,0,787.97956,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"8^2","coal","ST",356900,159585,44460,188326,102397,228922,308238,338844,17804,0,0,0,640688.132,289894.725,71076.378,327026.281,178505.658,413717.04,565366.016,627832.624,28269.639,0,0,0,55719,25769,4755,26637,14657,36432,51133,57794,1856,0,0,0,0.296745045154044,0.303308160091564,0.22827170090181,0.277926204897275,0.280168911956841,0.300473687233187,0.308601772448947,0.314098394415388,0.224018843678902,0,0,0,559827.063674237,253307.193571365,62105.8483916791,285752.386367812,155976.509281395,361501.929140146,494011.330677312,548594.045710856,24701.7358400213,0,0,0,12813.76264,5797.8945,1421.52756,6540.52562,3570.11316,8274.3408,11307.32032,12556.65248,565.39278,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
