,Plant_ID,WB_01,WB_02,WB_03,WB_04,WB_05,WB_06,WB_07,WB_08,WB_09,WB_10,WB_11,WB_12,DB_01,DB_02,DB_03,DB_04,DB_05,DB_06,DB_07,DB_08,DB_09,DB_10,DB_11,DB_12
357,2830,-3.236871026909724,-6.703025125367785,2.7007902736893725,9.516932540561868,15.862021915307256,19.358230802033457,20.668706844729968,18.822500511104547,17.15924950728019,10.656658090538567,6.624383457890593,6.0705401094494365,-1.3406889790676655,-5.459420109581,5.054219093086163,12.618601440476903,19.205486852072976,22.424674845701023,23.60362674846936,22.014424681461083,20.713688262121508,13.45803449214332,9.08312386688871,7.606743889974075
358,2832,-3.1460571171504674,-6.664157138190039,2.7582748367288015,9.533444160518098,15.844430985892178,19.348608471662196,20.636456807468992,18.75308988100552,17.153313305256514,10.644605801581408,6.657135358134853,6.126045938480973,-1.2392996513758565,-5.352365919533711,5.218902963943514,12.854800897338738,19.41459927104603,22.52052553293492,23.72759012003864,22.108296634687086,20.94497716340627,13.641334938862357,9.232321764236438,7.728602305637898
359,2835,-6.9643565515170245,-11.732486154067205,-2.406657654142648,5.495028156354559,13.372168509293546,16.49630852617198,17.672940735519344,17.056378870671757,16.25168789202078,8.552862808356728,5.512147896591476,4.59890134002918,-6.417106788218405,-11.27977801798502,-0.7956369213344452,8.56357299030732,17.071169004470597,18.965231094186407,21.064871222257175,20.474528132688242,19.552365535260048,11.159531332994318,8.32023272597354,5.919081583635383
360,2836,-6.204095140200315,-10.622413411987578,-1.103113504944715,6.780354758841085,14.060872963890889,17.453620626948183,18.279012128131146,17.541319342578234,16.517505744676384,9.056626544172246,5.750519595229968,4.925465801369642,-5.235240528200742,-10.175786867815331,0.8595470781632977,9.968207227813686,17.847146445938318,20.315900013366594,21.649086428317826,21.152251251853624,20.12784623235935,12.247953513543898,8.737505744676389,6.5261864020981495
361,2837,-6.492327681174896,-11.089626171672052,-1.5567993382448577,6.351119368524837,13.827470898879117,17.1752127033508,18.11383615941255,17.44227160888519,16.45805028284165,8.918757658021756,5.685955617659642,4.848567342366872,-5.738988323543698,-10.708749055403203,0.24671007729736016,9.4310116764563,17.475868500157247,19.765881913514118,21.36589950396477,20.765053432908605,19.82408884090992,11.855503591270127,8.540082623586349,6.27416521234866
362,2838,-6.103867203780004,-10.482261257765003,-0.9986426689719722,6.82866897040138,14.151698137617736,17.530013150714705,18.34250488748655,17.597783927970983,16.642759847792046,9.158791132468894,5.7959116371535675,5.035979293544676,-5.0926726953677095,-9.933470125296111,1.0024228719766302,10.132023728936225,17.95392352958716,20.486744688451793,21.83599244425938,21.38896327502504,20.31108418082943,12.341728108082512,8.862759847792047,6.594975919821061
363,2840,-5.025011505480155,-9.06048275798061,0.44295874595938856,7.943430323996099,14.851298947200227,18.442320281866195,18.959441455326928,17.54021847422497,16.13362801711024,9.177818711621214,5.631778011135739,5.13066054734904,-3.991340998443792,-8.442863480301115,2.0886885707108536,10.950509007530709,18.33484375596121,21.192349851020843,21.922566584418238,20.73671615539011,19.816375710501458,12.163496883962187,8.430756676469775,6.610840289934995
364,2843,-4.583264880730361,-8.398172346045444,1.0911421048640695,8.424171508943976,15.290372570407552,18.708891473221342,19.415851776816446,17.984704512405713,16.607865877464395,9.614898523545316,6.075515512373088,5.565474046862234,-3.3422739709398157,-7.222232505428963,3.1175217255955947,11.694600996734032,19.210608047058006,21.71167510832581,22.49966778722231,21.542875750570172,20.496547887674485,12.806071801595253,8.963528775919569,7.102496400618168
365,2848,-4.021961523123544,-7.678795732407392,1.8713276447868916,8.980051136885256,15.537954974752086,19.13924435664353,20.086882664089597,18.209804382496692,16.70927403980314,9.953002538451958,6.118130387244176,5.6542386363311605,-2.5771490929229097,-6.550215822514524,4.019498442053501,12.306352321396044,19.644871616255262,22.369743767463042,23.188671456800556,21.54755873611564,20.513696133409706,13.109253834791922,8.812389228586554,7.028254299390979
366,2850,-3.5623396376590386,-7.108778046686525,2.3328810210678665,9.20117621630684,15.5881140277664,19.050352856415458,20.281493016545372,18.451220375059524,16.956196244751737,10.478055942788135,6.614949595495011,5.986684776316128,-1.759067138006882,-5.831364051634204,4.697844542788456,12.475391301164798,19.277062716890818,22.260610381637754,23.32243970361406,21.695800664304567,20.589044265000577,13.34927527134267,9.086136969735502,7.553596457111466
