"Plant.Code","Elevation","Pond_Area","percentAllocation","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","DB_jan","DB_feb","DB_mar","DB_apr","DB_may","DB_jun","DB_jul","DB_aug","DB_sep","DB_oct","DB_nov","DB_dec","WB_jan","WB_feb","WB_mar","WB_apr","WB_may","WB_jun","WB_jul","WB_aug","WB_sep","WB_oct","WB_nov","WB_dec","WT_jan","WT_feb","WT_mar","WT_apr","WT_may","WT_jun","WT_jul","WT_aug","WT_sep","WT_oct","WT_nov","WT_dec","WS_jan","WS_feb","WS_mar","WS_apr","WS_may","WS_jun","WS_jul","WS_aug","WS_sep","WS_oct","WS_nov","WS_dec","Tdb","Twb","nwT"
3,NA,NA,100,1545773,1404791,1227062,1490233,1304078,1266411,1579838,1492226,1499529,1248237,1536012,1515378,8.087105,11.313794,16.933878,19.001677,22.458067,26.600008,27.60646,27.517748,26.045008,21.158068,15.510011,12.801619,4.9971156,7.5461755,13.13366,15.057804,18.471807,22.851011,24.007515,23.969412,22.231428,16.810534,11.48433,9.191868,10.6208548387097,11.907224137931,15.7348096774194,18.9585966666667,21.4355548387097,25.1362033333333,27.6231580645161,28.152335483871,28.50983,25.4149806451613,37.64773,15.0706580645161,9.61161,10.637017,10.6218405,8.798616,7.1726284,5.726557,6.3860927,5.6139884,4.936173,6.220126,7.7845383,8.724051,NA,NA,30.49
26,NA,NA,100,0,36793,2144162,2336247,2426647,2342552,2700396,2316510,2448259,2611167,247159,1652673,5.9096847,9.965521,14.990328,17.641674,21.57259,26.591671,28.498392,27.879034,25.746668,20.114523,13.348339,9.803239,4.44,6.2243576,11.027194,13.523777,17.299814,22.160456,24.047222,23.707308,20.7784,14.564632,8.511067,6.5603375,8.03209032258065,9.46091034482759,15.1609838709677,17.96476,20.2468806451613,25.2817866666667,28.4807709677419,29.5245870967742,28.7635266666667,24.6424741935484,22.07449,9.98515161290323,9.604395,10.667872,10.419793,9.402589,7.692175,6.002446,6.44382,6.2706375,6.181401,7.5695043,8.589836,9.575531,NA,NA,30.49
46,NA,NA,20,3209359.3712,2617153.1504,2302522.0896,3288347.1624,3374282.9232,3211599.276,3041159.6776,3154414.4952,2962040.8088,2228450.4744,3068731.7504,3389576.4936,4.44,7.5327635,13.530653,16.821672,20.129036,25.920006,27.637104,26.817749,24.285006,19.459684,12.420008,7.2080727,4.44,4.44,9.642783,12.436919,15.99517,21.59594,23.602514,23.060862,19.74309,14.348297,7.9295893,4.44,6.09556774193548,6.53081379310345,9.45821612903226,14.3011066666667,20.7038096774194,24.0274066666667,27.9174096774194,28.1184161290323,26.00576,20.9487,19.2169633333333,8.7403,7.8870044,8.785761,8.825075,7.9112983,6.804616,5.1151276,5.101658,4.935692,5.443212,6.1912622,6.6213317,8.146778,NA,NA,30.49
46,NA,NA,100,16046796.856,13085765.752,11512610.448,16441735.812,16871414.616,16057996.38,15205798.388,15772072.476,14810204.044,11142252.372,15343658.752,16947882.468,4.44,7.5327635,13.530653,16.821672,20.129036,25.920006,27.637104,26.817749,24.285006,19.459684,12.420008,7.2080727,4.44,4.44,9.642783,12.436919,15.99517,21.59594,23.602514,23.060862,19.74309,14.348297,7.9295893,4.44,6.09556774193548,6.53081379310345,9.45821612903226,14.3011066666667,20.7038096774194,24.0274066666667,27.9174096774194,28.1184161290323,26.00576,20.9487,19.2169633333333,8.7403,7.8870044,8.785761,8.825075,7.9112983,6.804616,5.1151276,5.101658,4.935692,5.443212,6.1912622,6.6213317,8.146778,NA,NA,30.49
51,245,0,100,2470515,2213154,2202720,268621,1485973,2260084,2632318,2288006,1647481,1270325,647734,1352634,8.064522,12.262074,16.49517,19.356672,22.388714,27.275005,29.243553,28.030647,25.98167,21.2871,15.515005,10.824201,4.968316,8.120893,12.550524,15.3683,18.87913,23.919445,25.20245,24.464016,22.154934,16.986378,11.552074,7.8048735,9.41486774193548,9.3978724137931,17.8994096774194,18.54361,19.7551064516129,24.2189366666667,27.224935483871,27.346235483871,26.3122733333333,22.1631967741935,16.4543033333333,11.3564516129032,8.644677,9.402846,10.708431,9.365308,8.153994,6.039728,7.1221166,5.152169,5.920425,6.624218,7.322238,9.705418,89.62050661,79,30.49
56,NA,NA,100,657928,624309,686110,628612,605260,691735,1356472,1309267,793177,942973,355118,463519,7.3032346,10.962072,16.579037,18.793339,21.658068,26.150005,27.508068,27.545162,25.681671,20.277426,14.110005,11.703234,4.44,7.239464,12.644634,14.797776,17.787981,22.490438,23.79719,23.738327,21.726673,15.784044,10.030483,8.229116,9.64484838709677,10.9961620689655,15.3411774193548,17.5603466666667,20.7500903225806,24.7593366666667,27.4567322580645,28.2377161290323,28.3695666666667,25.0357806451613,22.01171,12.5845935483871,9.0704155,10.243626,10.051782,8.276665,6.811832,5.480494,6.4221725,5.4552383,4.973455,5.808819,7.3669767,8.392119,NA,NA,30.49
59,1870,0,100,279211,264261,266292,10750,108924,312113,337377,324170,271286,209415,289887,316437,4.44,4.44,7.8290396,11.568337,15.970972,24.785007,24.259686,22.682262,18.755005,13.120971,7.06834,4.44,4.44,4.44,4.44,7.537847,11.964381,19.189697,19.560244,17.67721,14.9524,9.228723,4.44,4.44,0,0.0175344827586207,3.98886129032258,39.0610666666667,37.2100967741935,40.4913,35.2158290322581,31.1892903225806,25.6664833333333,18.5107516129032,12.0041366666667,2.00633225806452,8.825075,11.045837,11.249625,12.616322,10.369282,9.8499775,9.431212,9.005472,11.259246,10.304338,10.222799,10.405361,88.02768518,74.99079651,30.49
60,1890,0,100,955493,671193,723953,168746,255486,890746,840528,876578,747020,440429,238753,713410,4.44,4.44,7.872588,11.561672,15.791938,24.781672,24.595165,22.895168,19.046673,13.580651,7.2183433,4.44,4.44,4.44,4.44,7.464683,11.798722,19.083172,19.6197,17.930439,15.144968,9.455619,4.44,4.44,0.0210096774193548,0.053151724137931,3.98816451612903,10.37366,12.9215451612903,17.7303833333333,22.9796774193548,23.0220032258065,19.83415,15.6213838709677,11.07626,2.75280967741935,8.67354,10.482746,10.85275,12.154021,10.073429,9.566631,9.301325,8.651893,10.946075,9.936327,9.730673,9.835304,88.07506764,75.00073091,30.49
87,6890,0,100,657257,609239,532239,482736,467199,575018,705454,697772,639168,703046,697568,712207,4.44,4.44,5.359684,7.993341,11.691937,20.186674,22.370981,18.164524,15.743338,12.104841,4.44,4.44,4.44,4.44,4.44,4.44,6.526396,12.087383,14.678861,13.828802,10.572124,7.5170083,4.44,4.44,9.8379127,9.8379127,9.8379127,9.8379127,9.8379127,9.8379127,9.8379127,9.8379127,9.8379127,9.8379127,9.8379127,9.8379127,10.9682045,9.742244,11.213545,10.014019,9.799225,8.3586855,8.168426,6.3283653,9.216177,9.395133,10.849141,9.986838,79.3757684,62.51768759,30.49
108,2920,0,100,697773,596241,580077,925923,855110,1057720,950420,1082017,550921,857198,565525,690866,4.44,5.750006,8.914518,12.521673,16.532263,25.016672,26.338715,23.595165,21.106676,16.064526,8.221671,4.44,4.44,4.44,4.44,7.8842373,12.08616,19.146784,20.917913,18.605902,15.828598,10.365696,4.44,4.44,13.5871474833333,13.5871474833333,13.5871474833333,13.5871474833333,13.5871474833333,13.5871474833333,13.5871474833333,13.5871474833333,13.5871474833333,13.5871474833333,13.5871474833333,13.5871474833333,8.55087,9.996791,11.098091,11.1995945,11.004284,10.357016,10.932124,9.979623,12.1465645,10.751727,9.835063,9.705418,88.30561281,70.90968836,30.49
