"Plant.Code","Elevation","Pond_Area","percentAllocation","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","DB_jan","DB_feb","DB_mar","DB_apr","DB_may","DB_jun","DB_jul","DB_aug","DB_sep","DB_oct","DB_nov","DB_dec","WB_jan","WB_feb","WB_mar","WB_apr","WB_may","WB_jun","WB_jul","WB_aug","WB_sep","WB_oct","WB_nov","WB_dec","WT_jan","WT_feb","WT_mar","WT_apr","WT_may","WT_jun","WT_jul","WT_aug","WT_sep","WT_oct","WT_nov","WT_dec","WS_jan","WS_feb","WS_mar","WS_apr","WS_may","WS_jun","WS_jul","WS_aug","WS_sep","WS_oct","WS_nov","WS_dec","Tdb","Twb","nwT"
26,NA,NA,100,2561075,2614283,4618909,1720438,2925566,2767861,2310899,2641824,0,0,190938,1869375,4.44,8.569647,11.827429,17.325008,21.683876,25.873337,25.820969,26.956459,24.720007,18.125818,9.076669,9.337103,4.44,5.0209103,7.7280073,12.890209,17.126205,21.680014,20.775068,21.174555,19.735968,13.07813,4.66537,6.4233146,4.36057741935484,5.97116785714286,11.493735483871,16.2725633333333,19.1915,24.7726666666667,26.6526,26.9884387096774,27.09046,21.8506258064516,17.26428,9.69882580645161,10.12394,9.395133,9.149791,10.312277,7.7354703,6.5169415,7.1437645,7.107685,6.539311,8.558085,10.125865,8.55087,NA,NA,30.49
46,NA,NA,20,3413699.004,2540732.2768,2640429.0448,3309104.7304,3223809.832,3177952.1248,3320964.5496,2878926.4776,3012133.6704,2312471.332,3297133.092,3439561.5656,4.44,5.3089347,9.353236,15.998342,21.112906,24.933336,24.217749,25.703234,23.446676,17.124197,7.4416747,7.2709737,4.44,4.44,5.5786366,11.624109,16.43468,21.223879,20.053715,20.996124,18.97282,12.718524,4.44,4.8924766,2.38387741935484,3.39099642857143,6.06886774193548,13.36192,20.7177322580645,24.918,26.8679741935484,25.4442258064516,24.6643933333333,20.9742838709677,13.87239,8.30712580645161,8.774564,8.276665,7.9086523,8.6644,6.7468886,5.361191,5.3614316,4.7913737,5.689275,7.280867,8.724051,7.114901,NA,NA,30.49
46,NA,NA,100,17068495.02,12703661.384,13202145.224,16545523.652,16119049.16,15889760.624,16604822.748,14394632.388,15060668.352,11562356.66,16485665.46,17197807.828,4.44,5.3089347,9.353236,15.998342,21.112906,24.933336,24.217749,25.703234,23.446676,17.124197,7.4416747,7.2709737,4.44,4.44,5.5786366,11.624109,16.43468,21.223879,20.053715,20.996124,18.97282,12.718524,4.44,4.8924766,2.38387741935484,3.39099642857143,6.06886774193548,13.36192,20.7177322580645,24.918,26.8679741935484,25.4442258064516,24.6643933333333,20.9742838709677,13.87239,8.30712580645161,8.774564,8.276665,7.9086523,8.6644,6.7468886,5.361191,5.3614316,4.7913737,5.689275,7.280867,8.724051,7.114901,NA,NA,30.49
51,245,0,100,0,0,0,0,14874,1770587,2380489,2591671,2636957,2380891,2506399,2632356,5.456458,8.257149,11.633874,17.186672,21.764523,26.14001,26.327425,27.288715,25.085003,19.529041,10.530005,9.687107,4.44,4.912552,7.5453763,12.163291,16.34542,21.633017,20.697477,21.576979,20.095638,14.37269,6.297145,6.920234,5.95396129032258,5.66595357142857,13.4430225806452,16.09099,18.7933967741935,23.3917566666667,25.3777580645161,25.5861,24.0648866666667,19.9462258064516,12.7507566666667,9.72542580645161,10.383714,9.411111,9.373486,10.640361,9.561099,9.141613,6.5015473,7.951948,6.740635,8.752915,9.872346,7.988028,89.62050661,79,30.49
56,NA,NA,100,674197,700546,0,732869,903098,1108342,1556323,1474256,1008266,598664,1064046,652805,4.5000067,9.746436,12.290326,17.776674,21.820974,26.07667,25.99517,27.38065,25.35334,18.95968,10.243343,11.287106,4.44,6.41522,8.4344845,13.839596,17.371925,21.98333,21.332335,22.283915,20.846382,13.984478,5.8718047,7.795298,6.286,8.21280714285714,10.960864516129,16.3504566666667,20.8253225806452,24.5422533333333,26.6151387096774,27.6486064516129,28.2295266666667,23.9871677419355,19.2923366666667,11.3442870967742,8.933313,8.91579,8.298312,9.723217,7.9303007,6.882307,7.1654124,7.086037,5.711644,7.951948,9.38022,7.6055837,NA,NA,30.49
59,1870,0,100,286758,296503,281761,280490,301059,257826,289378,352001,274666,184517,311658,325105,4.44,4.44,4.44,10.530008,16.864523,22.118341,22.632265,23.019361,17.69834,12.029039,4.44,4.44,4.44,4.44,4.44,5.500899,11.686335,17.319834,16.142975,18.045038,13.597283,7.449191,4.44,4.44,0,0,0.0481612903225806,15.68529,12.1418806451613,18.9286233333333,22.1141064516129,22.971535483871,20.7510333333333,15.9807935483871,7.88417666666667,0.256196774193548,12.259854,10.35382,12.050592,13.361966,10.362066,10.297364,9.690986,7.8725724,10.088583,10.145589,12.221129,9.907463,88.02768518,74.99079651,30.49
60,1890,0,100,944097,804081,866437,497719,771261,827285,916348,932323,681356,230781,647668,905904,4.44,4.44,4.44,10.45667,16.933878,22.02334,22.72581,23.135489,17.741674,12.11452,4.44,4.44,4.44,4.44,4.44,5.3773756,11.574246,17.10561,16.064587,17.933334,13.475626,7.403748,4.44,4.44,0,0,0,4.42467666666667,11.0369516129032,17.5349133333333,20.4913967741935,21.4977096774194,18.34708,14.4162935483871,7.45307,0.424087096774194,11.473319,9.92241,11.819683,12.847471,9.979623,10.334645,9.546667,7.663311,9.835063,9.705418,11.721547,9.532236,88.07506764,75.00073091,30.49
87,6890,0,100,796845,706896,776895,747236,793981,761939,814534,788930,646660,10621,366436,761073,4.44,4.44,4.743554,7.8383403,11.861297,19.24667,21.68549,18.811295,17.320004,10.64194,4.44,4.44,4.44,4.44,4.44,4.44,5.819848,9.987853,15.926223,14.436378,12.977968,6.385009,4.44,4.44,9.85286333083333,9.85286333083333,9.85286333083333,9.85286333083333,9.85286333083333,9.85286333083333,9.85286333083333,9.85286333083333,9.85286333083333,9.85286333083333,9.85286333083333,9.85286333083333,12.043377,11.464298,11.711445,13.831723,10.614624,11.020639,7.22314,7.8076296,8.269208,8.969393,11.535135,10.268259,79.3757684,62.51768759,30.49
108,2920,0,100,1081563,936695,948844,802836,814379,871700,1137441,1199034,831102,898599,861939,876142,4.44,4.44,4.8258104,11.683336,18.238716,23.210007,24.512905,25.575806,20.27501,14.354844,4.44,4.44,4.44,4.44,4.44,6.1671553,11.179875,17.16206,18.134995,18.616905,15.461086,9.114819,4.44,4.44,11.999317875,11.999317875,11.999317875,11.999317875,11.999317875,11.999317875,11.999317875,11.999317875,11.999317875,11.999317875,11.999317875,11.999317875,10.224963,9.802575,12.396956,13.466356,10.022918,12.638691,10.571329,9.409565,11.35618,9.604395,10.953531,9.445644,88.30561281,70.90968836,30.49
113,NA,NA,100,3403609,3004727,3443677,2587506,3366745,3347610,3688866,3725360,3540807,2797972,2689014,2758504,4.44,7.47322,9.198393,12.645005,17.209682,23.261671,26.196781,23.135492,21.776672,15.600008,7.323338,4.44,4.44,4.44,4.44,5.225959,8.127771,11.453908,17.48355,16.802706,15.439163,9.462355,4.44,4.44,14.2007488583333,14.2007488583333,14.2007488583333,14.2007488583333,14.2007488583333,14.2007488583333,14.2007488583333,14.2007488583333,14.2007488583333,14.2007488583333,14.2007488583333,14.2007488583333,4.661487,6.5670056,7.6272316,8.985028,8.724051,8.835898,5.6933637,5.9098415,5.681818,4.8635325,6.375269,4.914044,NA,NA,30.49
