"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling","DB_jan","DB_feb","DB_mar","DB_apr","DB_may","DB_jun","DB_jul","DB_aug","DB_sep","DB_oct","DB_nov","DB_dec","WB_jan","WB_feb","WB_mar","WB_apr","WB_may","WB_jun","WB_jul","WB_aug","WB_sep","WB_oct","WB_nov","WB_dec","WS_jan","WS_feb","WS_mar","WS_apr","WS_may","WS_jun","WS_jul","WS_aug","WS_sep","WS_oct","WS_nov","WS_dec","eia_id","WT_multsrc","t_source","WT_jan","WT_feb","WT_mar","WT_apr","WT_may","WT_jun","WT_jul","WT_aug","WT_sep","WT_oct","WT_nov","WT_dec","nsegment_v","prms_id","water_source_aeg","nsegment_v11_new","cmplxcoo_flg","coolty_1","coolty_2","coolty_3"
3,1138672,1353406,2748438,2565238,2306612,2493420,2408762,2252016,1724408,1374602,1816082,2426644,100,"tower",9.698391,11.189291,15.654845,18.068342,23.1242,27.55334,27.111296,26.064528,25.14167,19.317743,13.360004,8.870974,6.29636,7.4344096,11.579476,14.1531,19.815,23.013678,22.816866,22.248375,21.578678,16.075289,9.928817,5.8976345,9.214734,10.042247,9.662122,10.603079,9.2508135,6.472203,7.7715497,7.0499578,7.337151,8.420983,7.2103915,9.597178,3,"","sntemp",12.4794483870968,11.369875,15.1829322580645,18.37238,22.2163161290323,26.1398,28.8604096774194,28.0682903225806,26.8427333333333,22.9422677419355,34.4888633333333,10.9795193548387,8721,8782,"sw","8721",1,"river_once_through_fresh","tower_recirculating",""
3,4405576,3475926,3263800,2391188,4027798,3190521,3149883,4447171,4285537,3237538,2721091,2480144,100,"river",9.698391,11.189291,15.654845,18.068342,23.1242,27.55334,27.111296,26.064528,25.14167,19.317743,13.360004,8.870974,6.29636,7.4344096,11.579476,14.1531,19.815,23.013678,22.816866,22.248375,21.578678,16.075289,9.928817,5.8976345,9.214734,10.042247,9.662122,10.603079,9.2508135,6.472203,7.7715497,7.0499578,7.337151,8.420983,7.2103915,9.597178,3,"","sntemp",12.4794483870968,11.369875,15.1829322580645,18.37238,22.2163161290323,26.1398,28.8604096774194,28.0682903225806,26.8427333333333,22.9422677419355,34.4888633333333,10.9795193548387,8721,8782,"sw","8721",1,"river_once_through_fresh","tower_recirculating",""
7,352945,207588,215449,142702,191453,185844,184142,209483,188732,172411,169842,185202,100,"river",5.429041,8.214293,13.069361,16.230005,21.466137,26.145008,25.45968,25.91936,22.96667,15.670969,11.426676,5.7613006,2.2453463,4.067049,8.789353,12.02446,18.161757,21.573622,20.783064,21.862074,19.394964,12.335957,7.913882,3.0207145,9.395133,9.9304,9.48894,10.66273,9.647691,6.733178,7.583936,7.4468336,6.9419594,8.471495,7.695061,10.376498,7,"","sntemp",7.41799032258064,7.61626785714286,14.396035483871,17.9987366666667,20.9752451612903,24.4611066666667,26.8179032258065,26.9875161290323,25.8034533333333,18.7062,18.0718266666667,7.51206451612903,9614,9679,"sw","9614",0,"river_once_through_fresh","",""
8,2530256,2445715,1979133,470041,2235356,3037973,2977355,3011829,3127431,954645,1795519,2588032,100,"river",6.1677485,8.441078,13.624201,16.401669,21.477428,26.051674,25.545176,25.662909,23.483341,16.109686,11.4066725,6.1951647,2.8046577,4.286774,8.940602,11.899876,18.120417,21.735603,21.322668,21.860615,20.06339,13.015059,8.029954,3.1787534,9.423997,10.130126,9.885816,10.640361,9.380701,6.2112265,7.4612656,7.353026,6.4572897,8.377687,7.7472563,10.23218,8,"","sntemp",7.70123870967742,7.17415,13.3465161290323,16.2830166666667,21.7396709677419,25.94248,27.3627451612903,27.9080516129032,26.4687166666667,19.0534322580645,22.7185633333333,7.94593870967742,8917,8980,"sw","8917",0,"river_once_through_fresh","",""
10,964039,776411,786627,609320,991124,1055597,1524739,1330672,711692,923938,1119692,1345693,100,"river",7.7354913,9.664289,14.401622,17.145002,22.40162,26.830006,26.445166,26.035486,23.965012,16.96775,11.720008,6.78549,4.268329,5.7064185,10.045296,12.963543,19.228132,22.595993,22.252039,22.34132,20.700731,14.1024275,8.537022,4.0092907,8.70962,9.411111,8.810643,9.753043,8.341608,5.6072536,6.9705825,6.472684,6.464746,7.8725724,6.882308,9.041553,10,"","sntemp",9.59328387096774,7.77585357142857,13.4097032258065,17.2397066666667,22.1102225806452,27.1705033333333,28.6690064516129,30.1013096774194,27.9280066666667,21.6288741935484,34.6531933333333,8.78670322580645,8611,8675,"sw","8611",0,"river_once_through_fresh","",""
26,2612873,3435390,107018,2063179,1968542,2072766,1666166,2624925,2478669,2540103,2498552,2637109,100,"tower",7.0500073,8.975009,13.7693615,16.685005,21.688717,25.923338,25.382267,25.396772,23.198343,16.56936,11.276675,6.8548417,3.6450408,4.71555,9.268019,12.394532,18.313711,21.765987,21.180822,21.692585,19.847971,13.26621,8.010184,3.8165758,9.618827,10.162083,9.698202,10.819315,9.777576,6.5169415,7.843709,7.215924,6.7555475,8.55087,7.9112983,10.455873,26,"","sntemp",7.73185806451613,7.46293571428571,13.7416741935484,17.22074,21.2732096774194,24.73102,26.9541419354839,27.0588935483871,25.9698866666667,19.0528580645161,18.0417066666667,7.86418709677419,9676,9750,"sw","9676",1,"river_once_through_fresh","tower_recirculating",""
26,837276,0,951111,1001649,1094241,901018,1343400,2033758,1887412,1681670,1457666,1214366,100,"river",7.0500073,8.975009,13.7693615,16.685005,21.688717,25.923338,25.382267,25.396772,23.198343,16.56936,11.276675,6.8548417,3.6450408,4.71555,9.268019,12.394532,18.313711,21.765987,21.180822,21.692585,19.847971,13.26621,8.010184,3.8165758,9.618827,10.162083,9.698202,10.819315,9.777576,6.5169415,7.843709,7.215924,6.7555475,8.55087,7.9112983,10.455873,26,"","sntemp",7.73185806451613,7.46293571428571,13.7416741935484,17.22074,21.2732096774194,24.73102,26.9541419354839,27.0588935483871,25.9698866666667,19.0528580645161,18.0417066666667,7.86418709677419,9676,9750,"sw","9676",1,"river_once_through_fresh","tower_recirculating",""
47,2992186,2859184,2405437,331544,0,617759,2403268,2148626,426378,350638,425606,2728764,100,"river",3.7612965,7.253577,12.295168,15.676673,20.616135,25.548338,24.64194,24.675816,22.595007,14.653236,10.925007,4.4564605,0.9413,3.635139,8.217221,11.427651,17.25249,21.341301,20.726185,20.926155,19.179014,11.747538,7.71921,1.8787183,10.802238,12.534833,11.52383,12.355346,10.116725,7.322239,8.175642,8.413767,7.1134577,9.68377,8.477989,11.466103,47,"","sntemp",5.3433935483871,3.70183928571429,9.28201612903226,13.78372,24.4467419354839,23.8952566666667,25.5365451612903,26.2571,25.7266666666667,18.9148161290323,16.6949433333333,6.39012258064516,16917,16275,"sw","16917",0,"river_once_through_fresh","",""
50,4217853,2843251,1530372,1030422,1700142,1723248,1928728,1886341,2406749,2562180,3057820,3099640,100,"river",3.4919453,6.505367,11.475813,14.838335,19.98065,25.108343,24.24355,24.717749,21.826672,14.091948,10.600006,4.5629086,0.835119,2.8845694,7.783862,10.812744,16.851091,20.804356,20.010916,20.811806,18.458765,11.262007,7.298401,1.9012916,10.888829,12.111412,11.422807,11.915415,10.131157,7.02398,8.045755,8.51479,7.3073254,9.597178,8.3959675,11.603206,50,"","sntemp",7.52579677419355,5.53701785714286,12.0812677419355,16.3749933333333,23.9673451612903,24.0721866666667,27.5334548387097,30.3640161290323,28.5143633333333,22.0560064516129,18.4457933333333,8.70896774193548,16310,16331,"sw","16310",0,"river_once_through_fresh","",""
51,2953810,2314920,3037651,279730,1115256,2729160,3105092,2946299,2962540,2350328,2861877,2442984,100,"tower",8.445167,11.835727,14.300002,17.611673,22.745167,27.571676,28.448393,26.898397,23.950008,16.95807,13.795005,6.4032335,4.999269,8.020705,10.377705,12.891786,19.292658,23.105082,23.910784,22.799152,20.561665,14.228819,10.471065,3.7279415,9.243598,11.160715,10.35485,11.505309,8.00246,8.187187,7.4035378,7.526209,6.360356,9.0632,7.404259,8.788995,51,"","sntemp",8.14806451612903,9.35321428571429,15.7370838709677,17.4932833333333,20.5598387096774,23.7191366666667,27.0606161290323,27.2395741935484,23.77765,18.9184161290323,15.1164166666667,9.56115483870968,35680,35705,"sw","35680",0,"tower_recirculating","",""
