"Plant.Code","Elevation","Pond_Area","percentAllocation","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","DB_jan","DB_feb","DB_mar","DB_apr","DB_may","DB_jun","DB_jul","DB_aug","DB_sep","DB_oct","DB_nov","DB_dec","WB_jan","WB_feb","WB_mar","WB_apr","WB_may","WB_jun","WB_jul","WB_aug","WB_sep","WB_oct","WB_nov","WB_dec","WT_jan","WT_feb","WT_mar","WT_apr","WT_may","WT_jun","WT_jul","WT_aug","WT_sep","WT_oct","WT_nov","WT_dec","WS_jan","WS_feb","WS_mar","WS_apr","WS_may","WS_jun","WS_jul","WS_aug","WS_sep","WS_oct","WS_nov","WS_dec","Tdb","Twb","nwT"
3,NA,NA,100,2537762,2612120,1859566,2029310,2222512,2403392,2586136,2711528,2457642,2465836,2493040,2782182,6.208069,6.366078,11.974202,18.898338,24.414524,27.68334,28.28549,28.375813,25.73834,19.566135,14.978342,6.8903246,4.44,4.44,8.215305,14.315535,20.350983,23.51078,23.901833,24.147064,20.887089,14.009837,10.717216,4.44,9.92778709677419,7.40323928571429,9.6495,16.1050266666667,23.6925225806452,27.248,29.3633483870968,29.7462870967742,28.98802,24.0747193548387,35.6466666666667,13.0442290322581,9.575531,8.100905,9.25803,8.574923,7.5478563,6.1739445,6.7252407,6.7180247,5.875686,8.47871,8.3586855,10.239395,NA,NA,30.49
26,NA,NA,100,2532392,1119121,2405196,2317678,2880563,2866478,2834387,2998766,2698720,2474063,2697869,239338,4.44,4.503579,10.561299,18.005007,22.816137,27.201674,28.485487,28.327425,24.736673,17.311296,12.253342,4.44,4.44,4.44,6.910129,13.527476,19.133701,23.31444,24.328259,24.351246,19.606337,12.358184,8.593492,4.44,5.97786774193548,5.20321785714286,10.518564516129,16.9798466666667,21.6859258064516,26.0510433333333,28.9187032258064,30.3421548387097,28.1094866666667,22.6588580645161,19.2799733333333,6.79355806451613,9.885816,9.259318,9.135359,8.112622,7.518993,5.2493443,5.974785,5.982001,6.270878,8.305529,8.537641,10.138372,NA,NA,30.49
51,245,0,100,2949108,2682184,2943383,424427,2788077,2792821,1981427,2702641,2615286,2408140,2755784,2392620,5.8887153,5.535721,11.906455,18.836674,24.469364,28.530006,28.477423,29.840328,26.155006,19.206455,13.110003,7.7032332,4.44,4.44,7.8982005,13.786799,19.668877,23.882586,23.672165,23.8044,20.591606,12.722628,9.359467,4.44,6.70540322580645,6.02769285714286,12.292364516129,16.54153,20.8357032258065,25.7092766666667,26.0772709677419,26.3959516129032,20.68436,15.7591903225806,13.5900066666667,9.41816774193548,8.536438,8.0929165,9.120927,9.574088,8.096267,6.695896,7.22314,7.2303557,7.02398,7.8148456,9.208721,10.549681,89.62050661,79,30.49
56,NA,NA,100,1553775,1358829,1155215,942350,1422366,1362319,1750040,1208593,809688,824885,1391786,1343913,5.7258153,6.069652,11.835486,18.961674,24.093555,27.696672,28.590326,28.837101,25.856672,18.972586,14.363341,6.382269,4.44,4.44,7.926884,14.134876,19.88712,23.271149,23.722887,24.09348,20.361607,13.157603,9.903181,4.44,8.31301612903226,5.942325,9.36418709677419,15.7368633333333,23.0439258064516,27.1192566666667,29.2588870967742,29.3764903225806,28.57936,23.6476806451613,20.4349266666667,10.2592322580645,9.0632,7.757376,8.825075,8.134992,7.3241625,5.771296,6.472684,6.5737066,5.6147103,8.406551,7.896385,9.849736,NA,NA,30.49
59,1870,0,100,370274,330697,289023,155712,266499,302914,341520,346144,286385,205032,268501,334311,4.44,4.44,5.0629134,12.22334,14.900004,22.44667,24.430655,24.617748,18.486671,12.677424,4.44,4.44,4.44,4.44,4.44,7.7967553,10.873481,18.414375,20.88921,19.245773,13.836745,7.4554276,4.44,4.44,0,0,9.90833870967742,40.3875133333333,22.5274451612903,27.20262,29.5541322580645,28.2830677419355,24.50643,17.9601677419355,9.544,0.720264516129032,7.9952435,7.80531,10.499169,11.915415,11.249625,9.589001,9.084847,10.080646,10.983357,10.210532,10.886424,8.947745,88.02768518,74.99079651,30.49
60,1890,0,100,309934,272655,264975,57647,235569,278627,291480,286791,262719,177331,263650,239823,4.44,4.44,4.985493,12.070007,14.891944,22.718342,24.645166,24.574196,18.543337,12.862911,4.44,4.44,4.44,4.44,4.44,7.7076836,10.899668,18.502033,20.87258,19.165468,13.90573,7.452347,4.44,4.44,0,0,0.609609677419355,7.81440666666667,12.4526548387097,17.84784,23.1137225806452,23.6015419354839,20.6940033333333,15.6711129032258,9.21708333333333,1.2409935483871,7.7643337,7.6375403,10.376498,11.333811,10.867182,9.432415,8.861155,9.68377,10.491232,9.7487135,10.5136,8.644677,88.07506764,75.00073091,30.49
87,6890,0,100,951933,778578,907693,253308,800758,823989,884049,870476,844331,868186,885350,902205,4.44,4.44,4.44,7.630004,11.914526,19.155006,21.474201,18.896778,17.176674,10.182261,4.44,4.44,4.44,4.44,4.44,4.44,5.1677785,10.022852,14.846752,14.574985,10.790977,5.911966,4.44,4.44,9.14966898333333,9.14966898333333,9.14966898333333,9.14966898333333,9.14966898333333,9.14966898333333,9.14966898333333,9.14966898333333,9.14966898333333,9.14966898333333,9.14966898333333,9.14966898333333,9.200302,9.682738,12.014513,13.108447,12.332013,10.028932,7.1365485,7.280867,8.038058,9.820872,11.080292,11.040363,79.3757684,62.51768759,30.49
108,2920,0,100,1320212,1246683,1226035,613887,923173,1267856,1394225,1322545,1290290,1230204,1200967,1300868,4.44,4.44,6.388716,12.481674,16.335491,25.065008,26.49678,25.9113,21.770008,14.330651,4.9350085,4.44,4.44,4.44,4.44,7.6403794,11.668032,18.354265,20.387,18.907295,15.056495,8.3318405,4.44,4.44,12.6635533083333,12.6635533083333,12.6635533083333,12.6635533083333,12.6635533083333,12.6635533083333,12.6635533083333,12.6635533083333,12.6635533083333,12.6635533083333,12.6635533083333,12.6635533083333,8.406551,8.388512,11.004284,12.653604,12.065024,12.571582,11.29292,11.379512,11.729003,9.575531,10.565796,8.70962,88.30561281,70.90968836,30.49
113,NA,NA,100,3442984,3070315,3567657,3227620,3704024,3342827,3672158,2694449,2719266,2652849,3250464,3627235,4.44,4.44,7.177421,11.725007,16.03388,22.74334,26.096783,24.298397,21.571674,14.227426,5.1583376,4.779035,4.44,4.44,4.44,4.8906336,7.1746116,11.412904,17.069717,17.788841,12.9900875,8.383931,4.44,4.44,13.1741668,13.1741668,13.1741668,13.1741668,13.1741668,13.1741668,13.1741668,13.1741668,13.1741668,13.1741668,13.1741668,13.1741668,4.3006907,5.776089,7.8797884,9.305655,9.351838,7.896385,6.0902395,6.5592747,5.391017,6.0974555,6.7630043,6.0902395,NA,NA,30.49
116,1180,0,100,1144,0,0,75,0,7823,47914,127202,82742,71680,1278,0,13.143556,13.680359,15.801617,19.658342,23.84678,30.77001,34.36775,33.288715,31.213339,23.662909,15.480006,14.138717,6.677781,8.044039,8.652256,9.800721,11.118397,15.0216,21.015463,21.685442,17.844084,13.995681,6.8865623,7.1302896,22.4210083333333,22.4210083333333,22.4210083333333,22.4210083333333,22.4210083333333,22.4210083333333,22.4210083333333,22.4210083333333,22.4210083333333,22.4210083333333,22.4210083333333,22.4210083333333,3.9471102,3.9066496,4.33677,5.7041874,5.6212044,5.3686476,5.5201817,5.188249,4.0861373,3.9976218,3.9295514,3.3337567,96.68488697,75.06482624,30.49
