"Plant.Code","Elevation","Pond_Area","percentAllocation","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","DB_jan","DB_feb","DB_mar","DB_apr","DB_may","DB_jun","DB_jul","DB_aug","DB_sep","DB_oct","DB_nov","DB_dec","WB_jan","WB_feb","WB_mar","WB_apr","WB_may","WB_jun","WB_jul","WB_aug","WB_sep","WB_oct","WB_nov","WB_dec","WT_jan","WT_feb","WT_mar","WT_apr","WT_may","WT_jun","WT_jul","WT_aug","WT_sep","WT_oct","WT_nov","WT_dec","WS_jan","WS_feb","WS_mar","WS_apr","WS_may","WS_jun","WS_jul","WS_aug","WS_sep","WS_oct","WS_nov","WS_dec","Tdb","Twb","nwT"
3,NA,NA,100,1514043,1393880,1053546,1232160,1459078,1372062,1426915,1492597,1448873,1497358,1226457,1505117,12.7322645,13.225869,19.414526,20.371672,24.7242,26.55001,27.466137,27.158073,24.223341,19.15807,12.99834,12.746781,8.693473,9.274855,14.340626,15.5374,19.696638,21.807388,23.39369,23.043432,20.296476,14.831417,9.119964,9.100014,13.6450709677419,15.0751551724138,18.5951322580645,21.3395733333333,23.0018129032258,27.4152466666667,28.644964516129,29.1678290322581,27.5827733333333,23.2616935483871,34.8322866666667,14.3879387096774,9.885816,9.00174,9.893031,8.3959675,6.220126,7.3595204,6.9994464,8.738483,6.20377,7.518993,7.5384755,9.077632,NA,NA,30.49
26,NA,NA,100,1688016,0,1951538,2162992,2596618,2186042,2876335,2847089,1946092,2603714,2532088,2237743,10.088714,10.791384,18.550003,19.055004,23.391943,25.211672,28.9242,26.73388,23.601677,17.080647,11.083337,10.991947,6.4104085,7.0707397,13.476382,14.455296,18.741505,20.48169,23.519909,22.11034,18.894617,13.026637,7.0554748,7.5359917,10.2809290322581,10.652675862069,17.6879870967742,20.99027,21.7312096774194,24.80492,29.0382870967742,29.3464161290323,26.8439933333333,21.8023548387097,17.8413666666667,11.3614709677419,9.936327,9.248575,9.626042,8.239383,6.0108647,6.882308,6.7108088,7.3025146,6.673527,8.024107,7.4340854,9.359054,NA,NA,30.49
51,245,0,100,1983908,2067239,1595431,985368,2487018,2349481,2390869,2029459,2112755,1692240,2450784,2479900,11.285492,11.641392,18.791945,20.241674,24.48872,28.183346,29.327421,29.440329,25.578342,18.664522,13.34167,11.975808,7.667851,8.052606,13.873972,15.505925,19.467388,22.17461,23.887806,23.415161,20.354357,14.150495,8.904009,8.20507,10.0115838709677,10.7845517241379,18.2580677419355,21.02769,21.150635483871,25.0032566666667,27.6464903225806,28.0072838709677,22.99742,21.1408838709677,15.0753233333333,11.5866935483871,9.423996,8.631489,10.46309,9.775413,7.215924,8.008232,7.244787,8.500359,6.68844,8.464278,7.61304,9.589963,89.62050661,79,30.49
56,NA,NA,100,682715,965089,1240843,959348,896105,1398172,1374604,1002485,1012746,672184,693275,650722,12.409682,13.07759,19.632263,20.561674,24.817747,26.921675,28.314528,27.820974,24.211676,18.696777,12.406675,12.4371,8.287337,8.9987135,14.189077,15.32676,19.231565,21.399485,23.582697,23.151796,20.051891,14.180847,8.392295,8.675833,12.8823161290323,13.1446965517241,17.6320193548387,20.87505,22.5742419354839,26.1730733333333,27.8189290322581,29.1530322580645,27.625,23.3050322580645,20.23269,12.967135483871,9.48894,8.631489,9.503372,8.172275,6.147967,7.1656528,6.920071,8.377687,6.09938,7.259219,7.352064,8.6951885,NA,NA,30.49
59,1870,0,100,275122,247739,254181,205046,293273,298481,343815,299289,227621,0,142408,316575,4.44,4.44,12.837099,13.846669,19.404844,25.286678,29.979038,23.887104,19.535006,10.782263,6.835004,4.44,4.44,4.44,7.8181243,8.80601,13.323435,17.701107,19.846575,16.820833,11.999644,5.742872,4.44,4.44,0.116425806451613,0.286696551724138,3.15537096774194,22.8444666666667,15.248364516129,19.42161,26.0673838709677,26.9248064516129,22.62692,15.9467838709677,9.38136,4.08060967741936,10.932124,9.765384,10.953773,11.453114,11.725877,12.1092825,9.416781,10.116725,9.395133,10.953773,9.514437,9.647691,88.02768518,74.99079651,30.49
60,1890,0,100,619754,393608,191814,327704,299672,922277,1033404,757550,663210,725716,671269,732913,4.44,4.44,12.611295,13.853345,19.522587,25.21834,29.869358,23.774202,19.611675,10.814523,6.941672,4.44,4.44,4.44,7.651421,8.833236,13.319216,17.535147,19.71637,16.81654,12.164356,5.73737,4.44,4.44,0.385854838709677,0.506910344827586,3.0059935483871,12.4439,15.2057387096774,19.13671,25.2301322580645,25.7869516129032,20.27653,14.5329161290323,8.87231666666667,4.7277,10.39093,9.6342535,10.542465,11.065378,11.466103,11.684264,9.149791,9.849736,8.999941,10.427011,9.156526,9.286894,88.07506764,75.00073091,30.49
87,6890,0,100,800184,12600,9329,376635,657837,671730,839194,824151,798156,796806,584816,803511,4.44,4.44,5.029039,9.933336,13.683878,19.911674,20.879036,20.777428,16.408339,10.724193,6.2216744,4.44,4.44,4.44,4.44,4.44,6.04741,9.98154,14.901205,14.562152,10.4228325,4.9446244,4.44,4.44,10.1527142475,10.1527142475,10.1527142475,10.1527142475,10.1527142475,10.1527142475,10.1527142475,10.1527142475,10.1527142475,10.1527142475,10.1527142475,10.1527142475,10.080646,11.099833,11.899058,10.864054,11.062011,9.201264,7.194276,7.4468336,8.3214035,10.686784,8.127536,11.379512,79.3757684,62.51768759,30.49
108,2920,0,100,413410,257631,1089112,740449,329377,1220437,1375394,1225981,1253804,1199692,1116429,1132670,4.44,4.44,11.840324,14.731672,19.775812,25.938337,28.322584,25.200005,20.873333,12.119364,9.17501,4.44,4.44,4.44,6.062422,9.493518,11.840858,17.439823,18.547651,17.134346,13.461631,7.05519,4.44,4.44,14.646124475,14.646124475,14.646124475,14.646124475,14.646124475,14.646124475,14.646124475,14.646124475,14.646124475,14.646124475,14.646124475,14.646124475,9.61161,10.2899065,11.177465,11.520223,11.588774,13.73479,10.087861,9.727065,9.201264,9.662122,9.305655,9.474508,88.30561281,70.90968836,30.49
113,NA,NA,100,3510568,3494447,2984684,2801841,3526310,3444594,3631025,3618138,3548911,3818415,3283275,3706575,4.44,5.253453,8.666141,14.020006,17.938717,23.563343,25.646778,25.653233,21.245007,14.919363,9.700006,4.44,4.44,4.44,4.44,5.8525867,7.6383452,11.466537,16.945663,17.589941,13.461331,7.5901966,4.44,4.44,14.4475480166667,14.4475480166667,14.4475480166667,14.4475480166667,14.4475480166667,14.4475480166667,14.4475480166667,14.4475480166667,14.4475480166667,14.4475480166667,14.4475480166667,14.4475480166667,5.101658,6.6028194,8.255016,7.9485803,8.471495,7.7547126,5.6212044,5.245977,5.8085785,5.9242735,4.533524,5.743875,NA,NA,30.49
116,1180,0,100,0,0,19877,60623,52998,114009,49131,151733,42091,14883,109,9475,13.262913,13.900005,16.709684,21.625008,25.67581,30.423342,33.117752,33.833874,30.108341,23.467749,18.496677,12.500004,6.3637114,6.6511946,7.910225,10.240006,11.442018,15.006122,20.374418,22.132652,18.9075,12.9514885,9.375252,6.9282603,22.7600965833333,22.7600965833333,22.7600965833333,22.7600965833333,22.7600965833333,22.7600965833333,22.7600965833333,22.7600965833333,22.7600965833333,22.7600965833333,22.7600965833333,22.7600965833333,2.929665,3.6948018,4.3151226,5.0629325,5.6212044,5.853317,5.0583625,4.928476,4.5260677,3.8821669,2.8856478,3.102847,96.68488697,75.06482624,30.49
