"Plant.Code","Elevation","Pond_Area","percentAllocation","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","DB_jan","DB_feb","DB_mar","DB_apr","DB_may","DB_jun","DB_jul","DB_aug","DB_sep","DB_oct","DB_nov","DB_dec","WB_jan","WB_feb","WB_mar","WB_apr","WB_may","WB_jun","WB_jul","WB_aug","WB_sep","WB_oct","WB_nov","WB_dec","WT_jan","WT_feb","WT_mar","WT_apr","WT_may","WT_jun","WT_jul","WT_aug","WT_sep","WT_oct","WT_nov","WT_dec","WS_jan","WS_feb","WS_mar","WS_apr","WS_may","WS_jun","WS_jul","WS_aug","WS_sep","WS_oct","WS_nov","WS_dec","Tdb","Twb","nwT"
3,NA,NA,100,916993,962107,753703,764271,412137,791333,937686,943701,602360,1092599,1066994,547001,7.898393,11.5896635,14.217748,18.246675,23.175817,26.445004,27.304848,26.232267,24.433338,17.81291,12.585006,11.650006,4.4447756,8.064884,10.131046,14.098668,19.127977,22.352787,23.249235,22.721327,20.674398,13.645551,8.918904,8.459923,9.52711612903226,12.4625586206897,13.4470419354839,17.63187,20.5887838709677,25.51406,27.6472548387097,27.449,27.6984233333333,22.7464580645161,33.74005,13.1370483870968,9.315757,9.233148,10.116725,8.455619,8.420983,6.2783346,6.4077406,6.941719,8.746421,7.2375712,8.17973,10.145589,NA,NA,30.49
26,NA,NA,100,2852715,2563898,2830905,1984731,2655913,2707064,2575973,2198136,486644,2093300,2379823,2559703,5.772587,9.365525,13.024202,17.490004,21.269361,25.64334,26.583878,25.84033,23.251673,16.020973,10.1116705,9.3387165,4.44,5.7859125,8.646022,13.159973,17.117317,21.134043,22.186445,21.825317,19.088404,11.978509,6.23524,5.8973365,6.8316935483871,8.85431034482759,13.6587451612903,17.21459,19.4245774193548,24.4169166666667,26.8148290322581,27.2595161290323,26.2665833333333,21.1280709677419,17.2020266666667,9.14945806451613,9.48894,9.749957,10.39093,8.455619,8.594166,6.270878,6.0108647,7.417969,8.224469,8.16121,8.373598,10.268259,NA,NA,30.49
51,245,0,100,2815280,2745854,2760963,989559,2286905,2579117,2955415,2878630,1859415,2847644,2817328,3019152,7.051618,11.289661,14.906459,17.600006,22.425817,26.958338,28.530655,27.380651,22.70501,17.698397,12.165009,8.9742,4.44,7.8299136,10.909752,13.260798,18.856138,23.055452,23.574896,23.542406,19.343657,13.690422,8.672243,6.0146675,7.32537741935484,8.99030344827586,15.999135483871,17.91212,19.2792096774194,24.3419433333333,26.5213419354839,25.9582064516129,22.5219066666667,18.7864322580645,12.51342,9.40308387096774,9.366268,10.235911,11.516614,10.006562,9.221951,8.761334,6.653082,6.155183,8.448163,6.8695593,8.254295,11.3145685,89.62050661,79,30.49
56,NA,NA,100,1631917,1436009,839392,959458,1267134,1521385,1570292,1423933,1500884,1596546,1539561,1473348,7.1112995,10.924145,14.114523,17.89167,22.420973,26.050007,27.13065,25.99517,23.890005,17.125814,11.830011,11.101617,4.44,7.4679093,9.898165,13.754603,18.45961,21.986366,22.991718,22.480568,20.098537,12.944269,8.008202,7.737272,8.28768709677419,10.0996034482759,12.0772064516129,16.7544366666667,19.971735483871,24.7206466666667,26.9129516129032,26.9392838709677,27.2794,22.5017258064516,19.0285466666667,11.0185032258065,8.781779,8.89375,9.690986,7.918755,7.988028,6.0620975,6.3572288,6.6891613,8.187187,6.8839917,7.8591027,9.727065,NA,NA,30.49
59,1870,0,100,363623,332909,352979,240421,323701,338761,371920,354785,235835,336982,341666,332282,4.44,4.44,4.44,8.295007,15.129042,21.41167,24.772585,22.501623,17.570005,11.008065,4.44,4.44,4.44,4.44,4.44,4.5332975,10.803737,16.684443,20.233982,18.16455,13.529778,7.3035846,4.44,4.44,0,0,0.972803225806452,16.2682266666667,14.8534387096774,27.6017533333333,28.9129870967742,28.2810193548387,22.6730266666667,23.9008548387097,14.9888533333333,0.263712903225806,9.193087,9.148299,9.957974,12.318063,11.184682,8.716596,8.832291,9.0632,10.342103,10.564113,11.057922,10.578545,88.02768518,74.99079651,30.49
60,1890,0,100,296811,287692,299311,296560,204406,286216,306192,296161,237405,148918,253385,299105,4.44,4.44,4.44,8.011675,15.064519,21.298338,24.696783,22.170977,17.461674,11.022586,4.44,4.44,4.44,4.44,4.44,4.44,10.750666,16.572605,20.251802,18.03732,13.454588,7.229961,4.44,4.44,0,0,0.147974193548387,4.44154,9.66148064516129,16.52099,20.7550451612903,22.2900677419355,17.91568,13.7117580645161,7.67455333333333,1.14687419354839,8.954961,9.024881,9.7487135,11.907958,11.033148,8.545097,8.586949,8.644677,9.797781,10.12394,10.53597,10.217748,88.07506764,75.00073091,30.49
87,6890,0,100,991857,722595,361755,918094,965048,937303,1010736,1010614,938936,959741,890342,948278,4.44,4.44,4.44,7.4033375,11.643558,18.620007,20.662909,19.78226,15.298339,9.100007,4.44,4.44,4.44,4.44,4.44,4.44,5.2286134,9.308012,14.680827,13.46072,9.382834,4.44,4.44,4.44,8.68322225,8.68322225,8.68322225,8.68322225,8.68322225,8.68322225,8.68322225,8.68322225,8.68322225,8.68322225,8.68322225,8.68322225,10.737295,11.801768,12.194911,12.914579,12.151615,11.1250305,7.0571737,7.7931976,8.090253,9.705418,10.953532,12.440252,79.3757684,62.51768759,30.49
108,2920,0,100,1310216,1290462,1368274,844428,1042192,1292403,1377655,1248109,1307461,1376133,1228382,1429876,4.44,4.44,6.0274234,10.62334,17.116135,23.246672,26.22259,23.869362,18.710003,12.558069,6.600008,4.44,4.44,4.44,4.44,5.6707425,11.421194,16.909555,19.899416,18.781187,13.901611,8.3235655,4.44,4.44,12.0866735083333,12.0866735083333,12.0866735083333,12.0866735083333,12.0866735083333,12.0866735083333,12.0866735083333,12.0866735083333,12.0866735083333,12.0866735083333,12.0866735083333,12.0866735083333,10.080646,9.248575,10.441442,12.362802,12.938151,11.289072,11.379512,9.9435425,10.66273,10.636272,10.110952,10.751727,88.30561281,70.90968836,30.49
113,NA,NA,100,3773007,2935314,3153826,2247217,2674749,3320419,3855071,3834436,3960326,3755148,3480199,3817707,4.44,4.44,7.8806505,12.161673,15.796779,23.170006,25.674202,24.743553,20.761675,13.870975,7.445001,4.44,4.44,4.44,4.44,4.44,7.3628545,11.780019,16.985792,16.812578,12.305261,6.079589,4.44,4.44,13.2031957416667,13.2031957416667,13.2031957416667,13.2031957416667,13.2031957416667,13.2031957416667,13.2031957416667,13.2031957416667,13.2031957416667,13.2031957416667,13.2031957416667,13.2031957416667,5.2964883,5.7388988,7.648879,9.25346,8.680757,8.164818,5.7294436,6.3500133,5.7563825,5.9242735,5.8905993,6.8406954,NA,NA,30.49
116,1180,0,100,23524,26722,0,6572,16822,92820,100071,105511,65491,57255,6914,122,11.140329,13.42759,17.393555,21.255009,23.795166,31.62501,33.367744,32.47904,30.320004,23.579033,17.49834,12.182264,5.45512,8.219693,8.294222,8.888203,11.844071,15.871328,21.504467,21.90938,18.648996,11.750652,8.912239,7.078312,22.3385903333333,22.3385903333333,22.3385903333333,22.3385903333333,22.3385903333333,22.3385903333333,22.3385903333333,22.3385903333333,22.3385903333333,22.3385903333333,22.3385903333333,22.3385903333333,4.538816,3.6099524,4.2213154,5.771296,5.7799554,5.6147103,5.808819,5.5346136,4.8094134,4.4594407,3.661119,3.7378485,96.68488697,75.06482624,30.49
