"Plant.Code","Elevation","Pond_Area","percentAllocation","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","DB_jan","DB_feb","DB_mar","DB_apr","DB_may","DB_jun","DB_jul","DB_aug","DB_sep","DB_oct","DB_nov","DB_dec","WB_jan","WB_feb","WB_mar","WB_apr","WB_may","WB_jun","WB_jul","WB_aug","WB_sep","WB_oct","WB_nov","WB_dec","WT_jan","WT_feb","WT_mar","WT_apr","WT_may","WT_jun","WT_jul","WT_aug","WT_sep","WT_oct","WT_nov","WT_dec","WS_jan","WS_feb","WS_mar","WS_apr","WS_may","WS_jun","WS_jul","WS_aug","WS_sep","WS_oct","WS_nov","WS_dec","Tdb","Twb","nwT"
3,NA,NA,100,1484374,1355983,1262008,1450370,1501359,1457654,1559122,1574036,1399504,1180261,1328274,1459672,13.177424,13.796435,16.401619,20.32834,22.419361,25.116674,27.343561,26.975815,24.34001,20.211298,14.606673,10.333879,9.603254,10.574787,12.068302,15.941363,18.478601,21.524162,23.72925,23.474312,20.598717,16.500233,11.358725,7.3293056,15.1319967741935,14.8735571428571,14.5326548387097,17.4683033333333,21.9942580645161,27.0045133333333,28.9048967741935,28.7846419354839,27.70059,24.3128741935484,35.6134866666667,12.6527967741935,9.690986,9.267307,10.030134,9.484611,7.5911517,8.105166,5.6500683,6.3788767,6.091923,8.442631,7.1656528,8.197289,NA,NA,30.49
26,NA,NA,100,458282,950133,2046296,2208077,2400616,1766202,2670256,1428117,587,514900,2338467,2672827,10.916136,13.462506,13.898393,19.793333,21.54033,24.786674,27.329037,26.311298,22.860008,18.348394,12.41667,7.948393,7.641214,9.366522,9.462838,15.061166,17.303936,20.8918,23.48052,22.515043,18.851545,14.466705,9.319472,4.942438,10.833435483871,12.2475928571429,13.8830322580645,18.78376,21.6722225806452,26.80408,28.0099064516129,28.0262419354839,26.5998166666667,23.2813258064516,18.9617,9.59813870967742,9.849736,9.475023,10.744511,9.25346,8.117914,7.173109,5.9170575,6.5953546,7.02398,9.416781,7.836734,8.060187,NA,NA,30.49
46,NA,NA,20,3229212.76,2679600.6256,2275387.716,3245125.9456,3383573.8616,3222555.1472,3337443.88,3242930.9456,3271108.972,3416368.6696,3321415.732,3459729.4272,9.274202,11.114294,12.080653,18.865005,20.31614,24.09334,26.832262,25.13549,21.473337,17.053232,11.521672,5.9500065,6.1604915,7.2452188,7.879769,14.253924,16.141449,20.076189,22.977474,21.508131,17.760529,13.175036,8.3542,4.44,9.08200967741936,9.02011071428571,10.7643193548387,15.75051,24.1700161290323,25.4190666666667,28.6119387096774,26.8918483870968,24.6064533333333,21.3669451612903,17.63619,8.29368387096774,8.392119,8.196774,9.2508135,8.343773,7.0571737,5.8607736,4.8707485,5.390295,5.748926,7.093253,6.8897643,7.006662,NA,NA,30.49
46,NA,NA,100,16146063.8,13398003.128,11376938.58,16225629.728,16917869.308,16112775.736,16687219.4,16214654.728,16355544.86,17081843.348,16607078.66,17298647.136,9.274202,11.114294,12.080653,18.865005,20.31614,24.09334,26.832262,25.13549,21.473337,17.053232,11.521672,5.9500065,6.1604915,7.2452188,7.879769,14.253924,16.141449,20.076189,22.977474,21.508131,17.760529,13.175036,8.3542,4.44,9.08200967741936,9.02011071428571,10.7643193548387,15.75051,24.1700161290323,25.4190666666667,28.6119387096774,26.8918483870968,24.6064533333333,21.3669451612903,17.63619,8.29368387096774,8.392119,8.196774,9.2508135,8.343773,7.0571737,5.8607736,4.8707485,5.390295,5.748926,7.093253,6.8897643,7.006662,NA,NA,30.49
51,245,0,100,1767910,1490617,343236,896243,2234268,2198430,2100251,1146731,0,0,0,2781,12.150008,15.819648,16.751614,19.953339,22.16291,26.266672,28.585491,27.070972,24.698338,19.37581,15.716676,9.135489,8.559328,11.392683,12.036133,15.305731,17.925201,22.338001,24.3745,23.72607,20.31812,15.047601,11.813474,5.557428,11.2086129032258,12.7216714285714,18.5410483870968,18.09012,20.2508419354839,25.5468966666667,27.6859774193548,27.5419741935484,25.83711,21.1232870967742,14.74646,9.96680967741935,9.626042,10.138116,10.427011,10.476318,8.832291,8.828443,6.645866,7.432401,6.2112265,7.836493,8.164818,7.7138224,89.62050661,79,30.49
56,NA,NA,100,528807,592873,762145,191172,1106704,755991,1513705,759434,695691,461871,58731,967528,12.772586,14.525007,16.367748,19.756674,21.253231,24.226675,26.851616,26.661297,23.39834,19.745167,14.006668,9.664522,9.173609,10.952406,11.762027,15.604219,17.68159,20.963997,23.384687,23.169436,19.778997,15.812924,10.568202,6.6530185,13.3628322580645,14.1095392857143,14.5261870967742,16.7264466666667,21.7054935483871,27.08702,28.0369,28.346635483871,27.2795433333333,25.0234677419355,21.4892266666667,10.6546870967742,9.236382,8.923779,9.770361,9.02231,7.403538,7.61304,5.6139884,6.227342,6.084467,8.226153,6.9195895,7.757118,NA,NA,30.49
59,1870,0,100,262189,246625,153258,388,2801,316572,325341,202629,141687,358,14526,331328,4.44,4.44,5.8790402,10.625007,15.904847,23.323343,25.183876,20.927425,19.503345,11.154847,4.8966703,4.44,4.44,4.44,4.44,6.8127995,11.112615,17.473177,19.398087,16.79132,14.23245,7.4118304,4.44,4.44,0,0.491303571428571,3.33144838709677,15.89391,11.6069322580645,19.0488166666667,22.7263193548387,77.6575064516129,73.07133,53.5960258064516,10.4570233333333,2.86562903225806,9.157007,10.210016,12.1444,11.8184805,10.297123,9.775412,9.113711,8.493142,10.729837,12.115536,10.088583,9.813657,88.02768518,74.99079651,30.49
60,1890,0,100,809460,660330,751095,446669,265342,674615,816216,851543,685679,288281,480821,1120139,4.44,4.44,6.170975,10.778341,16.083878,23.245007,25.39033,21.124199,19.79001,11.293556,4.93501,4.44,4.44,4.44,4.44,6.8880053,11.199893,17.447084,19.516705,16.693876,14.09495,7.417734,4.44,4.44,0.00154516129032258,0.709789285714286,3.2642,6.49895,11.5556806451613,18.5073633333333,22.0742193548387,21.7400612903226,18.5877,14.3907580645161,6.82003666666667,3.08791612903226,8.781779,9.914422,11.971218,11.468027,10.008486,9.633739,8.839506,8.370471,10.55834,11.725877,9.790324,9.380701,88.07506764,75.00073091,30.49
87,6890,0,100,678285,589338,370184,4416,5686,512637,723583,679647,726384,678505,564984,589648,4.44,4.44,6.7435527,8.135005,11.55807,20.02667,21.164516,18.840326,15.531672,10.529039,7.156672,4.44,4.44,4.44,4.44,4.44,6.510801,11.230181,15.560392,14.099492,10.468936,5.6894073,4.44,4.44,10.1801025395833,10.1801025395833,10.1801025395833,10.1801025395833,10.1801025395833,10.1801025395833,10.1801025395833,10.1801025395833,10.1801025395833,10.1801025395833,10.1801025395833,10.1801025395833,11.451671,10.60947,10.268259,11.445658,11.1486025,9.25346,7.114901,6.927287,9.335481,10.513601,10.2153425,8.644677,79.3757684,62.51768759,30.49
108,2920,0,100,776783,423785,89487,2714,800,120659,1043569,820344,835303,622237,477808,794874,4.44,6.076789,9.482262,12.141676,16.237103,24.18667,26.201618,22.433876,20.451674,13.161292,7.491673,4.44,4.44,4.44,4.44,7.6972494,11.467193,17.73804,20.150272,17.893923,14.812598,8.692552,4.44,4.44,13.2052531194167,13.2052531194167,13.2052531194167,13.2052531194167,13.2052531194167,13.2052531194167,13.2052531194167,13.2052531194167,13.2052531194167,13.2052531194167,13.2052531194167,13.2052531194167,8.803427,10.034258,12.396956,12.579039,10.340418,10.923705,9.084847,8.428199,11.087749,11.855763,9.8499775,9.582747,88.30561281,70.90968836,30.49
113,NA,NA,100,2222783,1344689,684059,809654,1534928,1967837,2486084,1609054,2273676,2349262,2206669,2162273,4.44,7.996433,10.650003,12.711672,16.475811,24.451675,25.60646,24.11775,20.301674,14.693556,11.118342,4.44,4.44,4.44,5.514201,6.08325,8.685021,12.643321,17.00973,16.539013,12.53898,7.543145,5.3251762,4.44,14.5325945083333,14.5325945083333,14.5325945083333,14.5325945083333,14.5325945083333,14.5325945083333,14.5325945083333,14.5325945083333,14.5325945083333,14.5325945083333,14.5325945083333,14.5325945083333,6.061376,6.071685,6.7396727,8.067884,7.7354703,7.337151,5.209897,5.9531374,6.539311,6.6602974,5.823491,4.6687026,NA,NA,30.49
116,1180,0,100,19252,3760,44374,43071,30468,161797,266317,164632,134840,131137,91341,142346,11.477427,15.292864,19.867752,22.703342,25.95646,32.465008,33.36614,33.13549,29.13834,25.227427,20.21834,13.817748,6.9803915,9.617102,11.147021,10.953964,12.945824,16.226076,22.02295,20.904959,17.155315,12.949535,10.976063,5.6033707,23.5555281666667,23.5555281666667,23.5555281666667,23.5555281666667,23.5555281666667,23.5555281666667,23.5555281666667,23.5555281666667,23.5555281666667,23.5555281666667,23.5555281666667,23.5555281666667,4.509952,3.8906715,4.740862,5.1300406,5.6789317,5.6519923,5.260409,4.538816,5.1822357,4.2646112,3.04969,2.8647215,96.68488697,75.06482624,30.49
