Plant.Code,Elevation,Pond_Area,Tdb,Twb,nwT
3502,411.95,1000000,91.6,78.7,30.49
3503,333.45,1000000,91.2,79.7,30.49
3504,304.63,1000000,89.6,78.8,30.49
3506,451.96,1000000,91.6,78.7,30.49
3507,283.97,682.5120516,91.9,78.4,30.49
3508,620.75,1000000,92.3,78.5,30.49
3521,1498.66,1000000,92,77.7,30.49
3523,2027.62,1000000,90.9,77,30.49
3524,1442.76,1000000,89,75.4,30.49
3526,2290.31,1000000,87.1,73.2,30.49
3527,1877.67,1000000,88.6,75.1,30.49
3548,563.98,1000000,89.9,79.1,30.49
3549,442.16,1000000,89.9,79.1,30.49
3559,34.09,1000000,88.69660184,80.77791104,30.49
3561,340.59,1000000,90.9,79.9,30.49
3574,514.39,1000000,92.7,79.5,30.49
3576,520.73,1000000,92.3,78.5,30.49
3601,455.61,1000000,89.9,79.1,30.49
3602,3155.7,1000000,86.30108073,71.85082574,30.49
3604,3200.84,1000000,86.25360526,71.9171141,30.49
3609,635.89,1000000,86.8,79.4,30.49
3610,617.1,1000000,89.5,79.3,30.49
3611,492.04,1000000,89.5,79.3,30.49
3612,514,1308.90447,89.5,79.3,30.49
3613,755.18,1000000,88,78,30.49
3627,903.24,1000000,92.3,79.3,30.49
3628,886.02,1000000,92.3,79.3,30.49
3630,663.12,1000000,87.08831175,77.4048771,30.49
3631,102.02,1000000,88.63528981,79.62741157,30.49
3644,6115.15,1000000,84.82150644,65.53519562,30.49
3648,4226.22,1000000,85.79290728,65.88550147,30.49
3686,4572.13,1000000,87,66.4,30.49
3751,251.38,1000000,81.3,73.2,30.49
3775,1502.71,1000000,81.49047256,72.49428354,30.49
3776,1544.73,1000000,84.1,74.3,30.49
3788,31.89,1000000,89.1,78.6,30.49
3796,223.04,1000000,87.4,78.4,30.49
3797,28.33,1000000,89.4,78.6,30.49
3803,9.91,1000000,88.5,79,30.49
3804,34.58,1000000,89.3264828,79.12574474,30.49
3806,26.21,1000000,90.6,79.7,30.49
3809,12.01,1000000,90.6,79.7,30.49
3845,223.97,1000000,80.26660974,65.49619386,30.49
3935,592.39,1000000,84.16562472,74.67161325,30.49
3936,623.3,1000000,86.3,76.7,30.49
3938,587.74,1000000,86.3,76.8,30.49
3942,1218.9,1000000,83,73.5,30.49
3943,810.71,1000000,83.01255381,74.87221987,30.49
3944,977.72,1000000,83.06799554,74.6183113,30.49
3945,875.77,1000000,83,73.5,30.49
3946,632.89,1000000,86.3,76.8,30.49
3947,651.18,1000000,83,73.5,30.49
3948,667.71,1000000,83.72131873,75,30.49
3954,3263.07,1000000,87.4,78.4,30.49
3982,605.4,1000000,83.4,76.6,30.49
3992,850.44,1000000,86.4,77.1,30.49
4005,647.65,1000000,87.9,78,30.49
4040,590.29,1000000,80.2,76.7,30.49
4041,594.07,1000000,86.9,77,30.49
4042,585.21,1000000,86.9,77,30.49
4046,602.81,1000000,82.5,74.6,30.49
4048,736.98,1000000,87.8,78.2,30.49
4050,592.3,1000000,80.2,76.7,30.49
4054,621.82,1000000,86,77.6,30.49
4057,750.11,1000000,87.8,78.2,30.49
4072,583.85,1000000,85,76.4,30.49
4078,1181.12,1000000,83.53166546,74.5744597,30.49
4125,603.86,1000000,82.5,74.6,30.49
4127,746.24,1000000,85.6,77.6,30.49
4140,674.8,1000000,84.6,76.8,30.49
4143,640.83,1000000,87.9,78,30.49
4146,620.03,1000000,86,77.6,30.49
4151,4318.78,1000000,86.1,70.9,30.49
4158,4946.16,1000000,82.67867241,64.57164804,30.49
4162,6935.19,1000000,80.67195206,62.09234854,30.49
4195,551.28,238.67507,92.3,78.5,30.49
4259,1027.11,1000000,84.48456695,75.80863801,30.49
4266,651.57,1000000,91.2645574,78,30.49
4270,18.44,1000000,88.7,80.7,30.49
4271,677.13,1000000,84.6,76.8,30.49
4937,852.1,1000000,88.9,78.5,30.49
4938,1636.52,1000000,89,75.4,30.49
4939,19.03,1000000,88.5,82.3,30.49
4940,614.29,1000000,90.73702312,77.87222602,30.49
4941,4373.7,1000000,79.37656581,62.94472715,30.49
6000,609.27,1000000,86.8,77.4,30.49
6001,176.08,1000000,88,78.81632807,30.49
6002,304.28,1000000,87.64483405,77.64483405,30.49
6004,634.14,1000000,83.70950066,75,30.49
6008,953.12,1000000,96.84985126,75.95437859,30.49
6009,310.36,1000000,90.87679652,79.3218058,30.49
6011,43.79,1000000,88.6,78.2,30.49
6013,562.63,1000000,90.4,73.4,30.49
6014,20.64,1000000,89,80.3,30.49
6015,260.14,1000000,87.05345349,77.52672674,30.49
6016,575.32,1000000,89,79.3,30.49
6017,543.76,274.3172534,88.9,79.6,30.49
6018,515.12,1000000,85.12253795,76,30.49
6019,509.29,1000000,85.14860236,76,30.49
6020,619.21,1000000,83.11878972,74.37341411,30.49
6021,6357.88,1000000,77.82384382,60.6342927,30.49
6022,600.3,2547.580426,87.2,77.7,30.49
6023,872.42,1000000,84.88906276,76,30.49
6025,523,1970.22891,87.2,77.7,30.49
6026,707.29,2072.611257,87.2,77.7,30.49
6030,1971.61,1000000,84.47736324,69.92785305,30.49
6031,532.56,1000000,85,76,30.49
6034,590.76,1000000,85.6,76.4,30.49
6035,756.96,209.5640281,85.6,76.4,30.49
6036,593.57,1000000,87.09264107,76.25480677,30.49
6038,759.28,1000000,88.4,77.1,30.49
6040,735.16,1000000,82.64762988,73.64762988,30.49
6041,536.6,1000000,85.26658943,76,30.49
6042,53.03,4049.374051,87.2,80.9,30.49
6043,30.9,6600.12,87.87397729,80.40990133,30.49
6045,0.33,1000000,88,80.3,30.49
6051,124.15,1000000,88.39633015,79.64455627,30.49
6052,728.31,1000000,86.99838745,76.61812527,30.49
6055,37.6,1000000,89.04762798,80.40440964,30.49
6056,3.28,1000000,82.2,77.4,30.49
6061,259.75,1000000,89.8014733,79.63888683,30.49
6064,752.72,1000000,91.4,79.7,30.49
6065,786.26,1000000,91.05027801,79.67335584,30.49
6068,1300.76,1000000,89.26212567,77.66906544,30.49
6071,473.97,1000000,86.85339875,77.14884127,30.49
6072,132.43,1000000,89.38188993,79.33156788,30.49
6073,23.01,1260.237597,89.1975467,81.74850558,30.49
6076,3245.18,1000000,85.30972562,66.03331986,30.49
6077,3116.54,3229.348352,89.2,77.3,30.49
6081,238.34,1000000,82.99707681,74.01297379,30.49
6082,291.39,1000000,83.9,75.5,30.49
6085,664.16,1000000,85.30192386,76.30192386,30.49
6089,1928.01,1000000,84.4,73.6,30.49
6090,965.39,1000000,83.34356785,74,30.49
6094,731.07,1000000,82.64097988,73.64097988,30.49
6095,934.74,5590.307836,93.4,79,30.49
6096,923.11,1000000,90.0669411,78.96561186,30.49
6098,1134.99,346.5869428,85.4,75.4,30.49
6099,107.63,1000000,82.6,67.4,30.49
6103,712.44,1000000,82.05437286,73.80410149,30.49
6105,215.83,1000000,85.29473995,76.29473995,30.49
6106,695.2,1074.13437,94.5,72.1,30.49
6110,271.17,1000000,84.8,75.4,30.49
6112,4793.94,1000000,79.11356175,62.55678087,30.49
6113,408.36,2946.869973,89.8,79.4,30.49
6115,20.62,1000000,84.5,75.5,30.49
6118,11.89,1000000,85.69750586,77,30.49
6122,269.95,1000000,84.5,75.5,30.49
6124,51.29,1000000,89.6,80.2,30.49
6127,435.69,1000000,90,78.4,30.49
6136,285.63,1000000,90.9,79.9,30.49
6137,415.31,1000000,88.64046658,77.87974738,30.49
6138,1161.03,1000000,89.4,76.9,30.49
6139,347.67,1184.95272,90.85261012,79.37595041,30.49
6145,810.52,1000000,92.3,79.3,30.49
6146,311.64,1000000,90.1,79,30.49
6147,378.71,1000000,90.1,79,30.49
6149,585.25,1000000,84,75,30.49
6152,705.88,1000000,88.9,77.8,30.49
6153,840.58,1000000,87.41460312,77.41460312,30.49
6155,409.55,1000000,90.3,80.4,30.49
6156,9.32,1000000,83,76,30.49
6165,5658.91,1000000,84.72386996,65.43645992,30.49
6166,399.19,1000000,88.26924859,77.73794194,30.49
6168,271.73,9.563037742,89.2,79.4,30.49
6170,686.6,1000000,84.95921423,75.61987639,30.49
6177,5796.4,1000000,78.36003417,62.45729016,30.49
6178,100.48,1000000,87.9,80.2,30.49
6179,358.27,2387.020267,90.9,79.9,30.49
6180,433.94,1000000,90.9,79.9,30.49
6181,491.96,1000000,89.5,79.3,30.49
6183,330.25,1000000,88.06809148,78.70343701,30.49
6190,111.99,1000000,89.6,80.8,30.49
6193,3562.53,1000000,85.95634094,69.9022336,30.49
6194,3743.84,1000000,85.52857534,70.81907962,30.49
6195,1262.31,1000000,88.00964626,76.92651589,30.49
6204,4572.05,1000000,81.16440784,63.95623126,30.49
6213,500.44,1000000,88.9,79.6,30.49
6225,488.83,1000000,89.8,79.4,30.49
6238,443.72,1000000,89.1,78.6,30.49
6243,348.08,712.2592364,90.9,79.9,30.49
6246,21.52,1000000,88.4,79.7,30.49
6248,4301.38,1000000,78.9294384,62.4647192,30.49
6249,19.05,380.552941,89.47969301,79.65200664,30.49
6250,535.7,1000000,86,76.17197211,30.49
6251,28.47,7041.51276,87.9,80.2,30.49
6254,685.1,1000000,87.0327031,76.98748535,30.49
6257,466.83,1000000,88.5675415,77.5675415,30.49
6264,586.06,1000000,84.7367973,75.34403211,30.49
6285,506.17,1000000,73.24052935,61.24052935,30.49
6288,1274.6,1000000,76.5,63,30.49
6358,1069.92,1000000,83.28647591,74,30.49
6462,65.13,1000000,87.80177854,79.60355709,30.49
6469,1929.95,1000000,84.24233566,69.58082449,30.49
6474,29.11,1000000,85.7,77.6,30.49
6478,7.69,1000000,82.1,76.7,30.49
6481,4677.31,1000000,83.72217316,64.15866276,30.49
6504,6.56,1000000,83.72217316,64.15866276,30.49
6558,83.92,1000000,89.56567169,79.93085033,30.49
6559,278.08,1000000,66.7071812,58.86968233,30.49
6639,411.64,1000000,88.35734204,77.79533188,30.49
6641,238.57,1000000,90.37891601,79.37891601,30.49
6648,473.48,844.8216883,88.4,76.9,30.49
6664,579.22,1000000,86.82149886,77.07161471,30.49
6705,393.49,1000000,89.8,79.4,30.49
6706,12.79,1000000,88.7,80.7,30.49
6761,5691.25,501.0456038,80.7,66,30.49
6768,301.06,1000000,90,79,30.49
6772,484.6,1000000,90,78.3310609,30.49
6823,390.75,1000000,88.09714137,77.70751435,30.49
7013,1176.95,1000000,90,76,30.49
7030,428.36,1000000,90.34484922,77.68102745,30.49
7097,494.62,1000000,89.5,79.3,30.49
7130,212.75,1000000,82.1,76.7,30.49
7153,11.13,1000000,87.58960634,78.07868605,30.49
7210,175.85,1000000,89,78,30.49
7213,386.49,1000000,86.60225509,76.60607708,30.49
7238,80.55,1000000,87.00528983,79.57298998,30.49
7242,142.62,804.2985016,87.2,80.9,30.49
7266,82.83,1000000,96.8,72.5,30.49
7286,628.74,1000000,86.3,76.8,30.49
7294,100.2,1000000,86.99955373,79.50959278,30.49
7296,989.41,1000000,89.00384663,77.10657372,30.49
7302,165.07,1196.134471,87.2,80.9,30.49
7307,522.64,1000000,87.98381632,67.90332139,30.49
7314,93.05,1000000,81.1717886,75,30.49
7343,1075.82,1000000,88.6,78.6,30.49
7350,278.05,1000000,89.94004552,65.49988078,30.49
7380,128.15,613.2818458,87.2,80.9,30.49
7384,457.43,1000000,89,79.3,30.49
7504,4413.44,1000000,83.12961112,65.03323277,30.49
7512,514,1308.382165,89.5,79.3,30.49
7513,442.38,1000000,80.68639246,72.31360754,30.49
7527,18.35,1000000,93.46091785,70,30.49
7546,1017.17,1000000,90.78913967,76,30.49
7549,740.33,1000000,84.20328945,74.98463643,30.49
7551,42.23,1000000,93.60088458,70,30.49
7552,24.9,1000000,93.2189131,70,30.49
7604,318.12,1000000,90,79,30.49
7605,34.84,1000000,86.44962853,69.5244777,30.49
7627,11.92,1000000,75.9,65.2,30.49
7652,290.8,1000000,91.1,79.4,30.49
7696,55.89,1000000,89.4,78.6,30.49
7697,42.52,1000000,88,79.26639945,30.49
7698,228.91,1000000,89.43473541,79,30.49
7699,156.15,1000000,88,79.92547047,30.49
7701,19.15,1000000,85.71680922,76.71680922,30.49
7710,533.19,1000000,88.82100618,78.41050309,30.49
7721,26.22,1000000,88.18397792,79.5412079,30.49
7722,728.09,1000000,87.18912765,76.59456383,30.49
7737,8.82,1000000,89.11636937,80.39729037,30.49
7757,602.74,1000000,89.74424944,77.51045163,30.49
7784,1159.59,1000000,83.43391378,75.23762959,30.49
7790,5034.56,1000000,80.83997855,62.44460645,30.49
7805,321.46,1000000,88.3288843,78.3288843,30.49
7826,735.54,1000000,86.78310021,76.36566491,30.49
7832,1456.26,1000000,92.74274785,69.88239398,30.49
7834,600.36,1000000,85.96057839,75.97371893,30.49
7845,314.99,1000000,90,79,30.49
7846,80.44,1000000,88.77752923,79,30.49
7870,16.48,1000000,75.42997818,65.03872384,30.49
7873,7.3,1000000,87.2,80.9,30.49
7887,1163.97,1000000,88.71808981,77,30.49
7897,185.67,1000000,89.46759451,79,30.49
7900,429.7,1000000,88.60469765,77.95905203,30.49
7902,358.68,1186.41046,90.1,79,30.49
7917,725.37,1000000,87.00303696,76.62474592,30.49
7931,278.07,1000000,89.93904164,65.49882986,30.49
7946,725.43,1000000,87.00381255,76.6261256,30.49
7949,49.61,1000000,91.9,80.9,30.49
7951,546.6,1000000,87,76.5,30.49
7952,19.53,1000000,90.6,79.7,30.49
7985,786.01,1000000,87.68377025,76.87176554,30.49
7991,860.81,1000000,84,74.17579176,30.49
7999,305.43,1000000,80.22690229,65.47508503,30.49
8000,1349.84,1000000,88.50483137,77,30.49
8002,25.81,1000000,84.5,75.5,30.49
8006,23.76,1000000,87.4,76.8,30.49
8011,304.18,1000000,85.10558024,76.10558024,30.49
8023,803.57,390.0173129,85.78044054,76.85038984,30.49
8024,605.03,1000000,82.5,74.6,30.49
8031,1187.76,1000000,85.0662336,76,30.49
8036,904.25,1000000,89.8,79.5,30.49
8042,739.05,1000000,86.8,76.9,30.49
8048,18.45,1000000,87.96630496,81.19703501,30.49
8054,147.46,1000000,91.8,80.4,30.49
8055,354.46,1000000,91.14928354,79.85456111,30.49
8056,12.07,1000000,88.7,80.7,30.49
8059,1118.02,226.8813179,92.9,78.1,30.49
8063,705.29,1000000,92.3,79.3,30.49
8066,6662.08,1000000,75.53968961,57.95811943,30.49
8068,1272.84,1000000,96.13861131,74.9979228,30.49
8069,6459.7,1000000,84.80278651,65.5121744,30.49
8073,19.14,1000000,78.67448647,65.50444572,30.49
8102,570.31,1000000,84.75804983,75.3876587,30.49
8219,5477.76,1000000,80.80948806,63.90270616,30.49
8222,1960.4,1000000,84.19668446,69.55736112,30.49
8223,6983.22,1000000,78.32782051,62.45572774,30.49
8224,4456.24,1000000,87.4459698,62.24818284,30.49
8226,755.99,1000000,84.4371548,75.01341169,30.49
8906,11.66,1000000,87.2,77.2,30.49
8907,59.14,1000000,84.6,76,30.49
9864,94.92,1000000,86.7,76.3,30.49
10002,1719.29,1000000,88.4,69.8,30.49
10003,5626.6,1000000,79.72858161,62.86429081,30.49
10012,582.7,1000000,85.07501192,75.8117493,30.49
10013,818.91,1000000,83.76109776,74,30.49
10025,413.49,1000000,84.5,75.5,30.49
10030,36.65,1000000,85.02479141,76.93573791,30.49
10033,634.03,1000000,86.5,76.9,30.49
10034,182.6,1000000,74.53371317,64.51325315,30.49
10043,14.43,1000000,85.83527952,76.83527952,30.49
10052,23.34,1000000,68.81334831,61.97012011,30.49
10062,3.36,1000000,86.36670541,79.14709035,30.49
10071,7.78,1000000,87.63705491,78.4817943,30.49
10072,3159.22,1000000,86.1,71.1,30.49
10075,612.56,1000000,83.4,76.6,30.49
10090,142.41,1000000,81.25803618,70.61330215,30.49
10091,106.2,1000000,83.8,72.5,30.49
10099,10.21,1000000,85.84274513,76.84274513,30.49
10113,1692.7,1000000,82.42886119,74.05316315,30.49
10118,369.09,1000000,84.62231224,75.68490909,30.49
10120,9.06,1000000,89.6,80.1,30.49
10143,1921.44,1000000,80.72231044,72.10194916,30.49
10144,142.17,1000000,97.4,72.3,30.49
10148,867.81,1000000,83.4,76.6,30.49
10151,1248.28,1000000,83.04614594,74.72686931,30.49
10156,188.78,1000000,96.08954826,72.25496073,30.49
10168,99.12,1000000,83.76020905,68.71527535,30.49
10169,115.44,1000000,81.15647722,70.57821445,30.49
10184,1058.71,1000000,88.9,78.5,30.49
10186,244.67,1000000,83.2,73.3,30.49
10187,13.02,1000000,88.9,81.7,30.49
10190,16.06,1000000,82.16274267,74,30.49
10202,11.64,1000000,89.6,80.1,30.49
10224,29.3,1000000,88.8,77.7,30.49
10250,55.21,1000000,86.35232507,80.64767493,30.49
10290,474.69,1000000,84.7,74.7,30.49
10294,341.96,1000000,70.32690439,62.64698012,30.49
10300,-175.24,1000000,90.52370087,74.07550477,30.49
10305,68.5,1000000,87.4,76.8,30.49
10308,52.01,1000000,88.8,77.7,30.49
10333,74.36,288.1454405,87.6,78.7,30.49
10338,61.89,1000000,83,73.9,30.49
10342,10.88,1000000,81.12767806,66.75474191,30.49
10343,1419.03,1000000,83.55295822,74.93742113,30.49
10344,15.62,1000000,89.1,80.5,30.49
10346,745.42,1000000,80.8283184,72.18743824,30.49
10347,178.69,1000000,89.3,79.7,30.49
10350,38.82,1000000,96.61158853,72.94489266,30.49
10354,410.52,1000000,80.25241167,72.56468448,30.49
10356,575.12,1000000,80.68551599,72.31448401,30.49
10367,7.28,1000000,93.2,70.3,30.49
10368,33.26,1000000,93.2,70.3,30.49
10369,6.07,1000000,93.2,70.3,30.49
10370,21.93,1000000,93.2,70.3,30.49
10371,38.52,1000000,93.2,70.3,30.49
10373,236.16,1000000,95,75,30.49
10377,41.19,1000000,87.62916379,78.21896556,30.49
10378,25.62,1000000,89.39518514,80.0765752,30.49
10379,564.01,1000000,86,76.22092105,30.49
10380,114.38,1000000,90,79.3,30.49
10381,77.51,1000000,90.6,79,30.49
10382,112.99,1000000,89.95118566,79.32639706,30.49
10384,107.65,1000000,87.64758607,78.02191513,30.49
10395,782.26,1000000,84.42726912,71.81667785,30.49
10405,303.25,1000000,96.16219133,72.27628567,30.49
10435,17.33,1000000,85.53915369,76.53915369,30.49
10464,625.77,1000000,84.4,74.8,30.49
10471,730.28,1000000,93.6,74.7,30.49
10472,712.71,1000000,86.8,72.8,30.49
10473,224.18,1000000,78.8,70.2,30.49
10478,1259.43,1000000,90.4,73.4,30.49
10485,8.11,1000000,88.6,78.1,30.49
10495,443.03,1000000,80.30005898,72.44483412,30.49
10502,119.88,1000000,96.1,73.4,30.49
10503,229.41,1000000,84.8,75.8,30.49
10525,31.02,1000000,87.77180935,79,30.49
10566,9.82,1000000,85.89247456,76.89247456,30.49
10567,26.08,1000000,86.7,76.3,30.49
10593,18.17,22.31393518,88.6,81.4,30.49
10603,2169.87,1000000,80.90704898,72.14906479,30.49
10617,761.47,1000000,84.4,74.8,30.49
10620,684.36,1000000,84.4,74.8,30.49
10621,393.3,1000000,82.52680704,73.76340352,30.49
10629,13.22,1000000,88.6,78.1,30.49
10633,46.25,1000000,87.64004855,78.21180514,30.49
10640,19.91,1000000,96.1,73.4,30.49
10641,2181.69,1000000,80.90487971,72.17683155,30.49
10642,96.52,1000000,82.79471073,75.78934963,30.49
10646,47.29,1000000,82.99300426,75,30.49
10652,3220.17,1000000,89.33056592,66.95880478,30.49
10661,4567.3,1000000,97.5,72,30.49
10670,22.33,1000000,89,80.5,30.49
10671,437.63,1000000,89.64106727,77.82053363,30.49
10672,9.35,1000000,87.29535709,79.2701581,30.49
10673,12.52,1000000,84.28764753,76.14099959,30.49
10675,28.07,1000000,85.2,76.2,30.49
10676,742.59,1000000,84.8,75.2,30.49
10677,1373.13,1000000,90.4,73.4,30.49
10678,647.39,1000000,83.28503132,73.88676591,30.49
10682,4240.09,1000000,78.89605751,62.44802875,30.49
10683,4240.58,1000000,84.3,67.1,30.49
10686,1278.28,1000000,81.4,72.7,30.49
10725,188.08,1000000,82.26745711,74.13372855,30.49
10726,150.87,1000000,86.7,76.3,30.49
10731,505.82,1000000,84,75,30.49
10741,16.25,1000000,88.53108215,79.85252393,30.49
10743,827.39,1000000,83,73.5,30.49
10745,600.7,862.5385958,85.8,76.4,30.49
10746,11.04,1000000,85.83379941,76.83379941,30.49
10751,11.16,1000000,85.52855561,76.52855561,30.49
10755,5518.71,1000000,85.4,65.5,30.49
10761,1922.5,1000000,94.96085217,70.44524461,30.49
10764,83.39,1000000,67.60083609,61.29106111,30.49
10765,155.42,1000000,80.72656069,72.27343931,30.49
10766,221.8,1000000,80.76585123,72.23414877,30.49
10767,301.11,1000000,96.02376253,72.0951106,30.49
10768,729.15,1000000,96.7,72.9,30.49
10769,634.46,1000000,97.2,73.9,30.49
10771,49.61,1000000,87.63851696,78.21287247,30.49
10772,142.5,1000000,94,70.26019948,30.49
10773,546.6,1000000,86.23819288,75.71917899,30.49
10774,19.53,1000000,87.35536046,78.67768023,30.49
10777,4028.3,1000000,86.26811,63.85393595,30.49
10784,3241.58,1000000,85.30905475,66.03240764,30.49
10802,98.5,1000000,85.2,76,30.49
10803,275.23,1000000,82.3,74.1,30.49
10805,90.75,1000000,85.82941953,76.20751605,30.49
10810,10.83,1000000,78.8872841,72.21476847,30.49
10811,12.54,1000000,78.6497774,71.31982421,30.49
10812,18.43,1000000,78.43353249,71.27812282,30.49
10819,629.46,1000000,82.76401839,74.88200919,30.49
10822,1253.97,1000000,81.42078661,72.71437911,30.49
10835,416.03,1000000,83.2,73.3,30.49
10836,37.9,1000000,93.63190937,70,30.49
10837,163.14,1000000,95.76091689,72.04768035,30.49
10838,1149.62,1000000,81.86982048,72.67689107,30.49
10839,1065.69,1000000,80.37292672,72,30.49
10840,319.35,1000000,95.67340773,71.48329445,30.49
10850,2421.97,1000000,94.1,69.6,30.49
10869,1319.58,1000000,88.50105664,65.87333982,30.49
50002,1015.83,1000000,83.19175814,74.28224196,30.49
50035,245.49,1000000,83.2,73.5,30.49
50051,68.87,1000000,83.2,73.3,30.49
50068,493.77,1000000,96.7,72.9,30.49
50071,16.82,1000000,86.27864089,79.19402749,30.49
50099,4151.68,1000000,89.97235227,65.95198655,30.49
50109,520.56,1000000,90.31780392,78.3377289,30.49
50111,4965.57,1000000,89.2,64,30.49
50127,1022.54,1000000,91.63451792,76.76330695,30.49
50137,71.3,1000000,89,80.5,30.49
50201,2148.21,1000000,84.88779733,75.25853155,30.49
50202,574.6,1000000,83.9,75.5,30.49
50208,1047.05,1000000,80.38770105,72,30.49
50215,485.76,1000000,85.32806487,76.32806487,30.49
50225,38,1000000,80.06258853,72.03201969,30.49
50243,15.27,1000000,83.2,73.3,30.49
50271,46.99,1000000,89,80.3,30.49
50273,64.14,1000000,83.34522807,74.23340358,30.49
50277,1197.86,1000000,82.3,74.1,30.49
50279,923.15,1000000,81.14078218,72.98085143,30.49
50290,75.05,1000000,83.22297217,75.80947373,30.49
50292,115.84,1000000,82.6158221,75.69684682,30.49
50293,93.94,1000000,93.71917734,70.41074118,30.49
50363,-134.68,1000000,97.7,81.4,30.49
50385,18,1000000,85.85853194,76.16882343,30.49
50406,194,1000000,83.2,73.3,30.49
50407,20.03,1000000,88,79.32092519,30.49
50449,1412.03,1000000,83.44615918,75.23902145,30.49
50450,253.85,1000000,84.8,75.4,30.49
50451,591.37,1000000,80.42784565,72.90415868,30.49
50458,519.66,1000000,81.90009224,73.90009224,30.49
50460,163.52,1000000,81.3,73.2,30.49
50472,569.98,1000000,81.51643508,73.65472928,30.49
50497,7.93,1000000,85.80102501,76.18533304,30.49
50498,33.17,1000000,84.07855675,74.77171947,30.49
50541,8.55,1000000,82.07068959,70.95757919,30.49
50555,167.78,1000000,87.3005148,77.9753691,30.49
50558,1244.97,1000000,89.29407798,76.18082057,30.49
50560,1371.24,1000000,95.98592091,72.70236966,30.49
50561,16.79,1000000,85.67969564,76.67969564,30.49
50572,17.36,1000000,85.67969564,76.67969564,30.49
50611,1282.77,1000000,83.85689283,75.14097418,30.49
50629,100.71,1000000,87.26272429,79.26272429,30.49
50630,185.66,1000000,84.89791319,67.16094719,30.49
50632,349.7,1000000,90.90494832,69.7475481,30.49
50648,208.95,1000000,83.62602478,74.75625325,30.49
50649,61.88,1000000,85,77,30.49
50650,1164.56,1000000,80.60957717,72.39042283,30.49
50651,400.53,1000000,84.8,75.4,30.49
50657,348.78,1000000,86.7183224,76.97247437,30.49
50658,184.51,1000000,87.84409543,78,30.49
50664,65.07,1000000,83.2,75.3,30.49
50666,48.94,1000000,88,80.03807983,30.49
50676,4672.89,1000000,84.3,67.1,30.49
50707,4998.92,1000000,79.40912151,62.70456075,30.49
50736,544.61,1000000,85.2,76.2,30.49
50739,471.37,1000000,80.95942414,72.3304556,30.49
50744,468.76,1000000,81.41512497,73.20756249,30.49
50748,26.4,1000000,81.59391695,67.22994552,30.49
50770,1256.3,1000000,81.5122415,73.23924023,30.49
50771,629.88,1000000,86.8,76.5,30.49
50772,811.31,1000000,80.89444391,72.56801337,30.49
50774,114.21,1000000,87.21588194,79.78411806,30.49
50776,1058.59,1000000,82.56510247,74.11213624,30.49
50799,100.43,1000000,84.91307761,76.29748654,30.49
50815,35.75,1000000,88.27483033,79.60702653,30.49
50835,603.12,1000000,81.9624858,73.54928541,30.49
50837,6.59,1000000,82.13385258,70.99107196,30.49
50849,233.66,1000000,78,67.6,30.49
50850,639.44,1000000,88.62744279,72.49978713,30.49
50851,39.27,1000000,78.17956379,69.9034401,30.49
50852,35.63,1000000,85.80059794,76.60268057,30.49
50858,37.87,1000000,88,79.87142159,30.49
50859,345.66,1000000,85.26639599,76.26639599,30.49
50860,616.19,1000000,85.4,76.5,30.49
50872,537.85,1000000,81.3,73.2,30.49
50873,288.58,1000000,82.37089769,73.3143043,30.49
50874,484.48,1000000,83.2,73.3,30.49
50875,9.15,1000000,88,79.86377441,30.49
50876,117.12,1000000,82.09816491,70.91550834,30.49
50877,63.66,1000000,84.08615354,74.73234271,30.49
50878,510.22,1000000,81.16056051,73.5952132,30.49
50879,1496.69,1000000,82.4504,74.0645957,30.49
50880,14.28,1000000,86.3,76.2,30.49
50881,486.39,1000000,89.66770297,68.63316313,30.49
50882,21.21,1000000,84.6,76,30.49
50883,9.33,1000000,82.00909332,75,30.49
50884,7.6,1000000,88,80.38079858,30.49
50885,14.49,1000000,85.63264184,76.63264184,30.49
50886,2326.79,1000000,87.04494251,65.4371871,30.49
50887,5.34,1000000,88,81.2,30.49
50888,333.19,1000000,84.23110794,75.23110794,30.49
50900,1246.12,1000000,86.7,75.4,30.49
50903,592.71,1000000,88.7,78.8,30.49
50906,5149.29,1000000,82.5,65.3,30.49
50907,309.1,1000000,84.8,75.4,30.49
50921,3513.62,1000000,93.2,68.8,30.49
50949,115.44,613.2818458,87.2,80.9,30.49
50950,1528.64,1000000,97.2,71.2,30.49
50951,6484.9,1000000,84.62756272,65.35018538,30.49
50966,55.15,1000000,87.85757621,78.08111752,30.49
50968,25.55,1000000,77.8,65.5,30.49
50974,1393.08,1000000,80.96719788,72.67374646,30.49
50976,31.5,1000000,86.9086029,79.56017512,30.49
50978,409.52,1000000,82.57261409,73.78630705,30.49
50993,716.04,1000000,94,69,30.49
51026,500.29,1000000,80.41288262,72,30.49
51030,528.63,1000000,81.66766233,74.20140767,30.49
52007,348.58,1000000,86.53516644,76.97828047,30.49
52010,23.84,1000000,87.86792451,79.86718861,30.49
52026,151.47,1000000,83.5,75.7,30.49
52056,97.36,1000000,82.79460655,75.789619,30.49
52071,466.41,859.2056136,89.38013024,78.37671536,30.49
52088,13.09,1000000,87.69512561,79.87803648,30.49
52118,671.12,1000000,86.23606779,75.71856203,30.49
52168,7.56,1000000,87.2,77.2,30.49
52176,2481.42,1000000,88.00291199,73.26547596,30.49
54015,633.35,1000000,86.29764641,72.04054728,30.49
