Plant.Code,Elevation,Pond_Area,Tdb,Twb,nwT
54033,17.31,1000000,86.49812088,79.49812088,30.49
54034,18.99,1000000,82.10759422,74,30.49
54035,93.76,1000000,87.30969214,78.30969214,30.49
54041,624.49,1000000,80.77435471,73.13115743,30.49
54056,54.8,1000000,82.06693678,74.67172996,30.49
54076,1419.48,1000000,79.19718941,71.74125821,30.49
54081,49.33,1000000,87.83569114,78.09388648,30.49
54114,13.66,1000000,82.14795057,76,30.49
54131,574.64,1000000,80.86557541,73.20887903,30.49
54144,1335.23,1000000,83.5,74.6,30.49
54219,3130.99,1000000,97.5,72,30.49
54221,5591,1000000,82.4,65.3,30.49
54224,1006.99,1000000,84.6,76.8,30.49
54238,9.79,1000000,96.0480484,72.90803474,30.49
54265,978.44,1000000,84.6,75.4,30.49
54271,1811.14,1000000,94.3719345,70.15847592,30.49
54304,97.23,1000000,87.79874745,78,30.49
54324,529.41,1000000,81.664397,74.1985698,30.49
54349,1845.64,1000000,95.13478648,70.53499001,30.49
54350,2413.05,1000000,94.9709366,70.43710203,30.49
54365,125.63,1000000,87.70443481,79.3474456,30.49
54415,1302.05,1000000,81.56832468,73.223935,30.49
54423,86.38,1000000,88.3,78.4,30.49
54424,82.69,1000000,88,79.99070261,30.49
54426,146.83,1000000,88,79.92621172,30.49
54466,94.99,1000000,86.73075312,79.09042552,30.49
54468,5061.51,1000000,97.5,72,30.49
54469,157.93,1000000,96.2,73.1,30.49
54476,51.58,1000000,76.30347657,65.11700034,30.49
54526,1086.28,1000000,81,73,30.49
54529,112.16,1000000,87.67289492,79.34130333,30.49
54537,193.83,1000000,75.80461428,65.07294967,30.49
54547,277.04,1000000,81.52999282,73.42500057,30.49
54561,42.42,1000000,82.22667291,67.41708898,30.49
54578,2552.52,1000000,89.6,66.9,30.49
54579,4157.05,1000000,85.53917834,63.257211,30.49
54586,105.08,1000000,85.76225092,75.99583302,30.49
54592,255.47,1000000,80.33499192,72.62951826,30.49
54593,894.41,1000000,80.20641266,72.69409656,30.49
54626,1069.18,1000000,94.42396223,70.813391,30.49
54627,14.8,1000000,86.31608244,79.31608244,30.49
54634,1381.37,1000000,82.40697458,74.03710767,30.49
54640,36.84,1000000,86.59218537,77,30.49
54646,10.81,1000000,84.31452701,76.13432922,30.49
54658,146.03,1000000,87.6,79.6,30.49
54676,5.09,1000000,87.94111205,79.7714,30.49
54693,423.34,1000000,85.35943294,76.35943294,30.49
54694,130.11,1000000,95.31926665,77.87419484,30.49
54744,415.76,1000000,90,78.4,30.49
54746,14.23,1000000,85.72199985,76.72199985,30.49
54749,638.49,1000000,82.06605686,71.29107256,30.49
54751,753.87,1000000,82.39496062,74.26556893,30.49
54755,100.07,1000000,87.30843448,78.30843448,30.49
54758,118.95,1000000,82.46699441,74.48480981,30.49
54761,562.25,1000000,90.20382541,65.46870971,30.49
54785,18.87,1000000,88.5,78.3,30.49
54805,253.19,1000000,82.69060841,74.49652707,30.49
54817,848.46,1000000,91.32402474,78,30.49
54832,216.06,1000000,87.28429406,77.58127885,30.49
54852,1081.26,1000000,83.2,73.3,30.49
54914,7.68,1000000,87.2,77.2,30.49
54915,634.79,1000000,81.8550156,73.92994413,30.49
54945,17.9,1000000,85.7,77.2,30.49
54974,734.86,1000000,84,75.46495177,30.49
54985,297.67,1000000,89.3,80.1,30.49
54998,7.89,1000000,89.3,79.9,30.49
55010,804.77,1000000,83.52348391,74,30.49
55011,820.24,1000000,84.41355291,74.78272639,30.49
55040,319.53,1000000,88.9215452,78,30.49
55041,181.47,1000000,83.70194652,74.40757991,30.49
55042,10.43,1000000,83,76,30.49
55043,685.17,1000000,85.62867974,75.51182693,30.49
55047,25.5,1000000,88.45651257,79.73956953,30.49
55048,252.84,1000000,83.5,75.7,30.49
55062,364.68,1000000,88.28292045,79.28292045,30.49
55063,224.74,1000000,90.44310488,79.44310488,30.49
55065,3500.67,1000000,86.67085846,72,30.49
55068,59.87,1000000,80.91984639,72.08015361,30.49
55075,204.45,1000000,90.96722019,79.05439239,30.49
55076,556.66,1000000,90,79,30.49
55079,613.22,1000000,81.82127508,73.67401409,30.49
55086,19.7,1000000,88.77059933,80.62039666,30.49
55087,659.37,1000000,82.86288903,74.83351167,30.49
55088,584.68,1000000,86.5,76.9,30.49
55090,2722.63,1000000,84.04610761,64.3824262,30.49
55096,602.4,1000000,88.3,78,30.49
55097,542.74,1000000,90.33495415,78.33588764,30.49
55098,115.65,1000000,88.59515984,80.29757992,30.49
55100,615.85,1000000,82.96667589,73.59962113,30.49
55103,4140.71,1000000,93.76818052,68.72394859,30.49
55104,8.91,1000000,87.91004333,81.46791562,30.49
55107,334.69,1000000,82.00199596,74.73841811,30.49
55123,92.43,1000000,88.60414891,80.30207446,30.49
55124,2483.16,1000000,89.84829372,68.05229499,30.49
55126,61.14,1000000,81.99848661,75,30.49
55129,1369.58,1000000,94.90650848,74.39745763,30.49
55131,632.31,1000000,84.6392156,76,30.49
55132,378.44,1000000,89.37151484,79,30.49
55137,563.3,1000000,86.92817596,77.2268399,30.49
55139,790.04,1000000,92.02215729,78.83922799,30.49
55144,622.66,1000000,89.92444655,78.18799966,30.49
55146,603.78,1000000,90.72511227,77.86791086,30.49
55151,980.4,1000000,91.88002425,68.38369316,30.49
55153,684.62,1000000,86.90404821,77.18311125,30.49
55154,490.12,1000000,89.9,79.1,30.49
55168,553.85,1000000,88.49438344,77.92026208,30.49
55170,318.79,1000000,83.74392613,73.9245436,30.49
55172,472.01,1000000,91.43953844,77.81013408,30.49
55173,39.01,1000000,87.7176402,79.77093785,30.49
55174,648.9,1000000,88.3,78,30.49
55176,293.21,1000000,90,79,30.49
55177,457.19,1000000,95.26214638,70.92553582,30.49
55178,949.12,1000000,89.6508211,78,30.49
55179,2183.14,1000000,83.59682065,64.26688233,30.49
55182,1423.83,1000000,86.68083711,67.89470694,30.49
55183,659.46,1000000,88.13137799,78.5696035,30.49
55187,40.52,1000000,88.25362544,79.58254483,30.49
55188,608.13,1000000,86.77399045,76.97477806,30.49
55193,340.14,1000000,84.5812277,75.5812277,30.49
55197,336.49,1000000,89.84455826,79,30.49
55200,5264.21,1000000,79.81057717,62.90528858,30.49
55206,22.18,1000000,88.478663,80.37672088,30.49
55210,4234.14,1000000,86.73704203,69.77908368,30.49
55215,2870.16,1000000,87.10874988,72.21749976,30.49
55216,525.93,1000000,84.63772108,76,30.49
55217,14.44,1000000,82.5503512,67.05917797,30.49
55218,350.28,1000000,89.74837466,78.91612489,30.49
55220,328.16,1000000,90,79,30.49
55221,255.09,1000000,90.88134577,79.51326485,30.49
55223,470.15,1000000,91.38635095,78,30.49
55225,727.62,1000000,90.39844587,77.84895708,30.49
55226,340.52,1000000,91.18816032,78.40591984,30.49
55230,1102.15,1000000,91.26362117,78,30.49
55231,29.97,1000000,85.86122649,76.86122649,30.49
55239,52.02,1000000,86.27309604,76.589516,30.49
55241,14.39,1000000,88,79.31502146,30.49
55242,90.24,1000000,88.4,81.1443005,30.49
55259,589.27,1000000,85.23026967,76,30.49
55269,281.51,1000000,90.81233262,79.81233262,30.49
55270,964.93,1000000,84.08577178,75.90280265,30.49
55271,478.2,1000000,89.42663037,79,30.49
55282,881.61,1000000,96.83909996,75.97271379,30.49
55292,583.63,1000000,87.25696485,77.25696485,30.49
55293,612.25,1000000,87.29884854,77.29884854,30.49
55294,91.77,1000000,80.18850122,72.09978125,30.49
55295,335.32,1000000,96.21352474,77.95960684,30.49
55297,611.63,1000000,84.72742758,75.69760562,30.49
55298,19.63,1000000,85.72746177,76.72746177,30.49
55299,25.71,1000000,88.4448035,79.72031026,30.49
55301,1052.47,1000000,96.4,76.1,30.49
55302,4801.23,1000000,83.37254624,64.27274923,30.49
55305,51.22,1000000,89.6,80.8,30.49
55306,704.16,1000000,96.81871287,75.97383617,30.49
55314,170.88,1000000,91.1,81.1,30.49
55318,22.27,1000000,87.5,80.5,30.49
55320,1026.98,1000000,91.25772994,78,30.49
55322,2232.98,1000000,95,72.5,30.49
55323,14.81,1000000,80.7,65.9,30.49
55327,20.14,1000000,88.18766863,79.70067734,30.49
55328,617.2,1000000,90.07921474,65.3990333,30.49
55333,23.65,1000000,82.34919356,67.01961717,30.49
55334,612.46,1000000,87.70668469,78,30.49
55335,340.88,1000000,87.5,77.2,30.49
55337,501.92,1000000,84.7542053,75.7542053,30.49
55340,242.95,1000000,90.1084397,79.1084397,30.49
55343,4378.51,1000000,85,68.71465455,30.49
55350,820.66,1000000,86.69728581,77.65501417,30.49
55357,67.94,1000000,88.19208586,79.68670889,30.49
55358,18.1,1000000,87.61823751,80.24886814,30.49
55364,481.6,1000000,86.13081361,77.88206675,30.49
55369,454.58,1000000,82.27011334,76.13540013,30.49
55372,1126.6,1000000,96.79664883,76.07001951,30.49
55380,170.88,1000000,90.27572532,79.29425188,30.49
55382,714.3,1000000,87.62132807,76.81066404,30.49
55386,133.94,1000000,88.86327284,78,30.49
55393,256.3,1000000,80.28212938,66.81746809,30.49
55397,850.18,1000000,84.47384101,75.2369205,30.49
55400,1332.78,1000000,88.01921898,68.34931998,30.49
55404,13.89,1000000,88.2368012,80.2368012,30.49
55406,78.03,1000000,88.7814418,79.47822704,30.49
55411,558.8,1000000,88.92639441,78.60676511,30.49
55412,145.53,1000000,87.64269557,79.32663653,30.49
55418,250.88,1000000,90.73839579,79.34308806,30.49
55439,390.98,1000000,87.37270976,77.37270976,30.49
55440,378.92,1000000,89.42716803,79,30.49
55451,529.43,1000000,90.37383937,79.37383937,30.49
55455,882.78,1000000,96.84951922,75.94991703,30.49
55457,1197.46,1000000,89.38882085,76.31791124,30.49
55463,1021.95,1000000,89.98867884,76.48036206,30.49
55464,26.54,1000000,88.4688324,79.76287061,30.49
55467,84.47,1000000,90.71472938,80.42945877,30.49
55480,385.35,1000000,91.32155832,78,30.49
55481,883.1,1000000,96.849652,75.94969291,30.49
55482,1640.65,1000000,88.19259636,68.94880721,30.49
55501,677.36,1000000,90,77.87025812,30.49
55502,490.67,1000000,85,76,30.49
55503,896.44,1000000,84.74314155,75.49148452,30.49
55516,1073.61,1000000,83.02522743,74.62623494,30.49
55518,2856.68,1000000,90.7889847,68.40550606,30.49
55524,460.56,1000000,87.28330898,77.55294712,30.49
55528,883.47,1000000,96.4,77.4,30.49
55545,90.23,1000000,88.60166794,80.30083397,30.49
55620,81.86,1000000,90.74227816,80.48455633,30.49
55641,770.58,1000000,84,74.87059259,30.49
55656,1068.51,1000000,88.50966832,65.69339202,30.49
55661,66.19,1000000,82.10801334,73.94813438,30.49
55664,284.77,1000000,90,79,30.49
55667,292.98,1000000,84.72619909,75.72619909,30.49
55690,364.6,1000000,87.02975286,76.97048772,30.49
55694,572.39,1000000,90,79,30.49
55700,9.92,1000000,80.29575587,65.87955659,30.49
55701,625.15,1000000,86.05489621,76.69502601,30.49
55708,338.76,1000000,89.89415398,79.13756029,30.49
55710,757.76,1000000,82.22298681,73.22298681,30.49
55714,339.99,1000000,90.77221423,79.38987881,30.49
55736,550.75,1000000,85.13750445,75.79789193,30.49
55748,18.41,1000000,84.87292492,68.9728199,30.49
55749,2884.6,1000000,84.66677054,65.15352101,30.49
55801,19.94,1000000,85.83334676,76.83334676,30.49
55818,407.58,1000000,79.50496814,65.08113508,30.49
55821,74.36,1000000,86.47472994,79.16944208,30.49
55835,4968.21,1000000,79.40662894,62.70331447,30.49
55841,2490.97,1000000,95,72.5,30.49
55853,1445.48,1000000,90.39141389,71.64702422,30.49
55856,456.38,1000000,90.45156821,80.09686358,30.49
55927,21.1,1000000,88.87381676,79.58405074,30.49
55952,1920.63,1000000,95,72.5,30.49
55955,1052.47,1000000,96.4,76.1,30.49
55965,726.27,1000000,87.00241624,76.62358158,30.49
55966,129.81,1000000,70.39512363,60.89017795,30.49
55970,151.86,1000000,93.68135985,70,30.49
55975,1085.45,1000000,83.9,74.7,30.49
55976,584.38,1000000,86.8,76.5,30.49
55977,5285.07,1000000,81.88170396,63.93561629,30.49
55985,749.91,1000000,82.10126425,71.30487083,30.49
55990,643.56,1000000,82.51948852,73.78211456,30.49
56026,36.87,1000000,81.89554864,67.32386513,30.49
56031,669.84,1000000,83.19393874,74.0971684,30.49
56041,189.59,1000000,80.72868436,70.41595691,30.49
56042,10.57,1000000,84.8,75.8,30.49
56046,566.26,1000000,80.57961163,70.36737261,30.49
56068,683.91,1000000,86.9,77,30.49
56078,87.5,1000000,91.98348489,70.08141695,30.49
56079,215.74,1000000,91.56483952,80.54125372,30.49
56102,5055.97,1000000,87,66.4,30.49
56104,801.04,1000000,83.63431677,74.57394982,30.49
56119,21.33,1000000,88.8,77.7,30.49
56150,58.28,1000000,88.8495332,79.55269783,30.49
56164,1006.87,1000000,83.47137286,74.40094475,30.49
56177,4564.14,1000000,84.94122452,65.78095585,30.49
56188,66.03,1000000,82.33104227,75.56987565,30.49
56224,4648.08,1000000,86.48318819,62.33437021,30.49
56227,21.49,1000000,78.67822905,65.50512388,30.49
56237,4510.78,1000000,84.97167286,65.79004042,30.49
56259,18.78,1000000,82.10778594,74,30.49
56298,90.44,1000000,93.7752188,70,30.49
56309,426.28,1000000,90.43510881,80.12978237,30.49
56319,4414.03,1000000,85.09832847,68.58294147,30.49
56326,3499.24,1000000,87.1,72.8,30.49
56349,2859.53,1000000,87.10565674,72.21131347,30.49
56350,96.62,1000000,88.08714808,79.66667773,30.49
56356,572.75,1000000,89.17766463,72.2244048,30.49
56400,17.89,1000000,87.57638508,79.99548234,30.49
56406,16.04,1000000,80.5,67.3,30.49
56407,19.57,1000000,86.20956154,79.20956154,30.49
56456,243.89,1000000,90.20274322,79.20274322,30.49
56458,3748.94,1000000,87,70.6,30.49
56467,9.44,1000000,81.43932746,68.0036928,30.49
56505,292.34,1000000,91.1,80.1,30.49
56564,299.58,1000000,91.09659498,79.68379328,30.49
56565,177.19,1000000,90,79,30.49
56611,482.91,1000000,91.41694479,78.61961131,30.49
56616,6052.82,1000000,79.10625825,63.12308935,30.49
56643,709.72,1000000,83.76379693,74,30.49
56671,1129.77,1000000,84.05335394,74.46508781,30.49
56706,240.23,1000000,95.21168346,71.7043354,30.49
56707,144.54,1000000,94.36789797,71.03604235,30.49
56786,1482.07,1000000,84.87168844,75.53260917,30.49
56798,357.41,1000000,84.93827442,76.45045566,30.49
56806,17.48,1000000,88.6,82,30.49
56807,305.02,1000000,87.9520069,77.8532318,30.49
56846,158.63,1000000,88.6,78.2,30.49
56931,381.57,1000000,90.03426686,79.49512868,30.49
56963,14.38,1000000,88.43209761,78.31141779,30.49
56998,4843.84,1000000,84.46647281,66.9847807,30.49
57028,2605.32,1000000,91.75572196,67.50360978,30.49
57037,477.07,1000000,90.75682373,80.02407442,30.49
57119,753.38,1000000,83.58776302,74,30.49
57138,290.05,1000000,90.24723186,78.67051038,30.49
57154,-134.68,1000000,97.7,81.4,30.49
57241,186.88,1000000,88.50103073,79.50873743,30.49
57349,21.51,1000000,87.04229699,78.46090104,30.49
57564,361.8,1000000,96.02331408,72.11968669,30.49
57684,3430.74,1000000,96.3,72.6,30.49
57703,5946.34,1000000,78.45580229,63.63064976,30.49
57794,748.69,1000000,86.8,77.4,30.49
57839,17.26,1000000,87.93080337,77.41155771,30.49
57857,427.54,1000000,97.5,72,30.49
57898,16.82,1000000,87.75519948,80.23072925,30.49
57909,786.42,1000000,89.50420142,78.67500842,30.49
57978,10.04,1000000,95.27512703,72.42168688,30.49
58001,594.11,1000000,90.75987907,77.92582079,30.49
58005,729.75,1000000,92.1709368,78.78455833,30.49
58007,723.01,1000000,88.72742518,73.56677493,30.49
58023,226,1000000,87.5,77.2,30.49
58054,1043.57,1000000,82.96301328,73.61627787,30.49
58079,14.03,1000000,88.47055482,77.68238709,30.49
58124,1159.48,1000000,83.49546071,74.57008632,30.49
58205,792.07,1000000,91.30477129,79.66788757,30.49
58215,85.28,550.0786889,90.1,79.8,30.49
58236,883.94,1000000,87.4,79.2,30.49
58260,242.49,1000000,91.9,80.9,30.49
58427,836.35,1000000,85.34538781,76.43060245,30.49
58472,312.33,1000000,96.42241282,72.35666051,30.49
58478,6.21,1000000,89,80.3,30.49
58503,676.94,1000000,94.5,72.1,30.49
58518,561.32,2.70412099,88.4,77.1,30.49
58557,884,1000000,95.6853503,76.25482954,30.49
58560,386.09,1000000,88.37459472,77.56025572,30.49
58574,6342.54,1000000,82.915182,65.0902406,30.49
58595,618.36,1000000,85.01266329,74.74073383,30.49
58697,10.18,1172.123451,89,80.3,30.49
58706,164.84,1000000,90.04226872,79.09241256,30.49
58707,84.02,1000000,89.2924461,79.40034617,30.49
58870,6.43,1000000,89,80.5,30.49
58944,337.22,1000000,89.71579153,80.13819124,30.49
59004,314.24,1000000,91,79.4,30.49
59035,499.94,1000000,85.7,77.6,30.49
59093,604.04,1000000,84.6,76.5,30.49
59220,460.9,1000000,87.3,78,30.49
59254,309.67,1000000,84.54190676,75.86797323,30.49
59325,836.43,1000000,88.4,77.1,30.49
59326,652.97,1000000,88,77.9,30.49
59338,704.87,1000000,95.35782107,75.88572127,30.49
59764,592.07,1000000,86.9,77.2,30.49
59784,704.87,1000000,95.35780859,75.88570754,30.49
60100,342.79,1000000,96.65352921,74.56830049,30.49
60340,186.14,1000000,90.4,79.7,30.49
60345,33.15,1000000,88,80.3,30.49
60368,446.42,1000000,86.8,76.5,30.49
60376,959.09,1000000,84.7,75.1,30.49
60421,4613.53,1000000,93.4,68.7,30.49
60464,1233.47,1000000,84.9,75.2,30.49
60550,796.84,1000000,86.9,76.7,30.49
60589,1786.04,1000000,83.9,74.7,30.49
60768,704.87,1000000,96.4,77.4,30.49
60926,10,1000000,88.7,80.7,30.49
60927,17.64,1000000,88.6,81.4,30.49
61028,978.92,1000000,84.7,75.1,30.49
61035,160.75,1000000,87.5,77.2,30.49
61213,694.02,1000000,89.5,78.1,30.49
64020,767.27,1000000,87.8,78.2,30.49
64408,218.95,1000000,83.2,73.3,30.49
