"Plant.Code","Elevation","Pond_Area","percentAllocation","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","DB_jan","DB_feb","DB_mar","DB_apr","DB_may","DB_jun","DB_jul","DB_aug","DB_sep","DB_oct","DB_nov","DB_dec","WB_jan","WB_feb","WB_mar","WB_apr","WB_may","WB_jun","WB_jul","WB_aug","WB_sep","WB_oct","WB_nov","WB_dec","WT_jan","WT_feb","WT_mar","WT_apr","WT_may","WT_jun","WT_jul","WT_aug","WT_sep","WT_oct","WT_nov","WT_dec","WS_jan","WS_feb","WS_mar","WS_apr","WS_may","WS_jun","WS_jul","WS_aug","WS_sep","WS_oct","WS_nov","WS_dec","Tdb","Twb","nwT"
3,NA,NA,100,1497590,1381468,1504179,940696,1473680,1553773,1565593,1644990,1553284,1501592,1426845,754928,9.75646,16.476793,14.466136,18.76334,24.158072,26.525007,27.093557,27.359682,26.908342,21.641945,12.733338,12.445166,6.240435,12.41984,10.271584,14.646918,20.15455,22.565899,23.269077,23.50504,22.52916,17.718355,8.999597,9.096621,12.0163419354839,14.5819571428571,15.323,17.1281233333333,21.1888516129032,25.79306,27.5778870967742,27.9154419354839,28.6695433333333,25.7302483870968,33.29926,13.9111935483871,8.839506,10.130126,9.647691,9.365308,7.3025146,7.232761,7.4396176,5.5273976,5.9651637,7.114901,8.45562,9.423997,NA,NA,30.49
26,NA,NA,100,1227433,2282404,1703891,2141623,2559345,304128,425245,2730734,2230043,285199,620615,802,7.545165,13.232152,12.09033,17.935005,23.545166,25.838337,27.225813,27.438711,26.816673,19.490332,9.931673,10.201619,4.44,9.666102,8.100959,13.893095,19.594713,21.73798,23.051224,23.121994,21.466187,15.270684,6.4662485,7.1351433,7.83136451612903,10.433375,14.3135032258065,17.47108,21.697835483871,25.4878866666667,27.8787032258065,28.4176967741936,28.41714,24.1268258064516,17.8344766666667,10.7930612903226,9.048768,10.425721,9.972406,9.141613,7.244787,7.135827,6.768536,5.4841022,6.7853737,7.937516,8.366142,10.672352,NA,NA,30.49
51,245,0,100,1857,0,182676,0,618437,1467107,1756456,1934265,2072377,162416,10792,0,8.222588,11.79822,12.850007,18.110008,24.127426,25.986673,27.920979,29.032267,28.275007,18.83549,11.7050085,10.748393,5.131965,8.86583,9.125886,14.044753,20.484198,22.733355,24.02847,24.876398,23.518133,14.961684,8.139145,7.269591,8.55073225806452,8.85921071428571,14.991164516129,17.4622166666667,20.1322870967742,24.4293233333333,26.1815161290323,27.0647161290323,24.78869,19.0035161290323,12.5845466666667,10.056135483871,8.608597,9.754641,9.5683155,9.596457,8.377687,6.8002863,7.244787,5.3109202,6.3901815,7.757118,8.351229,7.8148456,89.62050661,79,30.49
56,NA,NA,100,725999,98592,236309,428772,462675,682911,962133,533515,535214,740093,710156,96973,9.0564575,16.167862,13.819358,18.215008,23.21452,26.435007,27.425816,27.638716,27.088339,20.943558,11.461673,11.658067,5.7205634,12.08967,9.719242,14.26425,19.515081,22.398085,23.483164,23.642109,22.39828,16.813835,7.875208,8.435949,10.0194935483871,12.471525,14.7623129032258,16.4420633333333,21.1459548387097,25.8187433333333,27.6979516129032,28.3004516129032,28.9087166666667,24.2305677419355,18.7478866666667,11.7874419354839,8.413767,9.84252,9.33019,8.76879,6.862344,6.9046774,6.883991,5.2892723,5.629623,6.7180247,7.985863,9.027121,NA,NA,30.49
59,1870,0,100,342197,314876,291689,84487,378792,298518,353610,333429,218921,202909,259428,281827,4.44,4.44,4.44,11.255006,14.529038,21.830006,24.545168,22.088717,21.755009,7.672589,4.44,4.44,4.44,4.44,4.44,7.2216806,10.970399,17.243687,20.62848,19.39201,17.821487,4.44,4.44,4.44,0,0,2.34967741935484,35.4845366666667,22.003164516129,24.2226333333333,27.4690967741935,60.7623903225806,88.28314,26.7287290322581,6.04319,0.533067741935484,10.015702,10.27393,10.210532,11.497852,10.398146,9.38022,9.3879175,8.204505,11.1474,11.63207,10.45395,8.774564,88.02768518,74.99079651,30.49
60,1890,0,100,2257486,1982449,2080521,1448931,942693,1605097,2136621,2088744,1812630,879257,1217460,1941662,4.44,4.44,4.44,11.486674,14.540328,21.783342,24.419361,22.30162,22.105007,7.6516204,4.44,4.44,4.44,4.44,4.44,7.3028984,10.935418,17.151686,20.34951,19.47465,17.905079,4.44,4.44,4.44,0.0974322580645161,0,0.211677419354839,5.26168333333333,11.4791032258065,16.1201733333333,21.3834387096774,22.8970870967742,20.7542033333333,15.9091096774194,5.41600666666667,1.49077096774194,9.474508,10.050235,9.792008,11.177226,10.073429,9.223635,9.171439,8.096267,10.8342285,11.062011,10.103497,8.312744,88.07506764,75.00073091,30.49
87,6890,0,100,674331,610005,639855,157659,6346,320306,612269,606771,643371,641405,631184,662668,4.44,4.44,4.8935547,8.455008,9.840326,16.641672,20.98549,20.23065,16.221674,6.9935527,4.44,4.44,4.44,4.44,4.44,4.44,4.8635798,9.544335,13.74115,13.809618,11.369177,4.44,4.44,4.44,8.639658005,8.639658005,8.639658005,8.639658005,8.639658005,8.639658005,8.639658005,8.639658005,8.639658005,8.639658005,8.639658005,8.639658005,10.455874,12.399018,12.599003,11.497852,10.809454,9.231091,7.3241625,6.9561505,8.172275,11.1486025,10.2899065,9.799225,79.3757684,62.51768759,30.49
108,2920,0,100,544790,822541,317191,89807,877445,843911,974358,1038939,821532,845842,886981,948229,4.44,4.44,4.44,12.59667,15.198391,21.870003,25.630655,25.138716,23.891674,8.461298,4.44,4.44,4.44,4.44,4.44,7.9474273,11.279332,16.670696,19.68149,19.58838,17.473381,4.44,4.44,4.44,11.6996619108333,11.6996619108333,11.6996619108333,11.6996619108333,11.6996619108333,11.6996619108333,11.6996619108333,11.6996619108333,11.6996619108333,11.6996619108333,11.6996619108333,11.6996619108333,8.370471,10.377787,10.167236,10.901337,10.131157,10.439035,11.098091,9.301325,13.58566,11.473318,10.550883,9.034336,88.30561281,70.90968836,30.49
113,NA,NA,100,1267889,1614573,605484,643091,546591,1017599,1938496,1993537,1633113,1648216,1820951,2271773,4.44,4.44,9.654846,14.016667,14.551619,22.41334,26.004843,26.083878,21.533342,12.3387165,7.343335,4.44,4.44,4.44,4.44,6.663656,7.626358,11.889584,15.675182,16.723036,14.022064,5.4310555,4.44,4.44,13.3543397083333,13.3543397083333,13.3543397083333,13.3543397083333,13.3543397083333,13.3543397083333,13.3543397083333,13.3543397083333,13.3543397083333,13.3543397083333,13.3543397083333,13.3543397083333,5.0727944,8.4044895,8.08905,8.194644,8.218937,7.1656528,5.9242735,5.4408064,7.3296947,6.8262644,5.189692,5.2098966,NA,NA,30.49
117,1060,0,100,575792,304843,892741,666966,342545,861837,1145598,1239711,844940,1057462,569022,1038395,12.096783,11.148216,17.862907,23.050009,23.356459,31.345009,34.85645,34.65807,30.025007,22.885483,17.515005,12.377422,6.987489,6.384924,10.511784,12.46232,13.022964,16.006542,20.270536,21.371544,19.486612,12.05854,10.202907,7.7258487,22.5980683333333,22.5980683333333,22.5980683333333,22.5980683333333,22.5980683333333,22.5980683333333,22.5980683333333,22.5980683333333,22.5980683333333,22.5980683333333,22.5980683333333,22.5980683333333,3.232734,4.7534895,4.5316,5.4655814,5.974785,5.4357553,5.6789317,5.5418296,5.6519923,4.5748954,4.1756144,3.5430186,96.65957508,75.28778524,30.49
