"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling","DB_jan","DB_feb","DB_mar","DB_apr","DB_may","DB_jun","DB_jul","DB_aug","DB_sep","DB_oct","DB_nov","DB_dec","WB_jan","WB_feb","WB_mar","WB_apr","WB_may","WB_jun","WB_jul","WB_aug","WB_sep","WB_oct","WB_nov","WB_dec","WS_jan","WS_feb","WS_mar","WS_apr","WS_may","WS_jun","WS_jul","WS_aug","WS_sep","WS_oct","WS_nov","WS_dec","eia_id","WT_multsrc","t_source","WT_jan","WT_feb","WT_mar","WT_apr","WT_may","WT_jun","WT_jul","WT_aug","WT_sep","WT_oct","WT_nov","WT_dec","nsegment_v","prms_id","water_source_aeg","nsegment_v11_new","cmplxcoo_flg","coolty_1","coolty_2","coolty_3"
3,916993,962107,753703,764271,412137,791333,937686,943701,602360,1092599,1066994,547001,100,"tower",7.898393,11.5896635,14.217748,18.246675,23.175817,26.445004,27.304848,26.232267,24.433338,17.81291,12.585006,11.650006,4.4447756,8.064884,10.131046,14.098668,19.127977,22.352787,23.249235,22.721327,20.674398,13.645551,8.918904,8.459923,9.315757,9.233148,10.116725,8.455619,8.420983,6.2783346,6.4077406,6.941719,8.746421,7.2375712,8.17973,10.145589,3,"","sntemp",9.52711612903226,12.4625586206897,13.4470419354839,17.63187,20.5887838709677,25.51406,27.6472548387097,27.449,27.6984233333333,22.7464580645161,33.74005,13.1370483870968,8721,8782,"sw","8721",1,"river_once_through_fresh","tower_recirculating",""
3,3972440,1964514,2380835,2820285,4863065,4871406,5614628,5288340,4977408,3299151,4052337,4743047,100,"river",7.898393,11.5896635,14.217748,18.246675,23.175817,26.445004,27.304848,26.232267,24.433338,17.81291,12.585006,11.650006,4.4447756,8.064884,10.131046,14.098668,19.127977,22.352787,23.249235,22.721327,20.674398,13.645551,8.918904,8.459923,9.315757,9.233148,10.116725,8.455619,8.420983,6.2783346,6.4077406,6.941719,8.746421,7.2375712,8.17973,10.145589,3,"","sntemp",9.52711612903226,12.4625586206897,13.4470419354839,17.63187,20.5887838709677,25.51406,27.6472548387097,27.449,27.6984233333333,22.7464580645161,33.74005,13.1370483870968,8721,8782,"sw","8721",1,"river_once_through_fresh","tower_recirculating",""
7,484335,476119,455053,430067,524750,585391,507714,175720,419076,216807,205223,267327,100,"river",4.622588,8.048282,12.245168,16.97834,21.124199,25.920008,27.161299,26.024197,23.486673,16.064524,9.246673,7.801622,0.95737654,4.6591463,7.865106,12.601356,16.748833,20.839485,22.33989,21.61922,19.03697,11.312763,5.2319193,4.5406127,9.294109,9.526263,10.224963,8.574923,8.565302,6.5691366,5.844898,7.1726284,7.9634933,8.255016,8.142448,9.813657,7,"","sntemp",6.61720967741936,8.94870344827586,14.4713129032258,17.7563,18.7507129032258,24.1422166666667,26.5783387096774,27.1869096774194,26.1401566666667,20.9419774193548,16.55041,8.69993870967742,9614,9679,"sw","9614",0,"river_once_through_fresh","",""
8,4443808,3576957,4420031,4229956,4032504,3959086,4327621,3424392,3330189,1589012,1647045,2249313,100,"river",4.937104,8.4500065,12.706454,16.786676,21.051617,25.726671,27.232262,25.991941,23.283342,16.18549,9.63667,8.275815,1.3560358,4.9974275,8.346296,12.518338,16.997839,21.179388,22.583588,21.902983,19.167028,11.989105,5.949081,5.009479,9.25803,9.881088,10.340418,8.656944,8.485927,6.509485,5.9026256,6.4871154,8.060428,7.5478563,8.052971,10.2754755,8,"","sntemp",7.93261612903226,8.66463103448276,12.1931580645161,16.40718,20.5317193548387,26.0850933333333,27.9893322580645,28.4291580645161,26.85174,21.9781225806452,20.1006633333333,9.61717741935484,8917,8980,"sw","8917",0,"river_once_through_fresh","",""
10,1637499,1571729,1668124,1602398,1470926,1671837,1501469,1653730,1162727,751717,875311,1551799,100,"river",6.1967793,9.565529,13.680645,17.530008,22.193552,26.44834,27.369358,26.400005,23.746675,17.067745,10.795005,9.838713,2.6825867,6.215488,9.322227,13.303282,18.280909,22.168224,23.085915,22.728823,19.990732,12.878528,7.164177,6.5484896,8.190074,8.685484,9.351838,7.6876044,7.57672,5.5177765,5.577909,5.996433,7.7547126,6.465468,7.217848,9.373486,10,"","sntemp",8.64513870967742,8.97335862068966,12.6626322580645,16.6412033333333,21.5902322580645,27.23174,28.4656677419355,29.2982709677419,28.9544566666667,23.6285322580645,34.84933,11.3091225806452,8611,8675,"sw","8611",0,"river_once_through_fresh","",""
26,2852715,2563898,2830905,1984731,2655913,2707064,2575973,2198136,486644,2093300,2379823,2559703,100,"tower",5.772587,9.365525,13.024202,17.490004,21.269361,25.64334,26.583878,25.84033,23.251673,16.020973,10.1116705,9.3387165,2.1247265,5.7859125,8.646022,13.159973,17.117317,21.134043,22.186445,21.825317,19.088404,11.978509,6.23524,5.8973365,9.48894,9.749957,10.39093,8.455619,8.594166,6.270878,6.0108647,7.417969,8.224469,8.16121,8.373598,10.268259,26,"","sntemp",6.8316935483871,8.85431034482759,13.6587451612903,17.21459,19.4245774193548,24.4169166666667,26.8148290322581,27.2595161290323,26.2665833333333,21.1280709677419,17.2020266666667,9.14945806451613,9676,9750,"sw","9676",1,"river_once_through_fresh","tower_recirculating",""
26,3103649,2705275,2392222,1856387,1904577,2726550,2675745,2393090,2598839,1381573,1890058,1439134,100,"river",5.772587,9.365525,13.024202,17.490004,21.269361,25.64334,26.583878,25.84033,23.251673,16.020973,10.1116705,9.3387165,2.1247265,5.7859125,8.646022,13.159973,17.117317,21.134043,22.186445,21.825317,19.088404,11.978509,6.23524,5.8973365,9.48894,9.749957,10.39093,8.455619,8.594166,6.270878,6.0108647,7.417969,8.224469,8.16121,8.373598,10.268259,26,"","sntemp",6.8316935483871,8.85431034482759,13.6587451612903,17.21459,19.4245774193548,24.4169166666667,26.8148290322581,27.2595161290323,26.2665833333333,21.1280709677419,17.2020266666667,9.14945806451613,9676,9750,"sw","9676",1,"river_once_through_fresh","tower_recirculating",""
47,2607093,3820023,4203186,3925925,4097635,3121318,3431696,3035221,3417856,3278044,3713855,2519580,100,"river",3.6242006,7.5137973,11.704841,15.361673,20.32259,25.37501,27.124195,25.403233,22.508335,15.4080715,8.280004,5.9677467,0.4300936,4.3080335,7.719194,11.584116,16.428736,20.9643,22.351027,21.261969,18.437803,11.379721,5.0139785,3.1490142,10.982636,11.801768,12.346445,10.237712,10.051782,8.17973,6.5304112,6.8767757,9.119245,8.442631,9.163982,12.981447,47,"","sntemp",5.41986129032258,6.14278275862069,9.20294838709678,13.4811866666667,19.8589709677419,22.1040566666667,25.5202580645161,25.825835483871,24.2830333333333,18.9472096774194,13.4502633333333,6.9875935483871,16917,16275,"sw","16917",0,"river_once_through_fresh","",""
50,5023943,4972396,5387875,3904280,4211618,4533147,5414595,5031073,4921253,4842853,4301044,3425371,100,"river",3.2483923,6.68104,10.595167,15.291669,19.561295,24.03001,25.498396,24.604845,22.123339,14.501617,7.5133424,5.843558,-0.012976335,3.564888,6.902507,11.355827,15.562428,19.842573,21.178755,20.316652,18.133335,10.673898,4.221437,3.2492757,11.098091,11.470084,11.798036,10.207887,9.770361,7.419173,5.982001,7.100469,8.619661,8.839506,8.999941,12.194911,50,"","sntemp",7.44405806451613,8.02534482758621,11.3362096774194,15.1848933333333,17.9082967741935,23.3747633333333,25.7527870967742,26.6468258064516,24.9507233333333,20.4759709677419,13.8838166666667,9.28932580645161,16310,16331,"sw","16310",0,"river_once_through_fresh","",""
51,2815280,2745854,2760963,989559,2286905,2579117,2955415,2878630,1859415,2847644,2817328,3019152,100,"tower",7.051618,11.289661,14.906459,17.600006,22.425817,26.958338,28.530655,27.380651,22.70501,17.698397,12.165009,8.9742,3.881264,7.8299136,10.909752,13.260798,18.856138,23.055452,23.574896,23.542406,19.343657,13.690422,8.672243,6.0146675,9.366268,10.235911,11.516614,10.006562,9.221951,8.761334,6.653082,6.155183,8.448163,6.8695593,8.254295,11.3145685,51,"","sntemp",7.32537741935484,8.99030344827586,15.999135483871,17.91212,19.2792096774194,24.3419433333333,26.5213419354839,25.9582064516129,22.5219066666667,18.7864322580645,12.51342,9.40308387096774,35680,35705,"sw","35680",0,"tower_recirculating","",""
