"Plant.Code","Elevation","Pond_Area","percentAllocation","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","DB_jan","DB_feb","DB_mar","DB_apr","DB_may","DB_jun","DB_jul","DB_aug","DB_sep","DB_oct","DB_nov","DB_dec","WB_jan","WB_feb","WB_mar","WB_apr","WB_may","WB_jun","WB_jul","WB_aug","WB_sep","WB_oct","WB_nov","WB_dec","WT_jan","WT_feb","WT_mar","WT_apr","WT_may","WT_jun","WT_jul","WT_aug","WT_sep","WT_oct","WT_nov","WT_dec","WS_jan","WS_feb","WS_mar","WS_apr","WS_may","WS_jun","WS_jul","WS_aug","WS_sep","WS_oct","WS_nov","WS_dec","Tdb","Twb","nwT"
3,NA,NA,100,2192912,2438778,2389990,2479842,2592064,2656692,2774318,2977718,2769098,2930244,2970426,2599848,7.462911,11.576792,16.890326,20.73667,22.751616,29.40667,28.127422,29.219362,23.816671,17.451618,14.468338,11.803235,4.44,7.661218,12.368409,15.780988,17.603523,23.404642,23.55379,24.021772,19.819109,12.571571,10.800432,8.293873,8.93128387096774,10.2025321428571,16.0500806451613,19.8669633333333,22.0156741935484,26.7527766666667,29.8295774193548,30.259964516129,26.8436033333333,22.2802838709677,34.7181266666667,13.9976064516129,8.572517,9.331221,9.589963,11.37855,8.882802,7.732343,6.263422,6.01808,7.217848,7.692175,9.723217,8.413767,NA,NA,30.49
26,NA,NA,100,0,589121,2881832,2269421,2563947,2559626,2918917,2874538,2591459,2623985,2436384,1986493,4.7516174,9.991079,14.898396,18.996674,20.951616,27.728338,28.62581,28.559683,22.483341,15.835485,12.74834,10.004843,4.44,6.167436,10.710093,14.578945,16.64049,22.791712,24.03145,23.033611,18.088812,11.181254,9.044172,6.823582,3.87777741935484,6.83932142857143,15.6902193548387,20.2684533333333,20.1542741935484,25.6372433333333,29.2577612903226,30.5059677419355,26.0363066666667,20.6478677419355,19.45219,10.8407,8.493142,9.962356,9.712633,10.752208,7.7354703,7.4564548,5.7077956,6.3427973,7.0612626,8.623029,10.371928,8.334392,NA,NA,30.49
51,245,0,100,2655080,2554247,1607249,1280549,2409045,2643327,2796702,2789426,2762543,2290583,2742841,2937950,6.633877,10.105361,15.995169,21.846672,23.900007,30.526674,31.346777,32.13872,24.99834,18.706459,14.773342,9.53388,4.44,6.48819,11.002655,15.045356,17.783232,23.432774,24.449379,24.088537,18.906124,12.553433,10.548334,6.332197,6.57667741935484,6.28418928571429,16.4734258064516,19.4994566666667,21.1617322580645,24.9611666666667,26.2890612903226,24.9843741935484,14.3812066666667,13.5525483870968,13.0029333333333,10.5690741935484,7.7931976,10.585503,10.044566,13.921201,12.129968,9.917085,7.482913,7.02831,7.8591027,7.273651,10.983357,7.6200156,89.62050661,79,30.49
56,NA,NA,100,1794449,1155823,1379261,1463282,1268441,1706154,1837029,1595275,1311748,1514227,723601,679408,7.0145226,11.653575,16.882265,20.93167,22.817745,29.92334,28.669367,29.703232,23.928343,17.237104,14.23001,11.427422,4.44,7.609848,12.086678,15.50917,17.097897,23.087252,23.420898,23.804796,19.565596,12.0181875,10.245914,7.844302,7.32634838709677,8.51730357142857,15.5566322580645,19.3426733333333,21.6386516129032,26.8451433333333,28.6668258064516,30.2856290322581,27.03354,22.7843193548387,20.4295066666667,12.945035483871,8.146778,9.155461,9.171439,11.005727,8.543654,7.8143644,5.974785,5.8304667,6.9941545,7.518993,9.432415,8.045755,NA,NA,30.49
59,1870,0,100,344857,290990,332025,225220,308542,308710,324904,322564,276938,209007,266906,277268,4.44,4.44,4.8790402,10.525006,15.446783,22.90167,28.58065,25.66291,17.45667,12.725812,4.4716706,4.44,4.44,4.44,4.44,6.0066967,10.466981,17.667028,22.352268,19.949053,11.812374,7.43604,4.44,4.44,0,0,1.19668709677419,16.8577333333333,10.8288838709677,17.28954,23.6676903225806,27.0349032258065,23.06062,16.3346451612903,8.7825,1.04927096774194,8.94053,10.617458,10.795022,12.817645,11.855763,11.960154,9.380701,8.399335,8.589835,10.722863,10.707469,9.113711,88.02768518,74.99079651,30.49
60,1890,0,100,642196,641659,563869,370400,721632,644975,955546,934659,852072,588822,526001,858946,4.44,4.44,5.038716,10.601669,15.538719,23.041674,28.732265,25.677425,17.621672,12.803233,4.481674,4.44,4.44,4.44,4.44,5.9898925,10.454993,17.65249,22.13351,20.078644,11.764033,7.3143544,4.44,4.44,0,0,1.05298064516129,6.36483666666667,10.9666580645161,16.7732233333333,22.9685225806452,25.942035483871,21.05334,15.0107709677419,8.36021,1.63881612903226,8.796211,10.321864,10.535249,12.42991,11.516615,11.624613,8.976609,8.117914,8.291577,10.31877,10.274994,8.6951885,88.07506764,75.00073091,30.49
87,6890,0,100,891898,862704,891702,870628,830132,793765,874819,821612,800741,776279,760968,862170,4.44,4.44,6.243557,8.136674,10.385492,18.430004,21.737103,21.74355,16.105005,9.459685,4.44,4.44,4.44,4.44,4.44,4.44,4.44,8.377459,14.315578,15.183552,10.757576,4.704759,4.44,4.44,8.7928653,8.7928653,8.7928653,8.7928653,8.7928653,8.7928653,8.7928653,8.7928653,8.7928653,8.7928653,8.7928653,8.7928653,10.39093,11.719949,12.599004,16.083572,13.147413,11.982522,7.259219,6.5159793,8.172275,9.164223,10.640361,9.994055,79.3757684,62.51768759,30.49
108,2920,0,100,1147132,1114645,1120124,1269394,1235366,1209721,1353331,1325670,1234994,1277136,1338021,1381286,4.44,4.44,7.7419434,12.568337,16.266136,25.591673,29.811295,27.833878,19.591673,13.480651,6.123337,4.44,4.44,4.44,4.44,6.2734976,9.124639,16.52709,19.649242,20.006413,12.334548,7.5686297,4.44,4.44,13.4418886533333,13.4418886533333,13.4418886533333,13.4418886533333,13.4418886533333,13.4418886533333,13.4418886533333,13.4418886533333,13.4418886533333,13.4418886533333,13.4418886533333,13.4418886533333,8.637461,11.088813,10.730079,12.616321,12.332013,12.586494,10.167236,8.918881,9.499523,11.004284,10.603079,9.438429,88.30561281,70.90968836,30.49
113,NA,NA,100,3757081,3275945,3380582,2938976,2850805,3590249,3173273,3955276,3707276,3444811,3562441,2971764,4.44,4.44,9.548395,12.021672,14.272586,21.91167,25.590332,25.904848,21.40667,14.012907,5.76834,4.44,4.44,4.44,4.44,5.1948447,6.080258,10.021096,16.040121,17.818497,13.390762,7.2439528,4.44,4.44,12.4474698125,12.4474698125,12.4474698125,12.4474698125,12.4474698125,12.4474698125,12.4474698125,12.4474698125,12.4474698125,12.4474698125,12.4474698125,12.4474698125,3.5646663,7.3179774,8.348824,10.20043,10.03735,9.089418,5.801603,5.238761,4.645371,5.390295,6.360356,4.1852355,NA,NA,30.49
116,1180,0,100,2650,14129,1583,3498,0,46925,143984,191057,64099,86222,3062,16052,11.462907,10.835719,18.23065,20.893343,22.725813,29.44501,33.359684,34.6371,30.336676,23.232264,15.246676,9.501623,4.7637544,4.44,9.326439,10.566256,10.511259,13.88673,20.280998,22.004461,17.40393,12.295538,8.445949,4.828635,21.6589554166667,21.6589554166667,21.6589554166667,21.6589554166667,21.6589554166667,21.6589554166667,21.6589554166667,21.6589554166667,21.6589554166667,21.6589554166667,21.6589554166667,21.6589554166667,2.922449,4.401971,4.17802,6.017359,6.4799,5.8980556,5.159385,5.0294986,4.2278094,3.7739282,3.787879,3.232734,96.68488697,75.06482624,30.49
