"Plant.Code","CD_january","CD_february","CD_march","CD_april","CD_may","CD_june","CD_july","CD_august","CD_september","CD_october","CD_november","CD_december","percentAllocation","cooling","DB_jan","DB_feb","DB_mar","DB_apr","DB_may","DB_jun","DB_jul","DB_aug","DB_sep","DB_oct","DB_nov","DB_dec","WB_jan","WB_feb","WB_mar","WB_apr","WB_may","WB_jun","WB_jul","WB_aug","WB_sep","WB_oct","WB_nov","WB_dec","WS_jan","WS_feb","WS_mar","WS_apr","WS_may","WS_jun","WS_jul","WS_aug","WS_sep","WS_oct","WS_nov","WS_dec","eia_id","WT_multsrc","t_source","WT_jan","WT_feb","WT_mar","WT_apr","WT_may","WT_jun","WT_jul","WT_aug","WT_sep","WT_oct","WT_nov","WT_dec","nsegment_v","prms_id","water_source_aeg","nsegment_v11_new","cmplxcoo_flg","coolty_1","coolty_2","coolty_3"
3,2237636,2697082,2903298,2326034,2822170,2163530,2800090,2976034,2821782,2750952,2878990,3011066,100,"tower",12.614527,11.680362,11.751624,18.866674,21.035492,26.763336,26.075817,26.327425,25.946669,20.53549,12.536672,10.851617,8.961741,8.224666,7.361848,14.809554,17.097961,22.815657,22.432604,22.586895,21.885963,16.586372,8.954109,7.7049556,9.027121,8.628183,10.188884,9.38022,8.132346,6.680983,6.7541046,5.5418296,5.5550585,6.2634215,9.521893,8.817859,3,"","sntemp",12.9311387096774,13.5977392857143,11.6521548387097,15.6753533333333,20.5682709677419,24.9577833333333,26.7349516129032,27.5875580645161,27.8405833333333,25.1320774193548,35.8190566666667,12.6451612903226,8721,8782,"sw","8721",1,"river_once_through_fresh","tower_recirculating",""
3,3201082,2085627,1354453,1414304,1706763,3834775,3548481,2984816,3401147,3171855,821523,1222464,100,"river",12.614527,11.680362,11.751624,18.866674,21.035492,26.763336,26.075817,26.327425,25.946669,20.53549,12.536672,10.851617,8.961741,8.224666,7.361848,14.809554,17.097961,22.815657,22.432604,22.586895,21.885963,16.586372,8.954109,7.7049556,9.027121,8.628183,10.188884,9.38022,8.132346,6.680983,6.7541046,5.5418296,5.5550585,6.2634215,9.521893,8.817859,3,"","sntemp",12.9311387096774,13.5977392857143,11.6521548387097,15.6753533333333,20.5682709677419,24.9577833333333,26.7349516129032,27.5875580645161,27.8405833333333,25.1320774193548,35.8190566666667,12.6451612903226,8721,8782,"sw","8721",1,"river_once_through_fresh","tower_recirculating",""
7,121932,108626,134155,144557,192399,193211,154643,152659,148398,126511,128621,183042,100,"river",8.701618,7.60893,8.619361,16.281673,19.65162,25.603342,25.435488,25.195168,23.441673,17.693552,9.03834,8.037104,5.558019,4.2842484,4.5030503,12.257208,16.147356,22.019726,21.987526,21.963224,19.698305,13.9680805,5.62517,5.2597313,9.214734,9.858499,10.4703045,9.902172,8.298312,7.493737,6.8334794,5.7005796,6.524398,6.8479114,9.94691,8.5292225,7,"","sntemp",9.37439032258064,9.51031428571429,12.3925258064516,16.9874333333333,18.6849258064516,24.2788733333333,26.5641161290323,26.4711516129032,25.8523,21.8292129032258,17.3129866666667,9.13558387096774,9614,9679,"sw","9614",0,"river_once_through_fresh","",""
8,1061486,1961187,2881338,2555496,533328,2332737,1389727,2457056,1795274,364091,1647716,252221,100,"river",9.091938,8.060721,8.94033,16.405005,19.664524,25.705008,25.483881,25.403233,23.843336,18.117746,9.593343,8.056457,5.874308,4.640845,4.7603097,12.451461,15.956272,22.042824,21.876196,21.936357,19.868143,14.343459,6.0588884,5.082903,9.3879175,9.467034,10.268259,9.618827,8.175642,7.2774997,6.5520587,5.426375,6.524398,6.927287,9.827607,8.7457,8,"","sntemp",9.07854193548387,8.74030714285714,9.03512580645161,15.1884566666667,19.4073774193548,24.7355366666667,27.3730580645161,27.3176483870968,26.9471533333333,23.2290322580645,21.6111833333333,8.78191290322581,8917,8980,"sw","8917",0,"river_once_through_fresh","",""
10,694892,819861,1018896,831565,1277649,1436112,1391573,1363545,1270315,1036829,1171613,1138582,100,"river",10.624201,9.566077,10.353229,17.733345,20.562908,26.633343,26.248396,26.50323,25.206673,19.667746,10.891676,9.161294,7.290465,6.2964087,6.049969,13.70993,16.84074,22.921305,22.55294,22.911085,21.02429,15.65751,7.210034,6.0980268,8.413767,8.260687,9.395133,8.455619,7.4251857,6.2112265,6.05416,4.841885,5.3089957,6.039728,8.656944,8.074619,10,"","sntemp",10.4490193548387,9.75506785714286,10.2824580645161,15.4357233333333,20.1371,26.2710766666667,28.742435483871,29.3650838709677,29.06725,25.7198516129032,36.5131333333333,10.0005129032258,8611,8675,"sw","8611",0,"river_once_through_fresh","",""
26,2376014,1713238,0,205817,2781051,2855895,2531848,2771785,2788970,3002180,2739349,2909085,100,"tower",10.350003,8.937506,9.637105,16.80834,19.916136,25.795006,25.51291,25.367748,23.89667,18.282267,10.140006,9.187102,6.9838915,5.494469,5.415878,12.934317,16.153627,22.174036,21.952806,21.920008,20.018452,14.518636,6.586199,6.20842,9.229166,9.626816,10.6218405,9.753043,8.327176,7.1954784,6.5881386,5.426375,6.3827252,6.9561505,10.133322,8.94053,26,"","sntemp",9.60873225806452,9.53654285714286,11.4219032258065,15.9902666666667,19.1193516129032,24.6178,26.6666451612903,26.6084161290323,26.1125966666667,22.0501774193548,17.7452333333333,9.48393870967742,9676,9750,"sw","9676",1,"river_once_through_fresh","tower_recirculating",""
26,1043534,1171343,1522094,1175011,1118298,1595232,1224124,870606,786543,816875,0,806111,100,"river",10.350003,8.937506,9.637105,16.80834,19.916136,25.795006,25.51291,25.367748,23.89667,18.282267,10.140006,9.187102,6.9838915,5.494469,5.415878,12.934317,16.153627,22.174036,21.952806,21.920008,20.018452,14.518636,6.586199,6.20842,9.229166,9.626816,10.6218405,9.753043,8.327176,7.1954784,6.5881386,5.426375,6.3827252,6.9561505,10.133322,8.94053,26,"","sntemp",9.60873225806452,9.53654285714286,11.4219032258065,15.9902666666667,19.1193516129032,24.6178,26.6666451612903,26.6084161290323,26.1125966666667,22.0501774193548,17.7452333333333,9.48393870967742,9676,9750,"sw","9676",1,"river_once_through_fresh","tower_recirculating",""
46,3403456.04,2461730.004,2329409.1736,2212083.5568,3206106.296,3214003.4728,3304284.1736,3306425.4344,3210712.3848,3387477.6464,3165726.94,3283579.6184,20,"tower",7.359683,6.932152,7.891941,15.773335,19.22582,25.150003,24.788715,24.574198,22.70667,17.18065,8.338338,6.7258162,4.3980265,3.5834172,4.0099964,11.713201,15.540025,21.550394,21.472713,21.329657,19.076302,13.728241,5.0882926,3.9825423,8.327176,8.524325,8.810643,8.3214035,7.093253,6.0471845,5.4408064,4.6254067,5.428299,5.6356363,8.224469,7.3025146,46,"","sntemp",8.0313935483871,5.69498571428571,6.80347741935484,12.9468966666667,21.345664516129,24.3497066666667,27.7998967741935,24.6690838709677,23.40156,19.237335483871,14.65752,7.8471935483871,16249,16274,"sw","16249",1,"lake_once_through_fresh","tower_recirculating",""
46,17017280.2,12308650.02,11647045.868,11060417.784,16030531.48,16070017.364,16521420.868,16532127.172,16053561.924,16937388.232,15828634.7,16417898.092,100,"tower",7.359683,6.932152,7.891941,15.773335,19.22582,25.150003,24.788715,24.574198,22.70667,17.18065,8.338338,6.7258162,4.3980265,3.5834172,4.0099964,11.713201,15.540025,21.550394,21.472713,21.329657,19.076302,13.728241,5.0882926,3.9825423,8.327176,8.524325,8.810643,8.3214035,7.093253,6.0471845,5.4408064,4.6254067,5.428299,5.6356363,8.224469,7.3025146,46,"","sntemp",8.0313935483871,5.69498571428571,6.80347741935484,12.9468966666667,21.345664516129,24.3497066666667,27.7998967741935,24.6690838709677,23.40156,19.237335483871,14.65752,7.8471935483871,16249,16274,"sw","16249",1,"lake_once_through_fresh","tower_recirculating",""
46,13613824.16,9846920.016,9317636.6944,8848334.2272,12824425.184,12856013.8912,13217136.6944,13225701.7376,12842849.5392,13549910.5856,12662907.76,13134318.4736,80,"lake",7.359683,6.932152,7.891941,15.773335,19.22582,25.150003,24.788715,24.574198,22.70667,17.18065,8.338338,6.7258162,4.3980265,3.5834172,4.0099964,11.713201,15.540025,21.550394,21.472713,21.329657,19.076302,13.728241,5.0882926,3.9825423,8.327176,8.524325,8.810643,8.3214035,7.093253,6.0471845,5.4408064,4.6254067,5.428299,5.6356363,8.224469,7.3025146,46,"","sntemp",8.0313935483871,5.69498571428571,6.80347741935484,12.9468966666667,21.345664516129,24.3497066666667,27.7998967741935,24.6690838709677,23.40156,19.237335483871,14.65752,7.8471935483871,16249,16274,"sw","16249",1,"lake_once_through_fresh","tower_recirculating",""
