Plant.Code,elevation,pond_area
1043,437,1000000
1047,640,1000000
1048,590,1000000
1060,750,1000000
1073,720,1000000
1077,860,1000000
1081,570,1000000
1082,970,1000000
1082,970,1000000
1091,1080,1000000
1104,530,1000000
1122,920,1000000
1131,854,1000000
1131,854,1000000
1167,550,1000000
1206,1334,1000000
1217,1342,1000000
1230,2605,1000000
1233,2460,1000000
1240,1380,1000000
1241,850,2600
1242,1300,1000000
1248,1600,1000000
1250,840,1000000
1252,880,1000000
1271,733,1000000
1295,760,1000000
1317,1870,1000000
1330,1213,1000000
1336,2800,1000000
1353,570,1000000
1355,900,1000000
1356,490,1000000
1357,410,1000000
1363,460,1000000
1363,460,1000000
1364,460,1000000
1364,460,1000000
1374,410,1000000
1378,420,1000000
1378,420,1000000
1378,420,1000000
1378,420,1000000
1379,350,1000000
1382,400,1000000
1384,810,1000000
1384,810,1000000
1384,810,1000000
1384,810,1000000
1384,810,1000000
1385,610,1000000
1393,20,1000000
1394,20,1000000
1396,50,650
1400,10,1000000
1400,10,1000000
1400,10,1000000
1400,10,1000000
1402,10,1000000
1403,10,1000000
1409,0,1000000
1416,180,38
1416,180,38
1416,180,38
1416,180,38
1417,190,31000
1439,8,1000000
1447,185,1000000
1449,7,1000000
1455,20,1000000
1464,30,1000000
1507,0,1000000
1552,0,1000000
1553,0,1000000
1554,0,1000000
1564,10,1000000
1571,10,1000000
1571,10,1000000
1572,260,1000000
1573,0,1000000
1588,0,1000000
1590,0,1000000
1595,11,1000000
1599,0,1000000
1619,0,1000000
1642,60,1000000
1682,10,1000000
1682,10,1000000
1695,590,4150
1702,590,1000000
1702,590,1000000
1710,600,1000000
1715,620,1000000
1720,590,1000000
1723,580,1000000
1729,570,1000000
1733,580,1000000
1740,580,1000000
1743,580,1000000
1745,580,1000000
1769,610,1000000
1771,583,1000000
1772,618,1000000
1825,582,1000000
1830,585,2350.780533
1831,830,1000000
1831,830,1000000
1831,830,1000000
1831,830,1000000
1832,880,1000000
1843,586,1000000
1866,577,1000000
1888,1238,1041
1891,1450,517
1893,1290,767
1893,1290,767
1904,705,1000000
1912,700,1000000
1915,690,7696
1915,690,7696
1915,690,7696
1915,690,7696
1922,930,1000000
1925,690,1000000
1925,690,1000000
1925,690,1000000
1925,690,1000000
1926,668,1000000
1927,830,1000000
1934,760,1000000
1943,1200,1000000
1943,1200,1000000
1943,1200,1000000
1943,1200,1000000
1979,1485,1000000
1980,1040,1000000
2001,845,1000000
2018,1429,46.83195592
2022,1132,1000000
2039,851,1000000
2048,283,1000000
2049,20,1000000
2049,20,1000000
2050,90,1000000
2053,360,361
2059,170,1000000
2062,129,1000000
2067,98,1000000
2070,230,1000000
2076,950,30
2076,950,30
2076,950,30
2076,950,30
2079,740,1000000
2080,755,1700
2094,720,1000000
2098,820,1000000
2103,500,1000000
2104,420,1000000
2107,440,1000000
2123,777,1000000
2132,780,1000000
2144,783,1000000
2161,1150,350
2161,1150,350
2161,1150,350
2161,1150,350
2167,300,1000000
2168,740,4950
2171,708,1000000
2187,3110,1000000
2226,2370,1000000
2240,1180,1000000
2277,1440,1000000
2289,1000,1000000
2291,990,1000000
2322,1680,1000000
2324,1590,1000000
2330,4320,200
2336,4280,42
2364,210,1000000
2367,0,1000000
2378,5,1000000
2378,5,1000000
2388,0,1000000
2393,140,1000000
2398,2,1000000
2403,0,1000000
2406,10,1000000
2408,10,1000000
2410,0,1000000
2411,0,1000000
2442,5350,1275
2444,3740,1000000
2446,3750,1000000
2450,5100,1000000
2451,5300,1000000
2454,3800,1000000
2465,5321,1000000
2480,5,1000000
2490,0,1000000
2493,0,1000000
2497,0,1000000
2500,0,1000000
2511,0,1000000
2516,0,1000000
2517,0,1000000
2535,384,42240
2539,14,1000000
2549,571.5551181,1000000
2554,581,1000000
2589,261,1000000
2589,261,1000000
2594,253,1000000
2625,3,1000000
2682,1317,1000000
2682,1317,1000000
2682,1317,1000000
2682,1317,1000000
2706,2173,320
2712,430,3750
2712,430,3750
2718,567,13400
2720,635,1000000
2721,684,1000000
2723,516,1000000
2727,760,31872
2790,1658,1000000
2817,1703,1000000
2823,1962,660
2824,1685,1000000
2828,671,1000000
2828,671,1000000
2832,491,1000000
2832,491,1000000
2835,606,1000000
2836,596,1000000
2837,575,1000000
2838,579,1000000
2840,743,1000000
2850,518,1000000
2850,518,1000000
2866,683,1000000
2872,647,1000000
2876,575,1000000
2878,580,1000000
2914,876,1000000
2935,1021,1000000
2936,639,1000000
2951,1072,300
2951,1072,300
2952,513,1000000
2953,1236,1000000
2956,949,1350
2963,641,1000000
2964,1244,1000000
2965,625,1000000
3000,919,226.3544536
3006,1181,1000000
3008,1893,1000000
3096,732,1000000
3118,1089,1000000
3122,1200,1000000
3130,1097,1000000
3131,1058,1000000
3136,1002,1000000
3138,780,1000000
3140,286,1000000
3148,245,1000000
3149,538,1000000
3161,8,1000000
3166,153,1000000
3166,153,1000000
3166,153,1000000
3166,153,1000000
3176,535,1000000
3236,0,1000000
3251,226,2250
3264,678,1000000
3264,678,1000000
3264,678,1000000
3264,678,1000000
3265,815,1000000
3287,207,1000000
3295,147,1000000
3297,109,1000000
3298,12,1000000
3298,12,1000000
3298,12,1000000
3298,12,1000000
3393,241,1000000
3396,813,1000000
3399,433,1000000
3403,466,1000000
3405,1107,1000000
3406,391,1000000
3407,768,1000000
3441,0,1000000
3443,55,1000000
3443,55,1000000
3443,55,1000000
3443,55,1000000
3452,455,22745
3453,474,2741
3456,4067,1000000
3457,272,1000
3459,8,1000000
3459,8,1000000
3460,27,1000000
3464,37,1000000
3469,121,1000000
3470,71,2140
3470,71,2140
3476,289,3987
3477,269,1373.737374
3478,299,1000000
3478,299,1000000
3478,299,1000000
3478,299,1000000
3482,3178,1000000
3484,3596,1000000
3485,3675,1000000
3490,1077,2550
3491,563,2200
3497,322,2350
3504,306,1000000
3507,286,740
3548,564,756.4210285
3559,34,1000000
3559,34,1000000
3559,34,1000000
3559,34,1000000
3576,519,1000000
3601,456,1000000
3602,3159,1000000
3604,3205,1000000
3611,492,3500
3612,514,1350
3628,887,1000000
3630,664,1000000
3631,103,1000000
3644,6121,1000000
3648,4230,1000000
3775,1570,1000000
3776,1552,1000000
3796,231,1000000
3797,29,1000000
3804,35,1000000
3804,35,1000000
3806,0,1000000
3809,0,1000000
3845,249,1000000
3935,596,1000000
3936,622,1000000
3938,592,1000000
3943,812,1000000
3944,980,1000000
3947,650,1000000
3948,668,1000000
3954,3270,1120
3982,605,1000000
3992,853,2753.213958
4005,641,1000000
4040,591,1000000
4041,597,1000000
4042,583,1000000
4046,603,1000000
4050,588,1000000
4054,622,1000000
4072,589,1000000
4078,1182,1000000
4078,1182,1000000
4125,607,1000000
4143,642,1000000
4146,622,1000000
4158,4951,1000000
4162,6943,1000000
4195,519,358.1267218
4259,1025,1000000
4266,651,1000000
4270,16,1000000
4271,676,1000000
4937,851,6534.4
4939,0,1000000
4940,615,1000000
4941,4381,1000000
6000,622,1000000
6001,176,1000000
6002,321,1000000
6004,637,1000000
6008,954,1000000
6009,311,1000000
6011,0,1000000
6014,0,1000000
6015,260,1000000
6016,578,1000000
6017,545,2021
6018,516,1000000
6019,499,1000000
6020,624,1000000
6021,6367,1000000
6022,600,1269
6023,870,1000000
6026,708,1029
6030,1973,1000000
6031,527,1000000
6034,591,1000000
6035,756,100
6036,642,1000000
6038,760,31872
6040,735,1000000
6041,538,1000000
6042,52,4000
6043,27,6600
6043,27,6600
6045,0,1000000
6051,124,1000000
6052,782,1000000
6055,38,1000000
6055,38,1000000
6056,0,1000000
6061,261,1000000
6064,753,1000000
6065,788,1000000
6065,788,1000000
6068,1318,1000000
6071,473,1000000
6072,196,1000000
6073,51,1200
6073,51,1200
6076,3252,1000000
6077,3134,217
6081,238,1000000
6082,291,1000000
6085,666,1000000
6089,1891,1000000
6090,968,1000000
6094,732,1000000
6095,935,5400
6096,924,1000000
6096,924,1000000
6098,1130,350
6099,0,1000000
6103,692,1000000
6105,204,1000000
6106,696,1250
6110,271,1000000
6112,4793,1000000
6113,412,2950
6115,0,1000000
6118,11,1000000
6122,272,1000000
6124,58,1000000
6127,435,1000000
6136,286,2770
6137,415,1000000
6138,1155,530
6139,347,1365
6139,347,1365
6139,347,1365
6139,347,1365
6145,837,1364.784206
6146,312,5020
6147,380,2000
6149,578,1000000
6152,693,1000000
6153,836,1000000
6155,409,1000000
6156,0,1000000
6165,5677,1000000
6166,400,1000000
6168,249,1000000
6170,687,1000000
6177,5803,1000000
6178,100,3200
6179,360,2400
6180,434,2330
6181,492,3500
6183,331,1000000
6190,111,3500
6193,3566,1000000
6194,3744.849081,1000000
6195,1262,1000000
6204,4590,1000000
6213,490,1600
6243,350,850
6248,4313,1000000
6249,20,400
6249,20,400
6250,530,1000000
6251,72,7971.992654
6254,700,1000000
6257,500,1000000
6264,590,1000000
6285,496,1000000
6288,1275,1000000
6358,1072,1000000
6462,105,1000000
6469,1920,1000000
6474,0,1000000
6481,4700,1000000
6504,6,1000000
6558,84,1000000
6559,270,1000000
6639,400,1000000
6641,240,1000000
6648,475,980
6664,580,1000000
6705,393,1000000
6761,5690,505
6768,300,1000000
6772,465,1000000
6823,387,1000000
7013,1178,1000000
7030,420,1000000
7097,490,3500
7130,213,1000000
7153,15,1000000
7210,173,1000000
7213,380,1000000
7238,73,1000000
7294,94,1000000
7296,990,1000000
7302,164,943.067034
7307,523,1000000
7314,99,1000000
7343,1074,1000000
7350,281,1000000
7380,127,694.214876
7504,4422,1000000
7512,515,1350
7513,444,1000000
7527,18,1000000
7546,1017,1000000
7549,738,1000000
7551,43,1000000
7552,23,1000000
7604,315,1000000
7605,35,1000000
7697,38,1000000
7698,230,1000000
7699,156,1000000
7701,9,1000000
7710,530,1000000
7721,27,1000000
7722,740,1000000
7737,22,1000000
7737,22,1000000
7737,22,1000000
7737,22,1000000
7757,600,1000000
7784,1160,1000000
7784,1160,1000000
7784,1160,1000000
7784,1160,1000000
7790,5040,1000000
7805,320,1000000
7826,735,1000000
7832,1459,1000000
7834,600,1000000
7845,310,1000000
7846,80,1000000
7870,15,1000000
7873,1,1000000
7887,1164,1000000
7897,170,1000000
7900,430,1000000
7902,350,1242
7917,750,1000000
7931,280,1000000
7946,750,1000000
7985,775,1000000
7991,863,1000000
7999,300,1000000
8000,1352,1000000
8002,27,1000000
8006,30,1000000
8011,305,1000000
8023,804,470
8023,804,470
8023,804,470
8023,804,470
8031,1188,1000000
8036,905,1000000
8042,724,3863
8048,3,1000000
8054,150,1000000
8055,360,1000000
8055,360,1000000
8056,12,1000000
8059,1115,205
8066,6670,1000000
8068,1260,1000000
8069,6460,1000000
8073,13,1000000
8102,567,1000000
8219,5490,1000000
8222,1960,1000000
8223,6985,1000000
8224,4460,1000000
8226,757,1000000
8226,757,1000000
8226,757,1000000
8226,757,1000000
8906,10,1000000
8907,55,1000000
10003,5636,1000000
10012,581,1000000
10013,820,1000000
10030,40,1000000
10034,176,1000000
10043,9,1000000
10052,24,1000000
10062,3,1000000
10071,12,1000000
10075,633,1000000
10090,142,1000000
10099,14,1000000
10113,1693,1000000
10118,375,1000000
10143,1895.734908,1000000
10148,869,1000000
10151,1262.139108,1000000
10156,189,1000000
10168,100,1000000
10169,116,1000000
10190,14,1000000
10250,58,1000000
10294,342,1000000
10300,-175,1000000
10333,185,200
10342,11,1000000
10343,1401,1000000
10346,746,1000000
10350,39,1000000
10350,39,1000000
10354,409,1000000
10356,574,1000000
10377,40,1000000
10378,20,1000000
10379,568,1000000
10382,113,1000000
10384,108,1000000
10395,815,1000000
10405,304,1000000
10435,19,1000000
10464,627,1000000
10495,455,1000000
10503,231,1000000
10525,31,1000000
10566,4,1000000
10567,60,1000000
10593,18,25.89136823
10603,2175,1000000
10617,761,1000000
10620,685,1000000
10621,394,1000000
10629,15,1000000
10633,47,1000000
10641,2185,1000000
10642,93,1000000
10646,38,1000000
10652,3228,1000000
10671,430,1000000
10672,10,1000000
10673,3,1000000
10678,650,1000000
10682,4246,1000000
10686,1285,1000000
10725,190,1000000
10726,150,1000000
10741,15,1000000
10743,829,1000000
10745,600,800
10746,11,1000000
10751,19,1000000
10761,1925,1000000
10764,83,1000000
10765,148,1000000
10766,229,1000000
10767,301,1000000
10771,48,1000000
10772,142,1000000
10773,547,1000000
10774,18,1000000
10777,4035,1000000
10784,3247,1000000
10805,97,1000000
10810,10,1000000
10810,10,1000000
10810,10,1000000
10810,10,1000000
10811,12,1000000
10812,18,1000000
10819,631,1000000
10822,1255,1000000
10836,38,1000000
10837,163,1000000
10838,1152,1000000
10839,1065,1000000
10840,320,1000000
10869,1321,1000000
50002,1018,1000000
50071,17,1000000
50099,4162,1000000
50109,523,1000000
50127,1024,1000000
50201,2142,1000000
50208,1055,1000000
50215,498,1000000
50225,41,1000000
50243,20,1000000
50273,62,1000000
50279,928,1000000
50290,70,1000000
50290,70,1000000
50292,115,1000000
50293,94,1000000
50385,10,1000000
50407,22,1000000
50449,1413,1000000
50449,1413,1000000
50450,254,1000000
50451,596,1000000
50458,518,1000000
50472,581,1000000
50497,7,1000000
50498,51,1000000
50541,10,1000000
50555,168,1000000
50558,1246,1000000
50560,1386,1000000
50560,1386,1000000
50561,13,1000000
50572,11,1000000
50611,1284,1000000
50629,100,1000000
50630,186,1000000
50632,349,1000000
50648,207,1000000
50650,1166,1000000
50657,346,1000000
50658,185,1000000
50666,47,1000000
50707,5001,1000000
50739,463,1000000
50744,467,1000000
50748,26,1000000
50770,1256,1000000
50772,811,1000000
50774,115,1000000
50776,1069,1000000
50799,99,1000000
50815,37,1000000
50835,603,1000000
50837,7,1000000
50850,640,1000000
50851,45,1000000
50851,45,1000000
50852,41,1000000
50858,39,1000000
50859,349,1000000
50873,288,1000000
50875,3,1000000
50876,117,1000000
50877,63,1000000
50878,498,1000000
50879,1498,1000000
50880,15,1000000
50881,485,1000000
50882,21,1000000
50883,50,1000000
50884,8,1000000
50885,14,1000000
50886,2332,1000000
50886,2332,1000000
50887,6,1000000
50888,335,1000000
50949,116,759.2975207
50951,6494,1000000
50966,54,1000000
50974,1396,1000000
50976,32,1000000
50978,410,1000000
51026,496,1000000
51030,526,1000000
52007,350,1000000
52010,19,1000000
52056,93,1000000
52071,465,2856
52071,465,2856
52071,465,2856
52071,465,2856
52088,12,1000000
52118,670,1000000
52176,2484,1000000
54015,582,1000000
54033,10,1000000
54034,19,1000000
54035,95,1000000
54041,625,1000000
54056,48,1000000
54076,1421,1000000
54081,52,1000000
54114,14,1000000
54131,575,1000000
54238,6,1000000
54271,1813,1000000
54304,105,1000000
54324,529,1000000
54349,1847,1000000
54350,2414,1000000
54365,126,1000000
54415,1300,1000000
54424,82,1000000
54426,147,1000000
54466,95,1000000
54476,51,1000000
54526,1088,1000000
54529,112,1000000
54537,192,1000000
54547,270,1000000
54561,45,1000000
54579,4161,1000000
54586,108,1000000
54586,108,1000000
54592,256,1000000
54593,896,1000000
54626,1071,1000000
54627,11,1000000
54634,1417,1000000
54640,37,1000000
54646,10,1000000
54676,5,1000000
54693,431,1000000
54694,130,1000000
54746,19,1000000
54749,634,1000000
54751,754,1000000
54755,99,1000000
54758,112,1000000
54761,562,1000000
54785,19,1000000
54805,257,1000000
54817,850,1000000
54832,213,1000000
54914,7,1000000
54915,633,1000000
54945,29,1000000
54974,736,1000000
55010,812,1000000
55011,810,1000000
55040,317,1000000
55041,180,1000000
55042,0,1000000
55043,685,1000000
55047,25,1000000
55062,363,1000000
55063,215,1000000
55065,3504,1000000
55068,55,1000000
55075,205,1000000
55076,580,1000000
55079,610,1000000
55086,25,1000000
55087,670,1000000
55088,584,1000000
55090,2725,1000000
55096,605,1000000
55097,540,1000000
55098,115,1000000
55100,613,1000000
55100,613,1000000
55103,4156,1000000
55104,7,1000000
55104,7,1000000
55107,360,1000000
55123,90,1000000
55124,2495,1000000
55126,52,1000000
55129,1370,1000000
55131,633,1000000
55132,370,1000000
55137,564,1000000
55139,780,1000000
55144,624,1000000
55146,605,1000000
55151,970,1000000
55153,685,1000000
55154,490,906
55168,560,1000000
55170,300,1000000
55172,470,1000000
55173,40,1000000
55176,300,1000000
55177,458,1000000
55178,950,1000000
55179,2184,1000000
55182,1420,1000000
55183,658,1000000
55187,40,1000000
55188,602,1000000
55193,345,1000000
55197,340,1000000
55200,5270,1000000
55206,20,1000000
55210,4238,1000000
55210,4238,1000000
55215,2872,1000000
55216,530,1000000
55217,15,1000000
55218,340,1000000
55220,330,1000000
55221,250,1000000
55223,470,1000000
55225,720,1000000
55226,332,1000000
55230,1090,1000000
55231,20,1000000
55239,34,1000000
55241,4,1000000
55242,91,1000000
55259,591,1000000
55269,300,1000000
55270,970,1000000
55271,500,1000000
55282,880,1000000
55292,585,1000000
55293,618,1000000
55294,95,1000000
55295,336,1000000
55297,595,1000000
55298,10,1000000
55299,24,1000000
55302,4808,1000000
55306,703,1000000
55320,1020,1000000
55327,20,1000000
55328,618,1000000
55333,21,1000000
55334,615,1000000
55337,500,1000000
55340,240,1000000
55343,4383,1000000
55350,804,1000000
55357,68,1000000
55358,14,1000000
55364,482,1000000
55369,456,1000000
55372,1129,1000000
55380,175,1000000
55382,710,1000000
55386,139,1000000
55393,245,1000000
55397,850,1000000
55400,1330,1000000
55404,15,1000000
55406,75,1000000
55411,570,1000000
55412,147,1000000
55418,245,1000000
55439,395,1000000
55440,390,1000000
55451,520,1000000
55455,885,1000000
55457,1204,1000000
55463,1020,1000000
55464,25,1000000
55467,84,1000000
55480,386,1000000
55481,884,1000000
55482,1640,1000000
55482,1640,1000000
55501,675,1000000
55502,491,1000000
55503,900,1000000
55516,1075,1000000
55518,2855,1000000
55524,454,1000000
55545,88,1000000
55620,81,1000000
55641,765,1000000
55656,1075,1000000
55661,65,1000000
55664,280,1000000
55667,275,1000000
55690,365,1000000
55694,575,1000000
55700,15,1000000
55701,624,1000000
55708,348,1000000
55710,758,1000000
55714,350,1000000
55736,555,1000000
55748,18,1000000
55749,2890,1000000
55801,18,1000000
55818,407,1000000
55821,70,1000000
55835,4980,1000000
55853,1446,1000000
55856,454,1000000
55927,21,1000000
55965,750,1000000
55966,123,1000000
55970,152,1000000
55977,5289,1000000
55985,770,1000000
55990,645,1000000
56026,38,1000000
56031,670,1000000
56041,191,1000000
56046,563,1000000
56068,580,1000000
56078,88,1000000
56079,217,1000000
56104,800,1000000
56119,19,1000000
56150,60,1000000
56164,1008,1000000
56177,4569,1000000
56188,63,1000000
56224,4652,1000000
56227,13,1000000
56237,4508,1000000
56259,18,1000000
56298,90,1000000
56309,419,1000000
56319,4423,1000000
56319,4423,1000000
56349,2865,1000000
56350,96,1000000
56356,573,1000000
56400,18,1000000
56407,13,1000000
56456,245,1000000
56467,12,1000000
56564,297,1000000
56565,175,1000000
56611,479,1000000
56616,6051,1000000
56643,710,1000000
56671,1129,1000000
56706,240,1000000
56707,145,1000000
56786,1486,1000000
56798,342,1000000
56806,28,2750
56807,307,1000000
56847,180,1000000
56848,552,1000000
56931,358,1000000
56963,14,1000000
56998,4859,1000000
57028,2856,1000000
57037,480,1000000
57119,755,1000000
57138,294,1000000
57241,190,1000000
57349,25,1000000
57564,362,1000000
57703,5938,1000000
57822,668,1000000
57839,9,1000000
57898,34,1000000
57909,775,1000000
57978,21,1000000
58001,598,1000000
58005,727,1000000
58007,722,1000000
58054,1061,1000000
58079,8,1000000
58124,1159,1000000
58205,792,1000000
58215,88,1811
58427,840,1000000
58472,306,1000000
58518,558,4
58557,886,1000000
58560,384,1000000
58574,6333,1000000
58595,618,1000000
58697,10,2569
58706,164,1000000
58707,89,1000000
58944,345,1000000
59254,312,1000000
59338,712,1000000
59784,712,1000000
60100,342,1000000
