"bogencoo","LAKE..OF..OC..RC.","RIVER..OF.","POND..OC..RC.","TOWER..RF..RI..RN.","DC","OS"
"combogencoo^2277^2",NA,NA,NA,1,NA,NA
"combogencoo^2291^1",NA,1,NA,NA,NA,NA
"combogencoo^2291^2",NA,1,NA,NA,NA,NA
"combogencoo^2291^3",NA,1,NA,NA,NA,NA
"combogencoo^2291^4",NA,1,NA,NA,NA,NA
"combogencoo^2291^5",NA,1,NA,NA,NA,NA
"combogencoo^2322^1",NA,NA,NA,1,NA,NA
"combogencoo^2322^2",NA,NA,NA,1,NA,NA
"combogencoo^2330^1",NA,NA,1,NA,NA,NA
"combogencoo^2336^1",NA,NA,0.9,0.1,NA,NA
"combogencoo^2336^2",NA,NA,NA,NA,1,NA
"combogencoo^2364^1",NA,1,NA,NA,NA,NA
"combogencoo^2364^2",NA,1,NA,NA,NA,NA
"combogencoo^2367^1",NA,NA,NA,NA,NA,1
"combogencoo^2367^2",NA,NA,NA,NA,NA,1
"combogencoo^2367^3",NA,NA,NA,NA,NA,1
"combogencoo^2378^1",NA,NA,NA,NA,NA,1
"combogencoo^2378^2",NA,NA,NA,1,NA,NA
"combogencoo^2388^1",NA,NA,NA,NA,NA,1
"combogencoo^2393^1",NA,NA,NA,1,NA,NA
"combogencoo^2398^1",NA,NA,NA,1,NA,NA
"combogencoo^2398^2",NA,NA,NA,1,NA,NA
"combogencoo^2406^1",NA,NA,NA,1,NA,NA
"combogencoo^2406^2",NA,NA,NA,1,NA,NA
"combogencoo^2410^1",NA,NA,NA,NA,NA,1
"combogencoo^2410^2",NA,NA,NA,NA,NA,1
"combogencoo^2411^1",NA,NA,NA,NA,NA,1
"combogencoo^2442^1",NA,NA,1,NA,NA,NA
"combogencoo^2442^2",NA,NA,1,NA,NA,NA
"combogencoo^2444^1",NA,NA,NA,1,NA,NA
"combogencoo^2444^2",NA,NA,NA,1,NA,NA
"combogencoo^2444^3",NA,NA,NA,1,NA,NA
"combogencoo^2446^1",NA,NA,NA,1,NA,NA
"combogencoo^2450^1",NA,NA,NA,1,NA,NA
"combogencoo^2450^2",NA,NA,NA,1,NA,NA
"combogencoo^2450^3",NA,NA,NA,1,NA,NA
"combogencoo^2451^1",NA,NA,NA,1,NA,NA
"combogencoo^2451^2",NA,NA,NA,1,NA,NA
"combogencoo^2451^3",NA,NA,NA,1,NA,NA
"combogencoo^2451^4",NA,NA,NA,1,NA,NA
"combogencoo^2454^1",NA,NA,NA,1,NA,NA
"combogencoo^2454^2",NA,NA,NA,1,NA,NA
"combogencoo^2480^1",NA,1,NA,NA,NA,NA
"combogencoo^2480^2",NA,1,NA,NA,NA,NA
"combogencoo^2480^3",NA,1,NA,NA,NA,NA
"combogencoo^2480^4",NA,1,NA,NA,NA,NA
"combogencoo^2490^1",NA,NA,NA,NA,NA,1
"combogencoo^2490^2",NA,NA,NA,NA,NA,1
"combogencoo^2493^1",NA,NA,NA,NA,NA,1
"combogencoo^2493^2",NA,NA,NA,NA,NA,1
"combogencoo^2497^1",NA,NA,NA,NA,NA,1
"combogencoo^2500^1",NA,NA,NA,NA,NA,1
"combogencoo^2500^2",NA,NA,NA,NA,NA,1
"combogencoo^2500^3",NA,NA,NA,NA,NA,1
"combogencoo^2500^4",NA,NA,NA,NA,1,NA
"combogencoo^2511^1",NA,NA,NA,NA,NA,1
"combogencoo^2511^2",NA,NA,NA,NA,NA,1
"combogencoo^2516^1",NA,NA,NA,NA,NA,1
"combogencoo^2516^2",NA,NA,NA,NA,NA,1
"combogencoo^2516^3",NA,NA,NA,NA,NA,1
"combogencoo^2516^4",NA,NA,NA,NA,NA,1
"combogencoo^2517^1",NA,NA,NA,NA,NA,1
"combogencoo^2517^2",NA,NA,NA,NA,NA,1
"combogencoo^2527^1",1,NA,NA,NA,NA,NA
"combogencoo^2535^1",1,NA,NA,NA,NA,NA
"combogencoo^2535^2",1,NA,NA,NA,NA,NA
"combogencoo^2539^1",NA,NA,NA,1,NA,NA
"combogencoo^2589^1",1,NA,NA,NA,NA,NA
"combogencoo^2589^2",NA,NA,NA,1,NA,NA
"combogencoo^2594^1",1,NA,NA,NA,NA,NA
"combogencoo^2594^2",1,NA,NA,NA,NA,NA
"combogencoo^2625^1",NA,NA,NA,NA,NA,1
"combogencoo^2625^2",NA,NA,NA,NA,NA,1
"combogencoo^2682^1",NA,0.05,NA,0.95,NA,NA
"combogencoo^2706^1",1,NA,NA,NA,NA,NA
"combogencoo^2706^2",1,NA,NA,NA,NA,NA
"combogencoo^2712^1",1,NA,NA,NA,NA,NA
"combogencoo^2712^2",1,NA,NA,NA,NA,NA
"combogencoo^2712^3",1,NA,NA,NA,NA,NA
"combogencoo^2712^4",NA,NA,NA,1,NA,NA
"combogencoo^2718^1",1,NA,NA,NA,NA,NA
"combogencoo^2718^2",1,NA,NA,NA,NA,NA
"combogencoo^2718^3",1,NA,NA,NA,NA,NA
"combogencoo^2718^4",1,NA,NA,NA,NA,NA
"combogencoo^2718^5",1,NA,NA,NA,NA,NA
"combogencoo^2720^1",NA,NA,NA,1,NA,NA
"combogencoo^2721^1",NA,NA,NA,1,NA,NA
"combogencoo^2721^2",NA,NA,NA,1,NA,NA
"combogencoo^2723^1",NA,NA,NA,1,NA,NA
"combogencoo^2727^1",1,NA,NA,NA,NA,NA
"combogencoo^2727^2",1,NA,NA,NA,NA,NA
"combogencoo^2727^3",1,NA,NA,NA,NA,NA
"combogencoo^2727^4",1,NA,NA,NA,NA,NA
"combogencoo^2790^1",NA,1,NA,NA,NA,NA
"combogencoo^2817^1",NA,1,NA,NA,NA,NA
"combogencoo^2817^2",NA,1,NA,NA,NA,NA
"combogencoo^2823^1",1,NA,NA,NA,NA,NA
"combogencoo^2823^2",1,NA,NA,NA,NA,NA
"combogencoo^2828^1",NA,1,NA,NA,NA,NA
"combogencoo^2828^2",NA,1,NA,NA,NA,NA
"combogencoo^2828^3",NA,NA,NA,1,NA,NA
"combogencoo^2832^1",NA,1,NA,NA,NA,NA
"combogencoo^2832^2",NA,NA,NA,1,NA,NA
"combogencoo^2836^1",1,NA,NA,NA,NA,NA
"combogencoo^2840^1",NA,NA,NA,1,NA,NA
"combogencoo^2840^2",NA,NA,NA,1,NA,NA
"combogencoo^2840^3",NA,NA,NA,1,NA,NA
"combogencoo^2850^1",NA,1,NA,NA,NA,NA
"combogencoo^2850^2",NA,1,NA,NA,NA,NA
"combogencoo^2850^3",NA,1,NA,NA,NA,NA
"combogencoo^2850^4",NA,NA,NA,1,NA,NA
"combogencoo^2866^1",NA,1,NA,NA,NA,NA
"combogencoo^2866^2",NA,1,NA,NA,NA,NA
"combogencoo^2866^3",NA,1,NA,NA,NA,NA
"combogencoo^2866^4",NA,1,NA,NA,NA,NA
"combogencoo^2866^5",NA,1,NA,NA,NA,NA
"combogencoo^2866^6",NA,1,NA,NA,NA,NA
"combogencoo^2866^7",NA,1,NA,NA,NA,NA
"combogencoo^2876^1",NA,1,NA,NA,NA,NA
"combogencoo^2876^2",NA,1,NA,NA,NA,NA
"combogencoo^2876^3",NA,1,NA,NA,NA,NA
"combogencoo^2876^4",NA,1,NA,NA,NA,NA
"combogencoo^2876^5",NA,1,NA,NA,NA,NA
"combogencoo^2878^1",1,NA,NA,NA,NA,NA
"combogencoo^2914^1",NA,1,NA,NA,NA,NA
"combogencoo^2935^1",NA,NA,NA,1,NA,NA
"combogencoo^2936^1",NA,NA,NA,1,NA,NA
"combogencoo^2951^1",NA,NA,1,NA,NA,NA
"combogencoo^2951^2",NA,NA,NA,1,NA,NA
"combogencoo^2952^1",NA,NA,NA,1,NA,NA
"combogencoo^2952^2",NA,NA,NA,1,NA,NA
"combogencoo^2952^3",NA,NA,NA,1,NA,NA
"combogencoo^2956^1",1,NA,NA,NA,NA,NA
"combogencoo^2963^1",NA,NA,NA,1,NA,NA
"combogencoo^2963^2",NA,NA,NA,1,NA,NA
"combogencoo^2963^3",NA,NA,NA,1,NA,NA
"combogencoo^2963^4",NA,NA,NA,1,NA,NA
"combogencoo^2964^1",NA,NA,NA,1,NA,NA
"combogencoo^2964^2",NA,NA,NA,1,NA,NA
"combogencoo^2964^3",NA,NA,NA,1,NA,NA
"combogencoo^2965^1",NA,NA,NA,1,NA,NA
"combogencoo^2965^2",NA,NA,NA,1,NA,NA
"combogencoo^3006^1",NA,NA,NA,1,NA,NA
"combogencoo^3006^2",NA,NA,NA,1,NA,NA
"combogencoo^3006^3",NA,NA,NA,1,NA,NA
"combogencoo^3006^4",NA,NA,NA,1,NA,NA
"combogencoo^3008^1",NA,NA,NA,1,NA,NA
"combogencoo^3008^2",NA,NA,NA,1,NA,NA
"combogencoo^3008^3",NA,NA,NA,1,NA,NA
"combogencoo^3096^1",NA,NA,NA,1,NA,NA
"combogencoo^3118^1",NA,NA,NA,1,NA,NA
"combogencoo^3118^2",NA,NA,NA,1,NA,NA
"combogencoo^3122^1",NA,NA,NA,1,NA,NA
"combogencoo^3122^2",NA,NA,NA,1,NA,NA
"combogencoo^3122^3",NA,NA,NA,1,NA,NA
"combogencoo^3130^1",NA,NA,NA,1,NA,NA
"combogencoo^3131^1",NA,1,NA,NA,NA,NA
"combogencoo^3136^1",NA,NA,NA,1,NA,NA
"combogencoo^3136^2",NA,NA,NA,1,NA,NA
"combogencoo^3138^1",NA,1,NA,NA,NA,NA
"combogencoo^3138^2",NA,1,NA,NA,NA,NA
"combogencoo^3138^3",NA,1,NA,NA,NA,NA
"combogencoo^3140^1",NA,1,NA,NA,NA,NA
"combogencoo^3140^2",NA,1,NA,NA,NA,NA
"combogencoo^3140^3",NA,1,NA,NA,NA,NA
"combogencoo^3148^1",NA,NA,NA,1,NA,NA
"combogencoo^3148^2",NA,NA,NA,1,NA,NA
"combogencoo^3149^1",NA,NA,NA,1,NA,NA
"combogencoo^3149^2",NA,NA,NA,1,NA,NA
"combogencoo^3161^1",NA,1,NA,NA,NA,NA
"combogencoo^3161^2",NA,1,NA,NA,NA,NA
"combogencoo^3166^1",0.9,NA,NA,0.1,NA,NA
"combogencoo^3176^1",NA,1,NA,NA,NA,NA
"combogencoo^3236^1",NA,NA,NA,NA,NA,1
"combogencoo^3236^2",NA,NA,NA,NA,NA,1
"combogencoo^3236^3",NA,NA,NA,NA,NA,1
"combogencoo^3251^1",1,NA,NA,NA,NA,NA
"combogencoo^3264^1",NA,0.8,NA,0.2,NA,NA
"combogencoo^3264^2",NA,NA,NA,1,NA,NA
"combogencoo^3265^1",NA,1,NA,NA,NA,NA
"combogencoo^3265^2",NA,1,NA,NA,NA,NA
"combogencoo^3265^3",NA,1,NA,NA,NA,NA
"combogencoo^3287^1",1,NA,NA,NA,NA,NA
"combogencoo^3295^1",NA,1,NA,NA,NA,NA
"combogencoo^3297^1",NA,NA,NA,1,NA,NA
"combogencoo^3297^2",NA,NA,NA,1,NA,NA
"combogencoo^3298^1",NA,0.99,NA,0.01,NA,NA
"combogencoo^3393^1",NA,1,NA,NA,NA,NA
"combogencoo^3393^2",NA,NA,NA,1,NA,NA
"combogencoo^3396^1",NA,1,NA,NA,NA,NA
"combogencoo^3399^1",NA,1,NA,NA,NA,NA
"combogencoo^3403^1",NA,1,NA,NA,NA,NA
"combogencoo^3405^1",NA,NA,NA,1,NA,NA
"combogencoo^3407^1",NA,1,NA,NA,NA,NA
"combogencoo^3441^1",NA,NA,NA,NA,NA,1
"combogencoo^3443^1",NA,0.5,NA,0.5,NA,NA
"combogencoo^3452^1",1,NA,NA,NA,NA,NA
"combogencoo^3453^1",1,NA,NA,NA,NA,NA
"combogencoo^3456^1",NA,NA,NA,1,NA,NA
"combogencoo^3456^2",NA,NA,NA,1,NA,NA
"combogencoo^3456^3",NA,NA,NA,1,NA,NA
"combogencoo^3456^4",NA,NA,NA,1,NA,NA
"combogencoo^3456^5",NA,NA,NA,1,NA,NA
"combogencoo^3457^1",NA,NA,1,NA,NA,NA
"combogencoo^3459^1",NA,NA,NA,NA,NA,1
"combogencoo^3459^2",NA,NA,NA,NA,NA,1
"combogencoo^3459^3",NA,NA,NA,NA,NA,1
"combogencoo^3459^4",NA,NA,NA,NA,NA,1
"combogencoo^3459^5",NA,NA,NA,1,NA,NA
"combogencoo^3460^1",NA,NA,NA,NA,NA,1
"combogencoo^3460^2",NA,NA,NA,NA,NA,1
"combogencoo^3469^1",NA,NA,NA,1,NA,NA
"combogencoo^3470^1",1,NA,NA,NA,NA,NA
"combogencoo^3470^2",1,NA,NA,NA,NA,NA
"combogencoo^3470^3",1,NA,NA,NA,NA,NA
"combogencoo^3470^4",1,NA,NA,NA,NA,NA
"combogencoo^3470^5",1,NA,NA,NA,NA,NA
"combogencoo^3470^6",1,NA,NA,NA,NA,NA
"combogencoo^3470^7",NA,NA,NA,1,NA,NA
"combogencoo^3470^8",NA,NA,NA,1,NA,NA
"combogencoo^3476^1",1,NA,NA,NA,NA,NA
"combogencoo^3477^1",1,NA,NA,NA,NA,NA
"combogencoo^3478^1",0.99,NA,NA,0.01,NA,NA
"combogencoo^3482^1",NA,NA,NA,1,NA,NA
"combogencoo^3482^2",NA,NA,NA,1,NA,NA
"combogencoo^3484^1",NA,NA,NA,1,NA,NA
"combogencoo^3484^2",NA,NA,NA,1,NA,NA
"combogencoo^3484^3",NA,NA,NA,1,NA,NA
"combogencoo^3485^1",NA,NA,NA,1,NA,NA
"combogencoo^3485^2",NA,NA,NA,1,NA,NA
"combogencoo^3490^1",1,NA,NA,NA,NA,NA
"combogencoo^3491^1",1,NA,NA,NA,NA,NA
"combogencoo^3497^1",1,NA,NA,NA,NA,NA
"combogencoo^3504^1",1,NA,NA,NA,NA,NA
"combogencoo^3507^1",NA,NA,1,NA,NA,NA
"combogencoo^3548^1",1,NA,NA,NA,NA,NA
"combogencoo^3548^2",1,NA,NA,NA,NA,NA
"combogencoo^3559^1",NA,0.05,NA,0.95,NA,NA
"combogencoo^3576^1",1,NA,NA,NA,NA,NA
"combogencoo^3576^2",1,NA,NA,NA,NA,NA
"combogencoo^3576^3",1,NA,NA,NA,NA,NA
"combogencoo^3601^1",1,NA,NA,NA,NA,NA
"combogencoo^3601^2",1,NA,NA,NA,NA,NA
"combogencoo^3601^3",1,NA,NA,NA,NA,NA
"combogencoo^3604^1",NA,NA,NA,1,NA,NA
"combogencoo^3611^1",1,NA,NA,NA,NA,NA
"combogencoo^3611^2",1,NA,NA,NA,NA,NA
"combogencoo^3612^1",NA,NA,1,NA,NA,NA
"combogencoo^3612^2",NA,NA,1,NA,NA,NA
"combogencoo^3612^3",NA,NA,1,NA,NA,NA
"combogencoo^3628^1",1,NA,NA,NA,NA,NA
"combogencoo^3628^2",1,NA,NA,NA,NA,NA
"combogencoo^3628^3",1,NA,NA,NA,NA,NA
"combogencoo^3631^1",NA,NA,NA,1,NA,NA
"combogencoo^3648^1",NA,NA,NA,1,NA,NA
"combogencoo^3648^2",NA,NA,NA,1,NA,NA
"combogencoo^3648^3",NA,NA,NA,1,NA,NA
"combogencoo^3775^1",NA,NA,NA,1,NA,NA
"combogencoo^3775^2",NA,NA,NA,1,NA,NA
"combogencoo^3775^3",NA,NA,NA,1,NA,NA
"combogencoo^3796^1",NA,1,NA,NA,NA,NA
"combogencoo^3796^2",NA,1,NA,NA,NA,NA
"combogencoo^3797^1",NA,1,NA,NA,NA,NA
"combogencoo^3797^2",NA,1,NA,NA,NA,NA
"combogencoo^3797^3",NA,1,NA,NA,NA,NA
"combogencoo^3797^4",NA,1,NA,NA,NA,NA
"combogencoo^3797^5",NA,1,NA,NA,NA,NA
"combogencoo^3797^6",NA,1,NA,NA,NA,NA
"combogencoo^3804^1",NA,NA,NA,NA,NA,1
"combogencoo^3804^2",NA,NA,NA,NA,NA,1
"combogencoo^3804^3",NA,NA,NA,1,NA,NA
"combogencoo^3804^4",NA,NA,NA,1,NA,NA
"combogencoo^3806^1",NA,NA,NA,NA,NA,1
"combogencoo^3806^2",NA,NA,NA,NA,NA,1
"combogencoo^3809^1",NA,NA,NA,NA,NA,1
"combogencoo^3809^2",NA,NA,NA,NA,NA,1
"combogencoo^3809^3",NA,NA,NA,NA,NA,1
"combogencoo^3845^1",NA,NA,NA,1,NA,NA
"combogencoo^3845^2",NA,NA,NA,1,NA,NA
"combogencoo^3935^1",NA,NA,NA,1,NA,NA
"combogencoo^3935^2",NA,NA,NA,1,NA,NA
"combogencoo^3935^3",NA,NA,NA,1,NA,NA
"combogencoo^3943^1",NA,NA,NA,1,NA,NA
"combogencoo^3943^2",NA,NA,NA,1,NA,NA
"combogencoo^3944^1",NA,NA,NA,1,NA,NA
"combogencoo^3948^1",NA,NA,NA,1,NA,NA
"combogencoo^3948^2",NA,NA,NA,1,NA,NA
"combogencoo^3954^1",1,NA,NA,NA,NA,NA
"combogencoo^3954^2",1,NA,NA,NA,NA,NA
"combogencoo^3954^3",1,NA,NA,NA,NA,NA
"combogencoo^3982^1",1,NA,NA,NA,NA,NA
"combogencoo^3992^1",1,NA,NA,NA,NA,NA
"combogencoo^4005^1",NA,1,NA,NA,NA,NA
"combogencoo^4040^1",1,NA,NA,NA,NA,NA
"combogencoo^4040^2",1,NA,NA,NA,NA,NA
"combogencoo^4041^1",1,NA,NA,NA,NA,NA
"combogencoo^4041^2",1,NA,NA,NA,NA,NA
"combogencoo^4041^3",1,NA,NA,NA,NA,NA
"combogencoo^4041^4",1,NA,NA,NA,NA,NA
"combogencoo^4042^1",NA,1,NA,NA,NA,NA
"combogencoo^4042^2",NA,1,NA,NA,NA,NA
"combogencoo^4046^1",1,NA,NA,NA,NA,NA
"combogencoo^4046^2",1,NA,NA,NA,NA,NA
"combogencoo^4050^1",1,NA,NA,NA,NA,NA
"combogencoo^4050^2",1,NA,NA,NA,NA,NA
"combogencoo^4050^3",1,NA,NA,NA,NA,NA
"combogencoo^4072^1",1,NA,NA,NA,NA,NA
"combogencoo^4078^1",NA,1,NA,NA,NA,NA
"combogencoo^4078^2",NA,NA,NA,1,NA,NA
"combogencoo^4078^3",NA,NA,NA,1,NA,NA
"combogencoo^4125^1",1,NA,NA,NA,NA,NA
"combogencoo^4143^1",NA,1,NA,NA,NA,NA
"combogencoo^4158^1",NA,0.9,NA,0.1,NA,NA
"combogencoo^4158^2",NA,0.9,NA,0.1,NA,NA
"combogencoo^4158^3",NA,0.9,NA,0.1,NA,NA
"combogencoo^4158^4",NA,NA,NA,1,NA,NA
"combogencoo^4162^1",NA,NA,NA,1,NA,NA
"combogencoo^4162^2",NA,NA,NA,1,NA,NA
"combogencoo^4162^3",NA,NA,NA,1,NA,NA
"combogencoo^4195^1",NA,NA,1,NA,NA,NA
"combogencoo^4195^2",NA,NA,1,NA,NA,NA
"combogencoo^4195^3",NA,NA,1,NA,NA,NA
"combogencoo^4266^1",NA,NA,NA,1,NA,NA
"combogencoo^4266^2",NA,NA,NA,1,NA,NA
"combogencoo^4270^1",NA,1,NA,NA,NA,NA
"combogencoo^4271^1",NA,1,NA,NA,NA,NA
"combogencoo^4937^1",1,NA,NA,NA,NA,NA
"combogencoo^4939^1",NA,NA,NA,NA,NA,1
"combogencoo^4939^2",NA,NA,NA,NA,NA,1
"combogencoo^4940^1",NA,NA,NA,1,NA,NA
"combogencoo^4940^2",NA,NA,NA,1,NA,NA
"combogencoo^4941^1",NA,NA,NA,1,NA,NA
"combogencoo^4941^2",NA,NA,NA,1,NA,NA
"combogencoo^4941^3",NA,NA,NA,1,NA,NA
"combogencoo^6000^1",1,NA,NA,NA,NA,NA
"combogencoo^6000^2",1,NA,NA,NA,NA,NA
"combogencoo^6001^1",NA,NA,NA,1,NA,NA
"combogencoo^6002^1",NA,NA,NA,1,NA,NA
"combogencoo^6002^2",NA,NA,NA,1,NA,NA
"combogencoo^6004^1",NA,NA,NA,1,NA,NA
"combogencoo^6004^2",NA,NA,NA,1,NA,NA
"combogencoo^6008^1",NA,NA,NA,1,NA,NA
"combogencoo^6008^2",NA,NA,NA,1,NA,NA
"combogencoo^6008^3",NA,NA,NA,1,NA,NA
"combogencoo^6009^1",NA,NA,NA,1,NA,NA
"combogencoo^6009^2",NA,NA,NA,1,NA,NA
"combogencoo^6011^1",NA,NA,NA,NA,NA,1
"combogencoo^6014^1",NA,NA,NA,NA,NA,1
"combogencoo^6014^2",NA,NA,NA,NA,NA,1
"combogencoo^6015^1",NA,NA,NA,1,NA,NA
"combogencoo^6016^1",1,NA,NA,NA,NA,NA
"combogencoo^6017^1",0.7,NA,0.3,NA,NA,NA
"combogencoo^6017^2",0.7,NA,0.3,NA,NA,NA
"combogencoo^6018^1",NA,NA,NA,1,NA,NA
"combogencoo^6019^1",NA,NA,NA,1,NA,NA
"combogencoo^6020^1",NA,NA,NA,1,NA,NA
"combogencoo^6021^1",NA,NA,NA,1,NA,NA
"combogencoo^6021^2",NA,NA,NA,1,NA,NA
"combogencoo^6021^3",NA,NA,NA,1,NA,NA
"combogencoo^6022^1",NA,NA,1,NA,NA,NA
"combogencoo^6023^1",NA,NA,NA,1,NA,NA
"combogencoo^6026^1",NA,NA,1,NA,NA,NA
"combogencoo^6030^1",NA,NA,NA,1,NA,NA
"combogencoo^6031^1",NA,NA,NA,1,NA,NA
"combogencoo^6034^1",NA,1,NA,NA,NA,NA
"combogencoo^6034^2",NA,1,NA,NA,NA,NA
"combogencoo^6035^1",NA,NA,1,NA,NA,NA
"combogencoo^6036^1",NA,NA,NA,1,NA,NA
"combogencoo^6038^1",1,NA,NA,NA,NA,NA
"combogencoo^6040^1",NA,NA,NA,1,NA,NA
"combogencoo^6041^1",NA,NA,NA,1,NA,NA
"combogencoo^6041^2",NA,NA,NA,1,NA,NA
"combogencoo^6041^3",NA,NA,NA,1,NA,NA
"combogencoo^6041^4",NA,NA,NA,1,NA,NA
"combogencoo^6042^1",NA,NA,1,NA,NA,NA
"combogencoo^6043^1",NA,NA,NA,1,NA,NA
"combogencoo^6043^2",NA,NA,1,NA,NA,NA
"combogencoo^6045^1",NA,NA,NA,NA,NA,1
"combogencoo^6051^1",NA,NA,NA,1,NA,NA
"combogencoo^6052^1",NA,NA,NA,1,NA,NA
"combogencoo^6052^2",NA,NA,NA,1,NA,NA
"combogencoo^6055^1",NA,NA,NA,1,NA,NA
"combogencoo^6055^2",NA,NA,NA,1,NA,NA
"combogencoo^6055^3",NA,1,NA,NA,NA,NA
"combogencoo^6056^1",NA,NA,NA,NA,NA,1
"combogencoo^6056^2",NA,NA,NA,NA,NA,1
"combogencoo^6056^3",NA,NA,NA,NA,NA,1
"combogencoo^6056^4",NA,NA,NA,NA,NA,1
"combogencoo^6061^1",NA,NA,NA,1,NA,NA
"combogencoo^6064^1",NA,1,NA,NA,NA,NA
"combogencoo^6065^1",NA,1,NA,NA,NA,NA
"combogencoo^6065^2",NA,NA,NA,1,NA,NA
"combogencoo^6068^1",NA,NA,NA,1,NA,NA
"combogencoo^6068^2",NA,NA,NA,1,NA,NA
"combogencoo^6068^3",NA,NA,NA,1,NA,NA
"combogencoo^6071^1",NA,NA,NA,1,NA,NA
"combogencoo^6071^2",NA,NA,NA,1,NA,NA
"combogencoo^6072^1",NA,NA,NA,1,NA,NA
"combogencoo^6073^1",NA,NA,1,NA,NA,NA
"combogencoo^6073^2",NA,NA,NA,1,NA,NA
"combogencoo^6076^1",NA,NA,NA,1,NA,NA
"combogencoo^6076^2",NA,NA,NA,1,NA,NA
"combogencoo^6076^3",NA,NA,NA,1,NA,NA
"combogencoo^6076^4",NA,NA,NA,1,NA,NA
"combogencoo^6077^1",NA,NA,1,NA,NA,NA
"combogencoo^6077^2",NA,NA,1,NA,NA,NA
"combogencoo^6081^1",NA,NA,NA,1,NA,NA
"combogencoo^6082^1",1,NA,NA,NA,NA,NA
"combogencoo^6085^1",NA,NA,NA,1,NA,NA
"combogencoo^6085^2",NA,NA,NA,1,NA,NA
"combogencoo^6085^3",NA,NA,NA,1,NA,NA
"combogencoo^6085^4",NA,NA,NA,1,NA,NA
"combogencoo^6089^1",NA,1,NA,NA,NA,NA
"combogencoo^6090^1",NA,NA,NA,1,NA,NA
"combogencoo^6090^2",NA,NA,NA,1,NA,NA
"combogencoo^6090^3",NA,NA,NA,1,NA,NA
"combogencoo^6094^1",NA,NA,NA,1,NA,NA
"combogencoo^6094^2",NA,NA,NA,1,NA,NA
"combogencoo^6094^3",NA,NA,NA,1,NA,NA
"combogencoo^6095^1",NA,NA,1,NA,NA,NA
"combogencoo^6096^1",NA,1,NA,NA,NA,NA
"combogencoo^6096^2",NA,NA,NA,1,NA,NA
"combogencoo^6098^1",NA,NA,1,NA,NA,NA
"combogencoo^6099^1",NA,NA,NA,NA,NA,1
"combogencoo^6103^1",NA,NA,NA,1,NA,NA
"combogencoo^6103^2",NA,NA,NA,1,NA,NA
"combogencoo^6105^1",NA,NA,NA,1,NA,NA
"combogencoo^6106^1",NA,NA,1,NA,NA,NA
"combogencoo^6110^1",1,NA,NA,NA,NA,NA
"combogencoo^6112^1",NA,NA,NA,1,NA,NA
"combogencoo^6113^1",1,NA,NA,NA,NA,NA
"combogencoo^6113^2",1,NA,NA,NA,NA,NA
"combogencoo^6113^3",1,NA,NA,NA,NA,NA
"combogencoo^6113^4",1,NA,NA,NA,NA,NA
"combogencoo^6113^5",1,NA,NA,NA,NA,NA
"combogencoo^6115^1",NA,NA,NA,NA,NA,1
"combogencoo^6118^1",NA,NA,NA,1,NA,NA
"combogencoo^6122^1",1,NA,NA,NA,NA,NA
"combogencoo^6124^1",NA,1,NA,NA,NA,NA
"combogencoo^6127^1",1,NA,NA,NA,NA,NA
"combogencoo^6136^1",1,NA,NA,NA,NA,NA
"combogencoo^6137^1",NA,NA,NA,1,NA,NA
"combogencoo^6137^2",NA,NA,NA,1,NA,NA
"combogencoo^6138^1",1,NA,NA,NA,NA,NA
"combogencoo^6139^1",0.99,NA,NA,0.01,NA,NA
"combogencoo^6145^1",1,NA,NA,NA,NA,NA
"combogencoo^6146^1",1,NA,NA,NA,NA,NA
"combogencoo^6147^1",1,NA,NA,NA,NA,NA
"combogencoo^6149^1",NA,NA,NA,1,NA,NA
"combogencoo^6152^1",0.5,NA,NA,0.5,NA,NA
"combogencoo^6153^1",NA,NA,NA,1,NA,NA
"combogencoo^6155^1",NA,1,NA,NA,NA,NA
"combogencoo^6155^2",NA,1,NA,NA,NA,NA
"combogencoo^6156^1",NA,NA,NA,NA,NA,1
"combogencoo^6165^1",NA,NA,NA,1,NA,NA
"combogencoo^6165^2",NA,NA,NA,1,NA,NA
"combogencoo^6165^3",NA,NA,NA,1,NA,NA
"combogencoo^6166^1",NA,NA,NA,1,NA,NA
"combogencoo^6166^2",NA,NA,NA,1,NA,NA
"combogencoo^6168^1",1,NA,NA,NA,NA,NA
"combogencoo^6168^2",1,NA,NA,NA,NA,NA
"combogencoo^6170^1",NA,NA,NA,1,NA,NA
"combogencoo^6177^1",NA,NA,NA,1,NA,NA
"combogencoo^6177^2",NA,NA,NA,1,NA,NA
"combogencoo^6178^1",1,NA,NA,NA,NA,NA
"combogencoo^6179^1",NA,NA,1,NA,NA,NA
"combogencoo^6179^2",NA,NA,1,NA,NA,NA
"combogencoo^6179^3",NA,NA,1,NA,NA,NA
"combogencoo^6180^1",1,NA,NA,NA,NA,NA
"combogencoo^6181^1",1,NA,NA,NA,NA,NA
"combogencoo^6181^2",1,NA,NA,NA,NA,NA
"combogencoo^6183^1",NA,NA,NA,1,NA,NA
"combogencoo^6190^1",1,NA,NA,NA,NA,NA
"combogencoo^6190^2",1,NA,NA,NA,NA,NA
"combogencoo^6190^3",1,NA,NA,NA,NA,NA
"combogencoo^6193^1",NA,NA,NA,1,NA,NA
"combogencoo^6193^2",NA,NA,NA,1,NA,NA
"combogencoo^6193^3",NA,NA,NA,1,NA,NA
"combogencoo^6194^1",NA,NA,NA,1,NA,NA
