"bogencoo","LAKE..OF..OC..RC.","RIVER..OF.","POND..OC..RC.","TOWER..RF..RI..RN.","DC","OS"
"combogencoo^55269^1",NA,NA,NA,1,NA,NA
"combogencoo^55269^2",NA,NA,NA,1,NA,NA
"combogencoo^55269^3",NA,NA,NA,1,NA,NA
"combogencoo^55270^1",NA,NA,NA,1,NA,NA
"combogencoo^55271^1",NA,NA,NA,1,NA,NA
"combogencoo^55282^1",NA,NA,NA,1,NA,NA
"combogencoo^55292^1",NA,NA,NA,1,NA,NA
"combogencoo^55293^1",NA,NA,NA,1,NA,NA
"combogencoo^55294^1",NA,NA,NA,1,NA,NA
"combogencoo^55295^1",NA,NA,NA,1,NA,NA
"combogencoo^55297^1",NA,NA,NA,1,NA,NA
"combogencoo^55297^2",NA,NA,NA,1,NA,NA
"combogencoo^55297^3",NA,NA,NA,1,NA,NA
"combogencoo^55298^1",NA,NA,NA,1,NA,NA
"combogencoo^55298^2",NA,NA,NA,1,NA,NA
"combogencoo^55299^1",NA,NA,NA,1,NA,NA
"combogencoo^55306^1",NA,NA,NA,1,NA,NA
"combogencoo^55320^1",NA,NA,NA,1,NA,NA
"combogencoo^55327^1",NA,NA,NA,1,NA,NA
"combogencoo^55328^1",NA,NA,NA,1,NA,NA
"combogencoo^55333^1",NA,NA,NA,1,NA,NA
"combogencoo^55334^1",NA,NA,NA,1,NA,NA
"combogencoo^55337^1",NA,NA,NA,1,NA,NA
"combogencoo^55340^1",NA,NA,NA,1,NA,NA
"combogencoo^55343^1",NA,NA,NA,1,NA,NA
"combogencoo^55350^1",NA,NA,NA,1,NA,NA
"combogencoo^55357^1",NA,NA,NA,1,NA,NA
"combogencoo^55358^1",NA,NA,NA,1,NA,NA
"combogencoo^55358^2",NA,NA,NA,1,NA,NA
"combogencoo^55358^3",NA,NA,NA,1,NA,NA
"combogencoo^55358^4",NA,NA,NA,1,NA,NA
"combogencoo^55364^1",NA,NA,NA,1,NA,NA
"combogencoo^55369^1",NA,NA,NA,1,NA,NA
"combogencoo^55372^1",NA,NA,NA,1,NA,NA
"combogencoo^55380^1",NA,NA,NA,1,NA,NA
"combogencoo^55380^2",NA,NA,NA,1,NA,NA
"combogencoo^55380^3",NA,NA,NA,1,NA,NA
"combogencoo^55380^4",NA,NA,NA,1,NA,NA
"combogencoo^55382^1",NA,NA,NA,1,NA,NA
"combogencoo^55382^2",NA,NA,NA,1,NA,NA
"combogencoo^55386^1",NA,NA,NA,1,NA,NA
"combogencoo^55393^1",NA,NA,NA,1,NA,NA
"combogencoo^55397^1",NA,NA,NA,1,NA,NA
"combogencoo^55400^1",NA,NA,NA,1,NA,NA
"combogencoo^55404^1",NA,NA,NA,1,NA,NA
"combogencoo^55406^1",NA,NA,NA,1,NA,NA
"combogencoo^55411^1",NA,NA,NA,1,NA,NA
"combogencoo^55412^1",NA,NA,NA,1,NA,NA
"combogencoo^55418^1",NA,NA,NA,1,NA,NA
"combogencoo^55439^1",NA,NA,NA,1,NA,NA
"combogencoo^55440^1",NA,NA,NA,1,NA,NA
"combogencoo^55451^1",NA,NA,NA,1,NA,NA
"combogencoo^55451^2",NA,NA,NA,1,NA,NA
"combogencoo^55451^3",NA,NA,NA,1,NA,NA
"combogencoo^55455^1",NA,NA,NA,1,NA,NA
"combogencoo^55455^2",NA,NA,NA,1,NA,NA
"combogencoo^55457^1",NA,NA,NA,1,NA,NA
"combogencoo^55463^1",NA,NA,NA,1,NA,NA
"combogencoo^55463^2",NA,NA,NA,1,NA,NA
"combogencoo^55463^3",NA,NA,NA,1,NA,NA
"combogencoo^55463^4",NA,NA,NA,1,NA,NA
"combogencoo^55464^1",NA,NA,NA,1,NA,NA
"combogencoo^55467^1",NA,NA,NA,1,NA,NA
"combogencoo^55467^2",NA,NA,NA,1,NA,NA
"combogencoo^55467^3",NA,NA,NA,1,NA,NA
"combogencoo^55480^1",NA,NA,NA,1,NA,NA
"combogencoo^55480^2",NA,NA,NA,1,NA,NA
"combogencoo^55481^1",NA,NA,NA,1,NA,NA
"combogencoo^55482^1",NA,NA,NA,0.6,0.4,NA
"combogencoo^55501^1",NA,NA,NA,1,NA,NA
"combogencoo^55501^2",NA,NA,NA,1,NA,NA
"combogencoo^55502^1",NA,NA,NA,1,NA,NA
"combogencoo^55502^2",NA,NA,NA,1,NA,NA
"combogencoo^55503^1",NA,NA,NA,1,NA,NA
"combogencoo^55516^1",NA,NA,NA,1,NA,NA
"combogencoo^55518^1",NA,NA,NA,1,NA,NA
"combogencoo^55524^1",NA,NA,NA,1,NA,NA
"combogencoo^55545^1",NA,NA,NA,1,NA,NA
"combogencoo^55620^1",NA,NA,NA,1,NA,NA
"combogencoo^55641^1",NA,NA,NA,1,NA,NA
"combogencoo^55656^1",NA,NA,NA,1,NA,NA
"combogencoo^55656^2",NA,NA,NA,1,NA,NA
"combogencoo^55661^1",NA,NA,NA,1,NA,NA
"combogencoo^55664^1",NA,NA,NA,1,NA,NA
"combogencoo^55667^1",NA,NA,NA,1,NA,NA
"combogencoo^55690^1",NA,NA,NA,1,NA,NA
"combogencoo^55694^1",NA,NA,NA,1,NA,NA
"combogencoo^55700^1",NA,NA,NA,1,NA,NA
"combogencoo^55701^1",NA,NA,NA,1,NA,NA
"combogencoo^55708^1",NA,NA,NA,1,NA,NA
"combogencoo^55710^1",NA,NA,NA,1,NA,NA
"combogencoo^55714^1",NA,NA,NA,1,NA,NA
"combogencoo^55736^1",NA,NA,NA,1,NA,NA
"combogencoo^55736^2",NA,NA,NA,1,NA,NA
"combogencoo^55748^1",NA,NA,NA,1,NA,NA
"combogencoo^55749^1",NA,NA,NA,1,NA,NA
"combogencoo^55801^1",NA,NA,NA,1,NA,NA
"combogencoo^55818^1",NA,NA,NA,1,NA,NA
"combogencoo^55821^1",NA,NA,NA,1,NA,NA
"combogencoo^55835^1",NA,NA,NA,1,NA,NA
"combogencoo^55853^1",NA,NA,NA,1,NA,NA
"combogencoo^55853^2",NA,NA,NA,1,NA,NA
"combogencoo^55856^1",NA,NA,NA,1,NA,NA
"combogencoo^55856^2",NA,NA,NA,1,NA,NA
"combogencoo^55927^1",NA,NA,NA,1,NA,NA
"combogencoo^55965^1",NA,NA,NA,1,NA,NA
"combogencoo^55965^2",NA,NA,NA,1,NA,NA
"combogencoo^55966^1",NA,NA,NA,1,NA,NA
"combogencoo^55970^1",NA,NA,NA,1,NA,NA
"combogencoo^55977^1",NA,NA,NA,1,NA,NA
"combogencoo^55985^1",NA,NA,NA,1,NA,NA
"combogencoo^55990^1",NA,NA,NA,1,NA,NA
"combogencoo^56026^1",NA,NA,NA,1,NA,NA
"combogencoo^56031^1",NA,NA,NA,1,NA,NA
"combogencoo^56041^1",NA,NA,NA,1,NA,NA
"combogencoo^56046^1",NA,NA,NA,1,NA,NA
"combogencoo^56068^1",1,NA,NA,NA,NA,NA
"combogencoo^56078^1",NA,NA,NA,1,NA,NA
"combogencoo^56104^1",NA,NA,NA,1,NA,NA
"combogencoo^56119^1",NA,1,NA,NA,NA,NA
"combogencoo^56150^1",NA,NA,NA,1,NA,NA
"combogencoo^56150^2",NA,NA,NA,1,NA,NA
"combogencoo^56164^1",NA,NA,NA,1,NA,NA
"combogencoo^56177^1",NA,NA,NA,1,NA,NA
"combogencoo^56188^1",NA,NA,NA,1,NA,NA
"combogencoo^56224^1",NA,NA,NA,1,NA,NA
"combogencoo^56227^1",NA,NA,NA,1,NA,NA
"combogencoo^56237^1",NA,NA,NA,1,NA,NA
"combogencoo^56237^2",NA,NA,NA,1,NA,NA
"combogencoo^56237^3",NA,NA,NA,1,NA,NA
"combogencoo^56259^1",NA,NA,NA,1,NA,NA
"combogencoo^56298^1",NA,NA,NA,1,NA,NA
"combogencoo^56309^1",NA,NA,NA,1,NA,NA
"combogencoo^56319^1",NA,NA,NA,0.05,0.95,NA
"combogencoo^56349^1",NA,NA,NA,1,NA,NA
"combogencoo^56349^2",NA,NA,NA,1,NA,NA
"combogencoo^56350^1",NA,NA,NA,1,NA,NA
"combogencoo^56350^2",NA,NA,NA,1,NA,NA
"combogencoo^56356^1",NA,NA,NA,1,NA,NA
"combogencoo^56400^1",NA,NA,NA,1,NA,NA
"combogencoo^56407^1",NA,NA,NA,1,NA,NA
"combogencoo^56407^2",NA,NA,NA,1,NA,NA
"combogencoo^56407^3",NA,NA,NA,1,NA,NA
"combogencoo^56456^1",NA,NA,NA,1,NA,NA
"combogencoo^56467^1",NA,NA,NA,1,NA,NA
"combogencoo^56564^1",NA,NA,NA,1,NA,NA
"combogencoo^56565^1",NA,NA,NA,1,NA,NA
"combogencoo^56611^1",NA,NA,NA,1,NA,NA
"combogencoo^56616^1",NA,NA,NA,1,NA,NA
"combogencoo^56643^1",NA,NA,NA,1,NA,NA
"combogencoo^56671^1",NA,NA,NA,1,NA,NA
"combogencoo^56706^1",NA,NA,NA,1,NA,NA
"combogencoo^56707^1",NA,NA,NA,1,NA,NA
"combogencoo^56786^1",NA,NA,NA,1,NA,NA
"combogencoo^56798^1",NA,NA,NA,1,NA,NA
"combogencoo^56806^1",NA,NA,NA,NA,NA,1
"combogencoo^56806^2",NA,NA,NA,NA,NA,1
"combogencoo^56807^1",NA,NA,NA,1,NA,NA
"combogencoo^56846^1",NA,NA,NA,1,NA,NA
"combogencoo^56963^1",NA,NA,NA,1,NA,NA
"combogencoo^56963^2",NA,NA,NA,1,NA,NA
"combogencoo^56998^1",NA,NA,NA,1,NA,NA
"combogencoo^56998^2",NA,NA,NA,1,NA,NA
"combogencoo^57028^1",NA,NA,NA,1,NA,NA
"combogencoo^57037^1",NA,NA,NA,1,NA,NA
"combogencoo^57119^1",NA,NA,NA,1,NA,NA
"combogencoo^57138^1",NA,NA,NA,1,NA,NA
"combogencoo^57241^1",NA,NA,NA,1,NA,NA
"combogencoo^57349^1",NA,NA,NA,1,NA,NA
"combogencoo^57564^1",NA,NA,NA,1,NA,NA
"combogencoo^57703^1",NA,NA,NA,1,NA,NA
"combogencoo^57794^1",NA,NA,NA,1,NA,NA
"combogencoo^57839^1",NA,NA,NA,1,NA,NA
"combogencoo^57898^1",NA,NA,NA,1,NA,NA
"combogencoo^57978^1",NA,NA,NA,1,NA,NA
"combogencoo^58001^1",NA,NA,NA,1,NA,NA
"combogencoo^58001^2",NA,NA,NA,1,NA,NA
"combogencoo^58005^1",NA,NA,NA,1,NA,NA
"combogencoo^58007^1",NA,NA,NA,1,NA,NA
"combogencoo^58054^1",NA,NA,NA,1,NA,NA
"combogencoo^58079^1",NA,NA,NA,1,NA,NA
"combogencoo^58124^1",NA,NA,NA,1,NA,NA
"combogencoo^58205^1",NA,NA,NA,1,NA,NA
"combogencoo^58215^1",NA,NA,1,NA,NA,NA
"combogencoo^58236^1",NA,NA,NA,1,NA,NA
"combogencoo^58427^1",NA,NA,NA,1,NA,NA
"combogencoo^58478^1",NA,NA,NA,1,NA,NA
"combogencoo^58503^1",NA,NA,NA,1,NA,NA
"combogencoo^58557^1",NA,NA,NA,1,NA,NA
"combogencoo^58560^1",NA,NA,NA,1,NA,NA
"combogencoo^58574^1",NA,NA,NA,1,NA,NA
"combogencoo^58697^1",NA,NA,1,NA,NA,NA
"combogencoo^58706^1",NA,NA,NA,1,NA,NA
"combogencoo^58707^1",NA,NA,NA,1,NA,NA
"combogencoo^58870^1",NA,NA,NA,1,NA,NA
"combogencoo^59004^1",NA,NA,NA,1,NA,NA
"combogencoo^59035^1",NA,NA,NA,1,NA,NA
"combogencoo^59093^1",NA,NA,NA,1,NA,NA
"combogencoo^59220^1",NA,NA,NA,1,NA,NA
"combogencoo^59254^1",NA,NA,NA,1,NA,NA
"combogencoo^59325^1",NA,NA,NA,1,NA,NA
"combogencoo^59326^1",NA,NA,NA,1,NA,NA
"combogencoo^59338^1",NA,NA,NA,1,NA,NA
"combogencoo^59338^2",NA,NA,NA,1,NA,NA
"combogencoo^59764^1",NA,NA,NA,1,NA,NA
"combogencoo^59784^1",NA,NA,NA,1,NA,NA
"combogencoo^60340^1",NA,NA,NA,1,NA,NA
"combogencoo^60368^1",NA,NA,NA,1,NA,NA
"combogencoo^60376^1",NA,NA,NA,1,NA,NA
"combogencoo^60421^1",NA,NA,NA,1,NA,NA
"combogencoo^60464^1",NA,NA,NA,1,NA,NA
"combogencoo^60768^1",NA,NA,NA,1,NA,NA
