Plant.Code,elevation,pond_area
55172,472.01,1000000
55173,39.01,1000000
55174,648.9,1000000
55176,293.21,1000000
55177,457.19,1000000
55178,949.12,1000000
55179,2183.14,1000000
55182,1423.83,1000000
55183,659.46,1000000
55187,40.52,1000000
55188,608.13,1000000
55193,340.14,1000000
55197,336.49,1000000
55200,5264.21,1000000
55206,22.18,1000000
55210,4234.14,1000000
55215,2870.16,1000000
55216,525.93,1000000
55217,14.44,1000000
55218,350.28,1000000
55220,328.16,1000000
55221,255.09,1000000
55223,470.15,1000000
55225,727.62,1000000
55226,340.52,1000000
55230,1102.15,1000000
55231,29.97,1000000
55239,52.02,1000000
55241,14.39,1000000
55242,90.24,1000000
55259,589.27,1000000
55269,281.51,1000000
55270,964.93,1000000
55271,478.2,1000000
55282,881.61,1000000
55292,583.63,1000000
55293,612.25,1000000
55294,91.77,1000000
55295,335.32,1000000
55297,611.63,1000000
55298,19.63,1000000
55299,25.71,1000000
55301,1052.47,1000000
55302,4801.23,1000000
55305,51.22,1000000
55306,704.16,1000000
55314,170.88,1000000
55318,22.27,1000000
55320,1026.98,1000000
55322,2232.98,1000000
55323,14.81,1000000
55327,20.14,1000000
55328,617.2,1000000
55333,23.65,1000000
55334,612.46,1000000
55335,340.88,1000000
55337,501.92,1000000
55340,242.95,1000000
55343,4378.51,1000000
55350,820.66,1000000
55357,67.94,1000000
55358,18.1,1000000
55364,481.6,1000000
55369,454.58,1000000
55372,1126.6,1000000
55380,170.88,1000000
55382,714.3,1000000
55386,133.94,1000000
55393,256.3,1000000
55397,850.18,1000000
55400,1332.78,1000000
55404,13.89,1000000
55406,78.03,1000000
55411,558.8,1000000
55412,145.53,1000000
55418,250.88,1000000
55439,390.98,1000000
55440,378.92,1000000
55451,529.43,1000000
55455,882.78,1000000
55457,1197.46,1000000
55463,1021.95,1000000
55464,26.54,1000000
55467,84.47,1000000
55480,385.35,1000000
55481,883.1,1000000
55482,1640.65,1000000
55501,677.36,1000000
55502,490.67,1000000
55503,896.44,1000000
55516,1073.61,1000000
55518,2856.68,1000000
55524,460.56,1000000
55528,883.47,1000000
55545,90.23,1000000
55620,81.86,1000000
55641,770.58,1000000
55656,1068.51,1000000
55661,66.19,1000000
55664,284.77,1000000
55667,292.98,1000000
55690,364.6,1000000
55694,572.39,1000000
55700,9.92,1000000
55701,625.15,1000000
55708,338.76,1000000
55710,757.76,1000000
55714,339.99,1000000
55736,550.75,1000000
55748,18.41,1000000
55749,2884.6,1000000
55801,19.94,1000000
55818,407.58,1000000
55821,74.36,1000000
55835,4968.21,1000000
55841,2490.97,1000000
55853,1445.48,1000000
55856,456.38,1000000
55927,21.1,1000000
55952,1920.63,1000000
55955,1052.47,1000000
55965,726.27,1000000
55966,129.81,1000000
55970,151.86,1000000
55975,1085.45,1000000
55976,584.38,1000000
55977,5285.07,1000000
55985,749.91,1000000
55990,643.56,1000000
56026,36.87,1000000
56031,669.84,1000000
56041,189.59,1000000
56042,10.57,1000000
56046,566.26,1000000
56068,683.91,1000000
56078,87.5,1000000
56079,215.74,1000000
56102,5055.97,1000000
56104,801.04,1000000
56119,21.33,1000000
56150,58.28,1000000
56164,1006.87,1000000
56177,4564.14,1000000
56188,66.03,1000000
56224,4648.08,1000000
56227,21.49,1000000
56237,4510.78,1000000
56259,18.78,1000000
56298,90.44,1000000
56309,426.28,1000000
56319,4414.03,1000000
56326,3499.24,1000000
56349,2859.53,1000000
56350,96.62,1000000
56356,572.75,1000000
56400,17.89,1000000
56406,16.04,1000000
56407,19.57,1000000
56456,243.89,1000000
56458,3748.94,1000000
56467,9.44,1000000
56505,292.34,1000000
56564,299.58,1000000
56565,177.19,1000000
56611,482.91,1000000
56616,6052.82,1000000
56643,709.72,1000000
56671,1129.77,1000000
56706,240.23,1000000
56707,144.54,1000000
56786,1482.07,1000000
56798,357.41,1000000
56806,17.48,1000000
56807,305.02,1000000
56846,158.63,1000000
56931,381.57,1000000
56963,14.38,1000000
56998,4843.84,1000000
57028,2605.32,1000000
57037,477.07,1000000
57119,753.38,1000000
57138,290.05,1000000
57154,-134.68,1000000
57241,186.88,1000000
57349,21.51,1000000
57564,361.8,1000000
57684,3430.74,1000000
57703,5946.34,1000000
57794,748.69,1000000
57839,17.26,1000000
57857,427.54,1000000
57898,16.82,1000000
57909,786.42,1000000
57978,10.04,1000000
58001,594.11,1000000
58005,729.75,1000000
58007,723.01,1000000
58023,226,1000000
58054,1043.57,1000000
58079,14.03,1000000
58124,1159.48,1000000
58205,792.07,1000000
58215,85.28,550.0786889
58236,883.94,1000000
58260,242.49,1000000
58427,836.35,1000000
58472,312.33,1000000
58478,6.21,1000000
58503,676.94,1000000
58518,561.32,2.70412099
58557,884,1000000
58560,386.09,1000000
58574,6342.54,1000000
58595,618.36,1000000
58697,10.18,1172.123451
58706,164.84,1000000
58707,84.02,1000000
58870,6.43,1000000
58944,337.22,1000000
59004,314.24,1000000
59035,499.94,1000000
59093,604.04,1000000
59220,460.9,1000000
59254,309.67,1000000
59325,836.43,1000000
59326,652.97,1000000
59338,704.87,1000000
59764,592.07,1000000
59784,704.87,1000000
60100,342.79,1000000
60340,186.14,1000000
60345,33.15,1000000
60368,446.42,1000000
60376,959.09,1000000
60421,4613.53,1000000
60464,1233.47,1000000
60550,796.84,1000000
60589,1786.04,1000000
60768,704.87,1000000
60926,10,1000000
60927,17.64,1000000
61028,978.92,1000000
61035,160.75,1000000
61213,694.02,1000000
64020,767.27,1000000
64408,218.95,1000000
