Plant.Code,state,water_source,gsf_v11_id,prms_id,elev_ft,pond_acres,latitude,longitude,huc_12
2187,MT,sw_fresh,29015,29029,3105.13,1000000,45.766859,-108.554646,1.007E+11
2226,NE,sw_fresh,25780,25784,2365.93,1000000,40.708636,-99.752133,1.02001E+11
2236,NE,sw_fresh,24889,24902,1311.18,1000000,40.186452,-97.235939,1.02702E+11
2240,NE,gw_fresh,27369,27407,1179.48,1000000,41.390353,-96.374789,1.022E+11
2241,NE,gw_fresh,25810,25830,1843.98,1000000,40.898255,-98.341803,1.02001E+11
2244,NE,municipal,27685,27725,1932,1000000,40.63416,-98.401438,1.02702E+11
2277,NE,gw_fresh,27356,27399,1444.14,1000000,40.620023,-96.742452,1.02002E+11
2289,NE,sw_fresh,26963,27002,1001.08,1000000,41.505963,-96.019892,1.023E+11
2291,NE,sw_fresh,26965,27001,985.28,1000000,41.348596,-95.958019,1.023E+11
2322,NV,reclaimed_ww,46285,46318,1686.95,1000000,36.061103,-115.128392,1.501E+11
2324,NV,sw_fresh,45609,45635,1583.44,1000000,36.661977,-114.674023,1.501E+11
2326,NV,municipal,46390,46317,1697.81,1000000,36.172892,-115.183429,1.501E+11
2330,NV,gw_fresh,47142,47155,4316.89,181.029398,39.037642,-119.150982,1.60503E+11
2336,NV,gw_fresh,46814,46826,4271.93,33.44016931,39.547205,-119.585916,1.60501E+11
2341,NV,sw_fresh,46156,44812,704.46,1000000,35.08783,-114.647858,1.50301E+11
2364,NH,sw_fresh,990,1001,207.74,1000000,43.236429,-71.531227,010700060302
2384,NJ,sw_fresh,4186,4219,8.19,1000000,39.622246,-75.532973,020402060105
2388,NJ,sw_fresh,3534,3563,21.69,1000000,39.785268,-74.206533,020403010407
2390,NJ,sw_saline,2685,2707,-2.1,1000000,40.500859,-74.33101,020301050507
2393,NJ,sw_fresh,1491,1492,150.84,1000000,40.550617,-75.107711,020401050904
2398,NJ,reclaimed_ww,2665,2648,9.68,1000000,40.883176,-73.9856,020301030904
2399,NJ,sw_fresh,1767,1771,12.42,1000000,40.096592,-74.852632,020402010407
2403,NJ,sw_fresh,2666,2689,7.15,1000000,40.795839,-74.067091,020301030906
2404,NJ,sw_fresh,2666,2689,7.84,1000000,40.795839,-74.067091,020301030906
2406,NJ,reclaimed_ww,2675,2691,9.63,1000000,40.630837,-74.194674,020301040204
2408,NJ,sw_fresh,1766,1502,16.8,1000000,40.150507,-74.75527,020402010404
2410,NJ,sw_fresh,4197,4226,10.12,1000000,39.455782,-75.451504,020402060602
2411,NJ,sw_fresh,2675,2691,7.94,1000000,40.560041,-74.219904,020301040201
2434,NJ,municipal,3568,3597,80.89,1000000,39.524033,-75.054216,020402060405
2442,NM,sw_fresh,44231,44244,5330.8,1372.789798,36.691868,-108.54433,1.40801E+11
2444,NM,gw_fresh,41708,41710,3734.53,1000000,31.804804,-106.545978,1.30301E+11
2446,NM,gw_fresh,40217,40228,3751.04,1000000,32.725235,-103.312051,1.208E+11
2450,NM,gw_fresh,42097,42105,5088.76,1000000,35.154642,-106.531375,1.30202E+11
2451,NM,sw_fresh,44232,44233,5303.04,1000000,36.81962,-108.427512,1.40801E+11
2454,NM,gw_fresh,40217,40228,3810.47,1000000,32.701019,-103.355003,1.307E+11
2465,NM,sw_fresh,44268,44277,5320.31,1000000,36.77042,-108.134211,1.40801E+11
2468,NM,municipal,36677,36689,6656.63,1000000,36.910124,-104.435642,1.108E+11
2475,NM,gw_fresh,42163,42171,5121.76,1000000,35.386094,-106.449784,1.30202E+11
2480,NY,sw_fresh,2528,2551,7.04,1000000,41.503239,-73.98344,020200080503
2490,NY,sw_saline,2675,2691,12.5,1000000,40.630837,-74.194674,020301040204
2491,NY,sw_fresh,2595,2614,1.49,1000000,40.763264,-73.963462,020301010405
2493,NY,sw_saline,2587,2608,6.44,1000000,40.763264,-73.963462,020301010405
2497,NY,sw_saline,2583,2603,80.93,1000000,41.248942,-73.937045,020301010105
2500,NY,sw_saline,2587,2608,11.08,1000000,40.763264,-73.963462,020301010405
2502,NY,sw_fresh,2587,2608,17.75,1000000,40.763264,-73.963462,020301010405
2526,NY,sw_fresh,2755,2763,836.02,1000000,42.135684,-75.958408,020501030201
2527,NY,sw_fresh,11948,11976,456.1,1000000,42.660031,-77.022596,041402010706
2529,NY,sw_fresh,2807,2833,903.61,1000000,42.119134,-77.002101,020501050404
2535,NY,sw_fresh,11966,11995,395.91,1000000,42.618141,-76.663076,041402011107
2539,NY,sw_fresh,2460,2481,15.57,1000000,42.583921,-73.738438,020200060305
2549,NY,sw_fresh,11586,11607,571.62,1000000,43.029469,-78.930654,042701010806
2625,NY,sw_saline,2583,2603,8.65,1000000,41.248942,-73.937045,020301010105
2629,NY,sw_fresh,2583,2603,3.72,1000000,41.248942,-73.937045,020301010105
2640,NY,sw_fresh,11527,11546,474.03,1000000,43.181208,-77.630081,041300030704
2682,NY,sw_fresh,14895,14915,1313.84,1000000,42.11972,-79.271965,050100020207
2706,NC,sw_fresh,16810,16843,2170.48,1000000,35.445657,-82.566808,060101050704
2708,NC,sw_fresh,6076,6118,173.25,1000000,35.566043,-79.043482,030300040104
2709,NC,sw_fresh,7476,6053,83.61,551.8016013,35.348151,-78.057038,030202011705
2712,NC,sw_fresh,5799,5833,426.7,1000000,36.495574,-79.079074,030101040507
2713,NC,sw_fresh,6069,6085,10.13,1173.493444,34.301693,-78.030441,030300050501
2716,NC,sw_fresh,6352,6392,128.93,216.4828091,34.61512,-79.001231,030402031003
2718,NC,sw_fresh,6956,7007,588.32,1000000,35.166965,-80.994467,030501011406
2720,NC,sw_fresh,6512,6559,633.84,1000000,35.722655,-80.409152,030401030105
2721,NC,sw_fresh,7626,7682,688.71,1000000,35.185679,-81.734604,030501050506
2723,NC,sw_fresh,5738,5774,514.93,1000000,36.469634,-79.696938,030101030901
2727,NC,sw_fresh,6883,6932,770.07,1000000,35.652811,-80.909874,030501011106
2732,NC,sw_fresh,6944,6994,668.43,1000000,35.376748,-80.95774,030501011402
2790,ND,sw_fresh,32339,32370,1659.11,1000000,46.902838,-100.888539,1.01301E+11
2801,ND,gw_fresh,30058,30079,1497.51,1000000,46.902668,-98.638052,1.016E+11
2817,ND,sw_fresh,32328,32347,1702.56,1000000,47.247914,-101.318123,1.01301E+11
2823,ND,sw_fresh,32317,32343,1959.78,1000000,47.118721,-101.248893,1.01301E+11
2824,ND,sw_fresh,32328,32347,1687.83,1000000,47.247914,-101.318123,1.01301E+11
2828,OH,sw_fresh,15655,15673,669.85,1000000,40.259354,-80.65526,050301061202
2830,OH,sw_fresh,12386,12392,484.21,1000000,39.035472,-84.340258,050902011208
2832,OH,sw_fresh,12605,12611,490.55,1000000,39.11687,-84.749998,050902030204
2840,OH,sw_fresh,14728,14745,742.89,1000000,40.223705,-81.876146,050400040301
2843,OH,sw_fresh,13422,13435,695.42,1000000,39.755334,-83.037855,050600012304
2848,OH,sw_fresh,12915,12922,699.62,1000000,39.608423,-84.297876,050800020404
2850,OH,sw_fresh,12406,12414,530.55,1000000,38.650069,-83.770014,050902010605
2861,OH,sw_fresh,14651,14664,869.6,1000000,41.145366,-80.709677,050301030705
2864,OH,sw_fresh,15676,15692,660.22,1000000,39.915828,-80.815927,050301061207
2866,OH,sw_fresh,12881,12885,680.17,1000000,40.503866,-80.61166,050301011106
2867,OH,sw_fresh,12893,12886,659.06,1000000,40.503866,-80.61166,050301011106
2872,OH,sw_fresh,14754,14774,644.73,1000000,39.565973,-81.627547,050400041105
2876,OH,sw_fresh,15639,15655,577.41,1000000,38.915606,-82.090952,050302020904
2877,OH,sw_fresh,11734,11757,592.63,1000000,41.624424,-83.560482,041000090904
2914,OH,sw_fresh,15517,15535,875.5,1000000,40.586486,-81.437632,050400011204
2917,OH,sw_fresh,12928,12932,591.61,1000000,39.371501,-84.577218,050800020902
2935,OH,municipal,15493,15513,1020.42,1000000,40.895211,-81.795879,050400010203
2936,OH,municipal,10420,10425,641.61,1000000,41.730783,-81.211681,041100040607
2937,OH,sw_fresh,13052,13049,858.72,1000000,40.135559,-84.25201,050800010705
2942,OH,sw_fresh,11849,11872,848.51,1000000,40.577107,-84.392473,041000040106
2943,OH,municipal,14795,14812,1103.43,1000000,40.847162,-82.644658,050400020102
2951,OK,sw_fresh,33810,33806,1077.78,336.1439528,35.489965,-97.186386,1.11003E+11
2952,OK,sw_fresh,33721,33727,514.39,1000000,35.749168,-95.272828,1.11101E+11
2953,OK,municipal,33753,33757,1237.88,1000000,35.49289,-97.682686,1.11003E+11
2956,OK,sw_fresh,34929,34947,932.33,1000000,34.936023,-96.710899,1.10902E+11
2963,OK,sw_fresh,34253,34269,640.98,1000000,36.481658,-95.710213,1.10701E+11
2964,OK,municipal,34172,34190,1244.19,1000000,35.094907,-98.390655,1.11303E+11
2965,OK,sw_fresh,33678,33685,624.15,1000000,36.094738,-95.969628,1.11101E+11
3000,OK,sw_fresh,33853,33861,916.24,1000000,36.112424,-97.071915,1.105E+11
3006,OK,sw_fresh,34181,34192,1180.31,1000000,35.098561,-98.286841,1.11303E+11
3008,OK,gw_fresh,33737,33741,1890.77,1000000,36.460359,-99.241157,1.11003E+11
3096,PA,sw_fresh,12891,12800,732.19,1000000,40.498567,-80.085197,050301010303
3098,PA,sw_fresh,12787,12793,751.59,1000000,40.265949,-79.910151,050200050807
3113,PA,sw_fresh,1484,1487,297.05,1000000,40.904645,-75.095244,020401050601
3115,PA,sw_fresh,2318,2339,195.13,1000000,40.292486,-75.900587,020402030609
3118,PA,sw_fresh,13342,13350,1088.26,1000000,40.401582,-79.021135,050100071002
3122,PA,sw_fresh,13341,13334,1198.91,1000000,40.592617,-79.115514,050100070804
3130,PA,sw_fresh,13342,13350,1097.25,1000000,40.401582,-79.021135,050100071002
3131,PA,sw_fresh,2054,2070,1056.34,1000000,41.059448,-78.302698,020502010707
3132,PA,sw_fresh,13696,13714,1184.69,1000000,41.846763,-79.135885,050100011209
3136,PA,sw_fresh,13301,13314,1001.13,1000000,40.643693,-79.308679,050100061003
3138,PA,sw_fresh,15683,14653,779.41,1000000,40.911617,-80.35186,050301040101
3140,PA,sw_fresh,2212,2232,282.28,1000000,40.075291,-76.635563,020503061702
3148,PA,sw_fresh,1486,1488,234.49,1000000,40.787085,-75.137737,020401050603
3149,PA,sw_fresh,2911,2938,536.76,1000000,41.110467,-76.684244,020502061102
3152,PA,sw_fresh,1907,1904,445.91,1000000,40.813233,-76.815928,020503011001
3159,PA,sw_fresh,2321,2341,106.79,1000000,40.131534,-75.466926,020402031006
3160,PA,sw_fresh,1811,1823,10.36,1000000,39.944856,-75.117944,020402020405
3161,PA,sw_fresh,1829,1804,9.66,1000000,39.964532,-75.412707,020402020601
3166,PA,sw_fresh,2244,2261,120.85,1000000,39.791107,-76.242088,020503061709
3169,PA,sw_fresh,2339,2356,17.55,1000000,39.950852,-75.206098,020402031008
3176,PA,sw_fresh,1531,1522,523.06,1000000,41.123327,-76.140645,020501070307
3178,PA,sw_fresh,13306,13318,832.18,1000000,40.924564,-79.534252,050100061105
3179,PA,sw_fresh,12798,12805,794.32,1000000,39.842943,-79.919838,050200050503
3181,PA,sw_fresh,12787,12793,756.4,1000000,40.265949,-79.910151,050200050807
3182,PA,sw_fresh,14388,14410,758.38,1000000,40.590305,-79.747415,050100090304
3236,RI,sw_saline,791,800,11.51,1000000,41.786766,-71.373662,010900040901
3251,SC,sw_fresh,6425,6453,225.13,1000000,34.47981,-80.16718,030402010606
3264,SC,sw_fresh,6987,7035,682.37,1000000,34.732251,-82.458829,030501090307
3265,SC,sw_fresh,7601,7642,796.15,1000000,34.754699,-82.877194,030601010802
3280,SC,sw_fresh,6633,6680,75.08,1000000,33.075531,-80.612791,030502060108
3287,SC,sw_fresh,7008,7060,200.11,1000000,34.050979,-81.155465,030501091403
3295,SC,sw_fresh,9749,9822,143.7,1000000,33.372384,-81.932035,030601060607
3297,SC,sw_fresh,6780,6826,109.55,1000000,33.825629,-80.583713,030501040407
3298,SC,sw_fresh,6649,6695,10.4,1000000,32.978716,-79.899248,030502010705
3317,SC,sw_fresh,6269,6310,18.08,319.0840769,33.778512,-79.068895,030402060905
3319,SC,sw_fresh,6648,6693,24.31,1000000,33.16428,-79.974342,030502010702
3325,SD,gw_fresh,33158,33180,3331.01,1000000,44.065429,-103.309706,1.01201E+11
3334,SD,sw_fresh,25661,25683,1320.35,1000000,43.549964,-96.620002,1.01702E+11
3393,TN,sw_fresh,21277,21286,238.9,1000000,35.02101,-90.164472,080102110302
3396,TN,sw_fresh,15822,15830,792.83,1000000,36.062948,-84.157308,060102070403
3399,TN,sw_fresh,14542,14560,435.44,1000000,36.315627,-87.67585,051302050402
3403,TN,sw_fresh,15001,15021,465.91,1000000,36.342589,-86.407753,051302010604
3405,TN,sw_fresh,16865,16889,1109.63,1000000,36.351681,-82.989868,060101040204
3406,TN,sw_fresh,15758,15761,391.21,1000000,36.075595,-88.013927,060400050404
3407,TN,sw_fresh,16668,16533,763.68,1000000,35.974975,-84.556099,060102080408
3419,TN,sw_fresh,16901,16745,730.2,1000000,35.595094,-84.843773,060200010601
3438,TX,municipal,41836,41826,125.53,1000000,26.148738,-98.181076,1.21102E+11
3439,TX,sw_fresh,41834,41837,421.82,1000000,27.559498,-99.516781,1.308E+11
3440,TX,municipal,39186,39197,69.57,1000000,27.852091,-97.583807,1.21101E+11
3443,TX,gw_sw_mix,39014,39009,55.3,1000000,28.80184,-97.050596,1.21002E+11
3452,TX,sw_fresh,38208,38210,455.93,1000000,32.841783,-96.512816,1.20301E+11
3453,TX,sw_fresh,38093,38099,472.71,1000000,32.714612,-96.994415,1.20301E+11
3454,TX,sw_fresh,38179,38184,507.42,1000000,32.952325,-96.945338,1.20301E+11
3455,TX,gw_sw_mix,38021,38025,414.78,1000000,32.785547,-96.721821,1.20301E+11
3456,TX,gw_fresh,41708,41710,4065.69,1000000,31.943265,-106.424662,1.30401E+11
3457,TX,sw_fresh,38503,38503,275.21,923.8828984,30.447493,-95.65916,1.20401E+11
3459,TX,sw_saline,37859,37863,7.84,1000000,30.023544,-93.929742,1.202E+11
3460,TX,sw_saline,38772,38778,17.21,1000000,29.750674,-94.915452,1.20402E+11
3461,TX,sw_fresh,38366,38365,15.46,1000000,29.717413,-95.199362,1.20401E+11
3464,TX,sw_fresh,38370,38357,35.5,1000000,29.810934,-95.199654,1.20401E+11
3466,TX,sw_saline,38781,38787,11.79,1000000,29.389796,-94.976226,1.20402E+11
3468,TX,sw_saline,38771,38777,12,1000000,29.737739,-95.021088,1.20401E+11
3469,TX,gw_fresh,38314,38319,117.47,1000000,29.871126,-95.508133,1.20401E+11
3470,TX,sw_fresh,39152,39165,71.01,2352.329666,29.515252,-95.696278,1.20701E+11
3471,TX,sw_fresh,38782,38786,16.17,1000000,29.574756,-95.171396,1.20402E+11
3476,TX,sw_fresh,39501,39517,288.68,1000000,32.339388,-94.668621,1.201E+11
3477,TX,sw_fresh,34541,34560,282.86,1000000,32.985244,-94.70296,1.11403E+11
3482,TX,reclaimed_ww,41627,41612,3172.52,1000000,33.540098,-101.721663,1.205E+11
3483,TX,gw_fresh,36509,36522,3706.34,1000000,35.789842,-102.058296,1.10901E+11
3484,TX,reclaimed_ww,36511,36525,3592.27,1000000,35.308647,-101.749777,1.10901E+11
3485,TX,gw_fresh,41591,41608,3671.15,1000000,34.158954,-102.430695,1.205E+11
3489,TX,sw_fresh,38310,38300,673.1,1000000,32.901686,-97.469713,1.20301E+11
3490,TX,sw_fresh,39641,39654,1075.08,1000000,33.15827,-98.633431,1.20602E+11
3491,TX,sw_fresh,38069,38073,563.13,1000000,32.700865,-97.238206,1.20301E+11
3492,TX,sw_fresh,40215,40213,2082.12,1000000,32.365679,-100.968986,1.208E+11
3493,TX,sw_fresh,38051,38061,538.56,1000000,32.816325,-97.365697,1.20301E+11
3497,TX,sw_fresh,38443,38452,321.99,1000000,31.769702,-96.066269,1.20302E+11
3500,TX,gw_fresh,38145,38154,641.45,1000000,33.197185,-96.828004,1.20301E+11
3502,TX,sw_fresh,39967,39815,411.95,1000000,31.48614,-96.999651,1.20602E+11
3503,TX,sw_fresh,34609,34631,333.45,1000000,33.395854,-95.209053,1.11403E+11
3504,TX,sw_fresh,37911,37888,304.63,1000000,32.006175,-95.010605,1.202E+11
3506,TX,sw_fresh,39803,39816,451.96,1000000,31.589992,-96.91965,1.20602E+11
3507,TX,sw_fresh,38033,38040,283.97,682.5120516,32.173773,-96.145188,1.20301E+11
3508,TX,sw_fresh,35711,35733,620.75,1000000,33.665568,-96.361677,1.11401E+11
3521,TX,sw_fresh,36105,36125,1498.66,1000000,34.230082,-99.711072,1.11301E+11
3523,TX,sw_fresh,40404,40415,2027.62,1000000,32.091554,-100.283706,1.208E+11
3524,TX,sw_fresh,39746,39763,1442.76,1000000,33.066122,-99.61461,1.20601E+11
3526,TX,gw_fresh,41811,41815,2290.31,1000000,31.029336,-102.379058,1.307E+11
3527,TX,sw_fresh,40323,40344,1877.67,1000000,31.381435,-100.527467,1.20901E+11
3548,TX,sw_fresh,40760,40776,563.98,1000000,30.26487,-97.591213,1.20903E+11
3549,TX,sw_fresh,40807,40821,442.16,1000000,30.287662,-97.724946,1.20902E+11
3559,TX,sw_fresh,41837,41840,34.09,1000000,26.014973,-97.428899,1.21102E+11
3561,TX,municipal,40103,40116,340.59,1000000,30.646245,-96.323613,1.20701E+11
3574,TX,municipal,38202,38209,514.39,1000000,32.910869,-96.597309,1.20301E+11
3576,TX,sw_fresh,38196,38204,520.73,1000000,33.063587,-96.433622,1.20301E+11
3601,TX,sw_fresh,40864,40885,455.61,1000000,30.182564,-97.277076,1.20903E+11
3602,TX,municipal,41627,41612,3155.7,1000000,33.441694,-101.650435,1.205E+11
3604,TX,municipal,41627,41612,3200.84,1000000,33.636839,-101.929739,1.205E+11
3609,TX,gw_fresh,41518,41529,635.89,1000000,29.329435,-98.573367,1.21003E+11
3610,TX,gw_fresh,41527,41547,617.1,1000000,29.511922,-98.517445,1.21003E+11
3611,TX,sw_fresh,41538,41551,492.04,1000000,29.351716,-98.321254,1.21003E+11
3612,TX,sw_fresh,41534,41540,514,1308.90447,29.22784,-98.363319,1.21003E+11
3613,TX,gw_fresh,41526,41545,755.18,1000000,29.544969,-98.407373,1.21003E+11
3627,TX,sw_fresh,38080,38082,903.24,1000000,32.8363,-97.718276,1.20301E+11
3628,TX,sw_fresh,39709,39689,886.02,1000000,32.62594,-98.283551,1.20602E+11
3630,TX,sw_fresh,41340,41362,663.12,1000000,28.953125,-99.109905,1.21101E+11
3631,TX,sw_fresh,38992,38989,102.02,1000000,28.867833,-97.100297,1.21002E+11
3644,UT,sw_fresh,43723,43744,6115.15,1000000,39.766427,-110.808926,1.406E+11
3648,UT,sw_fresh,47077,47084,4226.22,1000000,40.831697,-111.923326,1.60202E+11
3686,UT,gw_fresh,47056,47071,4572.13,1000000,40.230698,-111.631156,1.60202E+11
3751,VT,sw_fresh,1063,1067,251.38,1000000,42.810432,-72.57235,010801070507
3775,VA,sw_fresh,15794,15800,1502.71,1000000,36.899706,-82.237262,060102050403
3776,VA,sw_fresh,13567,13584,1544.73,1000000,37.350299,-80.772955,050500020602
3788,VA,sw_fresh,4116,4163,31.89,1000000,38.847827,-77.045043,020700100301
3796,VA,sw_fresh,3374,3381,223.04,1000000,37.705929,-78.263424,020802031502
3797,VA,sw_fresh,3758,3792,28.33,1000000,37.380967,-77.318299,020802060106
3803,VA,sw_fresh,3724,3760,9.91,1000000,36.778324,-76.335025,020802080203
3804,VA,sw_saline,1920,1929,34.58,1000000,38.490083,-77.271887,020700110106
3806,VA,sw_saline,3741,3777,26.21,1000000,37.167111,-76.749777,020802060704
3809,VA,sw_saline,3719,3754,12.01,1000000,37.24349,-76.439896,020801070204
3845,WA,sw_fresh,50622,50658,223.97,1000000,46.736231,-122.802997,1.71001E+11
3935,WV,sw_fresh,15441,15462,592.39,1000000,38.448753,-81.84697,050500080304
3936,WV,sw_fresh,13610,13624,623.3,1000000,38.198179,-81.359711,050500060306
3938,WV,sw_fresh,15637,15654,587.74,1000000,38.994255,-81.979008,050302020805
3942,WV,sw_fresh,12758,12764,1218.9,1000000,39.490126,-79.600427,050200040704
3943,WV,sw_fresh,12735,12742,810.71,1000000,39.69591,-79.950717,050200030309
3944,WV,sw_fresh,12715,12718,977.72,1000000,39.348052,-80.334365,050200020602
3945,WV,sw_fresh,12740,12745,875.77,1000000,39.515825,-80.10575,050200030305
3946,WV,sw_fresh,14883,14900,632.89,1000000,39.372932,-81.275247,050302011009
3947,WV,sw_fresh,15678,15693,651.18,1000000,39.834413,-80.839348,050301061208
3948,WV,sw_fresh,15678,15693,667.71,1000000,39.834413,-80.839348,050301061208
3954,WV,sw_fresh,3970,4007,3263.07,1000000,39.195964,-79.281329,020700020202
3992,WI,sw_fresh,19367,19383,850.44,1000000,43.051165,-89.362279,070900020702
4005,WI,sw_fresh,17302,17297,647.65,1000000,43.814134,-91.249381,070400060502
4042,WI,sw_fresh,10676,10683,585.21,1000000,43.04088,-87.997893,040400030405
4048,WI,sw_fresh,19403,19424,736.98,1000000,42.558687,-89.048964,070900021502
4054,WI,sw_fresh,19472,19495,621.82,1000000,42.688156,-90.969112,070600030706
4057,WI,sw_fresh,19403,19424,750.11,1000000,42.558687,-89.048964,070900021502
4078,WI,sw_fresh,20545,20574,1181.12,1000000,44.863548,-89.667521,070700021803
4127,WI,sw_fresh,10554,10566,746.24,1000000,44.179546,-88.491009,040302040201
4140,WI,sw_fresh,17111,17089,674.8,1000000,44.236161,-91.885667,070400030604
4143,WI,sw_fresh,19274,19293,640.83,1000000,43.526422,-91.257535,070600010505
4146,WI,sw_fresh,19461,19486,620.03,1000000,42.688156,-90.969112,070600030706
4151,WY,gw_fresh,29586,29610,4318.78,1000000,43.948803,-104.49328,1.01201E+11
4158,WY,sw_fresh,28395,28425,4946.16,1000000,42.826996,-105.841359,1.018E+11
4162,WY,sw_fresh,43381,43396,6935.19,1000000,41.719357,-110.586972,1.40401E+11
4195,TX,sw_fresh,39383,39391,551.28,238.67507,33.207245,-96.110466,1.201E+11
4259,MI,gw_fresh,10837,10850,1027.11,1000000,42.009961,-84.752049,040500010205
4266,TX,reclaimed_ww,38132,38142,651.57,1000000,33.195525,-97.056114,1.20301E+11
4270,LA,sw_fresh,23209,22488,18.44,1000000,29.985894,-90.479504,080903010206
4271,WI,sw_fresh,17083,17090,677.13,1000000,44.236161,-91.885667,070400030604
4937,TX,sw_fresh,40747,40648,852.1,1000000,30.543305,-98.366074,1.20902E+11
4938,TX,sw_fresh,39625,39632,1636.52,1000000,32.587952,-99.682572,1.20601E+11
4940,OK,sw_fresh,33679,33680,614.29,1000000,36.017185,-96.018067,1.11101E+11
4941,AZ,sw_fresh,43669,43689,4373.7,1000000,36.865361,-111.387872,1.407E+11
6001,AL,sw_fresh,4809,4826,176.08,1000000,31.244936,-85.111429,031300040702
6002,AL,sw_fresh,8850,8915,304.28,1000000,33.596985,-87.00376,031601110409
6004,WV,sw_fresh,14883,14900,634.14,1000000,39.372932,-81.275247,050302011009
6008,AZ,reclaimed_ww,45162,45103,953.12,1000000,33.394082,-112.852524,1.50701E+11
6009,AR,sw_fresh,37742,37755,310.36,1000000,34.379964,-92.110651,1.11102E+11
6013,CA,municipal,56073,56094,562.63,1000000,34.191927,-118.429023,1.80701E+11
6015,NC,sw_fresh,6073,6113,260.14,1000000,35.652697,-78.911839,030300040102
6016,IL,sw_fresh,20015,20042,575.32,1000000,40.487611,-89.950575,071300030603
6017,IL,sw_fresh,14290,14309,543.76,274.3172534,38.922506,-88.268369,051201140504
6018,KY,sw_fresh,12625,12619,515.12,1000000,38.908844,-84.814616,050902030808
6019,OH,sw_fresh,12413,12421,509.29,1000000,38.847678,-84.231333,050902011107
6021,CO,sw_fresh,43061,43046,6357.88,1000000,40.468469,-107.59507,1.405E+11
6022,IL,sw_fresh,20653,20685,600.3,2547.580426,41.287755,-88.263996,071200050502
6023,IL,sw_fresh,18946,18965,872.42,1000000,42.063092,-89.342097,070900050408
6025,IL,sw_fresh,20657,20686,523,1970.22891,41.382531,-88.326859,071200050701
6026,IL,sw_fresh,20807,20830,707.29,2072.611257,41.305568,-88.665132,071200050802
6031,OH,sw_fresh,12406,12414,532.56,1000000,38.68737,-83.565633,050902010601
6034,MI,sw_fresh,11309,11321,590.76,1000000,42.775892,-82.557738,040900010407
6035,MI,municipal,11296,11310,756.96,209.5640281,43.124742,-82.697772,040900010203
6036,SC,sw_fresh,6964,7009,593.57,1000000,35.072352,-81.192315,030501011506
6038,NC,sw_fresh,6944,6994,759.28,1000000,35.376748,-80.95774,030501011402
6040,PA,sw_fresh,12872,12878,735.16,1000000,40.662283,-80.406708,050301010310
6041,KY,gw_sw_mix,12401,12412,536.6,1000000,38.650069,-83.770014,050902010605
6042,FL,sw_fresh,8226,8282,53.03,4049.374051,27.585589,-82.339035,031002020106
6043,FL,sw_fresh,4256,4258,30.9,6600.12,27.050174,-80.457294,030902060402
6051,GA,sw_fresh,7718,7767,124.15,1000000,31.942989,-82.366599,030701060106
6052,GA,sw_fresh,4915,4931,728.31,1000000,33.448742,-85.074857,031300020405
6055,LA,sw_fresh,22452,22487,37.6,1000000,30.662493,-91.408001,080703000101
6061,MS,gw_fresh,8392,8454,259.75,1000000,31.230866,-89.413458,031700070103
6064,KS,sw_fresh,24337,24344,752.72,1000000,39.161585,-94.751767,1.024E+11
6065,MO,sw_fresh,24335,24341,786.26,1000000,39.465039,-95.01276,1.024E+11
6068,KS,sw_fresh,24777,24791,1300.76,1000000,39.335647,-96.053597,1.02701E+11
6071,KY,sw_fresh,13848,13854,473.97,1000000,38.584486,-85.375641,051401010305
6072,MS,gw_fresh,22513,22554,132.43,1000000,32.131641,-91.080536,080601000200
6073,MS,municipal,8427,8489,23.01,1260.237597,30.513273,-88.58284,031700060302
6076,MT,sw_fresh,31917,31947,3245.18,1000000,45.857856,-106.733641,1.01E+11
6077,NE,sw_fresh,27412,27446,3116.54,3229.348352,41.084118,-101.094331,1.019E+11
6081,MA,municipal,1104,1108,238.34,1000000,42.161252,-72.477887,010802040402
6085,IN,sw_fresh,19751,19761,664.16,1000000,41.207278,-86.988025,071200010809
6089,MT,sw_fresh,33540,33568,1928.01,1000000,47.636123,-104.198507,1.01E+11
6090,MN,sw_fresh,17441,17453,965.39,1000000,45.367223,-93.88821,070102030603
6094,PA,sw_fresh,12872,12878,731.07,1000000,40.662283,-80.406708,050301010310
6095,OK,sw_fresh,36962,36977,934.74,5590.307836,36.416811,-97.025827,1.106E+11
6096,NE,sw_fresh,25881,25900,923.11,1000000,40.596874,-95.761853,1.024E+11
6098,SD,sw_fresh,17750,17745,1134.99,346.5869428,45.277554,-96.510167,070200010706
6103,PA,sw_fresh,1532,1537,712.44,1000000,41.123327,-76.140645,020501070307
6105,PA,sw_fresh,2321,2341,215.83,1000000,40.236666,-75.591497,020402031002
6106,OR,sw_fresh,49785,49810,695.2,1074.13437,45.599655,-119.797371,1.70701E+11
6112,CO,sw_fresh,24508,24507,4793.94,1000000,40.23652,-104.905387,1.019E+11
6113,IN,sw_fresh,14248,14269,408.36,2946.869973,38.360721,-87.691646,051201130302
6118,NJ,sw_fresh,4197,4226,11.89,1000000,39.455782,-75.451504,020402060602
6124,GA,sw_fresh,9179,9243,51.29,1000000,32.296976,-81.195657,030601090305
6127,SC,sw_fresh,6744,6780,435.69,1000000,34.340927,-81.312602,030501060403
6136,TX,sw_fresh,40100,40110,285.63,1000000,30.646997,-96.013088,1.20701E+11
6137,IN,sw_fresh,13830,13848,415.31,1000000,37.871044,-87.690383,051402020602
6138,AR,sw_fresh,33756,33762,1161.03,1000000,36.255212,-94.551321,1.11101E+11
