Plant.Code,state,water_source,gsf_v11_id,prms_id,elev_ft,pond_acres,latitude,longitude,huc_12
6139,TX,sw_fresh,34540,34551,347.67,1184.95272,33.053712,-94.851069,1.11403E+11
6145,TX,sw_fresh,39774,39778,810.52,1000000,32.338676,-97.831435,1.20602E+11
6146,TX,sw_fresh,39505,39490,311.64,1000000,32.243835,-94.585076,1.201E+11
6147,TX,sw_fresh,34535,34559,378.71,1000000,33.11267,-95.088433,1.11403E+11
6152,TN,sw_fresh,16910,16927,705.88,1000000,35.221593,-85.11392,060200010608
6153,MO,sw_fresh,25203,25217,840.58,1000000,38.761979,-91.749437,1.03001E+11
6155,MO,sw_fresh,17674,17685,409.55,1000000,38.163377,-90.282416,071401010904
6165,UT,sw_fresh,43758,43774,5658.91,1000000,39.178497,-111.037312,1.406E+11
6166,IN,sw_fresh,13786,13798,399.19,1000000,37.916495,-87.079103,051402010802
6168,VA,sw_fresh,3223,3245,271.73,9.563037742,38.104197,-77.803377,020801060602
6177,AZ,sw_fresh,45022,45037,5796.4,1000000,34.622393,-109.280915,1.502E+11
6178,TX,sw_fresh,39019,39016,100.48,1000000,28.722166,-97.251635,1.21002E+11
6179,TX,sw_fresh,40889,40903,358.27,2387.020267,29.921522,-96.799824,1.20903E+11
6180,TX,sw_fresh,40073,40088,433.94,1000000,31.228635,-96.521206,1.20701E+11
6181,TX,sw_fresh,41538,41551,491.96,1000000,29.351716,-98.321254,1.21003E+11
6183,TX,sw_fresh,41462,41479,330.25,1000000,28.70257,-98.435257,1.21101E+11
6190,LA,sw_fresh,36384,36395,111.99,1000000,31.392976,-92.790117,1.11402E+11
6193,TX,reclaimed_ww,36511,36525,3562.53,1000000,35.308647,-101.749777,1.10901E+11
6194,TX,gw_fresh,41591,41608,3743.84,1000000,34.161442,-102.630802,1.205E+11
6195,MO,reclaimed_ww,35231,35247,1262.31,1000000,37.19382,-93.319836,1.101E+11
6204,WY,sw_fresh,27494,27532,4572.05,1000000,42.108376,-104.986389,1.018E+11
6213,IN,sw_fresh,14133,14147,500.44,1000000,39.095446,-87.517397,051201111601
6225,IN,municipal,15063,15082,488.83,1000000,38.406635,-86.912576,051202090404
6238,IL,sw_fresh,17598,17609,443.72,1000000,39.428103,-90.652671,071300110809
6243,TX,sw_fresh,39988,40001,348.08,712.2592364,30.754826,-96.551561,1.20701E+11
6246,FL,sw_fresh,8116,8179,21.52,1000000,29.607791,-81.643149,030801030404
6248,CO,sw_fresh,24726,24738,4301.38,1000000,40.24618,-103.589041,1.019E+11
6249,SC,sw_fresh,6434,6347,19.05,380.552941,33.311227,-79.374115,030402070105
6250,NC,sw_fresh,5788,5823,535.7,1000000,36.514611,-78.877739,030101040605
6251,TX,sw_fresh,41114,41131,28.47,7041.51276,28.671021,-96.08747,1.21004E+11
6254,IA,sw_fresh,18205,18215,685.1,1000000,41.076986,-92.640208,071000090703
6257,GA,sw_fresh,5256,5282,466.83,1000000,33.047398,-83.854802,030701031306
6264,WV,sw_fresh,15637,15654,586.06,1000000,38.994255,-81.979008,050302020805
6358,MN,municipal,17157,17160,1069.92,1000000,44.834279,-94.286737,070102050302
6462,LA,sw_fresh,22448,22483,65.13,1000000,30.805953,-91.340687,080702010307
6469,ND,sw_fresh,33386,33414,1929.95,1000000,47.354054,-101.824276,1.01302E+11
6481,UT,sw_fresh,46453,46461,4677.31,1000000,39.488413,-112.644068,1.603E+11
6558,LA,gw_fresh,36382,36393,83.92,1000000,31.343136,-92.590944,080801020204
6639,KY,sw_fresh,14402,14423,411.64,1000000,37.620126,-87.477897,051100050402
6641,AR,sw_fresh,35981,36003,238.57,1000000,35.674176,-91.420389,1.101E+11
6648,TX,sw_fresh,40017,40029,473.48,844.8216883,30.604735,-97.023919,1.20701E+11
6664,IA,gw_fresh,20779,20803,579.22,1000000,41.326353,-91.131783,070801010702
6705,IN,sw_fresh,13783,13803,393.49,1000000,37.859335,-87.265393,051402011203
6761,CO,reclaimed_ww,24531,24534,5691.25,501.0456038,40.912832,-105.045628,1.019E+11
6768,MO,gw_fresh,21181,21183,301.06,1000000,36.837495,-89.617877,080202040604
6772,OK,sw_fresh,34093,34099,484.6,1000000,33.992567,-95.29822,1.11401E+11
6823,KY,sw_fresh,14455,14473,390.75,1000000,37.416286,-87.101629,051100030505
7013,KS,municipal,37083,37099,1176.95,1000000,37.225031,-96.928812,1.103E+11
7030,TX,gw_fresh,39979,39981,428.36,1000000,31.064186,-96.62753,1.20701E+11
7097,TX,sw_fresh,41538,41551,494.62,1000000,29.351716,-98.321254,1.21003E+11
7153,DE,sw_fresh,4188,2047,11.13,1000000,39.777102,-75.522638,020402050602
7210,SC,gw_fresh,7345,7394,175.85,1000000,33.456596,-81.055624,030502040309
7213,VA,sw_fresh,5694,5728,386.49,1000000,36.825852,-78.660673,030101020601
7238,FL,reclaimed_ww,9298,9326,80.55,1000000,28.298584,-81.585493,030901010504
7242,FL,sw_fresh,8248,8305,142.62,804.2985016,27.682249,-81.908355,031001010402
7266,CA,municipal,53886,53901,82.83,1000000,37.673564,-121.008351,1.804E+11
7286,OH,sw_fresh,15614,14788,628.74,1000000,39.348606,-81.529212,050302020102
7294,FL,municipal,9271,9343,100.2,1000000,28.395696,-81.580847,030901010503
7296,MO,municipal,35195,35213,989.41,1000000,37.10953,-94.637075,1.10702E+11
7302,FL,sw_fresh,8165,8222,165.07,1196.134471,27.776648,-81.851589,031001010302
7307,CA,municipal,53632,53643,522.64,1000000,40.532982,-122.511549,1.80202E+11
7314,NY,gw_fresh,3584,3615,93.05,1000000,40.749702,-73.067235,020302020305
7343,IA,sw_fresh,27022,27058,1075.82,1000000,42.348563,-96.375386,1.023E+11
7350,OR,gw_fresh,52259,52297,278.05,1000000,45.807008,-119.694429,1.70701E+11
7380,FL,gw_fresh,8171,8230,128.15,613.2818458,27.650759,-81.994532,031001010401
7384,IL,municipal,20010,20038,457.43,1000000,40.589962,-89.650984,071300030304
7504,WY,gw_fresh,29897,29913,4413.44,1000000,44.280316,-105.411548,1.01202E+11
7512,TX,sw_fresh,41534,41540,514,1308.382165,29.22784,-98.363319,1.21003E+11
7513,ME,municipal,43,44,442.38,1000000,46.805024,-67.902928,010100041403
7527,CA,municipal,55021,55058,18.35,1000000,38.463922,-121.310185,1.80202E+11
7546,OK,municipal,37093,37112,1017.17,1000000,36.739124,-97.118053,1.106E+11
7549,WI,municipal,10673,10682,740.33,1000000,43.04088,-87.997893,040400030405
7551,CA,municipal,55019,55054,42.23,1000000,38.5418,-121.310791,1.80202E+11
7552,CA,municipal,55019,55054,24.9,1000000,38.538184,-121.44762,1.80202E+11
7604,MO,gw_fresh,21194,21196,318.12,1000000,36.627497,-90.127958,080202030502
7605,WA,gw_fresh,50068,50099,34.84,1000000,45.688625,-122.659019,1.708E+11
7627,WA,municipal,58473,58476,11.92,1000000,47.949744,-122.24782,1.711E+11
7652,SC,sw_fresh,9745,9807,290.8,1000000,33.372889,-81.635375,030601060505
7696,VA,sw_fresh,3750,3427,55.89,1000000,37.522939,-77.407801,020802060101
7697,AL,municipal,9372,9434,42.52,1000000,31.207642,-87.939838,031602031103
7698,AL,municipal,9489,9562,228.91,1000000,32.279473,-86.561275,031502010502
7699,FL,gw_fresh,8178,8236,156.15,1000000,27.776648,-81.851589,031001010302
7701,PA,sw_fresh,1767,1771,19.15,1000000,40.150507,-74.75527,020402010404
7710,AL,sw_fresh,4986,5003,533.19,1000000,32.570968,-85.062477,031300021306
7721,AL,sw_fresh,8714,8779,26.22,1000000,30.526433,-88.101165,031602050105
7722,TN,sw_fresh,16901,16745,728.09,1000000,35.595094,-84.843773,060200010601
7737,SC,sw_fresh,6643,6689,8.82,1000000,32.801371,-79.924016,030502010707
7757,OK,sw_fresh,37586,37608,602.74,1000000,36.264833,-95.291401,1.10702E+11
7784,NY,sw_fresh,11565,11579,1159.59,1000000,42.531104,-78.137915,041300020705
7790,UT,sw_fresh,43881,43897,5034.56,1000000,40.046608,-109.347803,1.405E+11
7805,NC,sw_fresh,6398,6433,321.46,1000000,34.847592,-79.765025,030402010305
7826,NC,municipal,6548,6594,735.54,1000000,35.737656,-80.566817,030401020504
7832,WA,gw_fresh,52257,52295,1456.26,1000000,45.828626,-120.156253,1.70701E+11
7834,SC,sw_fresh,7552,7591,600.36,1000000,34.377209,-82.759282,030601030402
7845,TN,gw_fresh,21404,21419,314.99,1000000,35.644323,-89.43337,080102080801
7846,FL,gw_fresh,8079,8140,80.44,1000000,30.363354,-81.944799,030702040502
7870,WA,sw_fresh,57812,57813,16.48,1000000,48.69976,-122.463147,1.711E+11
7873,FL,sw_saline,8281,8341,7.3,1000000,27.914904,-82.345182,031002060302
7887,NE,reclaimed_ww,27347,27387,1163.97,1000000,40.921596,-96.570701,1.02002E+11
7897,AL,sw_fresh,9489,9562,185.67,1000000,32.445382,-86.583589,031502010504
7900,TX,sw_fresh,40808,40823,429.7,1000000,30.202242,-97.661194,1.20902E+11
7902,TX,sw_fresh,39469,39481,358.68,1186.41046,32.374136,-94.519347,1.201E+11
7917,GA,sw_fresh,4915,4931,725.37,1000000,33.360756,-85.045278,031300020408
7931,OR,municipal,52259,52297,278.07,1000000,45.807008,-119.694429,1.70701E+11
7946,GA,sw_fresh,4915,4931,725.43,1000000,33.360756,-85.045278,031300020408
7949,VA,municipal,3755,3469,49.61,1000000,37.292648,-77.249835,020802060201
7951,VA,sw_fresh,5637,5655,546.6,1000000,37.08336,-79.281228,030101011305
7952,VA,reclaimed_ww,5836,5870,19.53,1000000,36.626158,-76.98876,030102011206
7985,IA,municipal,20977,20993,786.01,1000000,41.542565,-93.52058,071000081503
7991,WI,sw_fresh,19366,19379,860.81,1000000,43.100788,-89.433648,070900020604
7999,WA,gw_fresh,50629,50665,305.43,1000000,46.976271,-123.545171,1.71001E+11
8000,NE,gw_fresh,27721,27712,1349.84,1000000,40.383265,-96.821943,1.02702E+11
8006,NY,sw_saline,2528,2551,23.76,1000000,41.503239,-73.98344,020200080503
8011,PA,sw_fresh,2252,2191,304.18,1000000,40.197323,-76.791797,020503051011
8023,WI,sw_fresh,20089,20106,803.57,390.0173129,43.456459,-89.382138,070700050104
8031,IA,reclaimed_ww,18552,18565,1187.76,1000000,43.100857,-93.311561,070802030202
8036,NE,sw_fresh,24811,24298,904.25,1000000,40.428301,-95.68106,1.024E+11
8042,NC,sw_fresh,5767,5799,739.05,1000000,36.260551,-80.058836,030101030304
8054,MS,sw_fresh,22331,21533,147.46,1000000,33.573842,-91.154644,080301000100
8055,AR,sw_fresh,35538,35559,354.46,1000000,35.323058,-93.283039,1.11102E+11
8056,LA,sw_fresh,23209,22488,12.07,1000000,29.985894,-90.479504,080903010206
8059,OK,reclaimed_ww,34138,34150,1118.02,226.8813179,34.58058,-98.321119,1.11302E+11
8063,TX,sw_fresh,39729,39735,705.29,1000000,32.423932,-97.742634,1.20602E+11
8066,WY,sw_fresh,43622,43639,6662.08,1000000,41.746365,-108.802933,1.40401E+11
8068,AZ,sw_fresh,45870,45901,1272.84,1000000,33.328006,-111.830849,1.50501E+11
8069,UT,sw_fresh,43750,43768,6459.7,1000000,39.367898,-111.057649,1.406E+11
8073,OR,sw_fresh,53257,53284,19.14,1000000,46.14805,-123.168117,1.708E+11
8102,OH,sw_fresh,15639,15655,570.31,1000000,38.915606,-82.090952,050302020904
8219,CO,gw_fresh,34684,34706,5477.76,1000000,38.643906,-104.698553,1.102E+11
8222,ND,sw_fresh,33133,33155,1960.4,1000000,47.234263,-101.891915,1.01302E+11
8223,AZ,gw_fresh,46279,46310,6983.22,1000000,34.339454,-109.18444,1.502E+11
8224,NV,gw_fresh,47466,47482,4456.24,1000000,40.861016,-117.187032,1.60401E+11
8226,PA,sw_fresh,14388,14410,755.99,1000000,40.590305,-79.747415,050100090304
8906,NY,sw_saline,2595,2614,11.66,1000000,40.763264,-73.963462,020301010405
8907,NY,sw_saline,2583,2603,59.14,1000000,41.248942,-73.937045,020301010105
9864,MA,sw_fresh,711,716,94.92,1000000,42.200305,-72.580469,010802010702
10003,CO,sw_fresh,24493,24494,5626.6,1000000,39.764728,-105.286745,1.019E+11
10012,NJ,gw_fresh,1476,1476,582.7,1000000,40.787085,-75.137737,020401050603
10013,MN,municipal,16987,16976,818.91,1000000,44.968921,-93.230859,070102060703
10025,NY,sw_fresh,11527,11546,413.49,1000000,43.181208,-77.630081,041300030704
10030,DE,gw_fresh,2686,2708,36.65,1000000,39.170385,-75.590348,020402070301
10033,MI,municipal,10451,10461,634.03,1000000,42.337495,-83.027459,040900040503
10034,CA,reclaimed_ww,55558,55575,182.6,1000000,37.043732,-121.577815,1.806E+11
10043,NJ,sw_fresh,4189,1834,14.43,1000000,39.743267,-75.365732,020402020608
10052,CA,municipal,54702,54730,23.34,1000000,40.80231,-124.150954,1.80101E+11
10071,VA,gw_fresh,3725,3761,7.78,1000000,36.880276,-76.300979,020802080206
10072,TX,reclaimed_ww,36497,36511,3159.22,1000000,35.633673,-101.428616,1.10901E+11
10090,CA,municipal,56076,56100,142.41,1000000,34.02901,-118.174917,1.80701E+11
10091,CA,reclaimed_ww,56079,56103,106.2,1000000,33.78336,-118.29569,1.80701E+11
10099,NJ,sw_fresh,4189,1834,10.21,1000000,39.729808,-75.463849,020402060103
10113,PA,gw_fresh,1894,1903,1692.7,1000000,40.75576,-76.182566,020402030201
10118,PA,reclaimed_ww,2171,2189,369.09,1000000,40.266421,-76.817478,020503051008
10143,PA,sw_fresh,13316,13327,1921.44,1000000,40.540407,-78.823121,050100070601
10144,CA,gw_fresh,55009,55047,142.17,1000000,38.893057,-121.384897,1.80202E+11
10151,WV,sw_fresh,12744,12750,1248.28,1000000,39.592137,-80.206914,050200030301
10156,CA,gw_fresh,55274,55315,188.78,1000000,36.67369,-120.013866,1.803E+11
10168,CA,municipal,55618,55648,99.12,1000000,37.395609,-122.147278,1.805E+11
10169,CA,municipal,56078,56102,115.44,1000000,33.865841,-118.306912,1.80701E+11
10184,TX,municipal,40756,40771,1058.71,1000000,30.3927,-97.802272,1.20902E+11
10186,ME,sw_fresh,406,413,244.67,1000000,44.819817,-69.876599,010300031301
10187,TX,sw_fresh,41080,41097,13.02,1000000,30.138957,-93.726354,1.201E+11
10190,NY,gw_sw_mix,2452,2475,16.06,1000000,42.583526,-73.645467,020200060304
10202,FL,gw_fresh,8702,8767,11.64,1000000,30.658171,-81.489288,030702040906
10224,NJ,municipal,2669,2690,29.3,1000000,40.630647,-74.28102,020301040104
10250,FL,gw_fresh,4661,4681,55.21,1000000,30.256937,-85.530416,031401010504
10290,NH,gw_fresh,954,965,474.69,1000000,43.725112,-71.67582,010700010404
10294,CA,gw_fresh,54420,54448,341.96,1000000,36.217549,-121.19725,1.806E+11
10300,CA,gw_fresh,56308,56305,-175.24,1000000,33.596787,-116.162339,1.81002E+11
10305,NY,municipal,2527,2550,68.5,1000000,41.678691,-73.944219,020200080106
10308,NJ,municipal,3687,3716,52.01,1000000,40.423127,-74.343401,020301050405
10333,FL,sw_fresh,8331,8390,74.36,288.1454405,28.551527,-82.474471,031002070302
10338,ME,sw_fresh,1289,1277,61.89,1000000,43.514646,-70.491867,010600021105
10342,CA,gw_fresh,53800,53810,10.88,1000000,38.133348,-122.000855,1.805E+11
10343,PA,municipal,1888,1893,1419.03,1000000,40.788592,-76.446066,020503010101
10344,SC,municipal,6643,6689,15.62,1000000,32.801371,-79.924016,030502010707
10346,MI,municipal,11044,11057,745.42,1000000,45.07932,-83.866689,040700060310
10347,FL,gw_fresh,7145,7193,178.69,1000000,30.457665,-83.856162,031101030405
10350,CA,gw_fresh,54164,54176,38.82,1000000,39.163896,-121.705831,1.80202E+11
10354,ME,sw_fresh,886,882,410.52,1000000,44.47008,-70.191553,010400020602
10356,ME,sw_fresh,76,77,575.12,1000000,46.684533,-68.512918,010100041005
10367,CA,municipal,53804,53618,7.28,1000000,38.133348,-122.000855,1.805E+11
10368,CA,gw_fresh,53804,53618,33.26,1000000,38.005002,-121.91867,1.805E+11
10369,CA,sw_fresh,53804,53618,6.07,1000000,37.992609,-121.801284,1.804E+11
10370,CA,municipal,53804,53618,21.93,1000000,37.992609,-121.801284,1.804E+11
10371,CA,municipal,53800,53810,38.52,1000000,38.005002,-121.91867,1.805E+11
10377,VA,municipal,3753,3795,41.19,1000000,37.292648,-77.249835,020802060201
10378,NC,municipal,6067,6094,25.62,1000000,33.918692,-77.989292,030300050803
10379,NC,municipal,5776,5813,564.01,1000000,36.438572,-78.991201,030101040602
10380,NC,gw_fresh,6046,6087,114.38,1000000,34.645947,-78.62401,030300050206
10381,NC,gw_fresh,7297,7345,77.51,1000000,35.002639,-77.8639,030300070206
10382,NC,municipal,6352,6392,112.99,1000000,34.61512,-79.001231,030402031003
10384,NC,municipal,5901,5939,107.65,1000000,36.014688,-77.742334,030201010902
10395,CA,municipal,55948,55972,782.26,1000000,33.678716,-117.828606,1.80702E+11
10405,CA,reclaimed_ww,55292,55322,303.25,1000000,36.567835,-119.546793,1.803E+11
10435,NJ,gw_fresh,1816,1824,17.33,1000000,39.944856,-75.117944,020402020405
10464,NY,sw_fresh,11502,11522,625.77,1000000,44.061686,-75.779976,042900020301
10471,CA,municipal,56115,56140,730.28,1000000,34.05984,-117.79623,1.80701E+11
10472,CA,municipal,56083,56109,712.71,1000000,33.88763,-118.066836,1.80701E+11
10478,CA,gw_fresh,55363,55373,1259.43,1000000,34.502125,-118.620044,1.80701E+11
10495,ME,sw_fresh,886,882,443.03,1000000,44.520234,-70.573718,010400020406
10503,NY,sw_fresh,3999,4029,229.41,1000000,43.284485,-73.625104,020200030506
10525,NC,municipal,7363,7411,31.02,1000000,35.121183,-77.224639,030202020605
10566,NJ,sw_fresh,3563,3582,9.82,1000000,39.729808,-75.463849,020402060103
10567,CT,sw_fresh,706,711,26.08,1000000,41.955083,-72.593551,010802050105
10593,LA,sw_fresh,21259,21266,18.17,22.31393518,30.206457,-93.152346,080802030705
10603,PA,sw_fresh,13323,13336,2169.87,1000000,40.453184,-78.707228,050100070501
10617,NY,sw_fresh,11504,11525,761.47,1000000,43.875717,-75.351785,041403011105
10620,NY,sw_fresh,11502,11522,684.36,1000000,43.986183,-75.622392,041403011401
10621,NY,municipal,11907,11929,393.3,1000000,43.050742,-76.289874,041402011503
10629,MD,sw_fresh,3848,3902,13.22,1000000,39.327663,-76.716189,020600030902
10633,VA,municipal,3755,3469,46.25,1000000,37.292648,-77.249835,020802060201
10640,CA,gw_fresh,53864,53878,19.91,1000000,37.909676,-121.205521,1.80401E+11
10641,PA,sw_fresh,2062,2080,2181.69,1000000,40.453184,-78.707228,050100070501
10642,NY,municipal,3593,3631,96.52,1000000,40.757219,-73.555347,020302020203
10646,CT,municipal,860,864,47.29,1000000,41.444092,-72.112571,011000030203
10652,CA,municipal,54122,54137,3220.17,1000000,40.84524,-121.712902,1.802E+11
10661,CA,sw_fresh,53752,53760,4567.3,1000000,40.247058,-121.243504,1.80201E+11
10670,TX,sw_muni_mix,38366,38365,22.33,1000000,29.717413,-95.199362,1.20401E+11
10671,OK,sw_fresh,34937,34956,437.63,1000000,35.183086,-94.667287,1.11101E+11
10672,FL,reclaimed_ww,8129,8187,9.35,1000000,30.446568,-81.620086,030801031601
10675,CT,sw_fresh,860,864,28.07,1000000,41.444092,-72.112571,011000030203
10676,PA,sw_fresh,12871,12875,742.59,1000000,40.565062,-80.332182,050301010207
10677,CA,gw_fresh,56454,55394,1373.13,1000000,34.367503,-118.534707,1.80701E+11
10678,MD,municipal,3932,3966,647.39,1000000,39.615592,-78.728182,020700020801
10682,CO,municipal,24731,24229,4240.09,1000000,40.24618,-103.589041,1.019E+11
10683,CO,municipal,24731,24229,4240.58,1000000,40.24618,-103.589041,1.019E+11
10686,MN,sw_fresh,18019,18033,1278.28,1000000,47.228141,-93.539069,070101030301
10725,NY,municipal,2450,2469,188.08,1000000,42.553715,-73.902849,020200060402
10726,MA,municipal,1098,1102,150.87,1000000,42.161252,-72.477887,010802040402
10731,PA,gw_fresh,2919,2943,505.82,1000000,41.158773,-76.859096,020502061202
10741,TX,municipal,38776,38783,16.25,1000000,29.574756,-95.171396,1.20402E+11
10743,WV,sw_fresh,12736,12743,827.39,1000000,39.651507,-80.025045,050200030308
10745,MI,sw_fresh,11182,11195,600.7,862.5385958,43.519533,-84.352166,040802010605
10746,PA,municipal,4206,1831,11.04,1000000,39.807783,-75.326608,020402020607
10751,NJ,municipal,1816,1824,11.16,1000000,39.944856,-75.117944,020402020405
10755,CO,municipal,43334,43352,5518.71,1000000,39.524144,-107.73514,1.401E+11
10761,NV,municipal,46287,46321,1922.5,1000000,36.172892,-115.183429,1.501E+11
10764,CA,municipal,54701,54729,83.39,1000000,40.905175,-124.035236,1.80101E+11
10765,ME,gw_fresh,460,461,155.42,1000000,44.702116,-67.627852,010500020801
10766,ME,sw_fresh,272,279,221.8,1000000,45.197276,-68.636941,010200050401
10767,CA,municipal,55274,55315,301.11,1000000,36.677826,-119.780763,1.803E+11
10769,CA,gw_fresh,55307,54868,634.46,1000000,35.563867,-119.045191,1.803E+11
10771,VA,municipal,3755,3469,49.61,1000000,37.292648,-77.249835,020802060201
10772,CA,municipal,55012,55051,142.5,1000000,38.85725,-121.293588,1.80202E+11
10773,VA,sw_fresh,5637,5655,546.6,1000000,37.08336,-79.281228,030101011305
10774,VA,gw_fresh,5836,5870,19.53,1000000,36.626158,-76.98876,030102011206
10777,CA,gw_fresh,55829,55854,4028.3,1000000,40.366262,-120.338863,1.808E+11
10784,MT,gw_fresh,32003,32037,3241.58,1000000,45.857856,-106.733641,1.01E+11
10802,MA,sw_fresh,1020,1028,98.5,1000000,42.693425,-71.403515,010700061206
10803,NY,sw_fresh,12046,11478,275.23,1000000,44.692458,-75.419462,042900080101
10805,NJ,gw_fresh,2672,2695,90.75,1000000,40.630837,-74.194674,020301040204
10810,CA,municipal,55891,55917,10.83,1000000,32.678254,-117.128076,1.80703E+11
10811,CA,municipal,55890,55916,12.54,1000000,32.678254,-117.128076,1.80703E+11
10812,CA,municipal,55890,55916,18.43,1000000,32.678254,-117.128076,1.80703E+11
10819,MI,municipal,10298,10308,629.46,1000000,43.003202,-85.506218,040500060502
10822,MI,gw_fresh,11028,11037,1253.97,1000000,44.591228,-84.616769,040700070108
10835,ME,sw_fresh,384,389,416.03,1000000,45.011652,-69.677767,010300031402
10836,CA,municipal,55013,55044,37.9,1000000,38.725992,-121.928229,1.80201E+11
10837,CA,gw_fresh,55680,55316,163.14,1000000,36.704757,-120.504586,1.803E+11
10838,NH,gw_fresh,23318,23318,1149.62,1000000,43.397248,-72.04719,010801060402
10839,NH,sw_fresh,1364,1371,1065.69,1000000,44.377116,-71.576205,010801030102
10840,CA,gw_fresh,55306,55340,319.35,1000000,35.703215,-119.137035,1.803E+11
10869,OR,municipal,51092,51129,1319.58,1000000,42.414566,-122.88337,1.71003E+11
50002,MA,gw_fresh,1169,1164,1015.83,1000000,42.44034,-73.13966,011000050103
50035,ME,sw_fresh,897,893,245.49,1000000,44.09603,-70.309796,010400020910
50051,ME,sw_fresh,293,300,68.87,1000000,44.668326,-68.832055,010200051007
50068,CA,municipal,55308,55342,493.77,1000000,35.926656,-119.045942,1.803E+11
50071,FL,gw_fresh,4261,4261,16.82,1000000,26.767826,-80.103885,030902061002
50099,ID,gw_fresh,52123,52164,4151.68,1000000,45.008641,-116.410838,1.70501E+11
50109,TX,municipal,35707,35731,520.56,1000000,33.730138,-95.54945,1.11401E+11
50111,CA,gw_fresh,54327,54353,4965.57,1000000,39.632747,-120.239398,1.80201E+11
50127,TX,municipal,36086,36107,1022.54,1000000,33.822623,-98.613497,1.11302E+11
50137,TX,gw_fresh,38856,38863,71.3,1000000,29.275939,-95.890037,1.20904E+11
50201,GA,sw_fresh,16561,16598,2148.21,1000000,35.001945,-83.354323,060102020102
50208,NH,sw_fresh,1101,1105,1047.05,1000000,44.304311,-71.719451,010801030403
50215,PA,municipal,2213,2233,485.76,1000000,40.021841,-76.694322,020503060707
50225,ME,municipal,920,923,38,1000000,43.645673,-70.435749,010600010401
50243,ME,sw_fresh,297,304,15.27,1000000,44.668326,-68.832055,010200051007
50271,NC,gw_fresh,7322,7372,46.99,1000000,34.320798,-77.965267,030300070809
50273,MA,municipal,710,715,64.14,1000000,42.200305,-72.580469,010802010702
50277,NY,gw_fresh,11366,11373,1197.86,1000000,44.844638,-74.030077,043002010104
50279,PA,municipal,1508,1510,923.15,1000000,41.525102,-75.52739,020501070104
50290,MA,gw_fresh,754,763,75.05,1000000,41.758777,-70.803496,010900020301
50292,NY,gw_fresh,3592,3629,115.84,1000000,40.681906,-73.530143,020302020207
50293,CA,gw_fresh,53926,53945,93.94,1000000,39.190769,-122.084416,1.80201E+11
50363,CA,sw_fresh,56307,56339,-134.68,1000000,32.814579,-115.525175,1.81002E+11
50385,NJ,municipal,2667,2688,18,1000000,40.770482,-74.179492,020301030805
50406,ME,sw_fresh,414,416,194,1000000,44.747516,-69.661326,010300031501
50407,AL,municipal,8732,8789,20.03,1000000,30.822635,-87.965943,031602040403
50449,NY,gw_fresh,11547,11566,1412.03,1000000,42.6235,-78.056883,041300021002
50451,NY,municipal,11586,11607,591.37,1000000,42.932513,-78.914042,042701010802
50458,NY,sw_fresh,4000,4041,519.66,1000000,43.25795,-73.819904,020200030501
50460,MA,sw_fresh,719,724,163.52,1000000,42.630763,-72.501661,010802010503
50472,NY,sw_muni_mix,11586,11607,569.98,1000000,43.103874,-79.008368,042701010807
50497,NJ,municipal,2667,2688,7.93,1000000,40.659912,-74.054407,020301040205
50498,CT,municipal,1328,1335,33.17,1000000,41.714688,-72.745041,010802050303
50541,CA,municipal,56079,56103,8.55,1000000,33.78336,-118.29569,1.80701E+11
50555,NC,municipal,7196,7246,167.78,1000000,36.433359,-77.66836,030101070102
50558,OK,municipal,33801,33758,1244.97,1000000,35.443669,-97.648718,1.11003E+11
50560,CA,gw_fresh,55166,55198,1371.24,1000000,37.854676,-120.441286,1.804E+11
50561,NJ,sw_fresh,1816,1824,16.79,1000000,39.849251,-75.206262,020402020507
50611,PA,gw_fresh,2148,2164,1282.77,1000000,40.621854,-76.389729,020503050602
50629,FL,gw_fresh,8072,8132,100.71,1000000,28.77436,-81.841754,030801020203
50630,OR,gw_fresh,50339,50363,185.66,1000000,45.031333,-122.928598,1.709E+11
50632,CA,gw_fresh,53901,53918,349.7,1000000,37.450905,-120.92191,1.804E+11
50648,CT,municipal,1353,1360,208.95,1000000,41.621393,-72.923419,011000040101
50649,NY,gw_fresh,3590,3625,61.88,1000000,40.676981,-73.376282,020302020406
50650,ME,gw_fresh,140,134,1164.56,1000000,45.17967,-70.383135,010300020303
50651,NY,municipal,11922,11948,400.53,1000000,43.075326,-76.194555,041402011509
50657,MD,sw_fresh,1868,1877,348.78,1000000,39.166022,-77.505531,020700080403
50658,VA,municipal,4126,4167,184.51,1000000,38.677543,-77.229798,020700100803
50664,CT,municipal,862,868,65.07,1000000,41.424226,-72.842039,011000040105
50666,FL,municipal,8299,8358,48.94,1000000,28.318529,-82.636203,031002070307
50676,CO,municipal,24556,24568,4672.89,1000000,40.467164,-104.729676,1.019E+11
50707,CO,municipal,24252,24259,4998.92,1000000,40.111521,-104.804527,1.019E+11
50736,CT,municipal,833,840,544.61,1000000,41.722746,-71.851621,011000010503
50739,NH,gw_fresh,1277,1290,471.37,1000000,43.896938,-71.231036,010600020604
50744,NY,municipal,12017,12046,468.76,1000000,43.025607,-75.524428,041402020402
50748,CA,municipal,55631,55655,26.4,1000000,37.353828,-121.894055,1.805E+11
50770,MI,gw_fresh,10612,10622,1256.3,1000000,44.170244,-85.228241,040601020308
50771,PA,gw_fresh,2930,2953,629.88,1000000,40.922904,-76.877968,020502061207
