param,mx,mn,med,mean,num_nans
rh_avg,100.0,5.8,65.2,62.50508972863653,False
air_tmp_C_avg,38.69998,-26.249985,15.649994,14.703589472228357,False
open_wtr_et_mm,16.8,0.0,3.78,4.035380966507494,False
wb_tmp_C,28.020313,-26.64511,11.088266,10.39455934979685,False
rh_max,100.0,10.2,90.1,85.85488216560717,False
rh_min,100.0,1.0,39.5,39.15529700131257,False
sp_h_kg_kg,0.02302,0.00027999998,0.0065099997,0.007488087886334326,False
air_tmn_K,303.6,236.6,281.9,281.30718868438527,False
air_tmx_K,321.9,252.5,295.7,294.39997820110204,False
precip_mm,246.8,0.0,0.0,2.7354663538808763,False
wnd_spd_m_s,16.2,0.3,3.7,4.04736856707197,False
wnd_dir_dg_clk_frm_N,360.0,0.0,204.0,188.01365156431916,False
ref_et_gr_mm,16.0,0.0,3.6000001000000004,3.843220088370927,False
ref_et_alf_mm,24.800001,0.0,4.9,5.239432799141159,False
sur_rad_Wm2,437.7,13.0,195.5,197.26398776630114,False
vpdef_kPa,7.18,0.0,0.78,0.9948535593559855,False
